"impulse_var","response_var","horizon","irf_value","lower_ci","upper_ci","dataset","model_name"
"e","rw",2,-0.180277335118076,-0.352410038880053,0.0758031736798719,"Canada","VAR2_Canada"
"e","rw",3,-0.100425475129852,-0.297800722548975,0.183951760308098,"Canada","VAR2_Canada"
"e","rw",4,0.00804992800771077,-0.21995311570985,0.292274481282795,"Canada","VAR2_Canada"
"e","rw",5,0.126762159119194,-0.157280087782196,0.411405828155058,"Canada","VAR2_Canada"
"e","rw",6,0.241833320820192,-0.0728279143973259,0.515358802709328,"Canada","VAR2_Canada"
"e","rw",7,0.343821736335354,-0.00699303193134762,0.564676098659708,"Canada","VAR2_Canada"
"e","rw",8,0.427131741137855,0.0617482043414008,0.639514294490759,"Canada","VAR2_Canada"
"e","rw",9,0.489230185092108,0.0993057921243694,0.697909673735776,"Canada","VAR2_Canada"
"e","rw",10,0.529860660940645,0.164746573492562,0.734760101964262,"Canada","VAR2_Canada"
"e","U",0,-0.190420047975353,-0.232983890182171,-0.134977333881863,"Canada","VAR2_Canada"
"e","U",1,-0.329124153028014,-0.373548756553494,-0.22956510981514,"Canada","VAR2_Canada"
"e","U",2,-0.369053587402071,-0.425224987489652,-0.210395294959432,"Canada","VAR2_Canada"
"e","U",3,-0.35250174452245,-0.442274045703493,-0.170440764408023,"Canada","VAR2_Canada"
"e","U",4,-0.300681927585781,-0.410120815169189,-0.101115556565347,"Canada","VAR2_Canada"
"e","U",5,-0.229617289348394,-0.36678976090769,-0.0136563125687959,"Canada","VAR2_Canada"
"e","U",6,-0.151593875605813,-0.295984351935334,0.0876353407554382,"Canada","VAR2_Canada"
"e","U",7,-0.0751795217392362,-0.238555832411527,0.145510185328338,"Canada","VAR2_Canada"
"e","U",8,-0.00584279188611486,-0.183984688472385,0.203795744467985,"Canada","VAR2_Canada"
"e","U",9,0.0533727673424337,-0.147622774854707,0.289099613746577,"Canada","VAR2_Canada"
"e","U",10,0.101208799027599,-0.132583745709517,0.328889159287572,"Canada","VAR2_Canada"
"prod","e",0,0,0,0,"Canada","VAR2_Canada"
"prod","e",1,0.107135784422927,0.0239931035473079,0.182783445690578,"Canada","VAR2_Canada"
"prod","e",2,0.22406285001934,0.072834480472804,0.368716397327853,"Canada","VAR2_Canada"
"prod","e",3,0.333967256683481,0.124171892235667,0.523166603778813,"Canada","VAR2_Canada"
"prod","e",4,0.432532027578313,0.172156566900902,0.678614844297606,"Canada","VAR2_Canada"
"prod","e",5,0.517645336185979,0.200005911607626,0.818312674833097,"Canada","VAR2_Canada"
"prod","e",6,0.588315476008075,0.242738545771472,0.949900244322716,"Canada","VAR2_Canada"
"prod","e",7,0.644319502508788,0.214354583412376,0.982901381612639,"Canada","VAR2_Canada"
"prod","e",8,0.686052638432782,0.197705811727261,1.02064843065781,"Canada","VAR2_Canada"
"prod","e",9,0.714394066510649,0.194399406599042,1.07371340339573,"Canada","VAR2_Canada"
"prod","e",10,0.730569499444539,0.190384416145205,1.10798042206809,"Canada","VAR2_Canada"
"prod","prod",0,0.652140316195739,0.493768671724522,0.730610360782434,"Canada","VAR2_Canada"
"prod","prod",1,0.747796256084811,0.471328282405074,0.849950580763434,"Canada","VAR2_Canada"
"prod","prod",2,0.754244874161826,0.423633765610887,0.903268507693202,"Canada","VAR2_Canada"
"prod","prod",3,0.745553872417233,0.358315406811052,0.902882450330209,"Canada","VAR2_Canada"
"prod","prod",4,0.728431323062961,0.273416455452314,0.896068073676214,"Canada","VAR2_Canada"
"prod","prod",5,0.704485389702698,0.196735341832344,0.886636008203963,"Canada","VAR2_Canada"
"prod","prod",6,0.674221244442991,0.174185553467543,0.849547382161094,"Canada","VAR2_Canada"
"prod","prod",7,0.638365964206187,0.123456349620374,0.827566853693123,"Canada","VAR2_Canada"
"prod","prod",8,0.5979989199406,0.08090698664378,0.786418812445324,"Canada","VAR2_Canada"
"prod","prod",9,0.554400371871615,0.0459786059844296,0.725281841337576,"Canada","VAR2_Canada"
"prod","prod",10,0.508906650790979,0.00432845143630042,0.670800324743902,"Canada","VAR2_Canada"
"prod","rw",0,0.0954160556007012,-0.0877903260643599,0.264418425077358,"Canada","VAR2_Canada"
"prod","rw",1,0.0327633129508068,-0.232890212178243,0.244178240629341,"Canada","VAR2_Canada"
"prod","rw",2,-0.0608754640864016,-0.347372247516132,0.162593731248814,"Canada","VAR2_Canada"
"prod","rw",3,-0.134869884527982,-0.410613294450451,0.0862740144687719,"Canada","VAR2_Canada"
"prod","rw",4,-0.183991878243479,-0.453123464437217,0.0321871854648331,"Canada","VAR2_Canada"
"prod","rw",5,-0.20923845411224,-0.500173948286303,0.0440007562046908,"Canada","VAR2_Canada"
"prod","rw",6,-0.212697654210321,-0.495230330890491,0.0624329252553691,"Canada","VAR2_Canada"
"prod","rw",7,-0.197007929114292,-0.489682186771176,0.0864575036035613,"Canada","VAR2_Canada"
"prod","rw",8,-0.165073784476572,-0.447250397701171,0.163845132148761,"Canada","VAR2_Canada"
"prod","rw",9,-0.119907770568276,-0.405121630077433,0.213019464269002,"Canada","VAR2_Canada"
"prod","rw",10,-0.0645017501729057,-0.34941440665822,0.304063533989287,"Canada","VAR2_Canada"
"prod","U",0,0.0153386669472595,-0.0262003712979804,0.0541707709973859,"Canada","VAR2_Canada"
"prod","U",1,-0.0396690410758172,-0.0943132513154991,0.0257311585736706,"Canada","VAR2_Canada"
"prod","U",2,-0.107692971134437,-0.191247611282207,-0.0164499183147467,"Canada","VAR2_Canada"
"prod","U",3,-0.169766034846523,-0.28658976290442,-0.0477767204287199,"Canada","VAR2_Canada"
"prod","U",4,-0.223533591979613,-0.37785390524276,-0.083324378259166,"Canada","VAR2_Canada"
"prod","U",5,-0.267721538753904,-0.449532065835654,-0.103113592121529,"Canada","VAR2_Canada"
"prod","U",6,-0.301827662095233,-0.495229561577807,-0.0932571584671056,"Canada","VAR2_Canada"
"prod","U",7,-0.325957614608297,-0.51541643144763,-0.107126309280693,"Canada","VAR2_Canada"
"prod","U",8,-0.34065646213801,-0.528740339992274,-0.0962876173354483,"Canada","VAR2_Canada"
"prod","U",9,-0.346785860755437,-0.543124030516042,-0.0839650845079527,"Canada","VAR2_Canada"
"prod","U",10,-0.345410342132816,-0.537137280451874,-0.0787917019042259,"Canada","VAR2_Canada"
"rw","e",0,0,0,0,"Canada","VAR2_Canada"
"rw","e",1,-0.0446314831357644,-0.107236526440341,0.017547576347162,"Canada","VAR2_Canada"
"rw","e",2,-0.100055386363173,-0.191941169869065,0.00610808422376749,"Canada","VAR2_Canada"
"rw","e",3,-0.160757727315614,-0.277375769332753,0.00683804827782574,"Canada","VAR2_Canada"
"rw","e",4,-0.217640149866369,-0.376384227813827,-0.00558372913169233,"Canada","VAR2_Canada"
"rw","e",5,-0.262070073824045,-0.431704640706634,-0.00269710877496441,"Canada","VAR2_Canada"
"rw","e",6,-0.29035879989869,-0.484107813935037,0.00623909319473802,"Canada","VAR2_Canada"
"rw","e",7,-0.302256784802874,-0.51829203287924,0.0299970008370877,"Canada","VAR2_Canada"
"rw","e",8,-0.299544660725864,-0.520440038966527,0.0559075589492322,"Canada","VAR2_Canada"
"rw","e",9,-0.285008476215651,-0.496693490578969,0.0843730614262965,"Canada","VAR2_Canada"
"rw","e",10,-0.261734432166698,-0.45381503328134,0.124512331129192,"Canada","VAR2_Canada"
"rw","prod",0,0,0,0,"Canada","VAR2_Canada"
"rw","prod",1,0.0326201798462455,-0.108451849058214,0.173314873133775,"Canada","VAR2_Canada"
"rw","prod",2,-0.00739499481397162,-0.153255332009776,0.1428043601047,"Canada","VAR2_Canada"
"rw","prod",3,-0.077232539901255,-0.24768793647463,0.107743324521691,"Canada","VAR2_Canada"
"rw","prod",4,-0.124757646639693,-0.336896160076801,0.0965082866903538,"Canada","VAR2_Canada"
"rw","prod",5,-0.148110653812294,-0.332913246085905,0.0996800270944699,"Canada","VAR2_Canada"
"rw","prod",6,-0.151072128893978,-0.321765507238791,0.114754679907614,"Canada","VAR2_Canada"
"rw","prod",7,-0.138649366307695,-0.313056008548857,0.146558071271761,"Canada","VAR2_Canada"
"rw","prod",8,-0.11600610383471,-0.273931383775708,0.175483496312496,"Canada","VAR2_Canada"
"rw","prod",9,-0.087693995210034,-0.251378822006861,0.222088024818754,"Canada","VAR2_Canada"
"rw","prod",10,-0.0573625217332854,-0.207356787251062,0.237280085214753,"Canada","VAR2_Canada"
"rw","rw",0,0.765695983509601,0.595409040043692,0.817913145116138,"Canada","VAR2_Canada"
"rw","rw",1,0.68583306822465,0.393957044471145,0.783880566804663,"Canada","VAR2_Canada"
"rw","rw",2,0.662336509513798,0.398896905845562,0.768519918723856,"Canada","VAR2_Canada"
"rw","rw",3,0.638207755898464,0.347587407921724,0.74058529209069,"Canada","VAR2_Canada"
"rw","rw",4,0.610310012369003,0.319731527203481,0.717802392994497,"Canada","VAR2_Canada"
"rw","rw",5,0.575290592270189,0.284196020007129,0.674063330283452,"Canada","VAR2_Canada"
"rw","rw",6,0.530662763357661,0.255590342803774,0.635720506048312,"Canada","VAR2_Canada"
"rw","rw",7,0.476975645913754,0.200584167513187,0.602562617652409,"Canada","VAR2_Canada"
"rw","rw",8,0.416471749092373,0.143537556778193,0.537225650582723,"Canada","VAR2_Canada"
"rw","rw",9,0.352085907236834,0.0934609868405201,0.451330430086236,"Canada","VAR2_Canada"
"rw","rw",10,0.286798554683487,0.0279944525027922,0.406751190603393,"Canada","VAR2_Canada"
"rw","U",0,0.013924741502427,-0.024565481659708,0.0575213887812583,"Canada","VAR2_Canada"
"rw","U",1,0.0229079861966057,-0.035010935883824,0.0850890425156092,"Canada","VAR2_Canada"
"rw","U",2,0.081365710131457,0.0186975398870902,0.147228256940343,"Canada","VAR2_Canada"
"rw","U",3,0.131854178291167,0.0435826538143319,0.200813567640522,"Canada","VAR2_Canada"
"rw","U",4,0.173420279528694,0.0600633292950625,0.259014962661547,"Canada","VAR2_Canada"
"rw","U",5,0.202255549937067,0.061675827380327,0.303290576228837,"Canada","VAR2_Canada"
"rw","U",6,0.217163957064543,0.0575441743686887,0.321250165666617,"Canada","VAR2_Canada"
"rw","U",7,0.219277500645941,0.0430522311506966,0.333862414924121,"Canada","VAR2_Canada"
"rw","U",8,0.210849125720822,0.0209705504159974,0.311362587697452,"Canada","VAR2_Canada"
"rw","U",9,0.194536298331337,-0.00569263069896527,0.283391288923518,"Canada","VAR2_Canada"
"rw","U",10,0.17294672381665,-0.030622524031607,0.251898295633739,"Canada","VAR2_Canada"
"U","e",0,0,0,0,"Canada","VAR2_Canada"
"U","e",1,0.0541174254482729,-0.0109002757011082,0.112060128457491,"Canada","VAR2_Canada"
"U","e",2,0.132701856461591,0.00418414214709248,0.246636520145386,"Canada","VAR2_Canada"
"U","e",3,0.233713590353913,0.0555022010311159,0.382902404268528,"Canada","VAR2_Canada"
"U","e",4,0.335981538129688,0.0942172368654974,0.49835456459217,"Canada","VAR2_Canada"
"U","e",5,0.425025825921478,0.123150171000644,0.610024167597317,"Canada","VAR2_Canada"
"U","e",6,0.493829487537078,0.127403806348541,0.701882003375667,"Canada","VAR2_Canada"
"U","e",7,0.54042395334075,0.141630554405344,0.741423551596507,"Canada","VAR2_Canada"
"U","e",8,0.566014017478532,0.12998950120267,0.758030566371715,"Canada","VAR2_Canada"
"U","e",9,0.573529288588297,0.111485839041229,0.780463415815917,"Canada","VAR2_Canada"
"U","e",10,0.566608263036149,0.0913278516859279,0.764986614122158,"Canada","VAR2_Canada"
"U","prod",0,0,0,0,"Canada","VAR2_Canada"
"U","prod",1,-0.0975027989313375,-0.212052147756813,0.0428839590071007,"Canada","VAR2_Canada"
"U","prod",2,0.0252702552999694,-0.12972744677869,0.225018819780846,"Canada","VAR2_Canada"
"U","prod",3,0.151113388058167,-0.0638652517506315,0.363768047172229,"Canada","VAR2_Canada"
"U","prod",4,0.243444736326729,-0.0155725518998274,0.474269651776107,"Canada","VAR2_Canada"
"U","prod",5,0.301330808863502,8.8854256571602e-05,0.523726173063325,"Canada","VAR2_Canada"
"U","prod",6,0.328376075020571,0.00204351966170921,0.535371520328474,"Canada","VAR2_Canada"
"U","prod",7,0.330838531452688,-0.0135990274105746,0.518582327869413,"Canada","VAR2_Canada"
"U","prod",8,0.315513065959552,-0.0333215392335048,0.478282707791107,"Canada","VAR2_Canada"
"U","prod",9,0.288641404134804,-0.0633302403750918,0.448396549335797,"Canada","VAR2_Canada"
"U","prod",10,0.255438999674862,-0.0920653119065243,0.408075355226646,"Canada","VAR2_Canada"
"U","rw",0,0,0,0,"Canada","VAR2_Canada"
"U","rw",1,0.00247170089847213,-0.152985542138635,0.189835401117071,"Canada","VAR2_Canada"
"U","rw",2,-0.0289240442780452,-0.185386501082861,0.18909439384326,"Canada","VAR2_Canada"
"U","rw",3,-0.0587052527007304,-0.252399993080505,0.19974554232884,"Canada","VAR2_Canada"
"U","rw",4,-0.0861378150752979,-0.295632787694579,0.1844745481701,"Canada","VAR2_Canada"
"U","rw",5,-0.100655507010891,-0.323185650728162,0.179887590919542,"Canada","VAR2_Canada"
"U","rw",6,-0.0972477769311677,-0.30898017540715,0.170274414911565,"Canada","VAR2_Canada"
"U","rw",7,-0.0756568986115961,-0.269760747467447,0.177674797698574,"Canada","VAR2_Canada"
"U","rw",8,-0.0383408284306551,-0.208712893149243,0.197753906300799,"Canada","VAR2_Canada"
"U","rw",9,0.0109142289780761,-0.191016793399973,0.257537206897576,"Canada","VAR2_Canada"
"U","rw",10,0.0679606996563581,-0.122201750504179,0.325732094065754,"Canada","VAR2_Canada"
"U","U",0,0.203767045748553,0.157836888473365,0.21761225812931,"Canada","VAR2_Canada"
"U","U",1,0.12611784258656,0.03778607046205,0.158597311882577,"Canada","VAR2_Canada"
"U","U",2,0.0397897567186183,-0.0515697085575127,0.0897160604551397,"Canada","VAR2_Canada"
"U","U",3,-0.0467306835955332,-0.160448079560589,0.0392299552066994,"Canada","VAR2_Canada"
"U","U",4,-0.125895799478966,-0.236040389387436,-0.00846984540639101,"Canada","VAR2_Canada"
"U","U",5,-0.189144064897566,-0.306919060154196,-0.0424098599358336,"Canada","VAR2_Canada"
"U","U",6,-0.233586281339478,-0.362172521234478,-0.0540273680556946,"Canada","VAR2_Canada"
"U","U",7,-0.259697495956528,-0.375744675409929,-0.0488268358099066,"Canada","VAR2_Canada"
"U","U",8,-0.269796504744981,-0.37545273082235,-0.0375875746669854,"Canada","VAR2_Canada"
"U","U",9,-0.267030879759818,-0.362682001891522,-0.0291111767037462,"Canada","VAR2_Canada"
"U","U",10,-0.254698252949332,-0.349177410747526,-0.0130248337098107,"Canada","VAR2_Canada"
"e","e",0,0.362815019443702,0.290230500126636,0.397272878283079,"Canada","VAR2_Canada_cumulative"
"e","e",1,0.910348766289591,0.681860453444177,0.97334036154664,"Canada","VAR2_Canada_cumulative"
"e","e",2,1.528266905547,1.0318867661401,1.67042208717055,"Canada","VAR2_Canada_cumulative"
"e","e",3,2.13962323345777,1.33742681095209,2.42355979391581,"Canada","VAR2_Canada_cumulative"
"e","e",4,2.69167075704464,1.58341434757527,3.14945938326568,"Canada","VAR2_Canada_cumulative"
"e","e",5,3.15236473463752,1.72879457669589,3.77281352637225,"Canada","VAR2_Canada_cumulative"
"e","e",6,3.50619436280539,1.7073263159342,4.33332283318399,"Canada","VAR2_Canada_cumulative"
"e","e",7,3.74995758070789,1.62210464005802,4.81720515718081,"Canada","VAR2_Canada_cumulative"
"e","e",8,3.88896314170336,1.27368993211984,5.27083787484172,"Canada","VAR2_Canada_cumulative"
"e","e",9,3.93386314506263,0.963593034715269,5.59351153852652,"Canada","VAR2_Canada_cumulative"
"e","e",10,3.8981817104095,0.633624023384264,5.88656420076758,"Canada","VAR2_Canada_cumulative"
"e","prod",0,-0.0205855405810019,-0.145026140864448,0.138740488396041,"Canada","VAR2_Canada_cumulative"
"e","prod",1,-0.0217864871044964,-0.280966675762584,0.326894754952946,"Canada","VAR2_Canada_cumulative"
"e","prod",2,-0.00697805121822873,-0.463618497039739,0.603277202744208,"Canada","VAR2_Canada_cumulative"
"e","prod",3,-0.0285494847786072,-0.815125184768029,0.909032875876769,"Canada","VAR2_Canada_cumulative"
"e","prod",4,-0.113463723112828,-1.07687748216222,1.11470120410843,"Canada","VAR2_Canada_cumulative"
"e","prod",5,-0.269164253091748,-1.52407533159525,1.33361603202227,"Canada","VAR2_Canada_cumulative"
"e","prod",6,-0.490606606740602,-2.03559859485947,1.50167376518929,"Canada","VAR2_Canada_cumulative"
"e","prod",7,-0.765552007828023,-2.6422187423781,1.59879720970285,"Canada","VAR2_Canada_cumulative"
"e","prod",8,-1.07861178627027,-3.25748864033038,1.65919712230163,"Canada","VAR2_Canada_cumulative"
"e","prod",9,-1.41399468362558,-3.86085975887569,1.8169147069198,"Canada","VAR2_Canada_cumulative"
"e","prod",10,-1.75719783357792,-4.3815833897152,1.87017296765852,"Canada","VAR2_Canada_cumulative"
"e","rw",0,-0.116033519182364,-0.267822823508009,0.0607685353308878,"Canada","VAR2_Canada_cumulative"
"e","rw",1,-0.318116658928264,-0.589563479100401,0.0169532635746849,"Canada","VAR2_Canada_cumulative"
"e","rw",2,-0.49839399404634,-0.907778822529035,0.101227478081443,"Canada","VAR2_Canada_cumulative"
"e","rw",3,-0.598819469176193,-1.16323409415808,0.278842973850119,"Canada","VAR2_Canada_cumulative"
"e","rw",4,-0.590769541168482,-1.34519156971755,0.508920132493426,"Canada","VAR2_Canada_cumulative"
"e","rw",5,-0.464007382049288,-1.50769563483226,0.892345827481997,"Canada","VAR2_Canada_cumulative"
"e","rw",6,-0.222174061229096,-1.58850304759331,1.38009266817773,"Canada","VAR2_Canada_cumulative"
"e","rw",7,0.121647675106258,-1.59440151053094,1.93764792611353,"Canada","VAR2_Canada_cumulative"
"e","rw",8,0.548779416244112,-1.45232193985953,2.48084579313415,"Canada","VAR2_Canada_cumulative"
"e","rw",9,1.03800960133622,-1.26141390561307,2.94192274820228,"Canada","VAR2_Canada_cumulative"
"e","rw",10,1.56787026227687,-1.09075294987704,3.48023940633592,"Canada","VAR2_Canada_cumulative"
"e","U",0,-0.190420047975353,-0.232983890182171,-0.134977333881863,"Canada","VAR2_Canada_cumulative"
"e","U",1,-0.519544201003367,-0.588586084296698,-0.379157276281882,"Canada","VAR2_Canada_cumulative"
"e","U",2,-0.888597788405438,-0.993132705117985,-0.603257330975084,"Canada","VAR2_Canada_cumulative"
"e","U",3,-1.24109953292789,-1.39496024597171,-0.780367892057709,"Canada","VAR2_Canada_cumulative"
"e","U",4,-1.54178146051367,-1.79996022144925,-0.90150880314519,"Canada","VAR2_Canada_cumulative"
"e","U",5,-1.77139874986206,-2.13618328062434,-0.96633679146546,"Canada","VAR2_Canada_cumulative"
"e","U",6,-1.92299262546788,-2.41316648790331,-0.942110085060969,"Canada","VAR2_Canada_cumulative"
"e","U",7,-1.99817214720711,-2.65275972580699,-0.863282854953764,"Canada","VAR2_Canada_cumulative"
"e","U",8,-2.00401493909323,-2.77405890613066,-0.72667700996586,"Canada","VAR2_Canada_cumulative"
"e","U",9,-1.95064217175079,-2.83596830550719,-0.505586676857669,"Canada","VAR2_Canada_cumulative"
"e","U",10,-1.84943337272319,-2.91808834730761,-0.205478929247334,"Canada","VAR2_Canada_cumulative"
"prod","e",0,0,0,0,"Canada","VAR2_Canada_cumulative"
"prod","e",1,0.107135784422927,0.0239931035473079,0.182783445690578,"Canada","VAR2_Canada_cumulative"
"prod","e",2,0.331198634442267,0.109451222034073,0.534551121943888,"Canada","VAR2_Canada_cumulative"
"prod","e",3,0.665165891125749,0.229512759390544,1.07370184275231,"Canada","VAR2_Canada_cumulative"
"prod","e",4,1.09769791870406,0.440524133374869,1.73579320858279,"Canada","VAR2_Canada_cumulative"
"prod","e",5,1.61534325489004,0.641024956811115,2.51669029490817,"Canada","VAR2_Canada_cumulative"
"prod","e",6,2.20365873089812,0.918136346131477,3.39677754918245,"Canada","VAR2_Canada_cumulative"
"prod","e",7,2.8479782334069,1.18376693210722,4.36281401506106,"Canada","VAR2_Canada_cumulative"
"prod","e",8,3.53403087183969,1.45607939968829,5.37799331333118,"Canada","VAR2_Canada_cumulative"
"prod","e",9,4.24842493835033,1.76816654558269,6.49852343464902,"Canada","VAR2_Canada_cumulative"
"prod","e",10,4.97899443779487,1.86745045719359,7.43620305083481,"Canada","VAR2_Canada_cumulative"
"prod","prod",0,0.652140316195739,0.493768671724522,0.730610360782434,"Canada","VAR2_Canada_cumulative"
"prod","prod",1,1.39993657228055,0.980796332380265,1.57759980882665,"Canada","VAR2_Canada_cumulative"
"prod","prod",2,2.15418144644238,1.4188853010581,2.47920816021232,"Canada","VAR2_Canada_cumulative"
"prod","prod",3,2.89973531885961,1.80065557075867,3.37980477448652,"Canada","VAR2_Canada_cumulative"
"prod","prod",4,3.62816664192257,2.13489800140796,4.24373035442248,"Canada","VAR2_Canada_cumulative"
"prod","prod",5,4.33265203162527,2.44320901043375,5.12272458155843,"Canada","VAR2_Canada_cumulative"
"prod","prod",6,5.00687327606826,2.59066480812597,5.90909551663311,"Canada","VAR2_Canada_cumulative"
"prod","prod",7,5.64523924027445,2.70317412815827,6.69444060781251,"Canada","VAR2_Canada_cumulative"
"prod","prod",8,6.24323816021505,2.82059537383543,7.39733289719581,"Canada","VAR2_Canada_cumulative"
"prod","prod",9,6.79763853208666,2.88442169347402,8.038921648132,"Canada","VAR2_Canada_cumulative"
"prod","prod",10,7.30654518287764,2.94390928017143,8.64136196776199,"Canada","VAR2_Canada_cumulative"
"prod","rw",0,0.0954160556007012,-0.0877903260643599,0.264418425077358,"Canada","VAR2_Canada_cumulative"
"prod","rw",1,0.128179368551508,-0.27909822353852,0.494851396385921,"Canada","VAR2_Canada_cumulative"
"prod","rw",2,0.0673039044651065,-0.67595520041564,0.599630205746281,"Canada","VAR2_Canada_cumulative"
"prod","rw",3,-0.0675659800628759,-1.138287132876,0.724719764103486,"Canada","VAR2_Canada_cumulative"
"prod","rw",4,-0.251557858306355,-1.55889191195715,0.692373696996216,"Canada","VAR2_Canada_cumulative"
"prod","rw",5,-0.460796312418594,-2.03231041001528,0.718108542562021,"Canada","VAR2_Canada_cumulative"
"prod","rw",6,-0.673493966628915,-2.51026717670425,0.719400920434199,"Canada","VAR2_Canada_cumulative"
"prod","rw",7,-0.870501895743207,-2.92638786677573,0.780712020151538,"Canada","VAR2_Canada_cumulative"
"prod","rw",8,-1.03557568021978,-3.28261920818034,0.799642225306238,"Canada","VAR2_Canada_cumulative"
"prod","rw",9,-1.15548345078806,-3.57442642232285,0.910485674994659,"Canada","VAR2_Canada_cumulative"
"prod","rw",10,-1.21998520096096,-3.84190724347243,1.04163319612347,"Canada","VAR2_Canada_cumulative"
"prod","U",0,0.0153386669472595,-0.0262003712979804,0.0541707709973859,"Canada","VAR2_Canada_cumulative"
"prod","U",1,-0.0243303741285577,-0.0986215687985205,0.0636173153695379,"Canada","VAR2_Canada_cumulative"
"prod","U",2,-0.132023345262994,-0.259111285581466,0.032204156903245,"Canada","VAR2_Canada_cumulative"
"prod","U",3,-0.301789380109517,-0.53649599603331,-0.0293225482294509,"Canada","VAR2_Canada_cumulative"
"prod","U",4,-0.52532297208913,-0.900961367547818,-0.120745219196724,"Canada","VAR2_Canada_cumulative"
"prod","U",5,-0.793044510843034,-1.30931251314907,-0.242394145457621,"Canada","VAR2_Canada_cumulative"
"prod","U",6,-1.09487217293827,-1.75843807913076,-0.417374313045693,"Canada","VAR2_Canada_cumulative"
"prod","U",7,-1.42082978754656,-2.32006201605588,-0.584220522896165,"Canada","VAR2_Canada_cumulative"
"prod","U",8,-1.76148624968457,-2.83871287042379,-0.682148283314895,"Canada","VAR2_Canada_cumulative"
"prod","U",9,-2.10827211044001,-3.37376298843207,-0.755803683504281,"Canada","VAR2_Canada_cumulative"
"prod","U",10,-2.45368245257283,-3.88294288451744,-0.875199332775118,"Canada","VAR2_Canada_cumulative"
"rw","e",0,0,0,0,"Canada","VAR2_Canada_cumulative"
"rw","e",1,-0.0446314831357644,-0.107236526440341,0.017547576347162,"Canada","VAR2_Canada_cumulative"
"rw","e",2,-0.144686869498938,-0.294167532755391,0.0135086237189387,"Canada","VAR2_Canada_cumulative"
"rw","e",3,-0.305444596814551,-0.558275837020655,0.0187259969718762,"Canada","VAR2_Canada_cumulative"
"rw","e",4,-0.52308474668092,-0.887132743934949,0.0265764694087744,"Canada","VAR2_Canada_cumulative"
"rw","e",5,-0.785154820504965,-1.31163470738684,0.0134748853369131,"Canada","VAR2_Canada_cumulative"
"rw","e",6,-1.07551362040366,-1.79574132906808,-0.00302541393513234,"Canada","VAR2_Canada_cumulative"
"rw","e",7,-1.37777040520653,-2.2865897646869,0.00691955306385166,"Canada","VAR2_Canada_cumulative"
"rw","e",8,-1.67731506593239,-2.76393450614682,0.0326167753220933,"Canada","VAR2_Canada_cumulative"
"rw","e",9,-1.96232354214805,-3.21295401125076,0.0513001817093161,"Canada","VAR2_Canada_cumulative"
"rw","e",10,-2.22405797431474,-3.62055764750851,0.185089013871148,"Canada","VAR2_Canada_cumulative"
"rw","prod",0,0,0,0,"Canada","VAR2_Canada_cumulative"
"rw","prod",1,0.0326201798462455,-0.108451849058214,0.173314873133775,"Canada","VAR2_Canada_cumulative"
"rw","prod",2,0.0252251850322739,-0.257702779905567,0.322575128490968,"Canada","VAR2_Canada_cumulative"
