"model_name","dataset","equation","variable","coefficient","std_error","statistic","p_value"
"VAR2_Canada","Canada","U","rw.l1",0.0186621392905765,0.0425784127799681,0.438300492482342,0.662462797073886
"VAR2_Canada","Canada","U","U.l1",0.618931496617899,0.156317473893024,3.95945175675924,0.000172759278946876
"VAR2_Canada","Canada","U","e.l2",0.40981821980059,0.122963833475628,3.33283542174063,0.00135213492973272
"VAR2_Canada","Canada","U","prod.l2",0.0521166840858627,0.050926604013534,1.02336853390052,0.309513012338813
"VAR2_Canada","Canada","U","rw.l2",0.0418011516502064,0.0427969807239874,0.976731324104298,0.331927918913186
"VAR2_Canada","Canada","U","U.l2",-0.0711688493985864,0.159809531599618,-0.445335448306616,0.657395197113479
"VAR2_Canada","Canada","U","const",149.780564873342,43.0481027197432,3.47937668353147,0.000851461625331498
"VAR2_macro_USA","macro_panel_USA","gdp_growth","gdp_growth.l1",0.182022400689395,0.171712741403017,1.06004015311933,0.29731601882473
"VAR2_macro_USA","macro_panel_USA","gdp_growth","inflation.l1",0.0695354059424057,0.118907252655113,0.584786919130083,0.562923439523157
"VAR2_macro_USA","macro_panel_USA","gdp_growth","interest_rate.l1",-0.381992369463075,0.131538806572956,-2.90402793985521,0.00673442454218179
"VAR2_macro_USA","macro_panel_USA","gdp_growth","gdp_growth.l2",0.102474055364563,0.146547921510811,0.699252874473584,0.489607803966942
"VAR2_macro_USA","macro_panel_USA","gdp_growth","inflation.l2",-0.0416823904593333,0.122023685667723,-0.341592619754467,0.734962280902085
"VAR2_macro_USA","macro_panel_USA","gdp_growth","interest_rate.l2",-0.195199210133136,0.159299275845071,-1.22536156613154,0.229667754014299
"VAR2_macro_USA","macro_panel_USA","gdp_growth","const",4.07719833079501,0.946189424268198,4.30907197461903,0.000153681099116282
"VAR2_macro_USA","macro_panel_USA","inflation","gdp_growth.l1",0.0868519940718645,0.258984809536568,0.335355553197421,0.7396158424955
"VAR2_macro_USA","macro_panel_USA","inflation","inflation.l1",0.39016705924405,0.179341217953788,2.1755570955506,0.037333553720691
"VAR2_macro_USA","macro_panel_USA","inflation","interest_rate.l1",-0.295061954077618,0.19839269054012,-1.48726222359461,0.147047290451445
"VAR2_macro_USA","macro_panel_USA","inflation","gdp_growth.l2",0.069293611183095,0.221030106620791,0.313503043736835,0.755998287886842
"VAR2_macro_USA","macro_panel_USA","inflation","inflation.l2",0.0650370856474254,0.184041561117666,0.353382601475784,0.726193566375564
"VAR2_macro_USA","macro_panel_USA","inflation","interest_rate.l2",0.0707673942690774,0.240262267534469,0.294542272472829,0.770307007743456
"VAR2_macro_USA","macro_panel_USA","inflation","const",2.44194459406962,1.4270850597771,1.71114158706912,0.0970452291364983
"VAR2_macro_USA","macro_panel_USA","interest_rate","gdp_growth.l1",-0.0278506527011976,0.207794609771385,-0.134029716804679,0.894245449291297
"VAR2_macro_USA","macro_panel_USA","interest_rate","inflation.l1",0.295769355425729,0.14389314364544,2.05547914190074,0.0483393609504104
"VAR2_macro_USA","macro_panel_USA","interest_rate","interest_rate.l1",0.445258519163411,0.15917895642624,2.79721974034761,0.00877802188176298
"VAR2_macro_USA","macro_panel_USA","interest_rate","gdp_growth.l2",-0.0120389181106505,0.177341925324427,-0.0678853468441075,0.9463128771574
"VAR2_macro_USA","macro_panel_USA","interest_rate","inflation.l2",0.0779585349172894,0.147664430367922,0.527943897681029,0.601297286456784
"VAR2_macro_USA","macro_panel_USA","interest_rate","interest_rate.l2",0.151112758639853,0.192772712092459,0.78389081628615,0.439052958794058
"VAR2_macro_USA","macro_panel_USA","interest_rate","const",0.779765492690401,1.14501149174576,0.681011062606474,0.500920224054079
