"impulse_var","response_var","horizon","irf_value","lower_ci","upper_ci","dataset","model_name"
"e","prod",10,-0.517185489142322,-0.97091818339899,0.200050577251195,"Canada","VECM_Canada"
"e","rw",0,-0.129111740388325,-0.315018384949235,0.0517568929606096,"Canada","VECM_Canada"
"e","rw",1,-0.255427571807168,-0.454642188902115,-0.0388557252783365,"Canada","VECM_Canada"
"e","rw",2,-0.277572125800767,-0.530761024263872,0.00682534211286593,"Canada","VECM_Canada"
"e","rw",3,-0.236596484975174,-0.548763609974264,0.101384660827332,"Canada","VECM_Canada"
"e","rw",4,-0.158558694055464,-0.542835087995039,0.217564238845058,"Canada","VECM_Canada"
"e","rw",5,-0.0639160544855941,-0.516674521917644,0.352542841380507,"Canada","VECM_Canada"
"e","rw",6,0.0325258813066805,-0.475167539649066,0.469486860467926,"Canada","VECM_Canada"
"e","rw",7,0.120987653092428,-0.439195792350426,0.579387152136896,"Canada","VECM_Canada"
"e","rw",8,0.195798004182151,-0.371265180562146,0.691761554890059,"Canada","VECM_Canada"
"e","rw",9,0.254442167504903,-0.323832384577413,0.765708815336701,"Canada","VECM_Canada"
"e","rw",10,0.296676669164309,-0.278001518101382,0.798460182996869,"Canada","VECM_Canada"
"e","U",0,-0.180963203441723,-0.230463702224837,-0.126611946305338,"Canada","VECM_Canada"
"e","U",1,-0.316727971178292,-0.384717213302382,-0.219647719658623,"Canada","VECM_Canada"
"e","U",2,-0.366186010965928,-0.491340528905592,-0.219920134465684,"Canada","VECM_Canada"
"e","U",3,-0.366313742175068,-0.510224628763169,-0.192778945104178,"Canada","VECM_Canada"
"e","U",4,-0.335065292670494,-0.519773633085775,-0.135371946010342,"Canada","VECM_Canada"
"e","U",5,-0.285631251550351,-0.554158112136462,-0.0604622974137642,"Canada","VECM_Canada"
"e","U",6,-0.228517217949906,-0.579515918649734,0.0182165767212553,"Canada","VECM_Canada"
"e","U",7,-0.171291713084824,-0.558391495202553,0.0945269819408395,"Canada","VECM_Canada"
"e","U",8,-0.118883714563133,-0.541884206541713,0.155967152026287,"Canada","VECM_Canada"
"e","U",9,-0.0740926316380911,-0.539643380780585,0.233632102624047,"Canada","VECM_Canada"
"e","U",10,-0.038095191800039,-0.535507622383939,0.286337498327525,"Canada","VECM_Canada"
"prod","e",0,0,0,0,"Canada","VECM_Canada"
"prod","e",1,0.0962611521405228,0.018868693330213,0.167704570319217,"Canada","VECM_Canada"
"prod","e",2,0.194886265212176,0.01967910431293,0.343875495721395,"Canada","VECM_Canada"
"prod","e",3,0.282362608142926,0.0293131207360269,0.516295177202729,"Canada","VECM_Canada"
"prod","e",4,0.358073301426469,0.0346722722700097,0.674279878838041,"Canada","VECM_Canada"
"prod","e",5,0.421104196541501,0.041583128107363,0.79910198899403,"Canada","VECM_Canada"
"prod","e",6,0.471527143418482,0.0202672774625013,0.908767595903561,"Canada","VECM_Canada"
"prod","e",7,0.510493675367899,-0.0306318234565324,1.01372609259485,"Canada","VECM_Canada"
"prod","e",8,0.539724940556478,-0.0799766060700248,1.10114125378184,"Canada","VECM_Canada"
"prod","e",9,0.561146615074135,-0.135362193917147,1.16376967160268,"Canada","VECM_Canada"
"prod","e",10,0.576655309395608,-0.177320363057674,1.24649958015996,"Canada","VECM_Canada"
"prod","prod",0,0.631287612586549,0.49005078286302,0.725225716610031,"Canada","VECM_Canada"
"prod","prod",1,0.753365820908156,0.493027381444625,0.900577953250565,"Canada","VECM_Canada"
"prod","prod",2,0.79797573045016,0.517065827928523,0.973428230596537,"Canada","VECM_Canada"
"prod","prod",3,0.844619540052488,0.523546878459674,1.05830235410824,"Canada","VECM_Canada"
"prod","prod",4,0.882517420022492,0.501535411025384,1.12642015679542,"Canada","VECM_Canada"
"prod","prod",5,0.908838394010199,0.458767467295721,1.19428925941756,"Canada","VECM_Canada"
"prod","prod",6,0.925772944220966,0.430121036733727,1.26517686570502,"Canada","VECM_Canada"
"prod","prod",7,0.935473684708911,0.418232067518131,1.31494359106224,"Canada","VECM_Canada"
"prod","prod",8,0.939817269048504,0.380124507543544,1.34748935374964,"Canada","VECM_Canada"
"prod","prod",9,0.940477959584359,0.366693018969214,1.37292628907518,"Canada","VECM_Canada"
"prod","prod",10,0.938862783649296,0.339103145269868,1.3904372472721,"Canada","VECM_Canada"
"prod","rw",0,0.0867051859675922,-0.113503531616457,0.258487617309274,"Canada","VECM_Canada"
"prod","rw",1,0.012903138335606,-0.274199076923611,0.232059430727901,"Canada","VECM_Canada"
"prod","rw",2,-0.0443418172647956,-0.347100293486528,0.211138280721569,"Canada","VECM_Canada"
"prod","rw",3,-0.0834899953365099,-0.38771028898438,0.246933645559203,"Canada","VECM_Canada"
"prod","rw",4,-0.104048157134719,-0.420769181541728,0.292085981997067,"Canada","VECM_Canada"
"prod","rw",5,-0.107231410479806,-0.486104956336866,0.353940947507126,"Canada","VECM_Canada"
"prod","rw",6,-0.0952341062190236,-0.516744978167164,0.427153448220078,"Canada","VECM_Canada"
"prod","rw",7,-0.0708675026274091,-0.529171359776903,0.506234344305753,"Canada","VECM_Canada"
"prod","rw",8,-0.0371014723465245,-0.505200048389931,0.594319517059423,"Canada","VECM_Canada"
"prod","rw",9,0.00325241441019123,-0.478124238118041,0.639053576512136,"Canada","VECM_Canada"
"prod","rw",10,0.0477269236584474,-0.446911089536377,0.701889300210184,"Canada","VECM_Canada"
"prod","U",0,0.018218775068796,-0.0289225298253159,0.0651796052947242,"Canada","VECM_Canada"
"prod","U",1,-0.0232384334850267,-0.0783142418905059,0.0391184584570621,"Canada","VECM_Canada"
"prod","U",2,-0.086304775158799,-0.172740134519452,-0.00213954749395788,"Canada","VECM_Canada"
"prod","U",3,-0.141785736297925,-0.280460030297423,-0.020985408874067,"Canada","VECM_Canada"
"prod","U",4,-0.186078475644313,-0.384616683648979,-0.00867904000151836,"Canada","VECM_Canada"
"prod","U",5,-0.219990712634237,-0.4672558860809,0.0011396083385098,"Canada","VECM_Canada"
"prod","U",6,-0.244271700921306,-0.518349467790073,0.0198944717875048,"Canada","VECM_Canada"
"prod","U",7,-0.260115909598841,-0.543089687899476,0.0556428070629235,"Canada","VECM_Canada"
"prod","U",8,-0.269047596542268,-0.582659642503182,0.0913728266755196,"Canada","VECM_Canada"
"prod","U",9,-0.272656132142016,-0.620052174577446,0.1107054651022,"Canada","VECM_Canada"
"prod","U",10,-0.272431093330718,-0.652335958226313,0.132995728511378,"Canada","VECM_Canada"
"rw","e",0,0,0,0,"Canada","VECM_Canada"
"rw","e",1,-0.0548702526657377,-0.124262560379838,0.0142789754039037,"Canada","VECM_Canada"
"rw","e",2,-0.128543406763645,-0.248003626055138,-0.021514545907062,"Canada","VECM_Canada"
"rw","e",3,-0.222335660580818,-0.385299375272799,-0.060595934730597,"Canada","VECM_Canada"
"rw","e",4,-0.326926599239591,-0.538869276649251,-0.0747066894205998,"Canada","VECM_Canada"
"rw","e",5,-0.431229035377926,-0.6723381665397,-0.0889717222926905,"Canada","VECM_Canada"
"rw","e",6,-0.528356198280359,-0.798077947517131,-0.0906336447838162,"Canada","VECM_Canada"
"rw","e",7,-0.614570623746019,-0.930746220182894,-0.112081248375227,"Canada","VECM_Canada"
"rw","e",8,-0.688309752023737,-1.0165039407581,-0.12468305507892,"Canada","VECM_Canada"
"rw","e",9,-0.749564668561092,-1.09836691375865,-0.138041075792404,"Canada","VECM_Canada"
"rw","e",10,-0.799349891890729,-1.20020080679061,-0.141288591773399,"Canada","VECM_Canada"
"rw","prod",0,0,0,0,"Canada","VECM_Canada"
"rw","prod",1,0.0359888969078502,-0.108518259514581,0.157907217190483,"Canada","VECM_Canada"
"rw","prod",2,-0.015617420953233,-0.200908798332564,0.168711906600192,"Canada","VECM_Canada"
"rw","prod",3,-0.103825711075936,-0.326654917716223,0.12262344235395,"Canada","VECM_Canada"
"rw","prod",4,-0.180447138736126,-0.437038455154564,0.121272727536399,"Canada","VECM_Canada"
"rw","prod",5,-0.244218560694777,-0.505795411311373,0.110802930343118,"Canada","VECM_Canada"
"rw","prod",6,-0.295807191996591,-0.571079729443669,0.115334067455337,"Canada","VECM_Canada"
"rw","prod",7,-0.335427680247219,-0.655593438075967,0.120449975573582,"Canada","VECM_Canada"
"rw","prod",8,-0.364173705216914,-0.695001994873525,0.11747922258237,"Canada","VECM_Canada"
"rw","prod",9,-0.383730227414536,-0.712360923161505,0.110957770589411,"Canada","VECM_Canada"
"rw","prod",10,-0.395974428194924,-0.736352849095584,0.112732720220589,"Canada","VECM_Canada"
"rw","rw",0,0.741012762862495,0.585183819026581,0.802292730769675,"Canada","VECM_Canada"
"rw","rw",1,0.706450768507153,0.430620513557533,0.853714651313793,"Canada","VECM_Canada"
"rw","rw",2,0.730563631645619,0.45367385969482,0.895941127482039,"Canada","VECM_Canada"
"rw","rw",3,0.761971182611095,0.454606067490844,0.933070240341096,"Canada","VECM_Canada"
"rw","rw",4,0.790816572328372,0.435349618454035,1.00053340915709,"Canada","VECM_Canada"
"rw","rw",5,0.808543437763676,0.412288410323114,1.04980093887365,"Canada","VECM_Canada"
"rw","rw",6,0.810745092256883,0.401491762183513,1.08145973199838,"Canada","VECM_Canada"
"rw","rw",7,0.796082254040632,0.386371929208386,1.10336306538246,"Canada","VECM_Canada"
"rw","rw",8,0.765263420154734,0.343854219273266,1.13346109618409,"Canada","VECM_Canada"
"rw","rw",9,0.720264909571831,0.314732309048305,1.1286248986417,"Canada","VECM_Canada"
"rw","rw",10,0.663720939016704,0.254876714484221,1.10275269992618,"Canada","VECM_Canada"
"rw","U",0,0.00174607583401966,-0.0473138638171207,0.0421049676765945,"Canada","VECM_Canada"
"rw","U",1,0.00735766513655189,-0.0522673379999672,0.0786436232887432,"Canada","VECM_Canada"
"rw","U",2,0.0652975856641056,-0.00263342422052059,0.155325751211982,"Canada","VECM_Canada"
"rw","U",3,0.125485715329155,0.0330073144605862,0.247351597717099,"Canada","VECM_Canada"
"rw","U",4,0.188357832141944,0.0518563892490839,0.336032951644371,"Canada","VECM_Canada"
"rw","U",5,0.248504676966657,0.0669902538344594,0.394993590139035,"Canada","VECM_Canada"
"rw","U",6,0.301396055667078,0.0739185874358174,0.469469412778652,"Canada","VECM_Canada"
"rw","U",7,0.344889107013743,0.0768311356203467,0.520942647532138,"Canada","VECM_Canada"
"rw","U",8,0.378451118071206,0.0775084323313967,0.543701975408727,"Canada","VECM_Canada"
"rw","U",9,0.40257600645724,0.0757571178449361,0.579780974961828,"Canada","VECM_Canada"
"rw","U",10,0.418388591034024,0.0787390551158412,0.620825403522881,"Canada","VECM_Canada"
"U","e",0,0,0,0,"Canada","VECM_Canada"
"U","e",1,0.0553325062519958,-0.025657283623683,0.119796302630583,"Canada","VECM_Canada"
"U","e",2,0.148401136953011,-0.0152139132428931,0.258952118610715,"Canada","VECM_Canada"
"U","e",3,0.280877381728292,0.0108500590816198,0.444484570996548,"Canada","VECM_Canada"
"U","e",4,0.430657012791506,0.0731206986352378,0.639493597696146,"Canada","VECM_Canada"
"U","e",5,0.580335756027427,0.152698529895319,0.828753401151543,"Canada","VECM_Canada"
"U","e",6,0.719371517820607,0.2241762210869,1.00513359707959,"Canada","VECM_Canada"
"U","e",7,0.841839313188332,0.273344006532871,1.18370223686365,"Canada","VECM_Canada"
"U","e",8,0.945203973480549,0.30419178947578,1.33813128636089,"Canada","VECM_Canada"
"U","e",9,1.02938701402021,0.312188751899894,1.50473352381319,"Canada","VECM_Canada"
"U","e",10,1.09592570914555,0.291260736004705,1.6395005852934,"Canada","VECM_Canada"
"U","prod",0,0,0,0,"Canada","VECM_Canada"
"U","prod",1,-0.0788053599100556,-0.189717513702953,0.0563798241430783,"Canada","VECM_Canada"
"U","prod",2,0.0461870599902277,-0.123194956437605,0.244204529155877,"Canada","VECM_Canada"
"U","prod",3,0.181517524044599,-0.0648988250178771,0.434483436775178,"Canada","VECM_Canada"
"U","prod",4,0.296764643236438,-0.0431592527195102,0.539137061446661,"Canada","VECM_Canada"
"U","prod",5,0.394116960457273,-0.0268681663124529,0.655607431011634,"Canada","VECM_Canada"
"U","prod",6,0.472753627879526,-0.0261582926653463,0.75989380187289,"Canada","VECM_Canada"
"U","prod",7,0.532707003582098,-0.0232628496848905,0.845645998197793,"Canada","VECM_Canada"
"U","prod",8,0.57571751512866,-0.0220771370064373,0.907793013722766,"Canada","VECM_Canada"
"U","prod",9,0.60440310925171,-0.021639119268284,0.943915207712232,"Canada","VECM_Canada"
"U","prod",10,0.621676960337803,-0.0216688265946438,0.965244857702086,"Canada","VECM_Canada"
"U","rw",0,0,0,0,"Canada","VECM_Canada"
"U","rw",1,-0.0382174273463178,-0.191111729684565,0.137249362552117,"Canada","VECM_Canada"
"U","rw",2,-0.114744662442583,-0.29989149041689,0.125395491874762,"Canada","VECM_Canada"
"U","rw",3,-0.206958579331711,-0.420679632274539,0.0818719308846473,"Canada","VECM_Canada"
"U","rw",4,-0.294659456879622,-0.528800812600691,0.0317179560380788,"Canada","VECM_Canada"
"U","rw",5,-0.364305140681656,-0.622206133839256,0.0220797930545353,"Canada","VECM_Canada"
"U","rw",6,-0.409000718678378,-0.714929706415222,0.0321388683626781,"Canada","VECM_Canada"
"U","rw",7,-0.426580457088451,-0.754333179819819,0.05783824606659,"Canada","VECM_Canada"
"U","rw",8,-0.418088151356967,-0.765819335355232,0.115386138960466,"Canada","VECM_Canada"
"U","rw",9,-0.386574237721609,-0.757384780911554,0.163788845214839,"Canada","VECM_Canada"
"U","rw",10,-0.336136865396017,-0.713123872737957,0.206367606722991,"Canada","VECM_Canada"
"U","U",0,0.199152600775474,0.155707894800598,0.212742842136299,"Canada","VECM_Canada"
"U","U",1,0.135747531835535,0.0470597176553503,0.182285367329211,"Canada","VECM_Canada"
"U","U",2,0.0550022467875331,-0.0497409397082964,0.136274915710703,"Canada","VECM_Canada"
"U","U",3,-0.03707282875112,-0.159256147885551,0.0901721033498146,"Canada","VECM_Canada"
"U","U",4,-0.135932016188132,-0.286954049708268,0.0403290335604715,"Canada","VECM_Canada"
"U","U",5,-0.230553791505851,-0.401451770003508,-0.00909361026324312,"Canada","VECM_Canada"
"U","U",6,-0.313901823276461,-0.495161841100695,-0.0334189539678018,"Canada","VECM_Canada"
"U","U",7,-0.382678237834478,-0.573283586249034,-0.0511973090996759,"Canada","VECM_Canada"
"U","U",8,-0.435995661234447,-0.637345171017065,-0.0730129962821682,"Canada","VECM_Canada"
"U","U",9,-0.474580255733338,-0.673764802660723,-0.0895435297483884,"Canada","VECM_Canada"
"U","U",10,-0.500160914276598,-0.694867843584781,-0.101271506402403,"Canada","VECM_Canada"
