"model_name","variable","coefficient","std_error","statistic","p_value","metric_type"
"VAR2_macro_USA","gdp_growth:gdp_growth.l2",0.102474055364563,0.146547921510811,0.699252874473584,0.489607803966942,"coefficient"
"VAR2_macro_USA","gdp_growth:inflation.l2",-0.0416823904593333,0.122023685667723,-0.341592619754467,0.734962280902085,"coefficient"
"VAR2_macro_USA","gdp_growth:interest_rate.l2",-0.195199210133136,0.159299275845071,-1.22536156613154,0.229667754014299,"coefficient"
"VAR2_macro_USA","gdp_growth:const",4.07719833079501,0.946189424268198,4.30907197461903,0.000153681099116282,"coefficient"
"VAR2_macro_USA","inflation:gdp_growth.l1",0.0868519940718645,0.258984809536568,0.335355553197421,0.7396158424955,"coefficient"
"VAR2_macro_USA","inflation:inflation.l1",0.39016705924405,0.179341217953788,2.1755570955506,0.037333553720691,"coefficient"
"VAR2_macro_USA","inflation:interest_rate.l1",-0.295061954077618,0.19839269054012,-1.48726222359461,0.147047290451445,"coefficient"
"VAR2_macro_USA","inflation:gdp_growth.l2",0.069293611183095,0.221030106620791,0.313503043736835,0.755998287886842,"coefficient"
"VAR2_macro_USA","inflation:inflation.l2",0.0650370856474254,0.184041561117666,0.353382601475784,0.726193566375564,"coefficient"
"VAR2_macro_USA","inflation:interest_rate.l2",0.0707673942690774,0.240262267534469,0.294542272472829,0.770307007743456,"coefficient"
"VAR2_macro_USA","inflation:const",2.44194459406962,1.4270850597771,1.71114158706912,0.0970452291364983,"coefficient"
"VAR2_macro_USA","interest_rate:gdp_growth.l1",-0.0278506527011976,0.207794609771385,-0.134029716804679,0.894245449291297,"coefficient"
"VAR2_macro_USA","interest_rate:inflation.l1",0.295769355425729,0.14389314364544,2.05547914190074,0.0483393609504104,"coefficient"
"VAR2_macro_USA","interest_rate:interest_rate.l1",0.445258519163411,0.15917895642624,2.79721974034761,0.00877802188176298,"coefficient"
"VAR2_macro_USA","interest_rate:gdp_growth.l2",-0.0120389181106505,0.177341925324427,-0.0678853468441075,0.9463128771574,"coefficient"
"VAR2_macro_USA","interest_rate:inflation.l2",0.0779585349172894,0.147664430367922,0.527943897681029,0.601297286456784,"coefficient"
"VAR2_macro_USA","interest_rate:interest_rate.l2",0.151112758639853,0.192772712092459,0.78389081628615,0.439052958794058,"coefficient"
"VAR2_macro_USA","interest_rate:const",0.779765492690401,1.14501149174576,0.681011062606474,0.500920224054079,"coefficient"
"VAR2_Canada","max_eigenvalue_modulus",0.995033760462651,NA,NA,NA,"stability"
"VAR2_Canada","FEVD_h1_e_<-_e",1,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h1_e_<-_prod",0,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h1_e_<-_rw",0,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h1_e_<-_U",0,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h1_prod_<-_e",0.000995428174066198,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h1_prod_<-_prod",0.999004571825934,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h1_prod_<-_rw",0,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h1_prod_<-_U",0,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h1_rw_<-_e",0.0221131528968347,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h1_rw_<-_prod",0.0149529423549827,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h1_rw_<-_rw",0.962933904748183,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h1_rw_<-_U",0,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h1_U_<-_e",0.463621090112557,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h1_U_<-_prod",0.00300824413386768,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h1_U_<-_rw",0.00247920321687004,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h1_U_<-_U",0.530891462536705,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_e_<-_e",0.701900278338206,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_e_<-_prod",0.169527438410633,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_e_<-_rw",0.0400943239889474,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_e_<-_U",0.0884779592622139,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_prod_<-_e",0.0030112575543806,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_prod_<-_prod",0.955406385703852,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_prod_<-_rw",0.00819677844982534,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_prod_<-_U",0.0333855782919421,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_rw_<-_e",0.0395764949944587,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_rw_<-_prod",0.0269117909836205,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_rw_<-_rw",0.928732092226068,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_rw_<-_U",0.00477962179585226,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_U_<-_e",0.688615628398356,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_U_<-_prod",0.128139114039117,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_U_<-_rw",0.076164201452468,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h5_U_<-_U",0.107081056110058,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_e_<-_e",0.30149538569997,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_e_<-_prod",0.374201543076591,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_e_<-_rw",0.0790090759282061,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_e_<-_U",0.245293995295234,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_prod_<-_e",0.0642595555006556,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_prod_<-_prod",0.814979837577295,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_prod_<-_rw",0.0188364242953384,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_prod_<-_U",0.101924182626711,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_rw_<-_e",0.161774776598185,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_rw_<-_prod",0.0535198888862958,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_rw_<-_rw",0.775926463139393,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_rw_<-_U",0.00877887137612673,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_U_<-_e",0.316876741483876,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_U_<-_prod",0.326625989892871,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_U_<-_rw",0.149367650301629,NA,NA,NA,"fevd"
"VAR2_Canada","FEVD_h10_U_<-_U",0.207129618321625,NA,NA,NA,"fevd"
"VAR2_Canada","Granger_e",6.27681122647917,NA,6.27681122647917,3.20605606463076e-06,"granger"
"VAR2_Canada","Instantaneous_e",26.0684720874943,NA,26.0684720874943,9.2276984779982e-06,"granger"
"VAR2_Canada","Granger_prod",2.78112343163658,NA,2.78112343163658,0.0120514909423242,"granger"
"VAR2_Canada","Instantaneous_prod",1.65272218538214,NA,1.65272218538214,0.647495366298123,"granger"
"VAR2_Canada","Granger_rw",2.59399891658614,NA,2.59399891658614,0.0182818421836138,"granger"
"VAR2_Canada","Instantaneous_rw",3.27057660534715,NA,3.27057660534715,0.351758873136072,"granger"
"VAR2_Canada","Granger_U",2.81160036899613,NA,2.81160036899613,0.0112550666103866,"granger"
"VAR2_Canada","Instantaneous_U",26.1838380834754,NA,26.1838380834754,8.72840182641887e-06,"granger"
"VECM_Canada","trace_r3",6.87956985446165,NA,6.87956985446165,NA,"johansen_trace"
"VECM_Canada","trace_r2",17.3915555394996,NA,17.3915555394996,NA,"johansen_trace"
"VECM_Canada","trace_r1",42.3061049281814,NA,42.3061049281814,NA,"johansen_trace"
"VECM_Canada","trace_r0",105.843903942127,NA,105.843903942127,NA,"johansen_trace"
"VECM_Canada","maxeigen_r3",6.87956985446224,NA,6.87956985446224,NA,"johansen_maxeigen"
"VECM_Canada","maxeigen_r2",10.511985685038,NA,10.511985685038,NA,"johansen_maxeigen"
"VECM_Canada","maxeigen_r1",24.9145493886818,NA,24.9145493886818,NA,"johansen_maxeigen"
"VECM_Canada","maxeigen_r0",63.5377990139455,NA,63.5377990139455,NA,"johansen_maxeigen"
"VECM_macro_USA","trace_r2",6.02038664553932,NA,6.02038664553932,NA,"johansen_trace"
"VECM_macro_USA","trace_r1",18.9305830036586,NA,18.9305830036586,NA,"johansen_trace"
"VECM_macro_USA","trace_r0",40.917470050807,NA,40.917470050807,NA,"johansen_trace"
"VECM_macro_USA","maxeigen_r2",6.02038664553932,NA,6.02038664553932,NA,"johansen_maxeigen"
"VECM_macro_USA","maxeigen_r1",12.9101963581193,NA,12.9101963581193,NA,"johansen_maxeigen"
"VECM_macro_USA","maxeigen_r0",21.9868870471484,NA,21.9868870471484,NA,"johansen_maxeigen"
