entity,time,y,rho,T
21,3,-2.367165307457747,0.3,5
21,4,-2.104093656758635,0.3,5
21,5,-1.032571959485182,0.3,5
22,1,-0.795405930355586,0.3,5
22,2,-0.698431793252929,0.3,5
22,3,0.4749773271148813,0.3,5
22,4,1.5013471920555457,0.3,5
22,5,0.5016278364038218,0.3,5
23,1,1.8461297533156584,0.3,5
23,2,1.3248037693747412,0.3,5
23,3,0.9098480482838285,0.3,5
23,4,2.5504829011385937,0.3,5
23,5,1.31317186976975,0.3,5
24,1,0.41871119458227846,0.3,5
24,2,-0.6158383429452265,0.3,5
24,3,-0.2225421024471539,0.3,5
24,4,-2.2265632344713975,0.3,5
24,5,-1.043730935409764,0.3,5
25,1,0.5939010312683172,0.3,5
25,2,-0.986481254160565,0.3,5
25,3,-1.7550802453355543,0.3,5
25,4,-1.985141908032328,0.3,5
25,5,-0.4826654276313169,0.3,5
26,1,0.9733568952310238,0.3,5
26,2,0.08067982144640956,0.3,5
26,3,2.035673803286148,0.3,5
26,4,-0.23298983040732302,0.3,5
26,5,-0.6914327837328613,0.3,5
27,1,0.8779670875113074,0.3,5
27,2,1.9225179745545216,0.3,5
27,3,2.9308822479772685,0.3,5
27,4,2.249672052107986,0.3,5
27,5,3.816396788385234,0.3,5
28,1,1.5981151907534126,0.3,5
28,2,2.042663111081071,0.3,5
28,3,2.5247969289127616,0.3,5
28,4,-1.2565718213799975,0.3,5
28,5,0.23733901886313383,0.3,5
29,1,1.2523816258331726,0.3,5
29,2,-0.33553324787253536,0.3,5
29,3,0.4004303745085771,0.3,5
29,4,0.41374930786212616,0.3,5
29,5,-0.7050396283212107,0.3,5
30,1,0.1446120184519066,0.3,5
30,2,0.28722642787455005,0.3,5
30,3,1.4976881611206072,0.3,5
30,4,1.6611763067995369,0.3,5
30,5,0.08987115197131257,0.3,5
31,1,1.4729881363374833,0.3,5
31,2,0.3900342394537555,0.3,5
31,3,2.2056058090478965,0.3,5
31,4,-0.030783071924283423,0.3,5
31,5,1.1924778907058418,0.3,5
32,1,0.3446535484238482,0.3,5
32,2,-0.19383464083628998,0.3,5
32,3,0.6576359377579547,0.3,5
32,4,0.5376341842311348,0.3,5
32,5,-1.0701510474643057,0.3,5
33,1,-0.4317572003560215,0.3,5
33,2,-0.04412196904720378,0.3,5
33,3,-0.9360886834674078,0.3,5
33,4,0.07387411778011499,0.3,5
33,5,0.04689762448191537,0.3,5
34,1,-0.568900880053542,0.3,5
34,2,0.5865181932900475,0.3,5
34,3,0.9468871454760529,0.3,5
34,4,-1.3763591211533446,0.3,5
34,5,-2.333189920894645,0.3,5
35,1,-0.7743155504323256,0.3,5
35,2,-1.4027726298786931,0.3,5
35,3,-0.26572467963717045,0.3,5
35,4,-0.6170252496447526,0.3,5
35,5,0.09966609134684162,0.3,5
36,1,3.71965660332563,0.3,5
36,2,1.156809351737956,0.3,5
36,3,1.1287241939169679,0.3,5
36,4,0.6052959950714558,0.3,5
36,5,2.4533079995030116,0.3,5
37,1,0.05293255802808708,0.3,5
37,2,0.046069111629178844,0.3,5
37,3,-0.5666556988579757,0.3,5
37,4,-2.956042051560999,0.3,5
37,5,-1.5205322276754334,0.3,5
38,1,-2.497137371429225,0.3,5
38,2,-3.2076860548659196,0.3,5
38,3,-1.6100099287056218,0.3,5
38,4,-1.6493493496949148,0.3,5
38,5,-0.6634747190613696,0.3,5
39,1,-2.562544479619791,0.3,5
39,2,-1.4210324087258723,0.3,5
39,3,-1.6389867812348569,0.3,5
39,4,-1.0965809943087284,0.3,5
39,5,-2.836425767794189,0.3,5
40,1,1.8496662979359595,0.3,5
40,2,1.8284952222759547,0.3,5
40,3,1.6863969237144478,0.3,5
40,4,-0.06282493235407505,0.3,5
40,5,0.2611302539944866,0.3,5
41,1,2.38335568773428,0.3,5
41,2,0.17697315357066734,0.3,5
41,3,0.31535913387329106,0.3,5
41,4,1.8099114939238572,0.3,5
41,5,0.4002822319398045,0.3,5
42,1,0.7583889876210512,0.3,5
42,2,0.9032563346399819,0.3,5
42,3,1.6049196898812217,0.3,5
42,4,1.127197355924925,0.3,5
42,5,1.1810844316749711,0.3,5
43,1,0.08151504889931904,0.3,5
43,2,-1.8532661276339506,0.3,5
43,3,0.2968774725296843,0.3,5
43,4,-0.31642871737633815,0.3,5
43,5,-1.7952164502102934,0.3,5
44,1,0.6723898971967875,0.3,5
44,2,1.8093041611640597,0.3,5
44,3,0.8524997152109836,0.3,5
44,4,0.08591457474569852,0.3,5
44,5,2.327592575708822,0.3,5
45,1,-0.20217308708636966,0.3,5
45,2,0.26267997547500943,0.3,5
45,3,2.4138182365530785,0.3,5
45,4,1.5838752281290447,0.3,5
45,5,-1.0475365165054007,0.3,5
46,1,-0.33394801341104696,0.3,5
46,2,-0.5215598362613337,0.3,5
46,3,1.1897499887223129,0.3,5
46,4,1.8661742792015916,0.3,5
46,5,1.9143220243682322,0.3,5
47,1,2.6391756991817292,0.3,5
47,2,0.425040107402721,0.3,5
47,3,3.137177321943907,0.3,5
47,4,1.4050633320603505,0.3,5
47,5,2.1712248631705435,0.3,5
48,1,0.497705319215097,0.3,5
48,2,0.7620568380694599,0.3,5
48,3,0.39101367314368046,0.3,5
48,4,1.101931421612743,0.3,5
48,5,0.8640361317885084,0.3,5
49,1,1.3367090018370127,0.3,5
49,2,2.4378617657254145,0.3,5
49,3,-0.25118710749374973,0.3,5
49,4,1.37558488865184,0.3,5
49,5,1.1460222831794378,0.3,5
50,1,-1.1053470294950127,0.3,5
50,2,-1.035528948561471,0.3,5
50,3,-0.9492168393402691,0.3,5
50,4,0.20068462752833727,0.3,5
50,5,1.9827431284039676,0.3,5
51,1,-0.7700546961154827,0.3,5
51,2,-0.3815416762165724,0.3,5
51,3,-0.4294797943422539,0.3,5
51,4,1.8373296544938202,0.3,5
51,5,3.3112821844493507,0.3,5
52,1,1.079496720977201,0.3,5
52,2,0.20299654142351076,0.3,5
52,3,-0.26083826049645,0.3,5
52,4,-0.17345292501103993,0.3,5
52,5,0.37198566006244627,0.3,5
53,1,-1.3568103697895393,0.3,5
53,2,-0.30870635974038185,0.3,5
53,3,-3.745672374076774,0.3,5
53,4,-3.002405847115649,0.3,5
53,5,-2.2001082002062167,0.3,5
54,1,0.694984111982385,0.3,5
54,2,-2.019816451730166,0.3,5
54,3,0.09903058883590543,0.3,5
54,4,-1.0669214160690321,0.3,5
54,5,-1.1921478589309613,0.3,5
55,1,-0.3151064373915943,0.3,5
55,2,0.7206886372899516,0.3,5
55,3,-2.114185224870221,0.3,5
55,4,-0.37960657701282063,0.3,5
55,5,-1.7535420253213316,0.3,5
56,1,-1.5598465285164895,0.3,5
56,2,-1.484029895245415,0.3,5
56,3,-0.1552075329766578,0.3,5
56,4,-0.9579263728858669,0.3,5
56,5,-0.46314300584452717,0.3,5
57,1,-1.7330068216501455,0.3,5
57,2,-0.8666594175879699,0.3,5
57,3,1.650409892966775,0.3,5
57,4,-0.4757684222835037,0.3,5
57,5,-0.16825037492635872,0.3,5
58,1,2.2610844280551294,0.3,5
58,2,1.8326319899337566,0.3,5
58,3,1.2663976358601654,0.3,5
58,4,3.5380082287369845,0.3,5
58,5,0.9461224934704475,0.3,5
59,1,-1.4128582156942269,0.3,5
59,2,-1.0500876989193644,0.3,5
59,3,-0.7932869342350188,0.3,5
59,4,0.7056886180970041,0.3,5
59,5,-0.1981225450744789,0.3,5
60,1,2.717422490267068,0.3,5
60,2,1.0537063467318282,0.3,5
60,3,0.8857579673163025,0.3,5
60,4,0.9053128385247913,0.3,5
60,5,1.5230120592049183,0.3,5
61,1,-2.939216804382539,0.3,5
61,2,-1.5062516763428866,0.3,5
61,3,-1.3076693277438927,0.3,5
61,4,-3.4425786399785796,0.3,5
61,5,-3.3168880511509706,0.3,5
62,1,-0.8744519736260621,0.3,5
62,2,0.5017764207205113,0.3,5
62,3,-1.3787628902747548,0.3,5
62,4,1.1150035532807512,0.3,5
62,5,-0.6669066248803791,0.3,5
63,1,2.9886393731097938,0.3,5
63,2,0.07593583726119968,0.3,5
63,3,0.05374273669283833,0.3,5
63,4,0.6496064238593101,0.3,5
63,5,0.7814147596730051,0.3,5
64,1,2.4686857919551026,0.3,5
64,2,1.9942950344798476,0.3,5
64,3,2.3056911054351463,0.3,5
64,4,1.6986520386027455,0.3,5
64,5,2.7046995981207473,0.3,5
65,1,0.008084810879424476,0.3,5
65,2,0.3571581628235624,0.3,5
65,3,0.7695034988120592,0.3,5
65,4,1.047078639032046,0.3,5
65,5,1.4237458011578714,0.3,5
66,1,2.3304324642640877,0.3,5
66,2,1.5441104645405779,0.3,5
66,3,-0.3720473131939044,0.3,5
66,4,-0.11858468745915551,0.3,5
66,5,1.5382560802149392,0.3,5
67,1,-2.003319083556424,0.3,5
67,2,0.5754301000355766,0.3,5
67,3,1.0655573748128946,0.3,5
67,4,-0.44234331574326563,0.3,5
67,5,-1.3136244606112761,0.3,5
68,1,-1.1854570069242303,0.3,5
68,2,-1.4920230626901483,0.3,5
68,3,-2.205934621837966,0.3,5
68,4,-0.44641213677815184,0.3,5
68,5,-1.0105478232741882,0.3,5
69,1,1.032233098961818,0.3,5
69,2,2.0941952507752863,0.3,5
69,3,1.5649685997039582,0.3,5
69,4,0.8799061006341771,0.3,5
69,5,1.7299644843334576,0.3,5
70,1,-0.9567827907738436,0.3,5
70,2,-0.02121398316146511,0.3,5
70,3,0.38497577702895447,0.3,5
70,4,0.3571719364786232,0.3,5
70,5,-1.442497628587093,0.3,5
71,1,-1.5589781110555507,0.3,5
71,2,-1.9374078961054682,0.3,5
71,3,-1.7370583739344052,0.3,5
71,4,-1.7834382583614137,0.3,5
71,5,-1.6035161025428368,0.3,5
72,1,-1.7697509703434042,0.3,5
72,2,-1.296808937577678,0.3,5
72,3,1.0151072468901334,0.3,5
72,4,-1.8856420209379325,0.3,5
72,5,-1.2055567870874044,0.3,5
73,1,-1.0695388126867402,0.3,5
73,2,-0.9919020064907442,0.3,5
73,3,-0.4832094768768901,0.3,5
73,4,0.5567155137414732,0.3,5
73,5,-0.7909717318407445,0.3,5
74,1,0.23586216684213046,0.3,5
74,2,-0.5904339179982885,0.3,5
74,3,0.11768044790726401,0.3,5
74,4,1.1264978059878972,0.3,5
74,5,1.1544821182884009,0.3,5
75,1,0.6449762919411453,0.3,5
75,2,-0.27080521996677787,0.3,5
75,3,0.6638470746784616,0.3,5
75,4,0.67222753437377,0.3,5
75,5,0.40191384416646875,0.3,5
76,1,0.8808786010765893,0.3,5
76,2,-0.09050345056833276,0.3,5
76,3,0.8732789475046252,0.3,5
76,4,1.5074902591285506,0.3,5
76,5,0.520570829078503,0.3,5
77,1,-1.827013352053044,0.3,5
77,2,-1.2519754234411407,0.3,5
77,3,-0.7584758607636055,0.3,5
77,4,-2.447687113253949,0.3,5
77,5,-2.3396655465582454,0.3,5
78,1,0.5424529196520904,0.3,5
78,2,1.6663108630405579,0.3,5
78,3,0.9022201437216082,0.3,5
78,4,-0.06397386786041948,0.3,5
78,5,0.049034181420675546,0.3,5
79,1,1.0236101491378495,0.3,5
79,2,1.5137012403351362,0.3,5
79,3,0.6456137906557677,0.3,5
79,4,-0.7080260092627739,0.3,5
79,5,1.7176885945821065,0.3,5
80,1,-1.6171747849598286,0.3,5
80,2,-2.2270880527084573,0.3,5
80,3,-0.7645712919028698,0.3,5
80,4,-0.4140317074997816,0.3,5
80,5,0.5908246789569531,0.3,5
81,1,0.3384432085388532,0.3,5
81,2,0.28494051303974716,0.3,5
81,3,0.03676625331344463,0.3,5
81,4,0.7937173179851764,0.3,5
81,5,0.34955813745019293,0.3,5
82,1,-1.3637465856306175,0.3,5
82,2,-0.8374250558365323,0.3,5
82,3,-2.8093497156419236,0.3,5
82,4,-1.3633920308452252,0.3,5
82,5,-1.437047988950522,0.3,5
83,1,-1.1099516946190988,0.3,5
83,2,0.048049125355409616,0.3,5
83,3,0.7915615018042539,0.3,5
83,4,1.0530037573121656,0.3,5
83,5,-0.486865108808402,0.3,5
84,1,1.0191385526324352,0.3,5
84,2,-0.7267633661266166,0.3,5
84,3,-1.165214731270921,0.3,5
84,4,-2.2286545275819547,0.3,5
84,5,-1.4899181214620603,0.3,5
85,1,0.29217044951627935,0.3,5
85,2,-2.3456203344983853,0.3,5
85,3,-1.75813870860576,0.3,5
85,4,-2.522532230540984,0.3,5
85,5,-1.6648498916491445,0.3,5
86,1,-2.010148116446686,0.3,5
86,2,-0.17241485792284034,0.3,5
86,3,-0.32517437310406616,0.3,5
86,4,0.8037681683336941,0.3,5
86,5,1.7855843266520939,0.3,5
87,1,0.016818677696111672,0.3,5
87,2,0.10467293413751932,0.3,5
87,3,-1.1682366221434095,0.3,5
87,4,-0.5559366695972656,0.3,5
87,5,1.626625893883337,0.3,5
88,1,0.7823026094084067,0.3,5
88,2,0.4820313881834064,0.3,5
88,3,-0.881885602086195,0.3,5
88,4,-1.567502294782681,0.3,5
88,5,-1.2876040902264532,0.3,5
89,1,0.7121961610573349,0.3,5
89,2,-0.1902719733184599,0.3,5
89,3,1.3719620247838717,0.3,5
89,4,2.088865134320375,0.3,5
89,5,1.7585865461161299,0.3,5
90,1,1.6239057814772426,0.3,5
90,2,2.688321713953429,0.3,5
90,3,2.4427492876101407,0.3,5
90,4,2.7225780847980667,0.3,5
90,5,1.8056390044754176,0.3,5
91,1,2.303402499912634,0.3,5
91,2,1.2575903190530542,0.3,5
91,3,1.0685967692543088,0.3,5
91,4,1.4115511470262105,0.3,5
91,5,0.7591040336036052,0.3,5
92,1,-1.8364807544400037,0.3,5
92,2,-0.4557194374394081,0.3,5
92,3,-0.7718590458395093,0.3,5
92,4,-1.8391145968209732,0.3,5
92,5,-1.676229112608576,0.3,5
93,1,-0.5928491068889371,0.3,5
93,2,-1.2631204458330014,0.3,5
93,3,-2.4953045101452433,0.3,5
93,4,-1.0121644196992212,0.3,5
93,5,-0.4515745411092392,0.3,5
94,1,1.3770940671690322,0.3,5
94,2,1.439918007608856,0.3,5
94,3,1.1476883755480842,0.3,5
94,4,0.6049308676740901,0.3,5
94,5,2.2216408362708893,0.3,5
95,1,-3.4507348242928586,0.3,5
95,2,-2.1507079886948137,0.3,5
95,3,-3.0091038997257695,0.3,5
95,4,-2.8619079202437665,0.3,5
95,5,-2.276859705512531,0.3,5
96,1,-1.8793085524157187,0.3,5
96,2,-1.6962416089872345,0.3,5
96,3,-3.073245627554817,0.3,5
96,4,-1.0218415326084298,0.3,5
96,5,-2.540896539323003,0.3,5
97,1,-1.899480569864703,0.3,5
97,2,-3.044198606625797,0.3,5
97,3,-2.2066957728379295,0.3,5
97,4,-2.1006470048434314,0.3,5
97,5,-2.110160022457273,0.3,5
98,1,-0.9086846328588409,0.3,5
98,2,-0.17582199084086758,0.3,5
98,3,-1.3841191159874273,0.3,5
98,4,0.6920597916587781,0.3,5
98,5,-1.9298029172123115,0.3,5
99,1,2.0377560941956023,0.3,5
99,2,1.768004027959069,0.3,5
99,3,-0.5878787642747159,0.3,5
99,4,1.0065278119745582,0.3,5
99,5,0.7202428562090689,0.3,5
100,1,-0.995941357406747,0.3,5
100,2,-0.1893280650428859,0.3,5
100,3,-2.342998075477558,0.3,5
100,4,-1.3322983480412893,0.3,5
100,5,-0.6217605321056656,0.3,5
101,1,-1.283864694373133,0.3,5
101,2,-0.7262926046611764,0.3,5
101,3,-0.25950716266995044,0.3,5
101,4,0.4644126811600452,0.3,5
101,5,-0.9314388342753703,0.3,5
102,1,0.11360889102164529,0.3,5
102,2,1.2584498012359238,0.3,5
102,3,1.021071902605709,0.3,5
102,4,3.1364351416995415,0.3,5
102,5,-1.0154511942996352,0.3,5
103,1,0.9082081815517283,0.3,5
103,2,-0.2658943983430382,0.3,5
103,3,0.07422628413204074,0.3,5
103,4,0.5650559316219709,0.3,5
103,5,0.09013388118740753,0.3,5
104,1,1.0390633199790362,0.3,5
104,2,3.328232508771654,0.3,5
104,3,1.8825166275753085,0.3,5
104,4,1.2264355400558489,0.3,5
104,5,0.6038936701908629,0.3,5
105,1,-1.7310815339488956,0.3,5
105,2,-1.9953884081167532,0.3,5
105,3,-0.48469223614200274,0.3,5
105,4,-1.7389456181098502,0.3,5
105,5,-2.2059712002272955,0.3,5
106,1,1.035322723348988,0.3,5
106,2,-1.0810855842863467,0.3,5
106,3,-1.3619083171368107,0.3,5
106,4,-1.736117390273457,0.3,5
106,5,-1.4855743783143214,0.3,5
107,1,-1.17767037191021,0.3,5
107,2,-1.6765793323955047,0.3,5
107,3,-1.220278027124222,0.3,5
107,4,-3.756824572901023,0.3,5
107,5,-1.676817501084042,0.3,5
108,1,0.1690891944581121,0.3,5
108,2,-0.8214333130401689,0.3,5
108,3,0.05281152006134893,0.3,5
108,4,-0.14895623958467233,0.3,5
108,5,-0.7916258601024111,0.3,5
109,1,1.4867553834082434,0.3,5
109,2,2.5461815889524546,0.3,5
109,3,0.977945128239947,0.3,5
109,4,0.7460220378104798,0.3,5
109,5,1.994560381220949,0.3,5
110,1,-1.7595474879128798,0.3,5
110,2,-3.611177068182606,0.3,5
110,3,-1.6834702880110073,0.3,5
110,4,-2.56649004954831,0.3,5
110,5,-1.5448157709488857,0.3,5
111,1,0.9060114022045762,0.3,5
111,2,0.14493621617451202,0.3,5
111,3,-1.188373183183103,0.3,5
111,4,1.1067692229244708,0.3,5
111,5,0.495822405548874,0.3,5
112,1,-0.6384164931336715,0.3,5
112,2,0.2367338186310401,0.3,5
112,3,-0.52418524905805,0.3,5
112,4,-0.031592483017053294,0.3,5
112,5,-0.2926081175826085,0.3,5
113,1,-0.8426943787981762,0.3,5
113,2,0.4213345852985526,0.3,5
113,3,-2.1714373512441405,0.3,5
113,4,0.6495224871758649,0.3,5
113,5,-0.27158470417414127,0.3,5
114,1,-1.0123773408665566,0.3,5
114,2,-1.036638750051277,0.3,5
114,3,-2.4929244527280434,0.3,5
114,4,-2.767035021746061,0.3,5
114,5,-2.421561542714467,0.3,5
115,1,-1.2208104701903049,0.3,5
115,2,1.3249037172723275,0.3,5
115,3,0.31501656745504325,0.3,5
115,4,-0.8043166844702447,0.3,5
115,5,-1.9216791889998317,0.3,5
116,1,-1.692608922100158,0.3,5
116,2,-0.6914824849060268,0.3,5
116,3,0.09456326449062247,0.3,5
116,4,-1.7587601040672034,0.3,5
116,5,0.8569830117751218,0.3,5
117,1,-0.055881572120370926,0.3,5
117,2,0.012292259640561659,0.3,5
117,3,0.08107355200148253,0.3,5
117,4,0.979749334652781,0.3,5
117,5,1.2409367591611424,0.3,5
118,1,0.22912994145990712,0.3,5
118,2,0.9461476561336101,0.3,5
118,3,-0.28967727652402964,0.3,5
118,4,1.0864350183962987,0.3,5
118,5,-0.11570239048558772,0.3,5
119,1,3.1490219378094357,0.3,5
119,2,1.1793245401423316,0.3,5
119,3,0.40635345717894045,0.3,5
119,4,1.129290032215877,0.3,5
119,5,0.024182689113049438,0.3,5
120,1,0.494882380184018,0.3,5
120,2,-1.8007759376621095,0.3,5
120,3,-1.993767054180006,0.3,5
120,4,-1.90146844585392,0.3,5
120,5,-0.9902280232980469,0.3,5
121,1,-4.09036359404522,0.3,5
121,2,-1.2743429762541005,0.3,5
121,3,-1.0955944349862266,0.3,5
121,4,0.17810039894309826,0.3,5
121,5,-1.5580441929742945,0.3,5
122,1,0.7102943383155996,0.3,5
122,2,0.6029307624248804,0.3,5
122,3,1.241609624867653,0.3,5
122,4,-0.8986433578989168,0.3,5
122,5,-0.15089057549020887,0.3,5
123,1,-0.16839159330149567,0.3,5
123,2,1.133483017425814,0.3,5
123,3,0.1408196449945608,0.3,5
123,4,1.2724627553368262,0.3,5
123,5,-1.5621349737068688,0.3,5
124,1,3.276841902889842,0.3,5
124,2,1.4898677080929172,0.3,5
124,3,3.0171624104929267,0.3,5
124,4,1.6933549380654704,0.3,5
124,5,1.394947414773025,0.3,5
125,1,1.373172845986631,0.3,5
125,2,2.531846903818338,0.3,5
125,3,0.6447479179809257,0.3,5
125,4,1.425630978419044,0.3,5
125,5,0.8514786369992882,0.3,5
126,1,-0.5441883291381465,0.3,5
126,2,0.8639734376209652,0.3,5
126,3,0.22552247163294115,0.3,5
126,4,1.5014495229600167,0.3,5
126,5,0.6150306401236798,0.3,5
127,1,2.03901629863985,0.3,5
127,2,2.0438873992958686,0.3,5
127,3,1.7703235312276548,0.3,5
127,4,2.4706561402752825,0.3,5
127,5,1.9682920522273533,0.3,5
128,1,-1.830395547814762,0.3,5
128,2,-1.5305338018752024,0.3,5
128,3,-0.11850940658098885,0.3,5
128,4,-1.5195719390861755,0.3,5
128,5,-1.592383803175969,0.3,5
129,1,-0.34044126598730107,0.3,5
129,2,-0.3949560186092443,0.3,5
129,3,-0.6245792115315686,0.3,5
129,4,0.568971965004902,0.3,5
129,5,1.0521174352307807,0.3,5
130,1,-2.299350543095606,0.3,5
130,2,-2.4731132741639974,0.3,5
130,3,-3.4669427129124086,0.3,5
130,4,-1.6775573703495994,0.3,5
130,5,-1.9448573397574354,0.3,5
131,1,-1.5792936868297696,0.3,5
131,2,-1.2486124605895164,0.3,5
131,3,0.18726076392638968,0.3,5
131,4,3.3488779320043593,0.3,5
131,5,-0.2963043794193859,0.3,5
132,1,-1.4639882430715794,0.3,5
132,2,-1.4847602730326077,0.3,5
132,3,0.023813347161795617,0.3,5
132,4,-3.0746968107330424,0.3,5
132,5,-4.026425712099875,0.3,5
133,1,2.2904012000135365,0.3,5
133,2,0.8971373907362274,0.3,5
133,3,0.6545514419339166,0.3,5
133,4,-0.888410593841735,0.3,5
133,5,-0.1424833885051458,0.3,5
134,1,0.5228965768595871,0.3,5
134,2,-1.5347725985625522,0.3,5
134,3,-1.5797368017137545,0.3,5
134,4,0.29811683032082525,0.3,5
134,5,-1.534038571968712,0.3,5
135,1,-3.245818539426307,0.3,5
135,2,-2.1496630917916497,0.3,5
135,3,-1.2514478073557405,0.3,5
135,4,-1.8779918027748834,0.3,5
135,5,-1.074107540726794,0.3,5
136,1,-2.368788907290142,0.3,5
136,2,-0.8901815794672936,0.3,5
136,3,0.6816310816698483,0.3,5
136,4,-0.018480361393314326,0.3,5
136,5,-1.1172290202603152,0.3,5
137,1,-0.471911593418785,0.3,5
137,2,1.2404749983483552,0.3,5
137,3,1.5343881009076206,0.3,5
137,4,-0.3245506121536128,0.3,5
137,5,1.1556136488106348,0.3,5
138,1,2.0607155517694498,0.3,5
138,2,1.988651796963726,0.3,5
138,3,-0.18828424647910547,0.3,5
138,4,0.835774043164627,0.3,5
138,5,2.554555837293864,0.3,5
139,1,1.6247211445056151,0.3,5
139,2,3.302454485900102,0.3,5
139,3,3.742149052834231,0.3,5
139,4,3.57669308865822,0.3,5
139,5,2.2046809509817593,0.3,5
140,1,4.614582875112406,0.3,5
140,2,5.285746398440983,0.3,5
140,3,4.903793773316641,0.3,5
140,4,3.8412897542872892,0.3,5
140,5,3.7188896321467055,0.3,5
141,1,1.780867058280258,0.3,5
141,2,1.0283253681450037,0.3,5
141,3,-0.23172327971973106,0.3,5
141,4,0.576722155203339,0.3,5
141,5,1.9191128813741414,0.3,5
142,1,-0.23251606533685742,0.3,5
142,2,-3.1782096219648075,0.3,5
142,3,-0.6541831606720097,0.3,5
142,4,-2.5473192491116574,0.3,5
142,5,-1.5645163153882606,0.3,5
143,1,-2.063190843271069,0.3,5
143,2,-1.5912223170375828,0.3,5
143,3,-2.1710618270634288,0.3,5
143,4,-2.38854197070202,0.3,5
143,5,-2.327098934944021,0.3,5
144,1,0.8604689980611586,0.3,5
144,2,-0.3674661300804899,0.3,5
144,3,1.4724302158856213,0.3,5
144,4,2.154888551480063,0.3,5
144,5,1.9471555992576057,0.3,5
145,1,-2.389630070246837,0.3,5
145,2,-2.660706998528779,0.3,5
145,3,-2.672629344982834,0.3,5
145,4,-2.852307863323163,0.3,5
145,5,-0.772118800643238,0.3,5
