entity,time,y,x1,x2_omitted
30,2,30.396651217094977,-0.3694055817855936,18.61766659107272
30,3,31.52082979181082,0.3031363307884511,18.13802956332541
30,4,33.63789758436262,0.15342708889584084,19.8999027381081
30,5,35.0784781437854,0.6157961314140106,19.927202600480758
30,6,34.61099842277149,-0.07177205258376262,20.99741914180814
30,7,36.6442124933933,0.6398909293333968,21.095583595048897
30,8,34.61211342858388,-1.7393556385248716,22.33906686872975
31,1,25.184246562136796,0.587887369007085,14.391310237892164
31,2,26.3409883549592,1.6555894748055764,14.174590576790056
31,3,27.719142145762824,0.8041359967947296,14.977614285571034
31,4,26.070090615226253,-1.1428127920208568,16.873130060893935
31,5,25.03046090963317,-0.8991471040311082,15.13370397605257
31,6,23.806534095257508,-1.5835282773786352,14.955336183710141
31,7,23.87762306331169,-0.2026139779586887,14.007088172421629
31,8,24.590746004122167,0.6383060945244388,14.192613982422634
32,1,0.6276066901229289,-0.4663195323938843,0.8068075140461934
32,2,0.2649115037926816,-0.034872718042106565,0.9827416123860844
32,3,0.40460651618919174,-0.19025292519518405,-0.3756903066673911
32,4,2.3186142016102367,0.804842523004124,1.1704304615457963
32,5,2.281814659223456,0.5176752249548231,1.3227829010004724
32,6,0.16367477154858712,-0.15237406464184655,0.902724841448215
32,7,1.1898896115342057,0.41882404684701036,-0.12965776811160074
32,8,1.4313658002387921,-0.21105981556737624,0.8654435461607849
33,1,-21.653195359898227,-0.2502280056891453,-12.761652190229674
33,2,-22.478389146931054,0.694116834036595,-13.208195480763369
33,3,-24.669368055409244,-0.5737673770239792,-12.965323586330184
33,4,-25.72605569096203,-1.072473959800777,-15.357320558611319
33,5,-25.49426611046822,1.0440770283687375,-14.894625804562823
33,6,-26.547306752353098,-1.3988159368729143,-14.131794023138433
33,7,-29.683475429624654,-1.921798278370798,-16.08530079265035
33,8,-29.76973188336518,-0.2710359412158419,-17.226747461740032
34,1,15.972035306263669,2.125736146472972,8.154553260330687
34,2,16.930403968282757,1.2229529399045973,9.74326741988116
34,3,15.859282637537255,-1.4038072022680856,10.045192836558627
34,4,16.34774901810991,0.7582725312656561,10.415411908557763
34,5,16.905097097173847,-0.14346707489559282,9.80246615689647
34,6,17.058763016037467,1.335623806358347,9.793469679112567
34,7,16.263553404268407,-0.8420700510660253,10.288899855387022
34,8,15.750197954038299,-0.1309198936088395,10.056718395973473
35,1,-42.790208581435174,-0.5249144608626568,-24.244872804012246
35,2,-40.34036701457332,1.3873127922120698,-24.971361104811738
35,3,-41.96004149256038,-0.08355264138559354,-23.789998274080848
35,4,-42.954316822690785,0.7876146983098719,-25.313938141939033
35,5,-41.762445734448086,0.7846262117514915,-26.108941597189897
35,6,-39.60283149235325,0.33645585870924205,-24.424475516188476
35,7,-40.732908043493524,-0.9072035964901566,-23.423984369388112
35,8,-37.33240007579724,2.5859485419504034,-24.264292101382267
36,1,-9.44816787902531,0.09422301964150559,-5.308488373699026
36,2,-7.9032245373643715,-0.6188591598260331,-4.579751131240695
36,3,-10.801817460525513,-0.5463084871305289,-5.673002171879247
36,4,-10.35072829392759,0.6486508591654254,-5.985937954939698
36,5,-10.038773320907971,0.47543745152993644,-6.563211898231488
36,6,-9.435532576648022,1.6989641443638837,-4.964689738217867
36,7,-10.769463673645316,-0.6303069690221232,-5.995527105973435
36,8,-11.026986943187861,-0.21770355271571187,-6.427749404385384
37,1,63.500529120233004,1.5349943426080492,35.94154357291598
37,2,63.855058991713854,-0.2701595012738473,38.30577574703433
37,3,63.42031309216403,-0.2566754946430227,38.25558745446078
37,4,65.28006914779347,0.3018038847593272,38.45652740021061
37,5,62.71139299403721,-0.8057372992345642,38.38856328268576
37,6,63.82453222057122,0.18657612778028254,37.366184807036596
37,7,64.66999382885795,1.0967722510671594,37.30795444490722
37,8,61.91715762864697,-1.7782035332740826,38.75375476999883
38,1,-12.586084170050615,-1.3056197708772679,-6.301792486758643
38,2,-11.158890269332392,-0.3374520959360709,-7.954832609129453
38,3,-8.380168679813337,0.7952648539024663,-6.67477005553479
38,4,-7.168210995256477,0.9349473370436865,-4.963980945247247
38,5,-8.043143234447298,-0.31573693859270713,-4.223867279653088
38,6,-6.948867127169177,0.5273657771216803,-4.02703733522016
38,7,-8.413505221985579,-0.9819579050984738,-4.69754662184359
38,8,-7.081908462251686,1.4433392041901456,-4.847533400804652
39,1,-4.50236144760763,-0.9367003404927273,-2.4974316988061602
39,2,-6.055118120618994,-0.11500196228854795,-3.0324283803961816
39,3,-7.219433894977614,-1.2078558295666917,-3.6232561960877803
39,4,-8.360979870490915,-1.1459582841260583,-4.811246396831021
39,5,-7.95192375043452,0.6315083079941857,-6.092764728681165
39,6,-10.164026703822426,-2.1784051369704467,-5.101533528432702
39,7,-9.638683511168571,1.3997132101280112,-6.702094756515797
39,8,-10.700889104607532,0.14852341538411906,-5.740680488250914
40,1,-40.101949803550035,-0.21857650120597022,-24.870349233700413
40,2,-39.77440494027757,1.2448677937965362,-23.931816005113333
40,3,-38.92055342253656,0.5141653693944161,-23.162046647101548
40,4,-41.708413713459976,-0.7019115235364934,-23.636808941379705
40,5,-39.8071779787729,1.871497837179509,-25.251715569273635
40,6,-40.69696307585159,-0.5525893251691936,-23.93981764105261
40,7,-40.44398238465481,0.03462782682439791,-23.456532616173224
40,8,-41.633446252731495,0.7790626275646192,-24.53219792787995
41,1,6.076006548805497,1.3780003402255987,3.2116221549161654
41,2,6.935849211612049,-0.22569200003143516,3.7987120585860823
41,3,8.58734826665432,2.1358672663863603,4.31645321192221
41,4,8.663447268180876,0.16471956956035663,5.821128752796529
41,5,6.6212185265614005,-2.149037676980934,5.540359141218155
41,6,5.323516805912401,-0.5796318134149546,4.594802174704244
41,7,4.735648149403964,0.06905390401235163,4.382143754859043
41,8,6.457209648650997,0.016720480841436427,2.8138643494011286
42,1,6.4455340449764424,0.8524448374619115,3.895055180149918
42,2,6.890947140457404,0.32651582066987267,4.337214258132871
42,3,5.718121281804694,-1.5849579165206527,4.210958079708375
42,4,6.165347232787097,0.6176123556076498,3.264112993686524
42,5,3.594962419662648,-3.1538175992772195,4.306126520898172
42,6,5.789255840971941,2.485302468619808,1.6416859763235756
42,7,4.786887254045502,-0.06638570281300202,3.1227113067467163
42,8,7.15580064422643,0.0970814856826566,3.268269735839463
43,1,-0.4360225898626577,-0.3034224810931522,0.744360279081959
43,2,-2.0149466525423865,-0.7325529304884534,0.18715658856551703
43,3,-1.1200714640496612,1.3376266265119636,-1.4411549351919128
43,4,-0.8823460597666669,0.8884452924137393,0.06863139441706478
43,5,-4.286513739554954,-1.9752280658079617,-1.045515530890003
43,6,-5.0788508784256985,0.1672636726400504,-3.298305820460874
43,7,-5.202160989529711,1.0336601047722018,-3.327660998582949
43,8,-3.989160868517107,0.9560441145569679,-2.926741574115725
44,1,-48.69318310770581,-1.4432166766208772,-28.277947848914106
44,2,-50.812426762096685,-1.5861980268665168,-29.02080265542289
44,3,-50.16765592717976,1.6637810537476583,-30.030651649393253
44,4,-50.64314757252084,-0.12626832065848295,-31.09604958774798
44,5,-52.53720770766417,-0.4356341803716891,-31.88144257919002
44,6,-52.57726348163208,0.22819871931391167,-31.950022559322477
44,7,-53.879696505585066,-0.8315973401688131,-31.525569763366924
44,8,-53.82602835026113,1.1788703614633138,-33.0717374710168
45,1,28.43298733179652,0.26429935781399955,16.935917313780287
45,2,25.3276815037622,-0.7484700329116484,17.012586573421164
45,3,24.473788141764413,-0.6794472545687893,15.486971502857138
45,4,24.686690061799556,1.1770407058862957,14.312142153229297
45,5,27.16238912734061,1.284056068942227,14.281344566151091
45,6,28.11542692930329,-0.21904542759506282,16.70959014121269
45,7,27.053753747759586,1.0162018486102247,17.31235382277551
45,8,25.91543926419946,-0.5853878512893264,16.952890571145936
46,1,17.30861420546444,1.2274009244419875,9.90777434764371
46,2,18.47412393431044,0.3425657101098058,10.148274556725497
46,3,20.557120408629082,0.29506316056214116,11.101641486746077
46,4,21.063682155270254,-0.12704325542668768,12.750187540150915
46,5,21.502859175319248,-0.23710866881051662,12.668850149732263
46,6,20.273260414563588,-1.269818519875092,13.474901269466338
46,7,19.818038562301854,-0.6875294450166939,12.075269350871102
46,8,18.96265302180656,-2.2434908242610714,12.66299162647032
47,1,19.871810063699343,0.6890599050280487,11.830158467800494
47,2,19.940599514539276,-0.3466454641828584,11.708419575041907
47,3,18.193512623899036,-0.4516661815895914,11.513023993216411
47,4,18.780305434131158,0.011523863972700853,12.337179721755247
47,5,19.111391862343275,-0.042710099896084694,11.284605303352176
47,6,22.242410387293646,1.5231598259025094,11.11503803139654
47,7,23.255488388078902,0.26466808019338706,13.27629503851729
47,8,22.064711839445238,0.06260189976179871,13.133051432020595
48,1,7.168552853989516,-0.5574823628145429,3.6449516908863204
48,2,7.462654811084942,0.316927411549657,4.361918936707635
48,3,6.416602419422895,-0.8762318220416059,4.734524954336775
48,4,6.45428873649614,0.3174483106503301,3.534607797379141
48,5,8.619585109312855,1.08824703472526,3.6853497269889126
48,6,7.961318189787602,-0.5492976164771033,4.939577351638228
48,7,8.957853685892385,0.1593517834824283,4.409071433621931
48,8,8.546628911006989,-0.544410644193982,4.839484828252085
49,1,-1.7861285556049882,0.3821779491788359,-1.2853167837904436
49,2,-2.7217263636436946,-0.5534782941884003,-0.8667800960150128
49,3,-3.2565471347187724,-0.995662086149449,-1.7632762351891755
49,4,-2.4390430375279153,0.728250226731793,-1.5395166780991132
49,5,-3.458894735226796,-1.1321881286436128,-1.930470788706712
49,6,-6.306962935797813,-1.7522511540169257,-1.87754307046663
49,7,-4.838114345014672,0.3828039261629703,-4.066893163425845
49,8,-5.737170419629818,-0.006514875554184441,-2.509716438452697
50,1,10.517782552639636,-1.1956567056028107,6.87986861215919
50,2,10.269909591638452,0.44798619273059315,5.086540691183611
50,3,9.545336043173403,-1.6657022665812662,6.950860291907974
50,4,8.740207927472628,-0.5113343275853768,5.19854577680246
50,5,8.97610682249562,0.07625288592099556,4.8482831356561675
50,6,8.557683756378808,0.14909742752567115,4.975025180366535
50,7,5.910172899742176,-1.6200243165470842,5.373886020209832
50,8,6.645844310659552,0.011936236071821775,3.702276751048266
51,1,20.727465190584223,0.5434254649042413,11.932502905721245
51,2,19.920760847506806,0.8891598303931935,13.107100609925117
51,3,20.973282839799875,0.52122895686159,11.988289803767257
51,4,22.021778817869965,1.0501412222402042,12.067563550598091
51,5,20.85634834062576,-1.0003965273447752,12.910358200124127
51,6,20.10375329132634,-1.4490595458446922,12.284489354223046
51,7,18.765722416533936,0.4482705506004935,11.226310703688995
51,8,16.997592155582907,-0.42858759118205947,11.987353449108832
52,1,-11.17369965395902,0.3427854767205471,-7.55591849205434
52,2,-9.2394790340586,0.6316502218013507,-6.005700574809762
52,3,-11.81735173689314,-2.2544246259078426,-5.179370639746044
52,4,-12.361567214173956,0.3107193659142807,-6.019062668826856
52,5,-11.731524745824883,0.886161290525492,-7.617483435232097
52,6,-8.305057641425126,0.8844602561312606,-6.723666331309001
52,7,-5.131310301000345,0.9821820634591655,-5.0374102017218405
52,8,-6.139628304963323,-0.0997204066634697,-3.7261263348002664
53,1,-13.629794300206191,0.9910464221610281,-9.187194709502252
53,2,-14.523001831008704,-1.7931500240843679,-7.275295493736125
53,3,-12.20086892442641,1.2760131268224064,-8.754465803824305
53,4,-12.550498039971078,0.652907968851233,-6.869645962698016
53,5,-9.612387000436279,1.407376731047604,-7.416159699043316
53,6,-11.046827985368402,0.5412313022623145,-6.510839229213624
53,7,-10.840285241312786,-0.3088540527407654,-6.427491085463401
53,8,-10.592279079492723,0.2480216916564484,-7.353975313872111
54,1,-35.96964411230334,1.4930668564449625,-22.091639596737203
54,2,-36.96707296757819,0.21280929840781662,-22.067415069375784
54,3,-35.40952894254287,-0.4469767924538894,-22.51728420155528
54,4,-37.83044821055265,-0.7966169753252789,-21.01176531556098
54,5,-40.08291598398627,-0.5739194895917675,-23.233648305768174
54,6,-38.79895763122129,0.8806359319546652,-24.12308224762151
54,7,-36.686639752134035,0.5626538961378126,-23.67486928370182
54,8,-36.65439679672471,-0.5316889045893314,-22.03155030718929
55,1,39.15792976594355,-0.8628786640297242,23.801959322530987
55,2,38.51699685974589,-1.109628479889344,24.188191228482406
55,3,37.66236211093989,-0.29483829848793897,22.856298772119178
55,4,37.44984645849955,0.14835733019036398,22.85490578992496
55,5,38.81559976839467,0.12492593464906099,22.563372647386384
55,6,41.17389613113028,0.1793866693967942,24.204065103228626
55,7,42.82056127976578,0.5876472733953878,25.380048788375664
55,8,46.32067634576885,0.5363278233070535,25.794284310683743
56,1,-3.888277147387575,-1.3502561965942763,-1.6940048683028968
56,2,-5.094602119842356,-0.9520914267737715,-2.692772617955677
56,3,-2.609180797341936,1.8667178807978375,-2.49384704874599
56,4,-3.3363944429946835,0.30066585213191627,-1.8745257840027612
56,5,-5.527681423201267,-1.3321953977046583,-1.639111025261022
56,6,-4.573248615913355,1.3391066844031596,-2.9483770192717897
56,7,-7.220624958303053,-0.3890189097048588,-3.5858744279674006
56,8,-7.641506416218877,0.5445772797819901,-4.803820735415424
57,1,42.96961561806532,0.7549739264979533,24.491826744846712
57,2,42.29348590548696,-0.2895845524016817,24.89532908627257
57,3,43.906167278356186,1.8296750769844445,25.24644687174216
57,4,45.04771562536661,-0.1412802660393173,27.14399881285352
57,5,45.849208359686344,0.3449799488901214,27.109836188781646
57,6,47.934275782848246,2.1133113936797705,27.505652699624015
57,7,47.85405687903123,-0.21471291050927213,30.069659403748002
57,8,45.34096600363432,-1.5154328362678318,28.974061070165476
58,1,20.7739344185774,-0.4491508569322563,12.180317876996797
58,2,17.992559183021985,-0.6174101391577209,12.397573512096411
