"model_name","variable","coefficient","std_error","z_statistic","p_value","log_likelihood","aic","bic","n_obs","source","n_switchers","n_dropped","sigma_u","rho","category","base_category","t_statistic","is_cutpoint"
"re_logit_labor","kids",-0.431687881223851,0.0387800820817783,-11.1316907559277,8.79512281084329e-29,-3164.3188329019,NA,NA,5000,"fe_re_logit",NA,NA,0.910009471015174,0.201097663717399,NA,NA,NA,NA
"re_logit_labor","married",0.282393946813626,0.0672183411265448,4.20114424249169,2.65569313463032e-05,-3164.3188329019,NA,NA,5000,"fe_re_logit",NA,NA,0.910009471015174,0.201097663717399,NA,NA,NA,NA
"pooled_probit_labor","(Intercept)",-1.10672849751386,0.154692544466171,-7.15437515966311,8.40549008617977e-13,-3244.18454232562,NA,NA,5000,"fe_re_logit",NA,NA,NA,NA,NA,NA,NA,NA
"pooled_probit_labor","age",0.0182128564038287,0.00313301367276625,5.81320680536574,6.12872691074435e-09,-3244.18454232562,NA,NA,5000,"fe_re_logit",NA,NA,NA,NA,NA,NA,NA,NA
"pooled_probit_labor","educ",0.057585823616023,0.00787864714557901,7.30910047778145,2.68936618450748e-13,-3244.18454232562,NA,NA,5000,"fe_re_logit",NA,NA,NA,NA,NA,NA,NA,NA
"pooled_probit_labor","kids",-0.233714675372749,0.020903350829066,-11.1807277830198,5.06727125673809e-29,-3244.18454232562,NA,NA,5000,"fe_re_logit",NA,NA,NA,NA,NA,NA,NA,NA
"pooled_probit_labor","married",0.148246426113797,0.0365177578591896,4.059570871942,4.9162984610432e-05,-3244.18454232562,NA,NA,5000,"fe_re_logit",NA,NA,NA,NA,NA,NA,NA,NA
"multinomial_logit_base","(Intercept)",-0.922837648610113,0.275218423801577,-3.35310999846234,0.000799089418475028,-5104.71915363407,10229.4383072681,10294.6102391823,5000,"multinomial",NA,NA,NA,NA,"Technical","Manual",NA,NA
"multinomial_logit_base","educ",0.0571113690761566,0.0266165093895733,2.14571220591868,0.0318959467585965,-5104.71915363407,10229.4383072681,10294.6102391823,5000,"multinomial",NA,NA,NA,NA,"Technical","Manual",NA,NA
"multinomial_logit_base","exper",-0.0296828158484602,0.0230898911780644,-1.28553294684468,0.198606111208397,-5104.71915363407,10229.4383072681,10294.6102391823,5000,"multinomial",NA,NA,NA,NA,"Technical","Manual",NA,NA
"multinomial_logit_base","age",0.0362965351080954,0.0233585439066909,1.55388688837315,0.120211399808857,-5104.71915363407,10229.4383072681,10294.6102391823,5000,"multinomial",NA,NA,NA,NA,"Technical","Manual",NA,NA
"multinomial_logit_base","female",-0.110261670355918,0.0773217685123939,-1.42601071441149,0.153865249331203,-5104.71915363407,10229.4383072681,10294.6102391823,5000,"multinomial",NA,NA,NA,NA,"Technical","Manual",NA,NA
"multinomial_logit_base","(Intercept)",-3.31359327252025,0.280056493488728,-11.831874459478,2.6710936037542e-32,-5104.71915363407,10229.4383072681,10294.6102391823,5000,"multinomial",NA,NA,NA,NA,"Managerial","Manual",NA,NA
"multinomial_logit_base","educ",0.228698687831583,0.0263334450484345,8.68472345380343,3.79664913873845e-18,-5104.71915363407,10229.4383072681,10294.6102391823,5000,"multinomial",NA,NA,NA,NA,"Managerial","Manual",NA,NA
"multinomial_logit_base","exper",0.0310311496465836,0.0228351780769212,1.35891866233992,0.17417236441472,-5104.71915363407,10229.4383072681,10294.6102391823,5000,"multinomial",NA,NA,NA,NA,"Managerial","Manual",NA,NA
"multinomial_logit_base","age",0.0220909157311113,0.0231066723062138,0.956040551333335,0.339051747500512,-5104.71915363407,10229.4383072681,10294.6102391823,5000,"multinomial",NA,NA,NA,NA,"Managerial","Manual",NA,NA
"multinomial_logit_base","female",-0.411821643883164,0.0765328016008432,-5.38098220983755,7.40805162231615e-08,-5104.71915363407,10229.4383072681,10294.6102391823,5000,"multinomial",NA,NA,NA,NA,"Managerial","Manual",NA,NA
"multinomial_logit_extended","(Intercept)",-1.03162150560709,0.27897571048788,-3.69789005574344,0.000217399006182707,-5098.36753242517,10220.7350648503,10298.9413831473,5000,"multinomial",NA,NA,NA,NA,"Technical","Manual",NA,NA
"multinomial_logit_extended","educ",0.058425493116981,0.0266504757986487,2.19228705552579,0.0283587858394902,-5098.36753242517,10220.7350648503,10298.9413831473,5000,"multinomial",NA,NA,NA,NA,"Technical","Manual",NA,NA
"multinomial_logit_extended","exper",-0.0286947076666188,0.023096797992804,-1.24236734787042,0.214101057150911,-5098.36753242517,10220.7350648503,10298.9413831473,5000,"multinomial",NA,NA,NA,NA,"Technical","Manual",NA,NA
"multinomial_logit_extended","age",0.0349671959215659,0.0233665776598133,1.49646201641688,0.134533299001425,-5098.36753242517,10220.7350648503,10298.9413831473,5000,"multinomial",NA,NA,NA,NA,"Technical","Manual",NA,NA
"multinomial_logit_extended","female",-0.102960612872589,0.0774465614653626,-1.32944072563683,0.18370260923976,-5098.36753242517,10220.7350648503,10298.9413831473,5000,"multinomial",NA,NA,NA,NA,"Technical","Manual",NA,NA
"multinomial_logit_extended","urban",0.194103135122702,0.0793190810784979,2.44711779919145,0.0144003764778853,-5098.36753242517,10220.7350648503,10298.9413831473,5000,"multinomial",NA,NA,NA,NA,"Technical","Manual",NA,NA
"multinomial_logit_extended","(Intercept)",-3.46994484814628,0.2840036483348,-12.2179587075435,2.4926519526611e-34,-5098.36753242517,10220.7350648503,10298.9413831473,5000,"multinomial",NA,NA,NA,NA,"Managerial","Manual",NA,NA
"multinomial_logit_extended","educ",0.230115277021838,0.0263937161760992,8.71856299001269,2.81754786678786e-18,-5098.36753242517,10220.7350648503,10298.9413831473,5000,"multinomial",NA,NA,NA,NA,"Managerial","Manual",NA,NA
"multinomial_logit_extended","exper",0.0321238981340548,0.022859930862545,1.4052491377692,0.159947207045145,-5098.36753242517,10220.7350648503,10298.9413831473,5000,"multinomial",NA,NA,NA,NA,"Managerial","Manual",NA,NA
"multinomial_logit_extended","age",0.0203982145694777,0.0231304947598329,0.881875410849409,0.377844185577076,-5098.36753242517,10220.7350648503,10298.9413831473,5000,"multinomial",NA,NA,NA,NA,"Managerial","Manual",NA,NA
"multinomial_logit_extended","female",-0.399592317961298,0.0767063846180647,-5.20937494252847,1.8947786833021e-07,-5098.36753242517,10220.7350648503,10298.9413831473,5000,"multinomial",NA,NA,NA,NA,"Managerial","Manual",NA,NA
"multinomial_logit_extended","urban",0.279773790754989,0.0786489287805721,3.55724858676142,0.000374759485680606,-5098.36753242517,10220.7350648503,10298.9413831473,5000,"multinomial",NA,NA,NA,NA,"Managerial","Manual",NA,NA
"ordered_logit","income",0.269157343086346,0.0363789893961328,NA,1.37520895127322e-13,-4014.69448576951,8045.38897153903,8093.43991208023,3000,"ordered",NA,NA,NA,NA,NA,NA,7.39870314030654,FALSE
"ordered_logit","debt_ratio",-1.58429615541262,0.203891704610838,NA,7.83112393408695e-15,-4014.69448576951,8045.38897153903,8093.43991208023,3000,"ordered",NA,NA,NA,NA,NA,NA,-7.77028255483233,FALSE
"ordered_logit","age",0.00847644329040995,0.00241636979635467,NA,0.000451616861642531,-4014.69448576951,8045.38897153903,8093.43991208023,3000,"ordered",NA,NA,NA,NA,NA,NA,3.50792469894197,FALSE
"ordered_logit","size",0.0761101092152392,0.0216198866104635,NA,0.000430936993386657,-4014.69448576951,8045.38897153903,8093.43991208023,3000,"ordered",NA,NA,NA,NA,NA,NA,3.52037504111625,FALSE
"ordered_logit","profitability",0.960924589845444,1.09225333016317,NA,0.378987452847213,-4014.69448576951,8045.38897153903,8093.43991208023,3000,"ordered",NA,NA,NA,NA,NA,NA,0.879763479138942,FALSE
"ordered_logit","Poor|Fair",1.64884476069557,0.411532900708359,NA,6.16009265343054e-05,-4014.69448576951,8045.38897153903,8093.43991208023,3000,"ordered",NA,NA,NA,NA,NA,NA,4.00659280912283,TRUE
"ordered_logit","Fair|Good",2.72620874015044,0.413082526387532,NA,4.12071409532186e-11,-4014.69448576951,8045.38897153903,8093.43991208023,3000,"ordered",NA,NA,NA,NA,NA,NA,6.59967092772367,TRUE
"ordered_logit","Good|Excellent",3.80572817675747,0.415953583322504,NA,5.72474961195191e-20,-4014.69448576951,8045.38897153903,8093.43991208023,3000,"ordered",NA,NA,NA,NA,NA,NA,9.14940591774335,TRUE
"ordered_probit","income",0.162809881058726,0.0218377439901914,NA,8.95717999915813e-14,-4014.54940425545,8045.0988085109,8093.1497490521,3000,"ordered",NA,NA,NA,NA,NA,NA,7.45543500884768,FALSE
"ordered_probit","debt_ratio",-0.960880285085586,0.122500679377651,NA,4.36844334865678e-15,-4014.54940425545,8045.0988085109,8093.1497490521,3000,"ordered",NA,NA,NA,NA,NA,NA,-7.84387719290389,FALSE
"ordered_probit","age",0.00516090366109265,0.00145006143140618,NA,0.000372137581585009,-4014.54940425545,8045.0988085109,8093.1497490521,3000,"ordered",NA,NA,NA,NA,NA,NA,3.55909311792945,FALSE
"ordered_probit","size",0.0448624914347344,0.0130995118940589,NA,0.000615376096829873,-4014.54940425545,8045.0988085109,8093.1497490521,3000,"ordered",NA,NA,NA,NA,NA,NA,3.42474527276708,FALSE
"ordered_probit","profitability",0.57700583458548,0.65363835879824,NA,0.377365926020032,-4014.54940425545,8045.0988085109,8093.1497490521,3000,"ordered",NA,NA,NA,NA,NA,NA,0.882760056564528,FALSE
"ordered_probit","Poor|Fair",0.988626645624378,0.246321372488224,NA,5.98087222314183e-05,-4014.54940425545,8045.0988085109,8093.1497490521,3000,"ordered",NA,NA,NA,NA,NA,NA,4.01356421344089,TRUE
"ordered_probit","Fair|Good",1.63268290132741,0.246972427436818,NA,3.82273952939962e-11,-4014.54940425545,8045.0988085109,8093.1497490521,3000,"ordered",NA,NA,NA,NA,NA,NA,6.610790193351,TRUE
"ordered_probit","Good|Excellent",2.29974885147369,0.248016138145162,NA,1.81701035728888e-20,-4014.54940425545,8045.0988085109,8093.1497490521,3000,"ordered",NA,NA,NA,NA,NA,NA,9.27257745674463,TRUE
