firm_id,year,log_output,log_capital,log_labor,log_materials,rd_intensity,sector,exporter
11,2005,5.8841,6.74,5.4032,5.9141,0.0186,Energy,0
11,2006,6.5912,8.9243,5.0248,7.7819,0.0661,Energy,0
11,2007,6.8595,8.3864,5.767,7.4031,0.025,Energy,0
11,2008,6.4542,7.8833,5.5213,7.3275,0.0256,Energy,0
11,2009,6.9857,9.6526,4.9318,7.8555,0.0215,Energy,0
11,2010,6.6209,8.6086,4.9262,6.9641,0.0091,Energy,0
11,2011,6.378,9.372,4.0651,7.571,0.0486,Energy,0
11,2012,6.6559,9.7681,5.0892,6.2582,0.0162,Energy,0
11,2013,6.4672,7.9427,4.7467,7.8779,0.0337,Energy,0
11,2014,6.8384,8.5744,5.6796,7.5948,0.0202,Energy,0
11,2015,6.9702,9.6163,5.292,7.351,0.0476,Energy,0
11,2016,7.1567,9.9631,5.8386,7.3304,0.021,Energy,0
11,2017,6.7938,8.3597,5.5022,8.2788,0.0,Energy,0
11,2018,7.187,10.7043,4.7529,7.5542,0.0296,Energy,0
11,2019,5.9371,7.8811,5.2671,5.4576,0.0157,Energy,0
12,2000,6.2375,8.405,4.8209,7.3852,0.0095,Energy,0
12,2001,6.3491,8.9966,4.4247,7.8392,0.0539,Energy,0
12,2002,6.2165,8.1328,4.4655,8.6719,0.0,Energy,0
12,2003,6.2438,8.3441,5.6868,6.7012,0.0092,Energy,0
12,2004,7.0346,9.7281,5.7198,7.9383,0.0321,Energy,0
12,2005,5.6174,7.582,4.6102,6.5456,0.0,Energy,0
12,2006,6.9901,10.4023,5.338,7.8941,0.0268,Energy,0
12,2007,7.1914,10.6878,5.8446,7.137,0.0473,Energy,0
12,2008,6.572,9.663,5.2738,7.9026,0.0,Energy,0
12,2009,6.1257,9.8159,4.5398,6.5236,0.0,Energy,0
12,2010,6.8033,9.4269,5.3275,8.3305,0.0173,Energy,0
12,2011,6.4703,9.9184,5.342,7.1971,0.0311,Energy,0
12,2012,6.6584,9.0927,4.8108,8.8949,0.0055,Energy,0
12,2013,6.5044,8.6838,4.8509,7.9969,0.0167,Energy,0
12,2014,6.0183,7.158,5.4556,7.6422,0.0241,Energy,0
12,2015,6.9438,10.1503,5.2825,8.5261,0.026,Energy,0
12,2016,6.658,9.0835,5.7365,7.4115,0.0034,Energy,0
12,2017,6.4455,9.5292,4.7846,7.5686,0.0215,Energy,0
12,2018,6.9645,9.8592,4.9774,8.3286,0.0144,Energy,0
12,2019,6.7007,10.9205,4.7618,6.8046,0.0447,Energy,0
13,2000,6.8104,8.3949,5.454,7.1148,0.0347,Technology,1
13,2001,7.2969,8.1191,4.8846,10.0294,0.0673,Technology,1
13,2002,6.605,8.9391,4.805,6.4717,0.0164,Technology,1
13,2003,6.4696,6.6176,4.8714,8.108,0.0701,Technology,1
13,2004,6.595,8.218,4.5386,7.4882,0.0323,Technology,1
13,2005,7.539,10.3067,5.2642,7.9555,0.0383,Technology,1
13,2006,6.3994,7.5209,4.9936,7.0648,0.0444,Technology,1
13,2007,7.9967,10.3493,5.3917,8.9372,0.0631,Technology,1
13,2008,6.6115,8.0636,4.8586,7.0574,0.0339,Technology,1
13,2009,7.0248,8.9149,5.3884,7.1081,0.0,Technology,1
13,2010,7.124,8.9715,5.1627,8.2745,0.027,Technology,1
13,2011,7.2884,8.6782,5.818,8.0159,0.0549,Technology,1
13,2012,7.2852,10.0242,5.6035,6.451,0.0376,Technology,1
13,2013,7.174,8.1365,4.5477,9.3279,0.0351,Technology,1
13,2014,7.2422,10.0684,5.166,6.8993,0.0447,Technology,1
13,2015,7.3028,9.5135,5.2869,8.0089,0.0425,Technology,1
13,2016,7.7644,10.0728,5.5272,7.9056,0.0437,Technology,1
13,2017,7.1314,10.2372,4.5963,7.3242,0.0279,Technology,1
13,2018,6.7005,8.0219,5.6506,7.1374,0.0562,Technology,1
13,2019,7.6988,10.2081,5.6178,7.9702,0.0265,Technology,1
14,2000,7.0506,9.8261,5.3744,7.2685,0.0094,Technology,0
14,2001,6.7566,9.1268,4.6485,7.3308,0.0052,Technology,0
14,2002,6.8721,8.149,4.8118,8.5827,0.033,Technology,0
14,2003,6.7304,8.1064,5.1685,7.89,0.0107,Technology,0
14,2004,6.406,8.6608,5.176,6.5015,0.0091,Technology,0
14,2005,6.5701,7.9512,4.7372,7.9854,0.0319,Technology,0
14,2006,6.9641,8.1455,5.0488,8.5952,0.036,Technology,0
14,2007,6.7861,8.6363,4.8303,8.0221,0.0113,Technology,0
14,2008,6.6265,9.3486,4.8848,6.9441,0.0171,Technology,0
14,2009,7.045,9.459,5.5072,7.231,0.0848,Technology,0
14,2010,7.1288,8.46,5.4849,8.1468,0.0435,Technology,0
14,2011,6.6079,8.2899,5.2965,6.5456,0.0514,Technology,0
14,2012,7.6543,10.2851,5.0936,8.5017,0.0334,Technology,0
14,2013,6.9184,8.9528,4.9685,8.0371,0.0048,Technology,0
14,2014,6.8907,9.2307,4.4717,7.7891,0.0399,Technology,0
14,2015,6.5525,7.8037,5.6566,6.0638,0.0119,Technology,0
14,2016,6.5414,9.4756,4.6374,6.6501,0.0047,Technology,0
14,2017,7.4631,10.316,5.444,8.6089,0.0089,Technology,0
14,2018,7.2456,10.0007,5.148,7.1331,0.05,Technology,0
14,2019,7.6219,11.1054,4.6744,8.7684,0.0378,Technology,0
15,2000,7.654,8.2239,5.3877,9.6033,0.0392,Services,0
15,2001,6.7131,8.4729,5.3466,5.5484,0.027,Services,0
15,2002,6.9902,9.3944,4.9721,6.0559,0.0636,Services,0
15,2003,7.7043,9.1458,5.6594,8.5122,0.0293,Services,0
15,2004,7.7273,9.662,5.6573,8.3488,0.0143,Services,0
15,2005,6.939,8.3452,5.3242,7.2677,0.0436,Services,0
15,2006,6.9742,8.4018,5.3056,6.3525,0.0692,Services,0
15,2007,7.5896,10.634,5.4544,6.1068,0.0561,Services,0
15,2008,7.3959,8.9332,4.8542,8.245,0.0019,Services,0
15,2009,7.057,8.6447,5.1722,7.795,0.0066,Services,0
15,2010,7.5694,9.5587,5.0746,7.874,0.0133,Services,0
15,2011,7.4908,10.5411,4.9718,6.7404,0.0223,Services,0
15,2012,8.0875,9.7967,6.0958,8.3386,0.0286,Services,0
15,2013,7.9035,9.6989,5.1543,9.0254,0.0211,Services,0
15,2014,7.4043,9.9711,6.0486,6.0595,0.0579,Services,0
15,2015,6.6885,7.8785,4.6756,6.5415,0.0574,Services,0
15,2016,7.4594,8.7243,5.0557,8.6445,0.067,Services,0
15,2017,6.7404,9.0102,4.4601,6.7964,0.0662,Services,0
15,2018,7.4444,9.8606,5.0592,7.4941,0.0026,Services,0
15,2019,8.0641,11.1211,5.1842,8.238,0.0042,Services,0
16,2000,6.779,9.4696,4.5948,7.5743,0.0228,Energy,0
16,2001,6.6537,8.8915,4.68,8.1163,0.0093,Energy,0
16,2002,6.8375,8.2381,5.4617,7.8013,0.0,Energy,0
16,2003,6.6869,8.9948,4.8213,7.3514,0.0028,Energy,0
16,2004,6.3325,7.7958,4.865,7.281,0.0448,Energy,0
16,2005,6.9559,9.7893,4.4521,7.4888,0.0401,Energy,0
16,2006,6.5155,7.9641,4.6395,7.9942,0.0617,Energy,0
16,2007,6.3565,8.0134,4.5248,7.7129,0.0366,Energy,0
16,2008,6.5124,8.0643,5.6307,7.341,0.04,Energy,0
16,2009,7.2711,10.3645,4.7476,8.7107,0.0417,Energy,0
16,2010,7.2107,9.4288,5.9283,7.1717,0.0626,Energy,0
16,2011,7.4206,10.5437,5.1897,7.5658,0.0662,Energy,0
16,2012,6.9494,8.988,5.3319,7.2281,0.0316,Energy,0
16,2013,6.4764,9.0815,4.6927,6.9215,0.0309,Energy,0
16,2014,6.5644,7.8306,4.5407,8.6501,0.0266,Energy,0
16,2015,6.2948,8.3167,4.8593,7.234,0.0239,Energy,0
16,2016,7.4485,10.393,5.1518,7.9017,0.0477,Energy,0
16,2017,7.1657,8.7482,5.4722,8.2303,0.0358,Energy,0
16,2018,7.6639,10.1429,5.5437,8.8622,0.03,Energy,0
16,2019,7.1082,10.1825,5.1008,8.1703,0.0182,Energy,0
17,2000,6.788,7.5051,5.2172,7.9221,0.0011,Services,0
17,2001,7.4897,10.4442,5.2343,6.7488,0.0311,Services,0
17,2002,7.6558,9.4075,5.6556,9.0664,0.0282,Services,0
17,2003,7.5467,8.6211,5.9976,8.2196,0.0368,Services,0
17,2004,6.8035,8.6918,4.8819,7.0028,0.0754,Services,0
17,2005,7.1965,9.0574,5.1632,7.5075,0.0148,Services,0
17,2006,6.8095,7.4963,5.1681,8.1001,0.0014,Services,0
17,2007,7.0676,8.7493,4.2521,7.7561,0.0504,Services,0
17,2008,7.3731,8.8226,5.3285,8.366,0.0346,Services,0
17,2009,6.5769,8.8072,5.0008,6.6309,0.0243,Services,0
17,2010,6.592,7.6991,5.5415,6.6158,0.0505,Services,0
17,2011,6.9426,9.1176,4.7396,7.6406,0.0626,Services,0
17,2012,6.9806,8.947,5.5139,6.7548,0.0068,Services,0
17,2013,7.4888,10.5131,5.0863,7.475,0.0311,Services,0
17,2014,7.2367,8.6865,5.6053,7.8896,0.0216,Services,0
17,2015,7.224,9.0282,4.4396,9.4593,0.0344,Services,0
17,2016,6.4638,8.2277,4.4171,7.1516,0.0081,Services,0
17,2017,8.5101,11.0347,4.8191,10.3668,0.0449,Services,0
17,2018,6.7015,8.1186,4.8297,7.2521,0.0303,Services,0
17,2019,6.8968,7.9106,5.6249,7.2245,0.0683,Services,0
18,2000,7.4469,9.9888,4.9016,7.2035,0.0131,Services,1
18,2001,7.19,8.0644,5.209,7.7416,0.031,Services,1
18,2002,7.2645,10.7429,3.9668,6.3404,0.0455,Services,1
18,2003,6.7977,7.8111,5.2407,6.1486,0.0,Services,1
18,2004,7.0587,9.5816,4.2712,7.3873,0.0181,Services,1
18,2005,7.2703,8.8995,5.1556,7.9345,0.02,Services,1
18,2006,7.2112,9.6372,4.7346,7.0633,0.0359,Services,1
18,2007,7.4896,8.8086,5.5962,8.0001,0.0741,Services,1
18,2008,7.7649,9.9781,5.8089,6.9056,0.0266,Services,1
18,2009,7.2344,9.9662,5.0786,6.5297,0.0078,Services,1
18,2010,6.5388,8.51,4.7103,6.1837,0.0066,Services,1
18,2011,7.2144,9.4502,4.938,7.7118,0.0341,Services,1
18,2012,7.9975,10.4166,5.4865,7.7142,0.0232,Services,1
18,2013,7.1766,8.357,5.6196,7.0001,0.0601,Services,1
18,2014,7.731,10.2879,5.246,8.0676,0.0344,Services,1
18,2015,7.7182,10.507,5.017,7.803,0.002,Services,1
18,2016,7.8027,9.8299,6.0229,7.6881,0.0269,Services,1
18,2017,7.5246,8.8186,6.0629,6.9032,0.0255,Services,1
18,2018,8.5204,10.6255,6.338,8.6283,0.0387,Services,1
18,2019,6.8569,8.4812,5.1398,7.0127,0.0624,Services,1
19,2000,6.7522,7.928,5.2635,8.7394,0.005,Services,0
19,2001,6.5479,9.0231,4.1726,7.7435,0.0622,Services,0
19,2002,6.8182,7.4337,5.421,8.8449,0.0,Services,0
19,2003,7.0988,9.6852,5.2688,7.7329,0.0317,Services,0
19,2004,7.7746,10.5382,5.0851,9.4879,0.0482,Services,0
19,2005,6.4388,8.1601,5.3315,6.9071,0.0161,Services,0
19,2006,6.4452,7.8179,5.94,6.6274,0.0347,Services,0
19,2007,6.4118,7.6877,4.9566,7.4917,0.0596,Services,0
19,2008,6.9349,9.3528,5.4609,7.3955,0.017,Services,0
19,2009,6.5529,8.4384,5.2382,6.4675,0.0247,Services,0
19,2010,6.9788,9.4839,5.0504,7.231,0.012,Services,0
19,2011,6.7879,9.2996,4.855,7.4222,0.0115,Services,0
19,2012,6.8111,9.3249,5.4259,6.4645,0.0319,Services,0
19,2013,7.1527,9.0768,5.8038,8.2147,0.051,Services,0
19,2014,6.0334,7.4365,5.2821,6.0868,0.0173,Services,0
19,2015,7.3913,10.0262,5.196,8.8877,0.0153,Services,0
19,2016,7.5562,11.5627,5.0838,7.8443,0.018,Services,0
19,2017,6.9519,9.1609,5.6949,7.5776,0.0,Services,0
19,2018,7.0253,11.2241,3.9133,7.1868,0.0381,Services,0
19,2019,7.2374,9.8446,5.6369,7.6095,0.0088,Services,0
20,2000,7.2636,9.7805,4.5915,8.0282,0.0232,Energy,1
20,2001,6.7538,7.385,4.8481,7.8491,0.0064,Energy,1
20,2002,7.0867,9.3289,4.9362,6.789,0.0384,Energy,1
20,2003,7.3266,10.1492,4.3836,7.6362,0.0081,Energy,1
20,2004,6.9364,8.0924,4.5814,7.5569,0.0223,Energy,1
20,2005,8.0818,10.3866,5.4524,8.203,0.0362,Energy,1
20,2006,7.2552,8.9334,6.1197,6.8362,0.011,Energy,1
20,2007,6.7283,8.0266,4.2553,7.7763,0.0507,Energy,1
