idcode,year,ln_wage,experience,tenure,education,union,married,hours,industry
24,1988,1.8693,17.72,1.39,16,0,1,42.7,1
24,1990,2.1709,20.76,2.51,16,1,1,37.9,1
24,1992,1.9797,20.38,0.59,16,0,1,33.4,1
24,1994,1.8532,23.86,2.07,16,0,1,32.5,1
24,1996,2.142,24.08,0.1,16,0,1,40.4,1
25,1968,0.9282,3.01,1.55,12,0,0,45.0,6
25,1970,1.3319,6.78,1.46,12,0,1,39.3,6
25,1972,2.1768,5.68,5.83,12,1,0,32.8,6
25,1974,2.0616,8.33,0.71,12,0,0,43.8,6
25,1976,1.5686,9.05,2.52,12,0,0,43.6,6
25,1978,1.2414,11.43,1.57,12,0,0,41.3,6
25,1980,1.6622,13.69,0.96,12,0,0,39.6,6
25,1982,2.2311,14.02,1.44,12,1,0,31.4,6
25,1984,2.2128,16.33,0.78,12,0,1,37.6,6
25,1986,1.7946,15.87,8.82,12,0,0,33.1,6
25,1988,1.8082,18.24,4.53,12,0,0,45.0,6
25,1990,2.3406,21.06,1.59,12,0,1,38.0,6
25,1992,1.3331,22.92,1.81,12,1,1,36.0,6
25,1994,1.627,24.0,0.1,12,0,0,40.2,6
25,1996,1.4185,25.4,3.97,12,0,0,49.3,6
26,1968,1.2802,4.47,5.58,10,0,1,40.4,10
26,1970,2.1738,6.32,1.36,10,0,1,42.1,10
26,1972,1.6731,8.14,3.01,10,0,0,42.4,10
26,1974,2.5988,9.94,0.23,10,1,1,40.6,10
26,1976,2.2373,10.78,1.26,10,1,1,52.1,10
26,1978,2.4006,11.4,0.38,10,0,0,29.5,10
26,1980,2.0963,15.07,1.39,10,0,1,26.8,10
26,1982,1.9537,15.76,2.15,10,1,0,38.3,10
26,1984,1.6588,17.35,0.23,10,0,0,40.2,10
26,1986,2.5752,18.26,3.29,10,1,1,50.1,10
26,1988,2.2814,19.12,0.61,10,0,1,41.9,10
26,1990,2.1368,21.46,1.6,10,0,1,41.7,10
26,1992,2.2316,22.93,0.84,10,0,0,39.8,10
26,1994,2.2666,25.18,5.94,10,1,1,39.0,10
26,1996,2.1202,25.76,12.59,10,0,1,36.8,10
27,1968,2.0595,3.08,2.98,11,1,1,39.0,4
27,1970,1.52,4.07,0.77,11,0,0,43.5,4
27,1972,1.4706,5.42,0.88,11,0,0,36.4,4
27,1974,1.6901,6.98,2.59,11,0,0,48.5,4
27,1976,1.8056,8.51,2.35,11,1,1,35.1,4
27,1978,1.7795,9.35,0.1,11,1,1,40.1,4
27,1980,1.1346,10.63,4.08,11,0,0,44.6,4
27,1982,1.2226,12.94,1.87,11,0,1,43.0,4
27,1984,1.7142,14.73,0.1,11,0,0,43.6,4
27,1986,1.1787,15.1,1.72,11,1,1,41.7,4
27,1988,1.4591,17.43,0.52,11,0,0,43.4,4
27,1990,1.9024,18.48,1.92,11,1,1,43.8,4
27,1992,1.7748,19.54,0.1,11,0,0,30.9,4
27,1994,1.9692,20.9,0.25,11,0,1,41.9,4
27,1996,1.6377,24.97,4.38,11,0,1,48.8,4
28,1968,-0.0019,2.2,0.96,9,0,0,38.5,3
28,1970,1.3206,4.79,5.92,9,0,0,37.8,3
28,1972,0.7274,6.55,0.17,9,0,0,40.5,3
28,1974,1.8055,8.49,1.1,9,1,1,33.4,3
28,1976,1.0483,9.25,0.31,9,0,0,42.2,3
28,1978,1.2014,11.06,3.8,9,0,1,37.9,3
28,1980,1.3868,13.69,0.24,9,1,0,33.1,3
28,1982,0.9877,14.56,1.94,9,0,0,46.1,3
28,1984,0.8838,14.91,1.76,9,0,0,38.2,3
28,1986,1.2508,15.28,1.32,9,0,1,47.2,3
28,1988,1.0488,17.44,0.87,9,1,0,39.4,3
28,1990,1.2079,20.16,0.1,9,1,1,37.9,3
28,1992,0.9567,20.39,0.1,9,0,1,33.2,3
28,1994,1.7611,23.05,0.1,9,0,1,44.3,3
28,1996,1.778,24.33,2.15,9,1,1,39.2,3
29,1968,1.6055,0.5,1.41,12,0,0,42.4,7
29,1970,1.4145,3.01,2.69,12,0,0,34.1,7
29,1972,1.4846,5.56,1.31,12,0,0,44.8,7
29,1974,1.2149,4.33,0.74,12,0,1,41.3,7
29,1976,1.4027,6.91,3.4,12,1,0,47.4,7
29,1978,1.5435,8.87,0.1,12,0,1,42.2,7
29,1980,1.6533,10.5,6.9,12,0,1,46.1,7
29,1982,1.4153,11.12,1.5,12,0,0,42.6,7
29,1984,2.2723,12.65,3.8,12,1,1,42.7,7
29,1986,1.7909,14.19,1.45,12,0,1,44.1,7
29,1988,2.0105,15.67,4.41,12,0,1,37.0,7
29,1990,1.6874,15.5,1.56,12,0,0,45.9,7
29,1992,3.0289,18.72,0.87,12,0,0,42.5,7
29,1994,1.9514,19.03,4.51,12,1,1,32.2,7
29,1996,2.4218,22.39,0.21,12,1,1,37.7,7
30,1968,1.1505,2.32,3.59,12,0,1,45.6,1
30,1970,1.0472,2.25,0.49,12,0,1,33.8,1
30,1972,0.9611,4.51,1.51,12,0,1,44.4,1
30,1974,1.3019,6.04,2.02,12,0,1,49.7,1
30,1976,1.185,5.77,1.33,12,0,1,37.9,1
30,1978,1.4711,8.93,8.39,12,0,1,37.6,1
30,1980,1.736,11.05,0.1,12,0,1,41.3,1
30,1982,2.0397,11.28,0.31,12,1,0,39.0,1
30,1984,1.9021,13.1,2.71,12,0,1,36.0,1
30,1986,1.6548,14.41,0.89,12,0,0,45.1,1
30,1988,2.1206,16.08,1.43,12,1,0,43.9,1
30,1990,1.6702,16.47,1.46,12,1,1,40.2,1
30,1992,1.6084,20.93,1.06,12,0,0,39.1,1
30,1994,1.8452,20.72,0.13,12,0,1,32.9,1
30,1996,1.6569,22.57,2.43,12,0,0,42.2,1
31,1968,2.0648,2.68,0.83,14,1,1,32.5,6
31,1970,1.9782,4.76,0.53,14,0,0,38.7,6
31,1972,1.9794,6.35,0.58,14,1,0,41.4,6
31,1974,2.2831,8.29,1.68,14,1,1,47.5,6
31,1976,1.8923,8.66,1.04,14,1,0,39.3,6
31,1978,2.3976,11.25,0.96,14,0,0,32.3,6
31,1980,2.5159,11.66,1.19,14,0,1,45.2,6
31,1982,2.2835,14.33,5.22,14,1,1,44.6,6
31,1984,1.9999,15.19,3.17,14,0,1,35.5,6
31,1986,1.7495,17.11,0.1,14,0,1,40.5,6
31,1988,2.0837,17.8,1.04,14,0,1,44.5,6
31,1990,2.0866,19.7,0.77,14,0,1,38.6,6
31,1992,2.2089,20.3,3.56,14,0,1,41.3,6
31,1994,2.342,20.46,0.72,14,0,1,39.3,6
31,1996,2.1589,24.36,4.16,14,0,0,34.4,6
