airline_id,year,log_pass_km,log_aircraft,log_employees,log_fuel,region,deregulated
8,2016,7.458457,4.95427,7.837879,5.674945,Europe,1
8,2017,7.472944,4.950446,8.015356,5.461432,Europe,1
8,2018,7.539759,4.972809,7.899786,5.678427,Europe,1
8,2019,7.653192,4.968285,7.919576,5.752192,Europe,1
9,2005,6.69273,3.748454,6.548782,5.401171,Europe,0
9,2006,6.864805,3.893852,6.602916,5.425818,Europe,0
9,2007,6.454635,3.789678,6.386176,5.396074,Europe,0
9,2008,6.792217,3.812506,6.566699,5.601991,Europe,0
9,2009,6.739452,3.839127,6.647578,5.34786,Europe,0
9,2010,6.812936,3.908625,6.478939,5.600703,Europe,0
9,2011,6.858512,3.869318,6.663848,5.697588,Europe,0
9,2012,6.918292,3.922493,6.592477,5.497151,Europe,1
9,2013,6.898508,3.887278,6.650951,5.541204,Europe,1
9,2014,6.88503,3.966765,6.744229,5.556939,Europe,1
9,2015,6.969406,3.921144,6.641682,5.637051,Europe,1
9,2016,7.001916,3.943974,6.762794,5.723535,Europe,1
9,2017,6.770086,4.103922,6.647322,5.559514,Europe,1
9,2018,7.040725,4.104884,6.777575,5.660749,Europe,1
9,2019,7.029768,3.993808,6.936886,5.691685,Europe,1
10,2005,7.700461,4.04109,8.049538,6.815936,Europe,0
10,2006,7.540588,4.180273,7.986923,6.632922,Europe,0
10,2007,7.712211,4.1234,8.131356,6.601721,Europe,0
10,2008,7.39281,4.132713,8.02567,6.667347,Europe,0
10,2009,7.471989,4.201772,8.081686,6.665897,Europe,0
10,2010,7.500923,4.163824,8.225342,6.756023,Europe,0
10,2011,7.57692,4.188326,8.086003,6.603412,Europe,0
10,2012,7.879435,4.209067,8.179517,6.939621,Europe,1
10,2013,7.770353,4.227169,8.051298,7.008329,Europe,1
10,2014,7.746635,4.26131,8.15389,6.86006,Europe,1
10,2015,7.698856,4.25193,8.128072,6.861901,Europe,1
10,2016,7.928359,4.264971,8.196335,6.864346,Europe,1
10,2017,7.602193,4.188065,8.291141,6.98742,Europe,1
10,2018,7.712009,4.323479,8.190105,6.819668,Europe,1
10,2019,8.012313,4.305085,8.376002,7.001692,Europe,1
11,2005,6.581906,4.101806,5.497321,5.609532,Europe,0
11,2006,6.604797,4.078597,5.667968,5.608721,Europe,0
11,2007,6.717837,4.175304,5.540606,5.638738,Europe,0
11,2008,6.729637,4.12186,5.669182,5.526044,Europe,0
11,2009,6.619734,4.148093,5.617273,5.705053,Europe,0
11,2010,6.526754,4.106915,5.550561,5.692043,Europe,0
11,2011,6.770605,4.285077,5.524537,5.786374,Europe,0
11,2012,6.781222,4.212502,5.663498,5.713562,Europe,1
11,2013,6.799565,4.292503,5.732229,5.714143,Europe,1
11,2014,6.661656,4.25449,5.763715,5.60191,Europe,1
11,2015,6.862555,4.314501,5.76876,5.726743,Europe,1
11,2016,6.86458,4.314717,5.72791,5.703141,Europe,1
11,2017,6.939804,4.268419,5.819751,5.656441,Europe,1
11,2018,7.104634,4.360968,5.823574,5.862411,Europe,1
11,2019,6.815799,4.408056,5.671821,5.722052,Europe,1
12,2005,6.574939,3.530211,7.726494,4.881102,Europe,0
12,2006,6.798422,3.494711,7.69479,4.873597,Europe,0
12,2007,6.840747,3.513403,8.029516,4.99444,Europe,0
12,2008,6.794354,3.537955,7.89095,4.937613,Europe,0
12,2009,6.819624,3.728877,7.84324,5.076357,Europe,0
12,2010,7.038411,3.619123,8.008589,4.97002,Europe,0
12,2011,6.968114,3.67626,7.837928,5.076177,Europe,0
12,2012,6.864705,3.691963,7.773307,4.999008,Europe,1
12,2013,6.823809,3.677151,7.964579,5.080347,Europe,1
12,2014,7.101295,3.719883,7.979772,5.125093,Europe,1
12,2015,6.838867,3.762569,7.983659,5.098996,Europe,1
12,2016,6.890248,3.762354,7.97954,5.140919,Europe,1
12,2017,7.085104,3.70682,8.063177,5.137139,Europe,1
12,2018,7.006443,3.782289,7.997305,5.223588,Europe,1
12,2019,7.008629,3.805679,7.973943,5.145493,Europe,1
13,2005,7.526655,3.632977,6.355781,7.959477,Europe,0
13,2006,7.451248,3.707535,6.469278,7.904269,Europe,0
13,2007,7.439588,3.762189,6.409313,8.100842,Europe,0
13,2008,7.489812,3.808174,6.602642,8.01886,Europe,0
13,2009,7.493773,3.830376,6.561096,8.025658,Europe,0
13,2010,7.35216,3.763618,6.343175,8.015953,Europe,0
13,2011,7.66657,3.759317,6.463956,8.114653,Europe,0
13,2012,7.572922,3.767789,6.561476,8.101279,Europe,1
13,2013,7.615761,3.871448,6.408913,8.161027,Europe,1
13,2014,7.620863,3.88233,6.537864,8.324129,Europe,1
13,2015,7.536356,3.851157,6.480879,8.131375,Europe,1
13,2016,7.609212,3.957158,6.660371,8.148306,Europe,1
13,2017,7.701611,3.941278,6.518553,8.250564,Europe,1
13,2018,7.664113,3.86192,6.702531,8.34997,Europe,1
13,2019,7.775284,3.938322,6.6176,8.26567,Europe,1
14,2005,7.414994,5.039198,7.480187,5.765133,Europe,0
14,2006,7.415976,5.102283,7.572564,5.784303,Europe,0
14,2007,7.462187,5.27451,7.528191,5.769192,Europe,0
14,2008,7.379658,5.202258,7.734398,5.862327,Europe,0
14,2009,7.479178,5.217696,7.691357,5.896886,Europe,0
14,2010,7.54019,5.261497,7.712205,5.954203,Europe,0
14,2011,7.369013,5.219808,7.646398,5.959908,Europe,0
14,2012,7.627802,5.266597,7.619194,5.895464,Europe,1
14,2013,7.574603,5.277719,7.670376,5.816262,Europe,1
14,2014,7.619218,5.320438,7.855721,5.907908,Europe,1
14,2015,7.633709,5.320633,7.824857,5.940782,Europe,1
14,2016,7.620752,5.358558,7.72959,5.934202,Europe,1
14,2017,7.551985,5.401845,7.64854,5.99276,Europe,1
14,2018,7.660998,5.427916,7.624806,5.962328,Europe,1
14,2019,7.871226,5.46644,7.757401,5.980588,Europe,1
15,2005,5.173221,2.316486,3.040887,6.01456,Europe,0
15,2006,5.235064,2.333385,3.036161,6.044047,Europe,0
15,2007,5.072579,2.37663,3.302316,5.926069,Europe,0
15,2008,5.202804,2.366993,3.166939,6.036009,Europe,0
15,2009,5.264466,2.439192,3.086462,6.138039,Europe,0
15,2010,5.379778,2.497454,3.230004,6.086948,Europe,0
15,2011,5.376916,2.483974,3.270003,6.166016,Europe,0
15,2012,5.355944,2.517039,3.227407,6.191783,Europe,1
15,2013,5.422228,2.591636,3.247373,6.008821,Europe,1
15,2014,5.372293,2.487536,3.333837,6.081291,Europe,1
15,2015,5.194359,2.447112,3.246401,5.975303,Europe,1
15,2016,5.416599,2.59961,3.36145,6.192757,Europe,1
15,2017,5.621265,2.579203,3.314297,6.099889,Europe,1
15,2018,5.553541,2.645457,3.312908,6.200857,Europe,1
15,2019,5.381375,2.519502,3.326811,6.169236,Europe,1
16,2005,7.764252,3.246561,9.629896,6.924291,Europe,0
16,2006,7.704249,3.298101,9.548335,6.893212,Europe,0
16,2007,7.680674,3.359879,9.666903,6.935805,Europe,0
16,2008,7.706035,3.400989,9.647898,7.025604,Europe,0
16,2009,7.697163,3.441918,9.663923,6.852737,Europe,0
16,2010,7.69568,3.359102,9.698023,6.952935,Europe,0
16,2011,7.881663,3.393902,9.851471,7.055264,Europe,0
16,2012,7.742519,3.41702,9.705692,6.995282,Europe,1
16,2013,7.882659,3.422251,9.578603,6.998282,Europe,1
16,2014,7.716995,3.43096,9.854009,6.902533,Europe,1
16,2015,7.901508,3.486342,9.827858,7.124211,Europe,1
16,2016,8.011357,3.549054,9.757009,7.012252,Europe,1
16,2017,8.075521,3.547736,9.649978,7.145694,Europe,1
16,2018,7.975971,3.503842,9.823754,7.094918,Europe,1
16,2019,8.055526,3.527605,9.75436,7.076547,Europe,1
17,2005,7.157085,3.792453,6.75342,7.296696,Europe,0
17,2006,7.214559,3.898897,6.573944,7.517734,Europe,0
17,2007,7.330232,3.992205,6.689765,7.487869,Europe,0
17,2008,7.156003,3.930731,6.78922,7.437913,Europe,0
17,2009,7.353356,3.993474,6.845579,7.549992,Europe,0
17,2010,7.438375,4.017417,6.715788,7.653848,Europe,0
17,2011,7.399306,4.076382,6.839941,7.543191,Europe,0
17,2012,7.528542,4.065063,6.76779,7.541871,Europe,1
17,2013,7.50464,4.097477,6.84813,7.556826,Europe,1
17,2014,7.589012,4.01497,6.878825,7.60473,Europe,1
17,2015,7.616026,3.990067,6.988589,7.588705,Europe,1
17,2016,7.451914,4.102885,6.88654,7.542737,Europe,1
17,2017,7.69159,4.270582,6.838264,7.649696,Europe,1
17,2018,7.847009,4.219664,6.881552,7.678023,Europe,1
17,2019,7.742036,4.211999,6.901606,7.744022,Europe,1
18,2005,7.192958,4.531296,8.3412,4.876452,Asia,0
18,2006,7.325156,4.466417,8.475208,4.895762,Asia,0
18,2007,7.42216,4.57031,8.50119,4.874176,Asia,0
18,2008,7.39002,4.569098,8.382699,4.951085,Asia,0
18,2009,7.357653,4.514746,8.606964,4.916763,Asia,0
18,2010,7.175047,4.540971,8.514154,4.868528,Asia,0
18,2011,7.142533,4.649349,8.461151,4.89387,Asia,0
18,2012,7.528459,4.557676,8.43906,5.096208,Asia,1
18,2013,7.470129,4.575217,8.741102,5.067991,Asia,1
18,2014,7.271272,4.504654,8.760183,4.919997,Asia,1
18,2015,7.642301,4.700753,8.788088,5.132166,Asia,1
18,2016,7.579025,4.699362,8.677181,5.106392,Asia,1
18,2017,7.481327,4.694834,8.6199,5.01849,Asia,1
18,2018,7.375822,4.624976,8.63304,5.020066,Asia,1
18,2019,7.454792,4.738619,8.768268,5.171549,Asia,1
19,2005,6.089015,2.697066,8.05931,3.983463,Asia,0
19,2006,5.921981,2.661596,7.983196,4.091632,Asia,0
19,2007,6.176581,2.770321,8.045735,4.125922,Asia,0
19,2008,6.187999,2.836505,8.073323,4.075189,Asia,0
19,2009,6.118257,2.815462,8.083214,4.126089,Asia,0
19,2010,6.067499,2.775152,7.983097,4.263718,Asia,0
19,2011,6.178155,2.793652,8.053833,4.221892,Asia,0
19,2012,6.221457,2.910685,8.073426,4.196777,Asia,1
19,2013,6.397185,2.975555,8.048298,4.216935,Asia,1
19,2014,6.334816,2.908987,8.144483,4.20416,Asia,1
19,2015,6.355981,2.900947,8.252416,4.385984,Asia,1
19,2016,6.313938,2.859807,8.184243,4.429827,Asia,1
19,2017,6.501167,3.030253,8.341522,4.228496,Asia,1
19,2018,6.372307,3.049717,8.192975,4.270997,Asia,1
19,2019,6.374341,2.93756,8.187363,4.217572,Asia,1
20,2005,5.611778,2.900565,7.109372,3.157008,Asia,0
20,2006,5.693289,2.965405,6.961918,3.431649,Asia,0
20,2007,5.642853,2.888771,7.070228,3.371652,Asia,0
20,2008,5.516023,2.970959,7.017036,3.362425,Asia,0
20,2009,5.771964,2.95846,7.034377,3.317082,Asia,0
20,2010,5.686056,3.038587,7.171421,3.310107,Asia,0
20,2011,5.844183,3.064676,7.150027,3.566922,Asia,0
20,2012,5.786587,3.033624,7.12996,3.431917,Asia,1
20,2013,5.707264,3.079427,7.247226,3.38555,Asia,1
20,2014,5.580702,2.972211,7.227329,3.381334,Asia,1
20,2015,6.009115,3.10345,7.40213,3.476144,Asia,1
20,2016,5.879638,3.108113,7.210778,3.558905,Asia,1
20,2017,6.008517,3.137391,7.260425,3.465803,Asia,1
20,2018,5.836132,3.135273,7.19023,3.568125,Asia,1
20,2019,6.025661,3.16543,7.26596,3.624582,Asia,1
21,2005,7.424557,3.507869,8.217467,7.98147,Asia,0
21,2006,7.553858,3.484717,8.183878,8.07821,Asia,0
21,2007,7.619308,3.546463,8.242999,8.143353,Asia,0
21,2008,7.434103,3.441205,8.189492,8.117212,Asia,0
21,2009,7.686082,3.589975,8.403099,8.230612,Asia,0
21,2010,7.626304,3.654515,8.308532,8.139702,Asia,0
21,2011,7.690371,3.584855,8.281585,8.193228,Asia,0
21,2012,7.885815,3.620131,8.363594,8.282644,Asia,1
21,2013,7.58162,3.565734,8.140325,8.282701,Asia,1
21,2014,7.790179,3.64874,8.26703,8.10916,Asia,1
21,2015,7.718599,3.717936,8.330518,8.071925,Asia,1
21,2016,7.826676,3.719569,8.274326,8.284134,Asia,1
21,2017,7.981321,3.748943,8.418205,8.221184,Asia,1
21,2018,7.822408,3.732052,8.422454,8.24197,Asia,1
21,2019,7.789494,3.715738,8.426803,8.445118,Asia,1
22,2005,6.599935,2.175697,8.644523,4.869112,Asia,0
22,2006,6.429454,2.263047,8.538298,5.080517,Asia,0
22,2007,6.663507,2.286256,8.617274,5.038627,Asia,0
22,2008,6.404904,2.270751,8.549058,4.997703,Asia,0
22,2009,6.549475,2.38982,8.636254,4.957933,Asia,0
22,2010,6.427044,2.241795,8.563602,5.085534,Asia,0
22,2011,6.618692,2.276805,8.700263,5.102504,Asia,0
22,2012,6.725349,2.398953,8.612787,4.937978,Asia,1
22,2013,6.690505,2.353017,8.669264,5.148479,Asia,1
22,2014,6.768304,2.411945,8.878531,5.028459,Asia,1
22,2015,6.744151,2.412002,8.742818,5.198498,Asia,1
22,2016,6.613515,2.456066,8.823132,5.083958,Asia,1
22,2017,6.563632,2.39691,8.596022,5.27144,Asia,1
22,2018,6.787162,2.458088,8.747186,5.167023,Asia,1
22,2019,6.757475,2.532175,8.738685,5.151806,Asia,1
23,2005,7.66073,3.337791,9.364572,6.699234,Asia,0
23,2006,7.523212,3.256206,9.359517,6.589496,Asia,0
23,2007,7.693178,3.370365,9.442605,6.65458,Asia,0
23,2008,7.793055,3.446158,9.378802,6.853209,Asia,0
23,2009,7.777491,3.293009,9.435809,6.715772,Asia,0
23,2010,7.642387,3.434706,9.380465,6.62139,Asia,0
23,2011,7.846674,3.378521,9.3611,6.766291,Asia,0
23,2012,7.868207,3.460781,9.327871,6.774213,Asia,1
23,2013,7.679574,3.430558,9.428821,6.762119,Asia,1
23,2014,7.720639,3.513461,9.445866,6.808458,Asia,1
23,2015,7.977997,3.479174,9.529332,6.770992,Asia,1
23,2016,7.69908,3.501065,9.505517,6.880372,Asia,1
23,2017,7.747831,3.453007,9.381489,6.921472,Asia,1
23,2018,8.057597,3.688957,9.474402,6.864009,Asia,1
23,2019,8.086165,3.681352,9.700462,6.953676,Asia,1
24,2005,6.94994,3.933112,8.404282,5.445721,Asia,0
24,2006,7.220911,4.028841,8.496977,5.481823,Asia,0
24,2007,6.832742,3.956937,8.42106,5.443457,Asia,0
24,2008,7.17471,4.029888,8.442813,5.617576,Asia,0
24,2009,7.207058,4.002812,8.61688,5.615107,Asia,0
24,2010,7.206517,4.062697,8.407797,5.52158,Asia,0
24,2011,7.097972,4.188251,8.624012,5.531415,Asia,0
24,2012,7.183485,4.121066,8.375077,5.606256,Asia,1
24,2013,7.162578,4.11072,8.404976,5.637586,Asia,1
24,2014,7.364252,4.095526,8.318771,5.617708,Asia,1
24,2015,7.34884,4.257085,8.527985,5.59548,Asia,1
24,2016,7.437359,4.144102,8.604696,5.70926,Asia,1
24,2017,7.227201,4.209014,8.580258,5.612176,Asia,1
24,2018,7.297893,4.222698,8.641942,5.755585,Asia,1
24,2019,7.327186,4.328656,8.606863,5.708139,Asia,1
25,2005,5.958075,1.546541,7.361731,5.977746,Asia,0
25,2006,6.135641,1.554155,7.435913,5.87183,Asia,0
25,2007,5.966754,1.532779,7.425686,5.975136,Asia,0
25,2008,6.177918,1.678845,7.345605,5.938913,Asia,0
25,2009,6.232522,1.69804,7.339106,6.017948,Asia,0
25,2010,6.131988,1.695263,7.450487,6.005939,Asia,0
25,2011,6.186987,1.684915,7.366601,5.845136,Asia,0
25,2012,6.305228,1.745805,7.279337,5.996949,Asia,1
25,2013,6.320945,1.823483,7.486035,6.03467,Asia,1
25,2014,6.281701,1.809352,7.448695,6.047687,Asia,1
25,2015,6.40118,1.712941,7.526186,6.235358,Asia,1
25,2016,6.415119,1.76799,7.509027,6.030207,Asia,1
25,2017,6.4814,1.796716,7.533934,6.381148,Asia,1
25,2018,6.4206,1.783018,7.530263,6.256022,Asia,1
25,2019,6.590686,1.768694,7.65391,6.14686,Asia,1
26,2005,7.8598,4.367431,6.829258,8.473879,Asia,0
26,2006,7.894013,4.351861,6.859433,8.434513,Asia,0
26,2007,7.877436,4.356282,6.826924,8.620324,Asia,0
26,2008,8.04162,4.425249,6.922014,8.488373,Asia,0
26,2009,8.069098,4.390919,6.859301,8.498848,Asia,0
26,2010,8.12523,4.523408,7.048201,8.570522,Asia,0
26,2011,7.997126,4.493758,6.828783,8.571641,Asia,0
26,2012,8.21223,4.512462,6.978444,8.49549,Asia,1
26,2013,8.025699,4.589894,6.879591,8.435418,Asia,1
26,2014,8.078478,4.608888,6.903207,8.531996,Asia,1
26,2015,8.127906,4.606069,6.964775,8.603222,Asia,1
26,2016,8.134666,4.564451,6.863244,8.751024,Asia,1
26,2017,8.209231,4.664896,7.074742,8.725829,Asia,1
26,2018,8.215108,4.644225,6.967101,8.610688,Asia,1
26,2019,8.221991,4.585086,7.080051,8.659424,Asia,1
27,2005,7.01056,3.702885,6.794661,6.9218,Asia,0
27,2006,7.096114,3.843577,6.660931,6.986577,Asia,0
27,2007,7.146367,3.775609,6.785008,7.086262,Asia,0
27,2008,7.176345,3.842115,6.805743,7.053131,Asia,0
27,2009,7.231011,3.901624,6.778347,7.019802,Asia,0
27,2010,7.045401,3.820611,6.631144,7.165338,Asia,0
27,2011,7.228266,3.842104,6.847516,7.137354,Asia,0
27,2012,7.289886,3.844856,6.878006,7.123851,Asia,1
27,2013,7.204044,3.917399,6.778123,7.236038,Asia,1
27,2014,7.302253,3.947033,6.898341,7.306692,Asia,1
27,2015,7.349921,3.909164,6.883404,7.174796,Asia,1
27,2016,7.323979,3.865815,6.816663,7.139273,Asia,1
27,2017,7.361385,4.052161,6.908602,7.220201,Asia,1
27,2018,7.453976,4.044724,6.858769,7.266705,Asia,1
27,2019,7.13216,4.031685,6.964124,7.338092,Asia,1
28,2005,6.288792,4.06786,6.399929,3.569809,Asia,0
28,2006,6.344766,4.142914,6.41123,3.712228,Asia,0
28,2007,6.076395,4.086072,6.193879,3.598206,Asia,0
28,2008,6.312873,4.210847,6.323966,3.642055,Asia,0
28,2009,6.275185,4.12448,6.489641,3.607845,Asia,0
28,2010,6.194989,4.105177,6.264435,3.626607,Asia,0
28,2011,6.211248,4.140835,6.330643,3.588989,Asia,0
28,2012,6.181318,4.107064,6.462841,3.711202,Asia,1
28,2013,6.478439,4.18684,6.357864,3.745773,Asia,1
28,2014,6.406145,4.128542,6.443239,3.730222,Asia,1
28,2015,6.299132,4.25296,6.389879,3.737097,Asia,1
28,2016,6.470624,4.316101,6.467742,3.910514,Asia,1
28,2017,6.192682,4.24688,6.360939,3.669211,Asia,1
28,2018,6.523781,4.315657,6.538735,3.702747,Asia,1
28,2019,6.587319,4.298147,6.52578,3.944286,Asia,1
29,2005,5.294364,3.249218,5.538909,2.57428,Asia,0
29,2006,5.366842,3.309018,5.553811,2.615882,Asia,0
29,2007,5.393102,3.347273,5.500567,2.778147,Asia,0
29,2008,5.520721,3.346118,5.660457,2.713707,Asia,0
29,2009,5.312304,3.379532,5.570804,2.740687,Asia,0
29,2010,5.429453,3.390603,5.633141,2.718814,Asia,0
29,2011,5.43403,3.311083,5.607901,2.757881,Asia,0
29,2012,5.617717,3.373792,5.769056,2.70875,Asia,1
29,2013,5.467189,3.466535,5.632101,2.911654,Asia,1
29,2014,5.736622,3.511133,5.779846,2.758439,Asia,1
29,2015,5.585244,3.472673,5.738895,2.841605,Asia,1
29,2016,5.737568,3.545716,5.795279,2.718985,Asia,1
29,2017,5.533027,3.442051,5.830403,2.938252,Asia,1
29,2018,5.584672,3.524635,5.675343,2.862338,Asia,1
29,2019,5.684431,3.604159,5.884624,2.99308,Asia,1
30,2005,5.716617,3.380865,4.520401,4.604364,Asia,0
30,2006,5.799202,3.351302,4.429567,4.652096,Asia,0
30,2007,5.789594,3.348931,4.421998,4.765008,Asia,0
30,2008,5.75597,3.370803,4.430385,4.738583,Asia,0
30,2009,5.833255,3.399683,4.583046,4.802033,Asia,0
30,2010,5.911547,3.46747,4.444448,4.862887,Asia,0
30,2011,5.722265,3.447257,4.522971,4.688807,Asia,0
30,2012,6.168032,3.412926,4.514589,4.938044,Asia,1
30,2013,5.878624,3.524525,4.559222,4.708694,Asia,1
30,2014,5.8874,3.473233,4.485486,4.840998,Asia,1
30,2015,5.961439,3.433658,4.610987,4.795676,Asia,1
30,2016,5.944366,3.656327,4.493603,4.711648,Asia,1
30,2017,6.106364,3.62767,4.739822,4.8207,Asia,1
30,2018,5.933439,3.569357,4.590678,5.109872,Asia,1
