"model_name","variable","coefficient","std_error_robust","std_error_conventional","z_statistic","p_value","n_obs","n_groups","n_instruments","instrument_ratio","ar1_statistic","ar1_pvalue","ar2_statistic","ar2_pvalue","sargan_statistic","sargan_pvalue","sargan_df","hansen_statistic","hansen_pvalue","hansen_df"
"diff_gmm_twostep_twoways","k",-0.0238478595782931,0.225261092192417,0.184671970229585,-0.105867637176874,0.915687371521733,980,140,37,0.264,-3.45088464199798,0.000558752339839747,-1.83004518655322,0.0672431822592292,NA,NA,NA,22.5791674909166,0.707400211073568,27
"sys_gmm_twostep_twoways","lag(n, 1)",0.677199769955366,0.10219748506041,0.0550362308089773,6.62638390323466,3.44009796432261e-11,2100,140,47,0.336,-5.09392635063635,3.50723057285445e-07,-1.56083708065629,0.118562195941812,NA,NA,NA,27.4794787923407,0.845227336092005,36
"sys_gmm_twostep_twoways","w",0.18661330981563,0.152852916778657,0.118635281671356,1.22086849075874,0.222135816333896,2100,140,47,0.336,-5.09392635063635,3.50723057285445e-07,-1.56083708065629,0.118562195941812,NA,NA,NA,27.4794787923407,0.845227336092005,36
"sys_gmm_twostep_twoways","k",-0.054546268615338,0.173716718363141,0.140366978993021,-0.313995504458663,0.753524453150524,2100,140,47,0.336,-5.09392635063635,3.50723057285445e-07,-1.56083708065629,0.118562195941812,NA,NA,NA,27.4794787923407,0.845227336092005,36
"diff_gmm_onestep_individual","lag(n, 1)",0.519907540538169,0.137218952338926,0.0499455643265899,3.78889017643872,0.00015132178625873,980,140,30,0.214,-4.25153272384656,2.12312480259643e-05,-1.7616066168213,0.0781357852070801,32.5157630129774,0.213521037189425,27,NA,NA,NA
"diff_gmm_onestep_individual","w",0.307468115869374,0.134932172320387,0.0562722759524346,2.27868647322532,0.0226857094088948,980,140,30,0.214,-4.25153272384656,2.12312480259643e-05,-1.7616066168213,0.0781357852070801,32.5157630129774,0.213521037189425,27,NA,NA,NA
"diff_gmm_onestep_individual","k",0.18130808683554,0.210385382927995,0.0772620702438132,0.861790321704968,0.388802911726375,980,140,30,0.214,-4.25153272384656,2.12312480259643e-05,-1.7616066168213,0.0781357852070801,32.5157630129774,0.213521037189425,27,NA,NA,NA
"diff_gmm_twostep_individual","lag(n, 1)",0.422589701094548,0.158464850712033,0.105087900765895,2.66677246844154,0.00765835004423464,980,140,30,0.214,-3.14458092415169,0.0016632490295396,-1.78628468312895,0.0740531756415565,NA,NA,NA,30.1349886084229,0.308122709668359,27
"diff_gmm_twostep_individual","w",0.309553245212024,0.157887182553736,0.120726727259314,1.96059768883816,0.0499259722032492,980,140,30,0.214,-3.14458092415169,0.0016632490295396,-1.78628468312895,0.0740531756415565,NA,NA,NA,30.1349886084229,0.308122709668359,27
"diff_gmm_twostep_individual","k",-0.0782217369841163,0.244010771211423,0.182641851236238,-0.320566738081989,0.748538747464496,980,140,30,0.214,-3.14458092415169,0.0016632490295396,-1.78628468312895,0.0740531756415565,NA,NA,NA,30.1349886084229,0.308122709668359,27
"sys_gmm_onestep_individual","lag(n, 1)",0.72793219300172,0.0870101076987789,0.0156667569055169,8.36606472804005,5.95744786782669e-17,2100,140,39,0.279,-5.35567753128699,8.52364082454454e-08,-1.45782192149494,0.144889634273091,37.4781804220628,0.401184513877972,36,NA,NA,NA
"sys_gmm_onestep_individual","w",0.337340568280098,0.216336052738284,0.0225286600907711,1.55933587587548,0.118916904725106,2100,140,39,0.279,-5.35567753128699,8.52364082454454e-08,-1.45782192149494,0.144889634273091,37.4781804220628,0.401184513877972,36,NA,NA,NA
"sys_gmm_onestep_individual","k",0.150525753615511,0.183721163874377,0.0170532937774037,0.819316351155039,0.412605945955822,2100,140,39,0.279,-5.35567753128699,8.52364082454454e-08,-1.45782192149494,0.144889634273091,37.4781804220628,0.401184513877972,36,NA,NA,NA
"sys_gmm_twostep_individual","lag(n, 1)",0.692349268226486,0.083887829973053,0.0545890470834037,8.25327426456123,1.54112824216302e-16,2100,140,39,0.279,-5.49389509347692,3.93164096192199e-08,-1.4996607831937,0.133702293985149,NA,NA,NA,35.9241215152523,0.472202380943555,36
"sys_gmm_twostep_individual","w",0.358479005262495,0.152158503589859,0.109645769060261,2.35595774672423,0.0184750190305279,2100,140,39,0.279,-5.49389509347692,3.93164096192199e-08,-1.4996607831937,0.133702293985149,NA,NA,NA,35.9241215152523,0.472202380943555,36
"sys_gmm_twostep_individual","k",0.183246886959125,0.14883011699389,0.0920200403705942,1.23124869253881,0.21822986494034,2100,140,39,0.279,-5.49389509347692,3.93164096192199e-08,-1.4996607831937,0.133702293985149,NA,NA,NA,35.9241215152523,0.472202380943555,36
"diff_twostep_extended_with_ys","lag(n, 1)",0.486385013727277,0.155958352929188,0.110928972758141,3.11868524251546,0.00181659909609381,980,140,38,0.271,-3.42276320558974,0.000619880518309207,-1.74909038483847,0.0802753970120823,NA,NA,NA,22.6603558542406,0.703117350135844,27
"diff_twostep_extended_with_ys","w",0.237607856169704,0.156527702029083,0.125490312410514,1.51799236230758,0.129016324092355,980,140,38,0.271,-3.42276320558974,0.000619880518309207,-1.74909038483847,0.0802753970120823,NA,NA,NA,22.6603558542406,0.703117350135844,27
"diff_twostep_extended_with_ys","k",-0.0244712544644562,0.223990291354643,0.184146184687247,-0.109251406909021,0.913003087473295,980,140,38,0.271,-3.42276320558974,0.000619880518309207,-1.74909038483847,0.0802753970120823,NA,NA,NA,22.6603558542406,0.703117350135844,27
"diff_twostep_extended_with_ys","ys",-0.37674252805318,0.240493578483558,0.195790189412835,-1.56653882581292,0.117222526506928,980,140,38,0.271,-3.42276320558974,0.000619880518309207,-1.74909038483847,0.0802753970120823,NA,NA,NA,22.6603558542406,0.703117350135844,27
"sys_twostep_extended_with_ys","lag(n, 1)",0.704431064503694,0.100341255251142,0.0532517351660023,7.02035332068136,2.21307884843838e-12,2100,140,49,0.35,-5.20822991509103,1.90650602431332e-07,-1.56810091947201,0.116857582004655,NA,NA,NA,30.4724303767262,0.767269977497152,37
"sys_twostep_extended_with_ys","w",0.158174824249326,0.157341902695618,0.119148478227756,1.00529370459768,0.314755445577723,2100,140,49,0.35,-5.20822991509103,1.90650602431332e-07,-1.56810091947201,0.116857582004655,NA,NA,NA,30.4724303767262,0.767269977497152,37
"sys_twostep_extended_with_ys","k",-0.0127155298597783,0.176331448768962,0.138125925522716,-0.0721115260411589,0.94251315365311,2100,140,49,0.35,-5.20822991509103,1.90650602431332e-07,-1.56810091947201,0.116857582004655,NA,NA,NA,30.4724303767262,0.767269977497152,37
"sys_twostep_extended_with_ys","ys",-0.0369880452099206,0.213770544991855,0.157404018103921,-0.173026855553603,0.862630318306535,2100,140,49,0.35,-5.20822991509103,1.90650602431332e-07,-1.56810091947201,0.116857582004655,NA,NA,NA,30.4724303767262,0.767269977497152,37
