contract_id,month,lgd_logit,saldo_real,pib_growth,selic,collateral_ratio
5,14,4.3556,12.3587,2.2861,8.9615,0.173
5,15,3.8429,12.2011,0.4023,9.435,0.2533
6,1,-0.0493,11.1108,2.1935,10.2261,0.8328
6,2,1.0189,10.7239,2.4498,9.4853,0.9588
6,3,1.7364,10.5791,2.8625,9.3782,0.9235
6,4,2.0327,10.3202,2.7191,9.5312,0.9658
6,5,2.0449,10.2563,-1.8291,9.5911,0.7475
6,6,2.0783,10.6379,-0.6668,11.3849,0.9386
6,7,2.3206,10.3752,2.8021,9.9144,0.883
6,8,2.4625,10.7666,1.9843,10.0676,0.855
6,9,2.9776,10.5442,1.8162,9.4653,0.8696
6,10,3.033,9.9119,9.0329,9.5712,0.7786
6,11,3.396,10.5958,1.7195,9.5086,0.8268
6,12,3.0666,10.9879,3.6526,9.9905,0.8259
6,13,2.8437,10.854,2.5414,9.4491,0.8703
6,14,2.4973,10.9205,2.4361,8.7692,0.9403
6,15,2.1424,10.892,0.5474,9.1244,0.8986
7,1,1.0984,10.0373,1.5043,9.9569,0.4438
7,2,2.2442,9.3385,2.648,9.3685,0.6064
7,3,3.2552,9.6936,3.0026,9.9944,0.5197
7,4,3.637,9.7569,3.1527,9.5229,0.5187
7,5,3.3978,9.2096,-2.1598,9.8959,0.5301
7,6,3.491,9.7282,-0.7714,10.6683,0.4827
7,7,3.7435,9.4291,2.1525,9.3858,0.573
7,8,3.2465,9.7995,2.3224,10.7394,0.5723
7,9,3.2135,9.3388,1.8426,9.4412,0.5475
7,10,3.5132,9.7787,8.4788,9.014,0.4513
7,11,4.3813,9.3171,1.849,10.058,0.4741
7,12,4.0666,9.8706,3.3266,9.5165,0.5566
7,13,3.8451,9.7592,3.676,9.2063,0.5791
7,14,4.0877,9.7122,2.834,8.6894,0.6122
7,15,3.4221,9.5539,0.5592,9.5091,0.5527
8,1,0.347,9.8149,1.7689,9.9789,0.6078
8,2,1.501,9.7967,2.4458,10.2432,0.6118
8,3,1.8075,9.1304,3.295,9.937,0.6024
8,4,2.4062,9.3044,3.4235,9.6201,0.6229
8,5,2.4075,9.6376,-1.4739,9.5181,0.5936
8,6,2.9359,9.4984,-0.9684,10.8969,0.5649
8,7,3.0657,9.3603,1.974,9.7647,0.6612
8,8,3.1482,9.9383,1.5819,10.3199,0.6333
8,9,3.0778,9.9484,1.8749,9.8562,0.7038
8,10,3.3405,9.4951,9.1415,9.6713,0.5627
8,11,3.0294,9.5442,1.7384,9.4663,0.5386
8,12,3.4559,9.6183,3.3414,10.2392,0.5389
8,13,3.5036,9.5645,2.8932,9.4376,0.5327
8,14,3.2101,9.6787,2.4505,8.9643,0.7116
8,15,3.4524,9.4694,0.1825,9.0507,0.557
9,1,-0.0779,9.2853,1.5499,10.5694,0.4853
9,2,0.9783,9.6081,2.6603,9.8092,0.4558
9,3,1.2853,9.2442,3.3637,10.4777,0.4663
9,4,1.4755,8.7301,2.8883,9.622,0.5649
9,5,1.4002,9.211,-1.7603,10.0294,0.6015
9,6,1.729,8.997,-0.5624,11.0348,0.5675
9,7,2.0473,9.0361,2.2073,10.2292,0.5162
9,8,2.0875,9.4639,2.3784,10.6544,0.5076
9,9,2.0172,9.1879,2.392,9.1883,0.4936
9,10,2.0169,9.1525,9.089,9.2548,0.4775
9,11,2.1748,9.3678,2.3354,10.3909,0.4598
9,12,2.4408,9.2187,3.7444,9.7454,0.4891
9,13,2.0585,9.1999,2.7741,9.2934,0.5288
9,14,1.9376,9.1838,2.0927,9.236,0.399
9,15,2.5403,9.257,0.8391,9.1976,0.4474
10,1,-0.6356,6.5512,1.4092,10.592,0.6782
10,2,1.0665,6.3177,2.3833,10.1881,0.661
10,3,1.6292,6.3808,2.7084,9.6671,0.6637
10,4,1.9171,6.6294,3.2132,9.2565,0.7382
10,5,2.0476,7.037,-1.6525,9.8099,0.6945
10,6,2.009,6.8946,-0.4769,10.8892,0.7015
10,7,1.7237,7.1338,1.8272,10.4369,0.664
10,8,1.8093,6.7402,1.8233,10.4919,0.6334
10,9,2.1671,6.1349,1.8944,8.7062,0.5868
10,10,2.5775,6.9375,8.8331,8.9073,0.6636
10,11,2.4627,6.3543,2.5928,10.0051,0.655
10,12,2.1303,6.7643,2.6586,9.6999,0.6319
10,13,2.4277,6.6175,3.4473,9.4274,0.6374
10,14,2.651,7.1216,2.5802,8.8954,0.6337
10,15,2.2851,6.8198,0.638,9.4079,0.7185
11,1,0.3054,10.0896,2.2364,10.4389,0.8787
11,2,1.1429,10.2003,2.2488,10.1499,0.8826
11,3,1.8335,10.9391,3.6844,10.0056,0.9132
11,4,2.2441,10.4805,2.8008,9.5548,0.8279
11,5,1.6966,10.4906,-1.9003,10.1451,0.85
11,6,2.1842,10.3637,-0.5615,11.3354,0.8883
11,7,1.7977,10.2848,1.9783,10.1617,0.9439
11,8,2.2559,10.7394,2.4416,10.0521,0.9311
11,9,2.6697,10.3746,1.865,9.2319,0.91
11,10,3.26,10.4595,8.5943,9.4289,0.7689
11,11,3.2189,9.7745,2.033,9.406,0.8466
11,12,2.9717,10.1561,3.3751,9.76,0.9351
11,13,2.642,9.9115,3.2069,9.087,0.8335
11,14,2.5255,10.7466,2.5578,8.7729,0.8938
11,15,2.5351,10.9194,0.484,9.3463,0.9628
12,1,-0.0943,9.6943,1.9339,10.3951,0.6259
12,2,1.1339,9.7291,1.5221,10.268,0.6066
12,3,1.2826,8.8366,3.7926,9.8328,0.6447
12,4,1.6806,9.8893,2.7916,9.4449,0.685
12,5,1.8626,9.7707,-1.4943,9.8216,0.5968
12,6,2.2882,10.4265,-0.8929,10.8906,0.6418
12,7,1.9864,10.0616,2.2217,9.5537,0.6709
12,8,2.2001,9.7963,1.8013,10.2205,0.6057
12,9,2.5612,9.8321,2.5142,9.5694,0.5771
12,10,2.7121,10.0623,8.3372,9.3766,0.6243
12,11,2.5914,10.1182,2.0968,9.7796,0.5806
12,12,2.1809,9.3766,2.8391,10.2524,0.5469
12,13,2.4934,9.0595,2.7163,8.8382,0.6714
12,14,1.6881,9.499,2.9785,9.172,0.573
12,15,2.6228,10.3928,-0.0474,8.7237,0.6404
13,1,0.7556,11.1019,1.9433,10.4638,0.6944
13,2,1.3727,10.6197,2.0374,9.4852,0.6843
13,3,1.6155,10.5148,3.2201,10.2923,0.7351
13,4,2.4109,10.549,3.3898,9.3372,0.678
13,5,2.5647,10.5554,-1.7237,9.2727,0.6591
13,6,2.6567,10.368,-0.7435,10.8244,0.7168
13,7,3.0376,11.2551,2.0676,9.7678,0.6953
13,8,2.6427,10.8605,2.0397,10.0291,0.6561
13,9,3.127,11.3707,1.6569,9.2255,0.6533
13,10,3.2068,10.7574,9.0798,8.9954,0.7032
13,11,3.3374,11.4894,1.7855,9.8348,0.7209
13,12,3.5844,10.7903,3.2322,9.7872,0.6819
13,13,4.2645,11.509,2.7408,8.8242,0.6848
13,14,3.9824,10.6048,2.7945,9.3808,0.6615
13,15,3.284,11.3344,0.2557,9.1562,0.6601
14,1,-0.5548,7.9331,1.7857,9.9127,0.6217
14,2,0.4469,7.566,2.2338,10.3614,0.5446
14,3,0.6747,8.2898,2.9546,9.8579,0.633
14,4,0.7556,8.3257,2.8314,9.6828,0.5344
14,5,0.7328,7.8929,-1.976,10.0437,0.6597
14,6,1.2782,7.8364,-0.9706,11.1942,0.6122
14,7,1.0615,8.2821,2.0877,9.8039,0.6118
14,8,0.4493,8.3765,2.3146,10.0039,0.5386
14,9,1.3413,8.3165,1.6991,8.7875,0.6245
14,10,1.7526,8.1623,8.957,9.222,0.6002
14,11,1.6768,8.077,2.222,9.8384,0.5717
14,12,1.3872,8.1116,3.0444,9.935,0.5602
14,13,1.4633,8.1614,3.2338,9.3776,0.6039
14,14,0.9499,8.5812,2.4701,8.8806,0.5395
14,15,0.9532,8.0725,0.1866,9.1612,0.6079
15,1,-0.1897,10.1371,1.4338,10.3363,0.5492
15,2,0.636,11.189,2.4872,9.929,0.6842
15,3,1.1095,10.6286,2.9821,9.7839,0.5903
15,4,1.6462,10.7779,3.1085,9.7631,0.6692
15,5,1.289,10.2843,-2.5215,9.9532,0.5413
15,6,1.0306,10.3787,-1.4162,10.9927,0.6476
15,7,1.2284,9.9524,1.8662,10.0142,0.5357
15,8,1.7443,10.7252,2.2014,10.2756,0.561
15,9,1.4153,10.6822,2.0219,9.1534,0.5875
15,10,2.2859,10.6779,9.219,8.7859,0.529
15,11,2.5483,10.667,1.9411,10.0539,0.5794
15,12,2.4663,10.9331,3.1248,10.4212,0.5794
15,13,1.9648,10.8195,3.2985,9.7036,0.6113
15,14,1.7251,10.8677,2.0995,9.4815,0.6165
15,15,1.3772,10.7852,-0.0347,8.9258,0.6697
16,1,0.2492,11.0207,2.0144,10.1524,0.7068
16,2,1.2666,10.7082,2.0463,10.3915,0.8057
16,3,1.9425,11.4545,2.973,10.153,0.7807
16,4,2.1517,11.2635,3.26,9.7935,0.8315
16,5,1.7169,10.5532,-2.0688,9.083,0.8807
16,6,2.1209,10.7386,-0.9587,10.9225,0.8186
16,7,2.7251,10.6301,1.9799,9.9814,0.7654
16,8,2.7032,10.9523,2.248,10.4386,0.8365
16,9,2.7557,10.4159,2.15,9.238,0.7514
16,10,3.0843,11.1765,8.7118,9.2901,0.863
16,11,3.0459,11.5855,2.3114,9.2137,0.8155
16,12,2.8675,11.1919,3.4731,9.7325,0.7166
16,13,2.836,10.5498,2.7338,9.4117,0.8614
16,14,2.6367,10.4462,2.4362,9.2365,0.7474
16,15,2.6037,10.8094,0.134,9.4118,0.7718
17,1,-0.177,9.232,2.2337,10.2596,0.7196
17,2,0.3727,8.9183,1.5933,9.5354,0.7715
17,3,1.659,10.1113,2.9968,9.93,0.7855
17,4,2.0727,9.9623,3.4701,9.9392,0.738
17,5,1.6006,9.1785,-2.0008,9.6719,0.6998
17,6,1.2164,9.5527,-0.5891,10.8568,0.7822
17,7,1.3876,9.2857,1.815,9.3367,0.7042
17,8,1.9616,9.7978,2.2168,9.9325,0.8011
17,9,2.229,9.5184,1.9622,9.1456,0.6897
17,10,2.5056,9.9092,9.1684,9.0508,0.6524
17,11,1.6938,8.8133,2.2387,9.6976,0.6851
17,12,1.7926,9.4979,3.1113,9.4231,0.5647
17,13,2.0499,9.8755,3.4064,9.098,0.6782
17,14,1.897,9.0443,2.3933,9.1073,0.7697
17,15,1.8572,9.2827,0.1061,8.9692,0.697
18,1,0.6693,8.7139,1.7092,10.1553,0.7027
18,2,1.0051,9.0163,2.0372,10.0132,0.8497
18,3,1.2991,8.6365,3.4044,9.4984,0.8386
18,4,1.6752,8.9352,3.0969,9.1474,0.8821
18,5,1.8652,8.5522,-1.6952,10.0175,0.7731
18,6,1.7999,8.9239,-0.6677,10.8832,0.8056
18,7,2.3876,8.8211,1.7084,9.0202,0.8457
18,8,2.4001,8.0864,1.7247,10.4255,0.9268
18,9,2.2273,8.5768,1.9752,9.8458,0.7916
18,10,2.7864,8.6504,8.4195,9.2342,0.9051
18,11,2.6914,8.7195,2.0542,9.2729,0.8681
18,12,2.6432,8.7411,4.2291,9.8637,0.7863
18,13,2.5147,9.1398,2.942,8.8037,0.8699
18,14,2.6639,9.3572,2.6268,8.7433,0.888
18,15,2.9087,9.0511,0.5149,8.9634,0.7917
19,1,0.206,9.5216,2.3343,10.0592,0.4579
19,2,0.8306,9.3706,2.2573,9.6744,0.4781
19,3,1.4543,9.6902,3.5223,10.6515,0.4857
19,4,1.7328,9.4528,3.0017,9.7335,0.442
19,5,1.5923,9.7898,-2.0573,10.0149,0.5226
19,6,1.1924,8.758,-1.058,11.2193,0.4556
19,7,1.3581,9.2431,2.2823,10.0606,0.4448
19,8,1.9096,9.277,1.7508,10.7244,0.4406
19,9,1.9534,9.8509,2.3296,9.3039,0.4769
19,10,2.0972,9.1234,8.8028,8.8437,0.5161
19,11,1.8857,9.4549,2.2268,9.6642,0.4861
19,12,1.6513,9.6559,2.8673,9.812,0.5537
19,13,1.9231,9.1912,3.0622,9.289,0.4743
19,14,2.1602,9.5849,2.6357,9.0005,0.4447
19,15,1.9851,9.9645,0.3297,8.925,0.5121
20,1,-0.9076,11.244,1.8152,10.4366,0.5552
20,2,-0.0207,11.4251,2.0437,10.2147,0.5505
20,3,1.4091,11.5969,3.0053,10.1171,0.5381
20,4,1.9172,11.2041,3.0028,9.6262,0.5045
20,5,2.1978,10.7862,-2.0714,9.3526,0.5672
20,6,1.6771,11.2398,-0.9263,10.8513,0.5778
20,7,2.1174,11.3426,2.3226,10.0469,0.5292
20,8,2.1448,10.4602,2.2309,10.0435,0.4282
20,9,2.5074,11.6832,1.9889,9.7192,0.6003
20,10,2.6165,11.7631,8.9281,9.2201,0.4396
20,11,2.5373,11.0182,2.7931,9.6891,0.5259
20,12,2.1775,11.2842,3.7796,9.5872,0.5294
20,13,1.8839,10.8751,2.7245,9.2241,0.4982
20,14,1.9134,10.8492,2.2779,8.4261,0.5577
20,15,2.2077,10.8339,0.2767,8.9917,0.5357
21,1,-0.1521,10.3739,1.7795,10.1539,0.56
21,2,1.2747,10.4953,2.128,10.5634,0.5729
21,3,2.4425,9.7184,2.6252,9.3994,0.5893
21,4,3.51,9.6982,3.3761,9.4871,0.5833
21,5,3.2683,10.4416,-1.8359,9.4056,0.4684
21,6,3.2681,10.1092,-1.1718,10.7909,0.5798
21,7,3.91,9.9775,2.0807,10.0292,0.5215
21,8,4.17,10.143,2.0332,10.4522,0.5876
21,9,4.0769,10.2587,1.8464,9.5418,0.5188
21,10,4.1551,10.1626,8.643,9.1589,0.4819
21,11,3.7833,10.2004,2.1897,9.4336,0.6393
21,12,3.5479,10.4634,3.3993,9.5802,0.6647
21,13,3.6793,10.4483,3.2082,9.034,0.6456
21,14,4.0118,10.2591,2.3809,8.8372,0.6165
21,15,4.1688,9.648,0.7608,8.7186,0.6276
22,1,0.1218,9.3193,1.6232,10.6134,0.4997
22,2,1.3074,9.2151,2.0588,9.488,0.3939
22,3,1.9144,9.8685,2.7958,9.6969,0.4328
22,4,2.3076,9.1409,3.2348,9.4898,0.4334
22,5,2.0372,9.3857,-1.8863,9.64,0.4297
22,6,2.2619,9.3061,-0.3961,10.9985,0.4194
22,7,2.4583,9.2836,2.382,10.0075,0.4288
22,8,2.8895,8.9125,1.6895,9.8816,0.4413
22,9,2.6092,10.0532,2.2215,9.5836,0.3441
22,10,2.2324,9.1474,8.5192,9.147,0.4105
22,11,2.0316,9.6082,1.82,9.8137,0.5378
22,12,1.7881,8.6247,3.1853,10.1043,0.5321
22,13,1.629,9.5328,2.7684,9.2034,0.5664
22,14,2.057,9.4599,2.4431,9.2032,0.439
22,15,1.9908,9.2663,0.4502,9.1144,0.4652
23,1,0.0688,9.9407,1.1837,10.7581,0.7236
23,2,1.455,9.7774,2.5339,9.3524,0.9258
23,3,2.2228,10.0231,3.1496,9.9603,0.795
23,4,2.4416,10.1228,3.1345,9.5728,0.7613
23,5,2.4704,10.2962,-1.5773,8.7908,0.8017
23,6,2.1916,9.9505,-0.9922,11.1675,0.8163
23,7,2.6665,10.0782,1.7386,9.4827,0.7376
23,8,2.5372,10.242,2.1815,10.4573,0.7947
23,9,2.8523,10.0857,2.2702,9.6597,0.8284
23,10,3.1184,10.0615,9.0265,9.1895,0.7248
23,11,2.8473,9.7326,1.9392,9.6985,0.7293
23,12,3.0101,9.388,3.3351,9.7744,0.7281
23,13,2.6675,10.2374,2.4257,9.0063,0.7305
23,14,2.924,10.2049,2.2446,8.7982,0.6687
23,15,2.3347,9.5843,0.3874,9.3005,0.8369
24,1,-1.399,10.6475,1.7785,10.232,0.9104
24,2,-0.0238,10.4187,2.2732,10.3111,1.0081
24,3,0.5807,10.1231,3.1584,9.3439,0.8353
24,4,1.0628,10.1185,3.1533,9.3853,0.9261
24,5,0.8574,10.273,-1.8537,9.7195,0.9113
24,6,0.8788,10.0783,-0.9668,10.4265,0.8291
24,7,1.1905,10.5381,2.1088,9.9547,0.9126
24,8,0.6691,10.3929,1.9966,10.3194,0.8409
24,9,1.4637,10.2355,2.4569,9.7113,0.9183
24,10,2.0784,10.3024,8.7647,9.0121,0.8543
24,11,2.1426,10.6369,2.0999,9.6068,0.8701
24,12,1.7948,9.8426,2.5823,9.6089,0.809
24,13,1.8747,10.2314,2.772,9.6709,0.8864
24,14,2.0169,10.4624,1.9611,9.1892,0.8663
24,15,1.476,9.9542,-0.0967,9.4627,0.8889
25,1,0.135,12.181,1.4454,10.571,0.4052
25,2,1.3849,11.5249,2.0727,10.0053,0.3715
25,3,1.9098,11.5342,3.0975,9.5764,0.2935
25,4,2.3854,12.4119,3.343,9.6262,0.4084
25,5,2.5494,11.8523,-2.1096,10.0072,0.4574
25,6,2.3851,11.8197,-0.8698,11.0321,0.4512
25,7,2.0713,11.5161,2.0606,10.3613,0.3596
25,8,2.2754,11.7376,2.0428,10.2917,0.4338
25,9,1.9875,12.1351,1.5498,9.1848,0.4164
25,10,2.2619,11.6354,9.2039,9.2037,0.4331
25,11,2.5983,11.5032,2.0292,9.6466,0.4857
25,12,3.1582,11.3547,3.3451,9.9235,0.4786
25,13,3.1308,11.3836,2.6647,8.8579,0.4099
25,14,2.7642,11.9844,2.28,8.7816,0.4292
25,15,2.7074,12.315,-0.1128,9.2727,0.5228
26,1,0.0214,9.8757,1.052,10.8395,0.5017
26,2,1.6839,9.3351,2.2981,9.5136,0.596
26,3,2.0982,9.0549,3.223,9.6761,0.5942
26,4,2.5811,9.2714,3.254,10.1733,0.5634
26,5,2.4747,9.0758,-2.0423,9.8146,0.6471
26,6,2.6579,9.3699,-0.8759,10.4551,0.6032
26,7,2.6189,9.3282,1.8891,9.9764,0.5511
26,8,2.9187,10.0937,1.9535,10.1322,0.5406
26,9,2.6178,9.4095,1.8353,9.8298,0.6439
26,10,2.3353,8.9039,9.0077,8.992,0.6125
26,11,2.1932,9.7316,1.7784,9.9611,0.5737
26,12,3.0321,9.3417,3.477,9.8058,0.6022
26,13,2.5067,8.9946,3.3932,9.2665,0.528
26,14,2.1522,9.4071,2.5793,8.8392,0.6485
26,15,2.1255,9.4602,-0.0063,9.3264,0.6173
27,1,-0.5435,10.4197,2.0863,10.0582,0.6995
27,2,0.5004,9.7648,2.2175,9.8418,0.6614
27,3,0.7743,10.1523,2.9634,9.8849,0.6111
27,4,0.7692,10.5022,2.763,9.8319,0.6886
27,5,1.1752,10.0952,-1.3971,9.3786,0.6423
27,6,1.8652,10.5334,-0.9511,10.651,0.7366
27,7,2.0739,10.5921,2.0557,9.6541,0.624
27,8,2.3617,10.4239,2.4481,10.4349,0.5904
27,9,3.0774,9.999,1.9149,9.5084,0.7653
27,10,2.8642,10.4804,8.6505,9.3578,0.7099
27,11,2.673,10.837,2.2108,9.8912,0.6988
27,12,2.5813,10.5501,3.086,9.6065,0.6105
27,13,2.5896,10.5321,3.0453,9.7375,0.6652
27,14,2.2055,9.9709,2.1867,9.0862,0.708
27,15,2.1527,10.2769,-0.0859,9.1102,0.71
28,1,0.2702,9.8766,1.9252,10.5058,0.6257
28,2,1.5316,9.4287,2.4507,9.8494,0.5579
28,3,1.7727,9.9571,3.4841,10.0598,0.6352
28,4,1.8283,10.4382,3.186,9.5212,0.6082
28,5,2.4443,10.1973,-2.0642,9.2671,0.5249
28,6,2.1967,9.8859,-0.4155,10.6695,0.5157
28,7,2.7067,10.4454,1.9833,9.7321,0.6091
28,8,2.7607,10.4099,2.4621,10.1318,0.5348
28,9,2.8383,10.1527,1.741,9.1462,0.6182
28,10,3.4985,10.0845,8.4779,9.1283,0.5548
28,11,3.1189,10.3852,1.5879,9.463,0.5262
28,12,3.1765,10.0496,2.8362,9.4975,0.5509
28,13,3.064,10.0955,2.6915,9.2882,0.5737
28,14,3.3682,10.5767,2.7049,8.4876,0.6425
28,15,2.8458,9.7302,0.6151,9.6787,0.5449
29,1,0.6965,10.5094,1.8328,9.9815,0.7351
29,2,1.5273,10.3384,2.1085,9.5337,0.7084
29,3,1.623,10.3886,3.5034,9.7744,0.711
29,4,1.927,10.4002,3.0553,9.6996,0.6642
29,5,2.3385,10.6551,-1.8864,9.1909,0.7702
29,6,2.2588,10.0196,-0.6687,10.6794,0.6959
29,7,2.0299,10.3369,1.7949,9.6895,0.6369
29,8,1.9704,10.3871,1.8128,10.4444,0.7571
29,9,2.3611,10.4791,2.18,9.575,0.6865
29,10,2.4576,10.5519,8.3342,9.4582,0.7271
29,11,3.1406,10.4186,2.3468,9.6791,0.7364
29,12,2.7734,10.1714,2.8568,9.8652,0.7188
29,13,3.1897,10.8432,2.5064,9.443,0.6524
29,14,2.7999,11.005,2.0728,8.7126,0.7257
29,15,2.3306,10.3936,0.3771,8.6414,0.682
30,1,0.2756,12.4094,1.6319,10.2956,0.451
30,2,1.0951,12.3366,2.412,9.8937,0.3809
30,3,1.5568,11.9178,4.0508,10.2481,0.344
30,4,2.1916,12.31,3.2718,9.7966,0.3988
30,5,2.0999,12.2638,-1.7296,9.0071,0.4
30,6,2.6599,12.218,0.0199,10.9405,0.3958
30,7,2.4926,12.3103,2.1561,10.0787,0.5144
30,8,2.5901,12.3075,1.7497,10.4064,0.3656
30,9,2.7964,12.0769,2.3228,9.7089,0.3492
30,10,3.9181,11.9526,8.3279,9.1323,0.3961
30,11,4.192,12.2953,1.7285,9.5725,0.4626
30,12,3.4586,11.6897,2.7072,10.3353,0.431
30,13,3.5905,12.3258,2.1173,9.2362,0.4279
30,14,3.088,11.8613,2.3285,8.5999,0.4243
30,15,2.8891,12.043,0.0707,9.4127,0.4544
31,1,0.1175,7.8121,2.5018,10.0459,0.6283
31,2,0.7804,7.9113,2.6492,10.1047,0.5745
31,3,1.2063,8.1942,3.495,9.687,0.4891
31,4,1.4276,7.5871,3.0885,10.0032,0.5322
31,5,1.4331,7.8445,-1.5008,8.9989,0.5247
31,6,1.2387,8.1871,-1.0232,10.2673,0.586
31,7,0.7245,7.4702,1.8428,9.8413,0.5248
31,8,1.1089,8.0962,2.41,10.4352,0.4982
31,9,1.3869,7.8252,2.2097,9.6339,0.5183
31,10,1.9125,7.9643,9.1422,9.4088,0.5945
31,11,2.0958,8.2503,2.2647,9.4836,0.6252
31,12,2.0446,7.6942,3.1273,9.863,0.5782
31,13,2.2747,7.9205,3.418,9.5566,0.5646
31,14,1.7865,7.5174,2.4222,9.4203,0.5441
31,15,1.2189,7.6315,0.0426,8.9819,0.5365
32,1,1.1782,11.8092,1.8688,10.6887,0.4309
32,2,2.1172,11.0258,2.3886,10.0446,0.4915
32,3,2.677,11.0849,3.3453,9.5902,0.487
32,4,3.2357,11.6079,2.7378,9.7977,0.4951
32,5,2.9648,11.528,-1.6772,9.5113,0.4134
32,6,3.6034,11.4583,-1.3451,10.8589,0.4507
32,7,4.021,11.2628,1.9312,10.1162,0.4806
32,8,3.8762,11.4942,1.5669,10.4668,0.4945
32,9,4.5253,11.2802,2.0183,9.393,0.4805
32,10,4.9544,11.6779,8.3118,9.384,0.5303
32,11,5.1329,11.6807,2.7455,10.049,0.4763
32,12,4.6772,11.3969,3.2783,9.6686,0.542
32,13,4.0518,11.8131,3.058,8.8154,0.4822
32,14,4.8414,11.5411,2.5684,8.6998,0.47
32,15,4.5675,11.2017,0.0518,9.6618,0.562
33,1,0.4108,11.8666,2.0848,10.885,0.5168
33,2,2.0525,12.6083,1.9623,9.8925,0.5057
33,3,2.7715,12.2684,3.2906,10.0136,0.4908
33,4,3.0381,11.2533,3.0186,9.7044,0.4311
33,5,2.8933,11.9509,-1.2287,10.1448,0.4653
