firm_id,year,investment,value,capital,sales,sector
3,2000,4.9393,6.5873,4.3725,7.9511,Manufacturing
3,2001,5.0978,6.4063,4.5994,8.8874,Manufacturing
3,2002,3.7445,5.9504,4.8199,6.7598,Manufacturing
3,2003,4.4284,5.132,5.5524,8.8024,Manufacturing
3,2004,3.704,1.4131,5.7087,5.6391,Manufacturing
3,2005,3.3938,4.8877,4.9118,2.8194,Manufacturing
3,2006,4.5855,5.6813,4.9244,7.5493,Manufacturing
3,2007,2.6315,4.1979,5.1923,2.753,Manufacturing
3,2008,3.5695,3.9313,5.0925,6.3064,Manufacturing
3,2009,5.6559,7.1666,5.46,7.7196,Manufacturing
3,2010,3.4892,4.9096,4.8783,6.5837,Manufacturing
3,2011,5.3662,5.6822,5.4673,10.1008,Manufacturing
3,2012,3.9993,6.1612,4.9919,2.4613,Manufacturing
3,2013,3.5893,3.4978,5.4292,5.8509,Manufacturing
3,2014,4.042,5.2898,4.9792,6.0314,Manufacturing
3,2015,4.0483,6.9795,4.8424,3.5806,Manufacturing
3,2016,4.5711,7.7288,5.8525,3.9233,Manufacturing
3,2017,4.4518,5.0599,5.5137,4.4788,Manufacturing
3,2018,3.3486,4.6431,4.3708,4.0206,Manufacturing
3,2019,5.0719,5.4035,4.9089,5.8056,Manufacturing
4,2000,4.3296,5.3655,4.2184,4.9147,Finance
4,2001,4.4626,7.0801,3.2577,6.5722,Finance
4,2002,4.4119,3.5054,4.0447,7.169,Finance
4,2003,4.5331,4.5802,4.0032,7.0472,Finance
4,2004,2.6402,3.3243,3.4567,5.2618,Finance
4,2005,3.24,3.4819,3.7329,6.5121,Finance
4,2006,4.3607,5.5649,2.9004,7.8632,Finance
4,2007,3.9712,6.2148,4.4446,6.802,Finance
4,2008,5.3669,4.0259,3.6128,9.3462,Finance
4,2009,5.2247,6.1581,4.0579,7.7679,Finance
4,2010,5.1432,6.6674,3.9819,9.0931,Finance
4,2011,4.2716,7.9021,4.2796,1.5138,Finance
4,2012,3.8596,5.1046,3.5631,6.174,Finance
4,2013,2.7956,4.0404,3.8179,5.4169,Finance
4,2014,2.8301,3.4963,3.96,5.775,Finance
4,2015,4.4438,3.3473,4.0854,4.5511,Finance
4,2016,5.6851,6.8747,4.1981,6.7132,Finance
4,2017,2.6405,2.7274,3.5454,2.745,Finance
4,2018,5.1944,6.8266,3.4707,6.7262,Finance
4,2019,3.8995,3.6973,4.2804,4.6109,Finance
5,2000,2.5179,3.9722,3.0842,5.0993,Technology
5,2001,2.2754,4.7727,4.5271,6.7893,Technology
5,2002,1.5886,3.9445,3.7781,6.1418,Technology
5,2003,4.1071,6.398,3.8972,7.8971,Technology
5,2004,2.3222,7.72,3.6261,4.2549,Technology
5,2005,2.4166,4.0139,3.8798,5.8547,Technology
5,2006,2.7755,4.3516,4.4075,7.5998,Technology
5,2007,2.6678,4.755,4.2074,6.6502,Technology
5,2008,3.3672,5.8116,4.0961,6.7661,Technology
5,2009,2.7106,4.7698,3.9346,7.9945,Technology
5,2010,3.409,7.0809,3.3208,5.2688,Technology
5,2011,3.1647,6.7199,3.5614,4.8897,Technology
5,2012,3.4562,3.2218,3.7618,7.0366,Technology
5,2013,2.3502,5.7815,4.0821,5.731,Technology
5,2014,3.8196,7.2805,3.9269,8.02,Technology
5,2015,2.9837,4.2578,4.2925,6.6656,Technology
5,2016,2.4212,4.5586,4.0885,4.878,Technology
5,2017,2.0018,4.2079,3.9208,6.6091,Technology
5,2018,3.1509,4.2394,4.8094,4.3751,Technology
5,2019,2.518,2.4973,4.0615,7.7045,Technology
6,2000,1.0175,3.0075,3.4229,3.4851,Healthcare
6,2001,3.3935,5.1162,4.3396,8.1997,Healthcare
6,2002,4.3751,7.2704,4.0758,6.5776,Healthcare
6,2003,2.4672,4.08,4.3221,5.7038,Healthcare
6,2004,2.5674,4.0359,3.5513,7.374,Healthcare
6,2005,4.4264,7.5523,3.9862,6.9204,Healthcare
6,2006,1.9196,3.3376,3.0145,8.3947,Healthcare
6,2007,3.1961,2.5081,3.9093,8.3779,Healthcare
6,2008,2.8566,3.7572,3.5326,6.6341,Healthcare
6,2009,1.5564,4.0058,3.0536,4.4308,Healthcare
6,2010,1.4764,2.3788,4.0087,5.0253,Healthcare
6,2011,2.1763,4.8079,2.8716,5.871,Healthcare
6,2012,2.3096,6.4227,2.8306,7.9471,Healthcare
6,2013,2.1178,3.0711,3.7406,5.1785,Healthcare
6,2014,2.2055,5.1314,3.8242,5.3287,Healthcare
6,2015,3.5637,5.5939,3.9839,9.327,Healthcare
6,2016,2.0087,4.8749,3.8924,5.8123,Healthcare
6,2017,3.1523,5.2785,4.1863,4.8575,Healthcare
6,2018,3.3838,5.296,3.8758,7.398,Healthcare
6,2019,1.9161,3.7809,3.5427,5.899,Healthcare
7,2000,5.3445,7.2479,5.0865,3.4987,Finance
7,2001,5.7328,6.8716,5.0031,7.8736,Finance
7,2002,5.9699,6.7849,5.2342,4.6553,Finance
7,2003,4.7353,6.5205,4.677,6.0785,Finance
7,2004,4.0953,2.6375,5.2524,5.8773,Finance
7,2005,5.023,6.3891,5.0814,6.4142,Finance
7,2006,4.6193,5.9834,5.2262,2.0561,Finance
7,2007,4.3784,2.6952,5.2275,5.3968,Finance
7,2008,4.5563,4.6776,4.1351,8.0247,Finance
7,2009,5.0834,5.4152,4.7555,8.2778,Finance
7,2010,5.827,7.4965,5.0725,4.2157,Finance
7,2011,6.1203,6.0871,5.0938,7.6571,Finance
7,2012,4.5442,3.7032,5.2197,4.6294,Finance
7,2013,5.4884,7.5431,5.2369,5.3258,Finance
7,2014,4.8089,5.0657,5.7225,5.4204,Finance
7,2015,5.0847,4.6162,5.241,6.1958,Finance
7,2016,5.0834,4.5093,4.9908,7.8025,Finance
7,2017,3.2598,2.5647,4.4763,6.4763,Finance
7,2018,4.9646,4.8353,4.5685,5.773,Finance
7,2019,4.969,5.7462,5.3302,7.7412,Finance
8,2000,3.4075,4.4219,5.9389,4.5552,Manufacturing
8,2001,3.8788,5.6307,6.1313,5.861,Manufacturing
8,2002,4.1269,3.7034,5.1836,7.7924,Manufacturing
8,2003,3.9682,4.7886,5.3932,6.9528,Manufacturing
8,2004,3.2941,5.4748,5.6116,5.1607,Manufacturing
8,2005,4.0827,5.2845,6.3337,3.2767,Manufacturing
8,2006,3.5467,2.5918,5.5607,6.5595,Manufacturing
8,2007,3.8467,4.3415,6.1352,3.1584,Manufacturing
8,2008,4.8179,7.5162,5.5827,5.6175,Manufacturing
8,2009,5.5249,4.2613,5.976,8.1221,Manufacturing
8,2010,4.9303,5.0237,5.9253,7.0742,Manufacturing
8,2011,3.5994,4.8699,5.5811,2.3574,Manufacturing
8,2012,5.0677,7.3524,5.1066,6.3608,Manufacturing
8,2013,5.6016,6.9356,5.4071,5.4255,Manufacturing
8,2014,5.0382,6.2113,6.1103,3.7073,Manufacturing
8,2015,3.4459,3.5401,5.8658,6.603,Manufacturing
8,2016,3.9283,5.5388,5.3413,5.1149,Manufacturing
8,2017,4.1275,5.8519,5.3778,5.126,Manufacturing
8,2018,3.7821,3.9521,4.8224,6.2233,Manufacturing
8,2019,3.6784,3.6942,6.0924,4.8734,Manufacturing
9,2000,3.9752,7.5575,5.194,6.1723,Healthcare
9,2001,3.1556,4.5488,4.7848,4.932,Healthcare
9,2002,4.1429,7.4225,4.9196,5.0308,Healthcare
9,2003,3.4739,6.4956,3.9712,7.7873,Healthcare
9,2004,2.717,5.6118,4.6449,7.9704,Healthcare
9,2005,2.4231,5.6788,5.3734,2.9244,Healthcare
9,2006,2.4844,2.8994,5.2322,7.3447,Healthcare
9,2007,2.9688,5.3102,4.9719,8.5175,Healthcare
9,2008,4.7216,7.1255,4.8337,8.8033,Healthcare
9,2009,3.0153,6.022,5.1582,6.9367,Healthcare
9,2010,3.1642,5.2315,4.727,4.0967,Healthcare
9,2011,3.0606,7.5679,4.1737,7.134,Healthcare
9,2012,3.1044,4.7224,4.8371,4.4353,Healthcare
9,2013,2.6854,4.0707,5.0008,5.3827,Healthcare
9,2014,4.113,5.2307,5.2887,6.6895,Healthcare
9,2015,2.5408,6.1497,4.2631,4.5514,Healthcare
9,2016,1.7198,2.4233,4.7904,3.9365,Healthcare
9,2017,3.1569,5.4273,4.8095,6.8384,Healthcare
9,2018,3.7987,6.2155,4.3991,9.361,Healthcare
9,2019,3.1746,4.5955,5.0347,8.2378,Healthcare
10,2000,4.6958,6.6604,5.5514,7.2729,Manufacturing
10,2001,4.4684,5.9618,5.1362,7.7625,Manufacturing
10,2002,4.3749,8.2121,6.0745,7.1479,Manufacturing
10,2003,4.3651,3.8741,5.1247,6.8098,Manufacturing
10,2004,6.1215,6.2461,5.0738,7.6175,Manufacturing
10,2005,3.3941,3.474,5.0622,3.5369,Manufacturing
10,2006,2.8041,2.577,4.9262,6.3591,Manufacturing
10,2007,2.6104,1.9467,5.0288,5.8543,Manufacturing
10,2008,4.5657,5.8075,4.6788,6.142,Manufacturing
10,2009,4.246,5.2764,5.1758,5.1695,Manufacturing
10,2010,3.8977,4.2814,5.2754,6.9369,Manufacturing
10,2011,3.2854,2.3397,4.3393,4.5277,Manufacturing
10,2012,2.6153,3.9644,5.2116,5.0391,Manufacturing
10,2013,4.316,5.0061,5.2693,4.823,Manufacturing
10,2014,4.8605,6.1898,5.4583,7.5551,Manufacturing
10,2015,3.6981,4.9752,5.7343,5.9789,Manufacturing
10,2016,3.4507,5.3781,5.593,5.1705,Manufacturing
10,2017,3.8512,4.4358,5.0043,5.3278,Manufacturing
10,2018,5.5432,7.6238,4.9579,6.007,Manufacturing
10,2019,4.0224,3.4726,5.4842,8.9199,Manufacturing
11,2000,1.4636,3.9511,3.587,3.7743,Manufacturing
11,2001,2.5404,4.2615,3.3147,7.2159,Manufacturing
11,2002,4.0542,5.8141,4.7555,6.8494,Manufacturing
11,2003,2.0671,3.4417,3.6816,4.4107,Manufacturing
11,2004,3.2589,5.2036,3.5553,8.6404,Manufacturing
11,2005,3.2381,5.2474,2.929,6.9707,Manufacturing
11,2006,2.4371,3.9585,4.1464,5.0861,Manufacturing
11,2007,1.7591,5.495,3.4107,2.6531,Manufacturing
11,2008,1.3206,3.4883,3.8173,6.4125,Manufacturing
11,2009,1.6841,3.3244,4.1933,5.9195,Manufacturing
11,2010,1.7186,5.1494,3.417,4.1447,Manufacturing
11,2011,1.8896,2.5104,3.8377,4.1215,Manufacturing
11,2012,2.3726,1.7828,4.4154,7.5633,Manufacturing
11,2013,2.1852,5.7992,2.8232,2.4797,Manufacturing
11,2014,2.4399,6.5735,3.4817,6.5657,Manufacturing
11,2015,3.1425,4.2998,3.4441,5.6626,Manufacturing
11,2016,2.1928,3.9979,3.7311,6.8949,Manufacturing
11,2017,3.2532,6.5083,3.7868,5.4703,Manufacturing
11,2018,2.0857,3.2817,3.3814,6.5279,Manufacturing
11,2019,1.8201,2.9549,3.5441,4.663,Manufacturing
12,2000,3.5131,6.0615,4.3074,5.9114,Technology
12,2001,2.7458,5.0136,4.4764,6.8804,Technology
12,2002,4.1758,6.5973,4.704,6.2716,Technology
12,2003,1.4084,1.7896,4.9809,6.6846,Technology
12,2004,1.6701,2.899,5.0388,4.3297,Technology
12,2005,3.5312,5.0215,4.8781,4.9368,Technology
12,2006,3.244,5.6265,4.2671,4.968,Technology
12,2007,4.5622,6.2705,4.6154,5.5023,Technology
12,2008,3.6554,5.2622,5.5664,8.4454,Technology
12,2009,3.8956,5.247,5.0225,5.3625,Technology
12,2010,1.5378,4.4159,4.4405,3.9416,Technology
12,2011,3.2677,7.3864,5.2495,6.975,Technology
12,2012,3.2697,3.3455,4.4615,8.424,Technology
12,2013,1.8831,5.5385,4.3493,3.7298,Technology
12,2014,3.0869,3.5183,5.175,9.5511,Technology
12,2015,3.8173,5.8022,4.0928,6.7473,Technology
12,2016,2.8957,3.4445,3.8512,7.861,Technology
12,2017,3.7974,6.1157,4.9932,8.6407,Technology
12,2018,3.0765,5.1682,4.6278,7.7507,Technology
12,2019,3.8523,7.617,4.6676,5.801,Technology
13,2000,3.4077,4.5785,3.2595,8.1919,Healthcare
13,2001,2.8561,5.6374,3.3087,6.4583,Healthcare
13,2002,3.0384,3.8305,3.2209,7.9629,Healthcare
13,2003,3.6292,4.5682,3.1537,8.1598,Healthcare
13,2004,2.5569,5.1586,3.2513,4.0364,Healthcare
13,2005,2.4738,2.7092,3.2387,7.4297,Healthcare
13,2006,2.4342,2.8736,3.0727,5.6726,Healthcare
13,2007,3.4849,5.8998,3.186,6.2487,Healthcare
13,2008,3.1532,4.7809,2.403,6.2288,Healthcare
13,2009,2.2499,4.1106,3.678,6.1565,Healthcare
13,2010,2.7921,3.8945,3.5602,8.7423,Healthcare
13,2011,2.0096,3.9523,3.3701,3.5404,Healthcare
13,2012,2.0983,5.1688,3.499,2.8998,Healthcare
13,2013,1.7466,5.6676,3.5135,2.5201,Healthcare
13,2014,0.6077,1.8618,3.1145,7.9245,Healthcare
13,2015,3.9277,7.1193,3.1911,4.6078,Healthcare
13,2016,2.8504,7.0126,3.6154,6.2379,Healthcare
13,2017,2.6657,1.504,3.4871,5.7935,Healthcare
13,2018,3.7281,6.6289,4.2214,4.4045,Healthcare
13,2019,3.5771,6.5828,4.0519,7.5327,Healthcare
14,2000,1.8093,5.0007,4.2558,5.7706,Healthcare
14,2001,0.9644,3.0542,3.5779,5.5721,Healthcare
14,2002,1.3843,6.5228,3.6568,6.4192,Healthcare
14,2003,1.4591,4.6382,3.4818,7.2974,Healthcare
14,2004,0.9812,5.8233,3.9945,4.2738,Healthcare
14,2005,2.8028,8.3288,2.7862,7.5713,Healthcare
14,2006,1.5712,5.3778,3.6991,8.6097,Healthcare
14,2007,0.5902,3.6247,3.7599,3.433,Healthcare
14,2008,1.1929,4.4964,3.2729,6.5009,Healthcare
14,2009,1.1477,3.8158,4.2017,5.4511,Healthcare
14,2010,2.5847,5.6502,3.4269,7.2586,Healthcare
14,2011,0.6704,3.7909,3.9897,3.81,Healthcare
14,2012,2.5194,4.2907,4.9961,8.9321,Healthcare
14,2013,0.5597,3.0734,3.2382,3.1058,Healthcare
14,2014,2.0326,4.8019,3.8232,5.5603,Healthcare
14,2015,1.4556,5.2651,3.7196,6.7817,Healthcare
14,2016,0.3671,0.9728,3.6418,4.7646,Healthcare
14,2017,1.3809,5.3894,4.1867,4.4819,Healthcare
14,2018,0.0939,4.9314,4.3251,6.4,Healthcare
14,2019,0.6542,3.8525,4.1912,6.14,Healthcare
15,2000,3.4193,8.0429,4.9136,6.0107,Technology
15,2001,3.3875,6.4377,6.1765,7.5456,Technology
15,2002,0.8825,3.3554,4.4948,5.2899,Technology
15,2003,2.7626,6.2574,4.7899,6.5753,Technology
15,2004,2.96,6.8667,5.2708,5.0881,Technology
15,2005,2.0914,5.198,5.2387,4.4712,Technology
15,2006,2.7608,5.5422,5.3982,5.4874,Technology
15,2007,2.7118,5.5075,5.835,5.1022,Technology
15,2008,1.1846,1.8713,5.155,5.1922,Technology
15,2009,2.2558,4.7197,5.2484,8.0976,Technology
15,2010,2.5691,4.6416,4.9651,5.5426,Technology
15,2011,3.0148,7.1452,5.4383,4.8068,Technology
15,2012,1.7131,5.5006,5.0755,6.0505,Technology
15,2013,2.2507,4.5536,5.0753,6.1876,Technology
15,2014,1.3785,4.8648,5.4203,3.8636,Technology
15,2015,2.252,6.5351,5.6169,5.4629,Technology
15,2016,1.5944,4.7231,4.3197,5.3904,Technology
15,2017,1.9622,3.9527,5.3473,5.6901,Technology
15,2018,2.509,4.5864,5.0949,7.306,Technology
15,2019,2.6031,6.411,5.582,6.246,Technology
16,2000,3.1065,5.7442,4.2083,8.2103,Finance
16,2001,2.6236,5.0664,4.8287,5.979,Finance
16,2002,3.7897,5.2873,4.0378,9.197,Finance
16,2003,0.7731,4.1604,3.4162,5.1706,Finance
16,2004,2.3891,4.7091,4.729,4.6148,Finance
16,2005,3.3086,4.005,3.9709,6.9851,Finance
16,2006,3.1222,4.5578,3.6762,8.4553,Finance
16,2007,3.6225,7.0193,4.3147,3.5182,Finance
16,2008,1.1798,3.3832,4.2127,5.6454,Finance
16,2009,1.7242,3.9669,4.6376,4.9006,Finance
16,2010,2.5569,3.1186,4.6653,6.2571,Finance
16,2011,2.8781,2.7936,4.3466,6.018,Finance
16,2012,2.3921,4.7198,3.9544,8.4217,Finance
16,2013,2.2762,4.0736,4.4231,5.8049,Finance
16,2014,4.1322,7.6425,4.3744,8.4746,Finance
16,2015,1.8612,4.5757,4.5359,5.4328,Finance
16,2016,3.7756,6.9341,3.9584,7.6677,Finance
16,2017,1.8818,6.452,4.1482,6.4116,Finance
16,2018,3.4142,4.6866,4.5121,9.1138,Finance
16,2019,2.9073,8.1652,4.8073,3.3414,Finance
17,2000,2.6336,5.4028,5.8539,3.9051,Manufacturing
17,2001,4.4814,7.2695,5.5003,9.2969,Manufacturing
17,2002,3.5886,7.0949,5.2725,4.6801,Manufacturing
17,2003,3.0075,5.622,5.629,4.7944,Manufacturing
17,2004,3.4723,6.1267,5.0309,4.4237,Manufacturing
17,2005,2.649,5.9361,5.1407,8.0672,Manufacturing
17,2006,2.3431,3.2836,6.0714,3.7438,Manufacturing
17,2007,2.6424,5.0859,5.6283,6.0404,Manufacturing
17,2008,3.8164,6.6114,5.3285,5.5219,Manufacturing
17,2009,4.35,7.2893,5.7992,7.8657,Manufacturing
17,2010,2.9616,3.919,5.9823,4.9854,Manufacturing
17,2011,4.1107,5.7932,5.2897,6.7475,Manufacturing
17,2012,3.2541,5.2263,5.2965,3.8918,Manufacturing
17,2013,3.4115,4.8232,5.2464,10.0931,Manufacturing
17,2014,3.1455,5.534,5.853,5.5687,Manufacturing
17,2015,3.4523,5.327,5.8569,6.0158,Manufacturing
17,2016,3.8429,5.8121,6.0219,8.9786,Manufacturing
17,2017,3.8971,7.1626,5.8709,4.944,Manufacturing
17,2018,2.5308,6.1762,4.8146,9.0013,Manufacturing
17,2019,3.965,5.4659,5.5799,5.2594,Manufacturing
18,2000,4.7329,7.7969,4.507,7.2091,Energy
18,2001,3.2592,6.6649,4.7252,4.9692,Energy
18,2002,2.9156,4.8614,4.9986,3.5591,Energy
18,2003,2.333,3.1743,5.2646,6.7463,Energy
18,2004,2.8784,3.5183,4.574,7.1518,Energy
18,2005,3.5741,6.3998,4.0005,3.6314,Energy
18,2006,4.1718,4.0545,5.0026,5.4473,Energy
18,2007,4.054,3.4879,5.9878,8.1614,Energy
18,2008,3.6877,3.8629,4.8492,7.0802,Energy
18,2009,2.7868,3.9689,4.9491,5.2886,Energy
18,2010,3.7184,6.276,5.6432,4.9245,Energy
18,2011,3.8958,4.7649,5.1665,9.5068,Energy
18,2012,2.4226,2.9414,5.0171,3.3955,Energy
18,2013,3.6242,5.0466,5.1072,5.8934,Energy
18,2014,3.3531,5.3334,5.0305,3.3635,Energy
18,2015,3.6452,4.281,4.4745,8.3667,Energy
18,2016,3.8418,6.7338,4.3938,5.9872,Energy
18,2017,3.8437,4.3686,5.6851,6.3207,Energy
18,2018,4.8704,6.6625,5.0039,10.984,Energy
18,2019,3.0851,5.8952,4.9704,4.9317,Energy
19,2000,4.5664,6.3899,6.6514,9.1474,Manufacturing
19,2001,3.0716,3.3522,7.0,5.2967,Manufacturing
19,2002,3.0618,5.1475,7.703,5.5797,Manufacturing
19,2003,4.1021,4.9208,6.8971,10.7487,Manufacturing
19,2004,3.2354,2.867,6.4523,5.71,Manufacturing
19,2005,3.2146,6.6576,6.6342,3.5261,Manufacturing
19,2006,2.8402,3.7739,7.1159,6.5075,Manufacturing
19,2007,3.1373,4.0856,6.4544,5.6891,Manufacturing
19,2008,3.6901,3.48,7.0284,6.6608,Manufacturing
19,2009,4.6663,6.0518,5.7592,5.7595,Manufacturing
19,2010,3.89,2.7111,6.5956,9.988,Manufacturing
19,2011,4.6884,5.9268,6.9388,7.0021,Manufacturing
19,2012,4.1221,6.5668,7.1956,4.0651,Manufacturing
19,2013,3.5347,5.8058,6.3601,6.2242,Manufacturing
19,2014,3.9778,6.0689,6.0864,4.5607,Manufacturing
19,2015,3.8786,6.1393,6.5832,5.5541,Manufacturing
19,2016,3.0928,3.5759,6.2374,4.3612,Manufacturing
19,2017,4.397,7.1521,6.6279,9.7928,Manufacturing
19,2018,3.5063,4.3099,6.6849,4.7555,Manufacturing
19,2019,3.6573,4.9004,6.1599,7.2376,Manufacturing
20,2000,2.1506,4.501,4.8968,5.4177,Manufacturing
20,2001,2.061,5.7373,4.5121,3.9149,Manufacturing
20,2002,1.9667,4.1929,5.0072,6.3558,Manufacturing
20,2003,2.4407,5.1004,3.8371,6.7212,Manufacturing
20,2004,1.5182,3.147,4.1681,7.0055,Manufacturing
20,2005,1.2708,6.747,4.7817,1.28,Manufacturing
20,2006,1.1752,6.0061,4.2554,3.7773,Manufacturing
20,2007,2.4137,4.5616,4.5092,7.7236,Manufacturing
20,2008,1.5236,4.2963,4.5753,4.3375,Manufacturing
20,2009,1.7007,5.9669,4.6383,6.3653,Manufacturing
20,2010,1.5488,3.9391,4.304,3.7356,Manufacturing
20,2011,2.4266,5.188,4.6347,7.3169,Manufacturing
20,2012,2.6693,6.7421,4.262,7.6763,Manufacturing
20,2013,2.2176,3.7831,4.8447,7.3174,Manufacturing
20,2014,3.3007,5.5529,4.5291,7.8586,Manufacturing
20,2015,3.4267,5.4736,4.637,8.815,Manufacturing
20,2016,2.1243,4.854,5.603,3.8867,Manufacturing
20,2017,1.6371,4.2443,4.1322,4.5804,Manufacturing
20,2018,3.1866,6.8222,5.1304,7.6156,Manufacturing
20,2019,2.1857,4.1036,3.5113,8.0344,Manufacturing
21,2000,2.612,2.2819,2.5435,4.7862,Finance
21,2001,3.9854,5.9608,2.8786,4.661,Finance
21,2002,2.3123,3.198,2.9039,4.826,Finance
21,2003,3.8449,6.0378,3.4564,3.1108,Finance
21,2004,4.429,7.0024,3.4908,3.7115,Finance
21,2005,3.5913,5.9446,3.2729,3.7549,Finance
21,2006,4.253,6.6071,3.3149,5.4706,Finance
21,2007,4.3786,8.0301,3.586,6.4875,Finance
21,2008,3.9035,6.4501,3.7082,6.7803,Finance
21,2009,3.9207,5.4959,2.8443,5.0846,Finance
21,2010,4.1208,7.4509,3.2301,5.1288,Finance
21,2011,3.839,7.6322,3.347,6.2226,Finance
21,2012,3.7849,7.6532,3.569,3.3072,Finance
21,2013,3.4025,4.2618,3.0658,7.727,Finance
21,2014,4.0279,2.969,3.3392,8.3137,Finance
21,2015,3.5841,4.1702,3.3869,4.874,Finance
21,2016,3.6269,6.0555,3.0931,5.2828,Finance
21,2017,3.9651,5.2387,3.0835,8.238,Finance
21,2018,4.4478,4.6903,3.4144,5.7785,Finance
21,2019,4.7786,5.8407,3.3227,7.0588,Finance
22,2000,1.8998,2.7938,4.6726,5.8339,Manufacturing
22,2001,4.0868,5.2118,4.0511,8.8014,Manufacturing
22,2002,3.6728,6.6777,4.3321,6.8821,Manufacturing
22,2003,3.8821,5.824,4.3807,6.9858,Manufacturing
22,2004,3.5532,6.0377,4.7979,7.0194,Manufacturing
22,2005,4.1922,7.3961,4.0962,5.0008,Manufacturing
22,2006,2.3897,4.9008,4.5662,5.1662,Manufacturing
22,2007,2.9119,4.0204,4.5735,7.3846,Manufacturing
22,2008,4.4149,6.7843,5.1309,6.2275,Manufacturing
22,2009,2.0377,6.7567,4.0695,3.8803,Manufacturing
22,2010,3.7869,5.8374,4.2095,9.3716,Manufacturing
22,2011,3.0257,4.7594,4.0974,7.7605,Manufacturing
22,2012,3.3251,5.0021,3.8045,6.0677,Manufacturing
22,2013,3.1333,3.0848,5.1783,5.5077,Manufacturing
22,2014,3.9259,6.6694,3.9758,6.3576,Manufacturing
22,2015,3.7854,6.6165,4.1459,6.9315,Manufacturing
22,2016,2.0919,3.0325,4.9987,2.3406,Manufacturing
22,2017,3.7547,6.3014,3.7711,9.8022,Manufacturing
22,2018,3.2396,5.6062,4.7749,4.5782,Manufacturing
22,2019,3.2619,3.467,3.9072,5.9966,Manufacturing
23,2000,2.12,3.191,4.2283,6.0628,Technology
23,2001,3.3014,5.5602,2.8616,9.5943,Technology
23,2002,2.588,4.4034,3.0282,5.8414,Technology
23,2003,4.6736,7.7299,3.5116,8.8593,Technology
23,2004,3.6967,6.4289,4.1183,6.7321,Technology
23,2005,3.4115,5.7105,3.7172,4.2686,Technology
23,2006,3.7308,5.7846,3.5953,6.2425,Technology
23,2007,3.9394,6.9963,4.268,5.7867,Technology
23,2008,2.6975,6.2698,4.5917,4.0487,Technology
23,2009,4.1746,5.7496,3.9985,6.6439,Technology
23,2010,3.19,3.5296,3.4804,6.0398,Technology
23,2011,4.4952,9.5929,3.5623,7.0016,Technology
23,2012,1.7306,3.3452,3.2142,6.348,Technology
23,2013,1.8802,4.5312,3.7699,4.828,Technology
23,2014,2.4284,2.5179,3.0778,7.383,Technology
23,2015,2.736,5.8082,3.9503,4.8761,Technology
23,2016,1.5018,5.2267,4.5318,0.4206,Technology
23,2017,2.6157,6.1479,4.0166,6.2316,Technology
23,2018,1.7641,2.3914,3.5419,5.0027,Technology
23,2019,3.7124,6.6694,3.9404,6.6878,Technology
24,2000,3.5599,3.7888,5.93,9.598,Technology
24,2001,3.3993,4.7765,5.9099,9.6499,Technology
24,2002,2.6547,6.3974,4.8802,5.7028,Technology
