region,year,price_index,log_price,inflation
Region_17,2000,128.42,4.855334,0.028641
Region_17,2001,134.14,4.898854,0.04352
Region_17,2002,138.15,4.928349,0.029495
Region_17,2003,140.96,4.948457,0.020108
Region_17,2004,147.29,4.992409,0.043952
Region_17,2005,152.4,5.026519,0.03411
Region_17,2006,155.22,5.044867,0.018348
Region_17,2007,159.44,5.071685,0.026817
Region_17,2008,162.66,5.091649,0.019965
Region_17,2009,165.1,5.106542,0.014893
Region_17,2010,171.49,5.144525,0.037983
Region_17,2011,179.89,5.19234,0.047815
Region_17,2012,182.56,5.207075,0.014735
Region_17,2013,188.94,5.241425,0.034351
Region_17,2014,193.18,5.26364,0.022214
Region_17,2015,197.85,5.287489,0.02385
Region_17,2016,202.41,5.310286,0.022797
Region_17,2017,206.51,5.330367,0.020081
Region_17,2018,212.63,5.359573,0.029206
Region_17,2019,217.02,5.379984,0.020411
Region_18,1990,100.0,4.60517,0.0
Region_18,1991,103.27,4.637372,0.032202
Region_18,1992,106.45,4.667687,0.030315
Region_18,1993,109.0,4.691316,0.023629
Region_18,1994,111.97,4.718253,0.026937
Region_18,1995,116.57,4.758512,0.040258
Region_18,1996,121.05,4.796225,0.037714
Region_18,1997,123.86,4.819154,0.022929
Region_18,1998,128.11,4.852852,0.033698
Region_18,1999,133.36,4.893071,0.040218
Region_18,2000,135.51,4.909081,0.016011
Region_18,2001,140.78,4.94722,0.038138
Region_18,2002,144.5,4.973298,0.026078
Region_18,2003,150.16,5.011708,0.038411
Region_18,2004,153.97,5.03678,0.025072
Region_18,2005,156.25,5.051436,0.014656
Region_18,2006,158.83,5.067865,0.016429
Region_18,2007,164.19,5.101051,0.033185
Region_18,2008,170.09,5.136352,0.035302
Region_18,2009,174.17,5.160014,0.023661
Region_18,2010,181.11,5.199104,0.03909
Region_18,2011,184.05,5.215194,0.016089
Region_18,2012,190.04,5.247237,0.032044
Region_18,2013,193.99,5.267832,0.020594
Region_18,2014,199.14,5.294018,0.026186
Region_18,2015,205.86,5.327197,0.033179
Region_18,2016,210.88,5.351297,0.0241
Region_18,2017,217.06,5.380156,0.028859
Region_18,2018,226.54,5.422924,0.042767
Region_18,2019,232.73,5.449859,0.026936
Region_19,1990,100.0,4.60517,0.0
Region_19,1991,102.74,4.63223,0.02706
Region_19,1992,107.33,4.675885,0.043655
Region_19,1993,113.14,4.728658,0.052773
Region_19,1994,114.7,4.742298,0.01364
Region_19,1995,118.24,4.772686,0.030388
Region_19,1996,123.57,4.816814,0.044128
Region_19,1997,128.14,4.85314,0.036326
Region_19,1998,133.65,4.895209,0.042068
Region_19,1999,138.04,4.927526,0.032317
Region_19,2000,143.56,4.966748,0.039223
Region_19,2001,148.94,5.003549,0.0368
Region_19,2002,156.58,5.053583,0.050035
Region_19,2003,163.12,5.094484,0.040901
Region_19,2004,170.07,5.136217,0.041733
Region_19,2005,175.99,5.170456,0.034238
Region_19,2006,181.99,5.203936,0.033481
Region_19,2007,188.29,5.237968,0.034031
Region_19,2008,196.42,5.280269,0.042301
Region_19,2009,203.25,5.314416,0.034147
Region_19,2010,211.81,5.355671,0.041255
Region_19,2011,224.7,5.414782,0.059111
Region_19,2012,235.53,5.46185,0.047068
Region_19,2013,243.95,5.496947,0.035097
Region_19,2014,256.55,5.547316,0.050369
Region_19,2015,265.49,5.581592,0.034276
Region_19,2016,270.31,5.599568,0.017976
Region_19,2017,278.06,5.627844,0.028276
Region_19,2018,283.58,5.647493,0.019649
Region_19,2019,293.63,5.682334,0.034842
Region_20,1990,100.0,4.60517,0.0
Region_20,1991,104.81,4.652119,0.046949
Region_20,1992,108.37,4.685572,0.033453
Region_20,1993,111.45,4.713565,0.027993
Region_20,1994,115.82,4.752044,0.038478
Region_20,1995,116.76,4.760116,0.008073
Region_20,1996,120.62,4.792657,0.03254
Region_20,1997,125.28,4.83055,0.037893
Region_20,1998,127.22,4.845948,0.015398
Region_20,1999,132.63,4.88757,0.041622
Region_20,2000,137.16,4.921139,0.033569
Region_20,2001,140.78,4.94717,0.026031
Region_20,2002,146.01,4.983682,0.036512
Region_20,2003,153.94,5.036573,0.052891
Region_20,2004,158.95,5.068576,0.032003
Region_20,2005,164.23,5.101242,0.032666
Region_20,2006,168.48,5.126833,0.025591
Region_20,2007,172.18,5.148519,0.021686
Region_20,2008,178.93,5.187006,0.038488
Region_20,2009,182.84,5.20863,0.021623
Region_20,2010,188.58,5.23953,0.0309
Region_20,2011,193.43,5.264937,0.025408
Region_20,2012,200.32,5.299911,0.034974
Region_20,2013,207.15,5.333432,0.033521
Region_20,2014,215.72,5.373991,0.04056
Region_20,2015,221.2,5.399076,0.025084
Region_20,2016,227.37,5.426561,0.027485
Region_20,2017,232.05,5.446957,0.020397
Region_20,2018,238.1,5.472699,0.025741
Region_20,2019,246.33,5.506656,0.033957
Region_21,1990,100.0,4.60517,0.0
Region_21,1991,102.88,4.633518,0.028348
Region_21,1992,107.75,4.679784,0.046266
Region_21,1993,113.4,4.730911,0.051126
Region_21,1994,118.23,4.772615,0.041704
Region_21,1995,125.08,4.828953,0.056338
Region_21,1996,128.87,4.858785,0.029832
Region_21,1997,132.15,4.883908,0.025123
Region_21,1998,134.79,4.903691,0.019783
Region_21,1999,142.06,4.956221,0.05253
Region_21,2000,148.46,5.000335,0.044114
Region_21,2001,154.06,5.037349,0.037014
Region_21,2002,160.41,5.077718,0.04037
Region_21,2003,164.68,5.104033,0.026315
Region_21,2004,175.22,5.166061,0.062027
Region_21,2005,182.17,5.204923,0.038862
Region_21,2006,189.35,5.243587,0.038664
Region_21,2007,198.03,5.288414,0.044828
Region_21,2008,206.6,5.330794,0.04238
Region_21,2009,214.99,5.370603,0.039809
Region_21,2010,221.47,5.400268,0.029665
Region_21,2011,231.03,5.442553,0.042285
Region_21,2012,244.43,5.498943,0.05639
Region_21,2013,257.23,5.549967,0.051024
Region_21,2014,271.37,5.603468,0.053502
Region_21,2015,280.32,5.635926,0.032458
Region_21,2016,288.18,5.6636,0.027674
Region_21,2017,298.84,5.699912,0.036312
Region_21,2018,310.46,5.738039,0.038127
Region_21,2019,325.89,5.786551,0.048512
Region_22,1990,100.0,4.60517,0.0
Region_22,1991,102.88,4.633541,0.028371
Region_22,1992,104.07,4.645036,0.011495
Region_22,1993,104.99,4.653843,0.008807
Region_22,1994,105.3,4.656797,0.002954
