idcode,year,ln_wage,experience,tenure,education,union,married,hours,industry
5,1970,1.1245,1.51,0.1,9,1,1,35.1,1
5,1972,1.0398,4.66,0.1,9,0,0,34.9,1
5,1974,0.9804,5.84,2.25,9,0,0,40.2,1
5,1976,0.8152,5.92,2.42,9,0,1,46.5,1
5,1978,1.2961,7.99,2.28,9,1,0,44.6,1
5,1980,1.1904,8.64,3.5,9,0,0,37.3,1
5,1982,1.3263,10.27,6.03,9,0,0,44.3,1
5,1984,1.0539,13.49,1.18,9,0,0,42.6,1
5,1986,1.4394,13.07,4.04,9,1,0,40.3,1
5,1988,1.7223,15.1,4.29,9,0,0,37.0,1
5,1990,1.3348,13.85,4.4,9,1,1,41.6,1
5,1992,1.5702,16.53,4.41,9,0,1,35.0,1
5,1994,1.4906,17.59,6.92,9,0,1,41.8,1
5,1996,1.5551,18.81,7.06,9,1,1,30.3,1
6,1968,1.379,1.71,3.13,12,0,1,38.0,2
6,1970,1.4059,6.78,1.27,12,0,1,33.4,2
6,1972,1.6977,7.15,2.29,12,1,0,46.2,2
6,1974,1.1816,4.73,4.57,12,0,1,29.7,2
6,1976,1.2561,8.4,1.06,12,0,0,39.6,2
6,1978,1.3118,7.7,4.82,12,0,0,32.0,2
6,1980,1.3539,9.64,1.69,12,0,0,35.1,2
6,1982,1.5473,8.83,2.92,12,0,0,44.5,2
6,1984,1.5313,11.71,3.76,12,1,0,36.6,2
6,1986,1.7762,13.21,3.35,12,0,0,40.1,2
6,1988,2.0086,12.09,7.15,12,1,0,29.1,2
6,1990,1.7877,15.7,4.11,12,0,1,39.2,2
6,1992,1.8076,18.76,5.41,12,0,0,38.4,2
6,1994,1.7056,17.64,6.64,12,0,1,41.8,2
6,1996,1.9995,19.17,5.28,12,0,1,37.3,2
7,1968,1.2656,4.18,0.51,11,0,1,32.5,10
7,1970,1.2364,1.62,0.76,11,1,0,38.6,10
7,1972,1.3038,6.28,1.72,11,0,1,47.6,10
7,1974,1.4612,5.2,2.65,11,0,1,32.2,10
7,1976,1.1221,8.28,1.22,11,0,1,39.4,10
7,1978,1.2994,8.74,2.94,11,0,0,44.5,10
7,1980,1.6608,7.35,3.67,11,0,1,40.6,10
7,1982,1.6184,9.93,3.36,11,1,1,46.6,10
7,1984,1.476,15.48,1.68,11,0,0,46.2,10
7,1986,1.887,12.09,1.98,11,0,0,40.6,10
7,1988,1.7133,15.89,6.35,11,0,0,40.8,10
7,1990,1.4491,15.26,3.98,11,0,0,38.6,10
7,1992,2.0293,17.83,7.69,11,0,1,43.7,10
7,1994,1.879,18.34,6.6,11,1,1,39.4,10
7,1996,2.0415,20.61,5.7,11,1,1,49.2,10
8,1968,0.9005,0.5,0.95,13,1,0,29.8,2
8,1970,0.7898,2.18,0.1,13,1,1,50.6,2
8,1972,0.8571,3.9,0.1,13,1,1,41.4,2
8,1974,1.1032,5.79,2.22,13,1,0,31.8,2
8,1976,1.2548,4.8,1.86,13,1,0,31.7,2
8,1978,1.0294,5.34,2.14,13,1,0,35.6,2
8,1980,0.8213,7.81,2.77,13,0,0,48.0,2
8,1982,0.857,10.97,4.78,13,0,0,27.3,2
8,1984,0.8365,10.47,0.56,13,0,1,37.5,2
8,1986,1.348,10.65,5.22,13,0,0,37.6,2
8,1988,1.2932,15.51,4.79,13,0,1,33.8,2
8,1990,1.2572,14.9,5.43,13,0,1,43.5,2
8,1992,1.1155,14.84,4.21,13,0,1,39.5,2
8,1994,1.5618,17.83,5.89,13,0,1,35.9,2
8,1996,1.6282,20.63,4.11,13,0,0,47.0,2
9,1968,1.2474,3.36,0.1,13,0,1,40.2,3
9,1970,1.2216,4.09,2.36,13,0,0,48.2,3
9,1972,1.3714,4.99,1.78,13,1,1,39.1,3
9,1974,1.3842,7.29,1.56,13,1,1,42.1,3
9,1976,1.3377,7.0,2.37,13,1,1,34.9,3
9,1978,1.213,6.2,3.18,13,0,0,38.1,3
9,1980,1.4057,10.19,3.54,13,1,1,39.9,3
9,1982,1.4995,8.65,3.56,13,1,0,41.1,3
9,1984,1.3668,12.3,1.87,13,0,0,35.2,3
9,1986,1.4675,13.54,2.39,13,0,0,39.7,3
9,1988,1.6358,14.89,3.88,13,0,1,37.6,3
9,1990,1.3926,13.76,5.29,13,0,1,35.3,3
9,1992,1.582,15.7,4.37,13,0,1,51.3,3
9,1994,1.7583,13.99,5.34,13,1,1,41.2,3
9,1996,1.6593,18.89,7.29,13,0,1,31.0,3
10,1968,1.0227,3.5,0.55,9,0,1,46.9,8
10,1970,1.153,3.89,0.17,9,0,1,41.6,8
10,1972,1.0684,4.22,4.93,9,0,1,39.1,8
10,1974,1.272,5.0,1.55,9,1,1,35.0,8
10,1976,1.3427,8.28,7.04,9,0,0,41.1,8
10,1978,1.0308,7.58,2.07,9,0,1,48.9,8
10,1980,1.202,9.64,2.51,9,0,0,45.7,8
10,1982,1.0775,7.31,6.18,9,0,1,31.3,8
10,1984,1.189,9.43,5.65,9,1,0,37.0,8
10,1986,1.0065,13.41,2.44,9,0,0,41.3,8
10,1988,1.7037,15.44,6.7,9,0,0,39.1,8
10,1990,1.0891,12.81,1.5,9,0,1,45.5,8
10,1992,1.7315,17.05,4.19,9,0,1,35.8,8
10,1994,1.2947,17.32,5.87,9,0,1,39.7,8
10,1996,1.5088,18.57,3.84,9,1,1,32.8,8
11,1968,1.4732,5.3,0.1,12,0,0,41.9,6
11,1970,1.1557,3.91,0.1,12,0,1,35.0,6
11,1972,1.511,4.89,0.1,12,0,0,37.7,6
11,1974,1.7282,7.49,2.55,12,0,1,43.3,6
11,1976,1.9495,7.74,3.51,12,0,1,41.4,6
11,1978,1.9125,10.01,1.58,12,0,0,43.7,6
11,1980,1.8397,10.0,5.08,12,0,0,34.1,6
11,1982,2.0502,11.29,4.54,12,1,1,44.8,6
11,1984,1.7899,13.6,2.45,12,0,0,46.4,6
11,1986,1.9529,12.16,3.96,12,1,1,46.1,6
11,1988,1.8542,13.53,3.75,12,0,0,35.6,6
11,1990,2.0103,16.21,3.78,12,0,1,37.1,6
11,1992,2.1853,17.03,5.74,12,1,1,40.3,6
11,1994,2.1442,18.53,5.38,12,0,0,47.3,6
11,1996,2.2362,18.72,3.71,12,0,0,41.6,6
12,1968,0.8051,0.5,0.1,9,0,0,35.6,8
12,1970,0.9361,1.55,2.78,9,0,0,42.6,8
12,1972,0.8282,6.1,2.34,9,0,1,33.4,8
12,1974,1.0027,5.82,4.21,9,0,0,32.5,8
12,1976,1.0604,4.61,2.68,9,1,0,33.4,8
12,1978,0.7379,6.55,2.63,9,0,0,37.3,8
12,1980,1.0159,10.06,2.46,9,0,1,36.7,8
12,1982,1.043,11.88,3.42,9,0,1,37.4,8
12,1984,1.2388,10.29,5.98,9,0,0,36.6,8
12,1986,1.188,13.8,3.69,9,0,0,38.2,8
12,1988,1.2797,12.82,2.78,9,0,0,50.8,8
12,1990,1.2942,15.01,7.8,9,0,0,36.7,8
12,1992,1.5863,17.22,6.52,9,0,1,39.0,8
12,1994,1.5765,17.31,6.38,9,0,1,32.3,8
12,1996,1.5996,19.25,8.89,9,1,1,47.5,8
13,1968,-0.0886,0.5,1.09,10,0,0,44.4,9
13,1970,-0.3226,0.64,0.28,10,0,0,44.8,9
13,1972,0.1282,0.5,1.78,10,0,0,33.7,9
13,1974,0.0386,3.91,2.39,10,0,0,38.4,9
13,1976,0.2587,4.92,3.02,10,0,1,47.4,9
13,1978,0.2718,4.22,2.17,10,1,1,33.9,9
13,1980,0.3145,3.64,4.07,10,0,0,38.4,9
13,1982,0.0249,5.69,3.1,10,0,1,40.6,9
13,1984,0.621,9.11,1.98,10,1,1,42.1,9
13,1986,0.25,10.47,3.43,10,0,1,41.2,9
13,1988,0.3841,10.89,2.67,10,0,0,37.4,9
13,1990,0.5113,11.23,4.61,10,0,1,34.4,9
13,1992,0.4884,12.12,7.95,10,0,1,43.8,9
13,1994,0.6392,15.6,7.53,10,0,1,30.3,9
13,1996,0.6019,15.28,8.36,10,1,1,29.1,9
14,1968,0.6333,1.62,0.1,11,0,1,40.8,1
14,1970,0.6793,3.21,0.1,11,0,1,41.3,1
14,1972,0.6889,1.15,0.1,11,0,0,36.8,1
14,1974,0.7722,3.51,0.31,11,0,0,38.1,1
14,1976,0.7607,4.98,2.4,11,0,0,44.9,1
14,1978,1.013,5.42,1.66,11,0,0,36.2,1
14,1980,1.0536,6.35,2.12,11,0,1,41.0,1
14,1982,1.0274,10.95,3.76,11,0,1,34.8,1
14,1984,1.1481,8.94,3.56,11,0,1,42.1,1
14,1986,1.1239,12.04,4.44,11,1,0,35.1,1
14,1988,1.2257,12.66,4.47,11,0,1,51.6,1
14,1990,1.242,13.01,6.07,11,0,1,42.4,1
14,1992,1.3352,14.33,5.41,11,1,1,31.8,1
14,1994,1.2931,19.66,1.95,11,0,0,28.9,1
14,1996,1.2753,18.74,4.08,11,0,0,41.1,1
15,1968,1.0762,0.95,0.78,12,0,0,40.1,8
15,1970,1.0115,2.77,0.1,12,0,1,36.9,8
15,1972,0.9542,0.64,0.1,12,0,1,40.0,8
15,1974,0.8358,4.56,0.1,12,0,1,45.3,8
15,1976,0.7939,6.04,0.1,12,0,1,37.1,8
15,1978,1.133,6.25,3.85,12,0,1,32.6,8
15,1980,1.2701,9.97,6.15,12,0,0,41.2,8
15,1982,1.3746,9.38,2.24,12,0,1,44.8,8
15,1984,1.3515,11.6,3.87,12,0,1,40.7,8
15,1986,1.3758,10.69,4.31,12,0,1,35.2,8
15,1988,1.402,12.47,2.59,12,0,0,36.1,8
15,1990,1.4243,16.16,4.86,12,1,0,39.4,8
15,1992,1.1937,14.82,2.76,12,0,1,41.9,8
15,1994,1.4192,17.99,7.63,12,0,1,37.7,8
15,1996,1.315,18.03,5.65,12,0,0,42.0,8
16,1968,0.8369,0.5,1.48,10,0,0,41.2,3
16,1970,1.0669,3.73,0.26,10,0,1,44.0,3
16,1972,1.1382,6.63,0.92,10,1,0,39.2,3
16,1974,1.0176,3.94,0.99,10,0,1,37.1,3
16,1976,1.0938,7.25,1.24,10,0,1,33.3,3
16,1978,1.429,8.94,1.44,10,0,1,32.3,3
16,1980,1.1904,9.91,4.15,10,0,1,27.5,3
16,1982,1.241,11.33,1.21,10,0,1,36.1,3
16,1984,1.3052,11.69,4.15,10,1,1,38.0,3
16,1986,1.3723,12.9,4.61,10,0,1,41.5,3
16,1988,1.5807,14.02,5.82,10,0,0,37.4,3
16,1990,1.3281,13.02,4.6,10,0,1,41.8,3
16,1992,1.68,15.96,5.03,10,0,0,34.5,3
16,1994,1.6677,16.75,6.58,10,0,0,42.8,3
16,1996,1.7833,19.47,5.73,10,1,1,43.6,3
17,1968,1.2139,3.72,1.45,14,1,0,37.5,2
17,1970,1.1319,2.17,3.49,14,0,1,37.8,2
17,1972,1.141,4.31,1.52,14,0,0,37.8,2
17,1974,1.382,5.62,3.31,14,0,0,33.7,2
17,1976,1.0666,7.16,0.1,14,0,0,38.8,2
17,1978,1.6766,12.22,2.33,14,0,0,36.5,2
17,1980,1.503,8.84,1.13,14,1,1,39.6,2
17,1982,1.8109,9.78,4.01,14,0,0,35.9,2
17,1984,1.3535,13.51,4.53,14,0,0,28.3,2
17,1986,1.5361,13.8,6.27,14,0,1,36.7,2
17,1988,1.6061,14.15,5.62,14,0,1,34.1,2
17,1990,1.7359,17.27,5.0,14,0,0,36.9,2
17,1992,1.634,15.3,3.66,14,0,1,37.1,2
17,1994,1.9532,16.41,7.73,14,1,1,38.5,2
17,1996,1.8652,18.62,7.54,14,0,1,36.4,2
18,1968,1.3317,2.64,0.1,12,0,1,36.7,6
18,1970,1.4269,2.91,0.54,12,0,0,39.2,6
18,1972,1.2289,5.45,3.35,12,0,0,43.5,6
18,1974,1.6918,8.04,3.08,12,0,0,45.5,6
18,1976,1.4593,5.12,3.16,12,0,0,41.5,6
18,1978,1.5233,8.3,0.1,12,0,1,35.9,6
18,1980,1.4693,8.86,2.26,12,0,1,40.1,6
18,1982,1.6101,12.62,4.58,12,0,1,47.9,6
18,1984,1.4727,10.35,0.35,12,0,1,31.8,6
18,1986,1.8759,14.33,4.5,12,0,1,33.3,6
18,1988,1.9601,14.07,4.64,12,0,1,43.5,6
18,1990,1.4994,14.1,4.47,12,0,1,44.5,6
18,1992,1.6773,15.95,4.48,12,0,1,38.9,6
18,1994,2.0897,16.92,8.5,12,1,1,41.2,6
18,1996,2.0848,22.11,5.69,12,1,1,36.4,6
19,1968,0.8388,1.18,2.1,10,0,0,40.7,10
19,1970,0.8381,1.28,0.13,10,0,0,28.9,10
19,1972,1.0955,5.61,1.06,10,1,0,49.4,10
19,1974,0.7837,3.45,1.92,10,0,0,42.1,10
19,1976,0.8012,5.55,1.39,10,0,0,36.3,10
19,1978,0.8194,7.12,0.7,10,0,1,40.9,10
19,1980,1.1076,7.43,5.21,10,1,1,44.2,10
19,1982,1.1989,9.41,4.58,10,1,0,36.9,10
19,1984,0.971,12.62,7.41,10,0,0,37.5,10
19,1986,0.952,9.9,4.33,10,0,1,38.7,10
19,1988,1.2433,14.12,6.37,10,0,0,43.4,10
19,1990,1.1003,15.26,8.07,10,0,0,31.4,10
19,1992,0.9706,17.59,5.39,10,0,1,36.9,10
19,1994,1.3714,15.38,5.31,10,0,1,41.9,10
19,1996,1.2498,18.66,7.15,10,1,1,38.0,10
20,1968,0.9131,2.33,0.1,10,0,0,31.6,5
20,1970,1.0151,4.43,0.15,10,0,0,44.4,5
20,1972,1.3295,0.5,1.9,10,1,1,32.2,5
20,1974,1.2326,5.47,1.26,10,0,0,39.0,5
20,1976,1.1572,7.11,1.37,10,0,1,44.6,5
20,1978,1.5733,9.95,3.63,10,0,0,34.3,5
20,1980,1.3846,10.56,3.27,10,0,1,41.2,5
20,1982,1.4852,9.48,4.1,10,1,0,36.0,5
20,1984,1.1211,11.67,4.28,10,0,0,43.5,5
20,1986,1.6207,13.42,4.21,10,1,0,45.8,5
20,1988,1.4039,12.81,3.65,10,0,0,40.0,5
20,1990,1.5317,16.65,5.62,10,0,1,40.0,5
20,1992,1.2774,13.09,4.18,10,1,1,43.6,5
20,1994,1.5436,16.37,6.89,10,1,0,36.7,5
20,1996,1.8591,17.71,6.77,10,1,1,42.4,5
21,1968,0.7261,0.5,1.17,11,0,0,38.6,7
21,1970,0.7114,4.73,0.97,11,1,0,43.3,7
21,1972,0.9257,3.05,4.73,11,1,1,48.7,7
21,1974,1.0289,3.37,2.76,11,0,0,40.4,7
21,1976,1.0153,5.38,1.35,11,0,0,38.2,7
21,1978,1.0127,8.82,2.27,11,1,0,39.9,7
21,1980,1.2049,7.76,0.93,11,1,0,46.6,7
21,1982,1.3391,11.23,3.36,11,0,1,41.9,7
21,1984,1.1845,10.74,3.87,11,0,0,47.5,7
21,1986,1.5811,12.36,5.06,11,0,1,44.7,7
21,1988,1.3425,12.33,6.24,11,1,0,45.8,7
21,1990,1.2126,14.67,5.29,11,0,0,38.0,7
21,1992,1.3838,16.91,3.91,11,1,0,45.5,7
21,1994,1.3407,18.11,6.58,11,1,1,36.8,7
21,1996,1.5131,17.92,6.48,11,0,0,43.3,7
22,1968,1.9878,2.73,2.07,11,1,1,43.0,3
22,1970,1.6497,4.16,3.6,11,0,0,34.1,3
22,1972,1.822,5.59,3.45,11,0,1,36.4,3
22,1974,1.5579,6.14,0.89,11,0,1,41.3,3
22,1976,2.2558,8.31,2.8,11,1,1,37.4,3
22,1978,2.1275,10.44,2.16,11,0,0,42.5,3
22,1980,2.0078,8.88,3.64,11,0,1,35.2,3
22,1982,2.0317,12.55,0.5,11,0,1,48.4,3
22,1984,2.0635,14.06,0.1,11,0,0,43.3,3
22,1986,2.236,12.63,2.96,11,0,1,38.8,3
22,1988,1.9964,16.68,7.13,11,1,0,40.5,3
22,1990,2.6382,16.39,5.81,11,1,1,38.5,3
22,1992,2.167,18.55,5.05,11,0,1,36.5,3
22,1994,2.4716,18.18,7.55,11,0,1,42.3,3
22,1996,2.1995,19.54,6.92,11,0,1,34.6,3
23,1968,1.2781,1.96,1.99,16,0,0,40.8,6
23,1970,1.7021,2.05,0.51,16,1,0,39.5,6
23,1972,1.4362,4.82,1.09,16,0,1,36.6,6
23,1974,1.5574,5.65,2.96,16,0,1,35.3,6
23,1976,1.8433,9.27,0.1,16,0,1,36.0,6
23,1978,1.5317,10.56,0.62,16,0,0,43.6,6
23,1980,1.451,8.52,3.29,16,0,1,39.6,6
23,1982,1.8062,9.46,2.52,16,0,1,41.6,6
23,1984,1.9125,13.8,3.31,16,0,1,46.7,6
23,1986,2.1026,13.55,5.32,16,0,1,43.7,6
23,1988,2.0113,13.07,5.66,16,1,0,47.9,6
23,1990,1.7816,12.86,5.98,16,0,0,42.9,6
23,1992,2.2661,17.41,6.43,16,0,0,39.2,6
23,1994,2.2535,17.08,5.85,16,0,1,46.3,6
23,1996,2.1289,20.1,6.48,16,0,1,34.5,6
24,1968,1.1668,5.64,0.1,12,0,1,35.4,10
24,1970,1.2192,2.5,0.1,12,0,0,43.8,10
24,1972,1.0907,3.03,0.68,12,0,1,36.8,10
24,1974,1.2399,6.73,0.67,12,0,1,43.5,10
24,1976,1.0727,5.6,0.1,12,1,1,36.4,10
24,1978,1.3126,8.26,2.93,12,1,1,42.4,10
24,1980,1.0545,7.71,5.87,12,0,1,42.0,10
24,1982,1.3204,8.76,4.53,12,1,1,42.0,10
24,1984,1.2301,11.64,7.73,12,0,0,38.7,10
24,1986,1.592,13.72,3.19,12,0,1,38.3,10
24,1988,1.6937,13.96,3.67,12,1,0,44.5,10
24,1990,1.8835,14.66,6.91,12,0,1,54.8,10
24,1992,1.3982,15.51,5.74,12,0,1,41.9,10
24,1994,1.5984,18.76,5.3,12,0,1,37.7,10
24,1996,1.7297,20.8,5.18,12,1,0,35.1,10
25,1968,2.2985,5.14,2.15,15,0,0,41.7,1
25,1970,2.2547,8.43,0.92,15,0,0,34.9,1
25,1972,2.2485,6.45,0.1,15,0,1,37.0,1
25,1974,2.1231,7.16,0.1,15,0,0,45.1,1
25,1976,2.385,9.56,3.53,15,0,1,36.9,1
25,1978,2.5747,11.58,4.58,15,0,1,38.2,1
25,1980,2.6375,9.65,6.6,15,0,0,37.6,1
25,1982,2.6746,13.02,4.75,15,0,1,29.8,1
25,1984,2.1369,14.85,0.93,15,0,1,42.5,1
25,1986,2.781,18.14,2.98,15,1,0,54.9,1
25,1988,2.2741,12.88,2.13,15,1,1,35.0,1
25,1990,2.8976,16.94,7.12,15,0,1,34.6,1
25,1992,2.9915,18.05,5.68,15,0,1,33.3,1
25,1994,2.931,20.09,4.51,15,1,0,38.6,1
25,1996,2.768,22.23,5.22,15,0,0,35.9,1
26,1968,1.3984,0.5,0.48,15,1,0,36.1,4
26,1970,0.8763,1.75,0.1,15,0,0,42.3,4
26,1972,1.7817,5.66,1.62,15,1,0,42.9,4
26,1974,1.3509,6.17,2.56,15,0,1,34.0,4
26,1976,1.3562,8.67,2.74,15,0,0,41.4,4
26,1978,1.5918,10.39,1.8,15,1,1,51.3,4
26,1980,1.4315,8.76,3.68,15,1,1,35.9,4
26,1982,1.417,6.83,3.39,15,0,0,32.2,4
26,1984,1.428,12.29,2.8,15,0,0,47.5,4
26,1986,1.3098,10.12,2.74,15,0,1,23.9,4
26,1988,1.4945,13.45,2.88,15,0,1,34.4,4
26,1990,1.9538,16.03,4.34,15,1,1,52.0,4
26,1992,1.7326,17.56,3.22,15,1,1,38.0,4
26,1994,2.0212,16.83,2.1,15,1,1,35.4,4
26,1996,1.7483,17.43,5.12,15,0,1,28.7,4
27,1968,1.4081,4.81,0.1,13,0,1,45.0,10
27,1970,1.4372,0.5,1.02,13,0,1,40.9,10
27,1972,1.5328,7.27,0.74,13,0,1,41.9,10
27,1974,1.5845,6.14,1.13,13,0,0,36.4,10
27,1976,1.5037,5.0,0.49,13,0,1,42.8,10
27,1978,1.6556,6.83,2.51,13,0,0,48.7,10
27,1980,1.8035,10.58,2.9,13,0,0,38.2,10
27,1982,1.724,9.79,2.88,13,0,0,47.3,10
27,1984,2.0135,13.09,5.45,13,1,0,48.3,10
27,1986,2.0232,14.17,4.18,13,0,1,38.1,10
27,1988,1.9122,14.54,1.5,13,0,1,45.1,10
27,1990,2.2408,16.85,8.78,13,0,0,39.4,10
27,1992,1.9425,14.99,7.16,13,1,1,40.1,10
27,1994,2.2853,15.92,7.92,13,0,1,35.1,10
27,1996,1.9651,19.44,4.08,13,0,1,35.1,10
28,1968,1.8128,7.73,2.98,13,1,1,36.8,6
28,1970,1.6584,3.57,1.68,13,0,0,40.5,6
28,1972,2.0199,5.86,2.71,13,1,0,44.6,6
28,1974,1.8149,6.45,2.16,13,1,1,36.7,6
28,1976,2.1049,10.03,1.99,13,0,1,43.3,6
28,1978,1.6789,9.88,2.46,13,0,0,38.6,6
28,1980,2.0305,9.35,1.16,13,0,1,37.5,6
28,1982,2.134,11.93,4.34,13,1,0,39.0,6
28,1984,1.6796,10.05,1.05,13,1,0,22.6,6
28,1986,1.9318,12.4,4.85,13,0,1,36.4,6
28,1988,2.2264,18.54,5.77,13,1,1,45.3,6
28,1990,2.094,15.91,4.94,13,0,1,40.8,6
28,1992,2.1375,17.09,7.38,13,0,1,35.7,6
28,1994,2.2565,16.51,4.32,13,0,1,44.2,6
28,1996,2.3789,21.9,4.61,13,0,1,48.9,6
29,1968,1.374,4.45,0.55,10,0,0,45.6,11
29,1970,1.2872,3.66,0.1,10,0,1,31.0,11
29,1972,1.7509,6.23,2.49,10,0,0,31.6,11
29,1974,1.4744,7.65,4.82,10,0,0,42.1,11
29,1976,1.5775,7.99,0.1,10,0,1,44.8,11
29,1978,1.1636,8.13,0.4,10,0,1,36.5,11
29,1980,1.7528,9.98,2.2,10,1,0,37.6,11
29,1982,1.8651,10.51,4.92,10,1,1,36.2,11
29,1984,1.7238,12.64,2.86,10,0,1,43.0,11
29,1986,1.6376,12.41,2.92,10,0,0,40.8,11
29,1988,2.0127,13.94,5.71,10,0,1,47.2,11
29,1990,2.0308,16.29,4.17,10,0,1,50.5,11
29,1992,2.2061,18.53,5.07,10,0,1,45.0,11
29,1994,1.9313,17.11,2.25,10,0,1,37.1,11
29,1996,1.9323,17.91,5.66,10,0,1,36.1,11
30,1968,1.1016,2.36,0.69,13,0,1,37.2,9
30,1970,1.5353,5.25,3.32,13,1,1,32.1,9
30,1972,1.5368,5.1,0.33,13,1,0,43.1,9
30,1974,1.5446,5.27,1.32,13,0,0,39.4,9
30,1976,1.6776,9.43,1.11,13,1,1,35.6,9
30,1978,1.5668,8.45,3.26,13,0,1,34.4,9
30,1980,1.5694,9.86,0.84,13,0,0,37.7,9
30,1982,1.5938,8.39,3.9,13,0,0,34.0,9
30,1984,1.6865,11.94,5.95,13,0,0,39.6,9
30,1986,1.3111,11.27,1.4,13,0,0,35.6,9
30,1988,1.8914,14.38,4.1,13,1,1,41.3,9
30,1990,1.6716,12.8,3.56,13,1,0,44.3,9
30,1992,1.8733,17.95,5.29,13,1,1,42.9,9
30,1994,1.8353,15.76,4.6,13,0,1,34.5,9
30,1996,1.8954,16.02,6.24,13,0,1,41.5,9
31,1968,0.5212,0.5,1.27,10,0,0,45.1,11
31,1970,0.9248,3.48,1.26,10,1,0,34.6,11
31,1972,0.8384,2.92,1.06,10,0,1,36.7,11
31,1974,0.8187,2.55,2.47,10,1,0,46.6,11
31,1976,1.1652,7.67,2.59,10,1,1,45.0,11
31,1978,0.8123,7.94,3.98,10,0,0,42.2,11
31,1980,0.7891,4.67,2.7,10,0,0,36.4,11
31,1982,1.1092,9.37,4.29,10,0,1,40.2,11
31,1984,1.2141,13.5,3.97,10,0,1,49.0,11
31,1986,1.5663,12.55,3.94,10,1,1,37.2,11
31,1988,0.9691,12.26,2.19,10,0,1,46.2,11
31,1990,1.6533,15.96,7.99,10,0,1,33.8,11
31,1992,1.3004,13.25,4.7,10,1,0,35.1,11
31,1994,1.7038,20.28,5.32,10,1,1,41.9,11
31,1996,1.6953,16.98,6.9,10,0,1,42.3,11
32,1968,1.0009,3.42,3.59,11,1,0,36.9,1
