property_id,year,price,sqft,bedrooms,age,distance_cbd,latitude,longitude
15,2017,714285.9,3856.0,3,8,4.49,40.742978,-73.987088
15,2018,722956.22,3856.0,3,9,4.49,40.742978,-73.987088
15,2019,717592.42,3856.0,3,10,4.49,40.742978,-73.987088
16,2015,385358.03,1961.0,1,26,4.68,40.722395,-73.958944
16,2016,370605.61,1961.0,1,27,4.68,40.722395,-73.958944
16,2017,374001.89,1961.0,1,28,4.68,40.722395,-73.958944
16,2018,389451.56,1961.0,1,29,4.68,40.722395,-73.958944
16,2019,349658.68,1961.0,1,30,4.68,40.722395,-73.958944
17,2015,832178.56,4470.0,3,9,0.34,40.703191,-74.001062
17,2016,853633.7,4470.0,3,10,0.34,40.703191,-74.001062
17,2017,827268.9,4470.0,3,11,0.34,40.703191,-74.001062
17,2018,810470.25,4470.0,3,12,0.34,40.703191,-74.001062
17,2019,828478.99,4470.0,3,13,0.34,40.703191,-74.001062
18,2015,603901.18,3474.0,3,3,16.85,40.76046,-74.157313
18,2016,613838.41,3474.0,3,4,16.85,40.76046,-74.157313
18,2017,573925.47,3474.0,3,5,16.85,40.76046,-74.157313
18,2018,599297.87,3474.0,3,6,16.85,40.76046,-74.157313
18,2019,584914.24,3474.0,3,7,16.85,40.76046,-74.157313
19,2015,704477.56,4032.0,4,46,1.82,40.71485,-73.989539
19,2016,744283.35,4032.0,4,47,1.82,40.71485,-73.989539
19,2017,728515.19,4032.0,4,48,1.82,40.71485,-73.989539
19,2018,738593.23,4032.0,4,49,1.82,40.71485,-73.989539
19,2019,702787.38,4032.0,4,50,1.82,40.71485,-73.989539
20,2015,620623.58,3427.0,2,28,5.76,40.64639,-73.978834
20,2016,602801.24,3427.0,2,29,5.76,40.64639,-73.978834
20,2017,626430.47,3427.0,2,30,5.76,40.64639,-73.978834
20,2018,594442.8,3427.0,2,31,5.76,40.64639,-73.978834
20,2019,625115.12,3427.0,2,32,5.76,40.64639,-73.978834
21,2015,600712.29,3114.0,1,2,0.65,40.693495,-73.999803
21,2016,604159.97,3114.0,1,3,0.65,40.693495,-73.999803
21,2017,591262.43,3114.0,1,4,0.65,40.693495,-73.999803
21,2018,632361.39,3114.0,1,5,0.65,40.693495,-73.999803
21,2019,576305.14,3114.0,1,6,0.65,40.693495,-73.999803
22,2015,465267.6,2047.0,4,14,0.17,40.701473,-74.000944
22,2016,495677.43,2047.0,4,15,0.17,40.701473,-74.000944
22,2017,493019.0,2047.0,4,16,0.17,40.701473,-74.000944
22,2018,500943.6,2047.0,4,17,0.17,40.701473,-74.000944
22,2019,466160.1,2047.0,4,18,0.17,40.701473,-74.000944
23,2015,1052098.01,6347.0,1,24,1.5,40.692178,-74.012768
23,2016,1056378.57,6347.0,1,25,1.5,40.692178,-74.012768
23,2017,1060728.85,6347.0,1,26,1.5,40.692178,-74.012768
23,2018,1060470.38,6347.0,1,27,1.5,40.692178,-74.012768
23,2019,1066648.84,6347.0,1,28,1.5,40.692178,-74.012768
24,2015,743364.74,4223.0,1,2,1.87,40.681471,-74.002349
24,2016,721771.77,4223.0,1,3,1.87,40.681471,-74.002349
24,2017,722164.75,4223.0,1,4,1.87,40.681471,-74.002349
24,2018,764993.26,4223.0,1,5,1.87,40.681471,-74.002349
24,2019,725412.72,4223.0,1,6,1.87,40.681471,-74.002349
25,2015,573174.16,2953.0,3,1,3.96,40.715745,-73.963707
25,2016,607781.31,2953.0,3,2,3.96,40.715745,-73.963707
25,2017,584418.29,2953.0,3,3,3.96,40.715745,-73.963707
25,2018,591631.18,2953.0,3,4,3.96,40.715745,-73.963707
25,2019,590956.45,2953.0,3,5,3.96,40.715745,-73.963707
26,2015,369236.46,2050.0,3,31,17.46,40.727464,-74.172467
26,2016,361775.05,2050.0,3,32,17.46,40.727464,-74.172467
26,2017,367820.32,2050.0,3,33,17.46,40.727464,-74.172467
26,2018,368126.33,2050.0,3,34,17.46,40.727464,-74.172467
26,2019,347017.12,2050.0,3,35,17.46,40.727464,-74.172467
27,2015,434185.18,2679.0,2,32,14.03,40.81073,-74.086083
27,2016,441142.18,2679.0,2,33,14.03,40.81073,-74.086083
27,2017,446862.12,2679.0,2,34,14.03,40.81073,-74.086083
27,2018,404042.46,2679.0,2,35,14.03,40.81073,-74.086083
27,2019,442211.8,2679.0,2,36,14.03,40.81073,-74.086083
28,2015,397756.13,2055.0,1,21,4.56,40.740174,-74.021474
28,2016,367538.48,2055.0,1,22,4.56,40.740174,-74.021474
28,2017,396241.63,2055.0,1,23,4.56,40.740174,-74.021474
28,2018,394042.13,2055.0,1,24,4.56,40.740174,-74.021474
28,2019,427698.62,2055.0,1,25,4.56,40.740174,-74.021474
29,2015,787876.61,4302.0,2,11,0.46,40.701542,-73.995632
29,2016,795640.25,4302.0,2,12,0.46,40.701542,-73.995632
29,2017,772512.09,4302.0,2,13,0.46,40.701542,-73.995632
29,2018,808064.25,4302.0,2,14,0.46,40.701542,-73.995632
29,2019,790852.9,4302.0,2,15,0.46,40.701542,-73.995632
30,2015,734419.73,3702.0,2,2,0.23,40.698945,-73.99794
30,2016,693500.86,3702.0,2,3,0.23,40.698945,-73.99794
30,2017,739441.07,3702.0,2,4,0.23,40.698945,-73.99794
30,2018,728481.12,3702.0,2,5,0.23,40.698945,-73.99794
30,2019,756628.83,3702.0,2,6,0.23,40.698945,-73.99794
31,2015,437483.76,2257.0,2,44,2.46,40.696709,-73.975615
31,2016,417553.05,2257.0,2,45,2.46,40.696709,-73.975615
31,2017,430629.96,2257.0,2,46,2.46,40.696709,-73.975615
31,2018,476145.16,2257.0,2,47,2.46,40.696709,-73.975615
31,2019,470128.8,2257.0,2,48,2.46,40.696709,-73.975615
32,2015,544456.68,3084.0,4,40,8.82,40.64516,-73.930886
32,2016,563053.15,3084.0,4,41,8.82,40.64516,-73.930886
32,2017,538020.18,3084.0,4,42,8.82,40.64516,-73.930886
32,2018,558113.36,3084.0,4,43,8.82,40.64516,-73.930886
32,2019,542981.31,3084.0,4,44,8.82,40.64516,-73.930886
33,2015,460387.61,2301.0,1,20,1.65,40.6841,-74.004371
33,2016,461193.2,2301.0,1,21,1.65,40.6841,-74.004371
33,2017,408533.39,2301.0,1,22,1.65,40.6841,-74.004371
33,2018,429970.71,2301.0,1,23,1.65,40.6841,-74.004371
33,2019,419044.77,2301.0,1,24,1.65,40.6841,-74.004371
34,2015,962487.06,5295.0,2,1,0.76,40.702446,-74.00719
34,2016,946934.25,5295.0,2,2,0.76,40.702446,-74.00719
34,2017,922473.98,5295.0,2,3,0.76,40.702446,-74.00719
34,2018,915160.1,5295.0,2,4,0.76,40.702446,-74.00719
34,2019,931249.28,5295.0,2,5,0.76,40.702446,-74.00719
35,2015,311036.04,1200.0,2,25,0.39,40.703861,-74.000319
35,2016,308368.91,1200.0,2,26,0.39,40.703861,-74.000319
35,2017,294239.33,1200.0,2,27,0.39,40.703861,-74.000319
35,2018,293995.67,1200.0,2,28,0.39,40.703861,-74.000319
35,2019,309195.23,1200.0,2,29,0.39,40.703861,-74.000319
36,2015,731246.14,4001.0,4,46,7.4,40.723426,-73.929833
36,2016,738490.96,4001.0,4,47,7.4,40.723426,-73.929833
36,2017,690776.27,4001.0,4,48,7.4,40.723426,-73.929833
36,2018,712184.22,4001.0,4,49,7.4,40.723426,-73.929833
36,2019,682450.37,4001.0,4,50,7.4,40.723426,-73.929833
37,2015,786834.41,3865.0,4,4,0.03,40.700111,-74.000254
37,2016,752518.43,3865.0,4,5,0.03,40.700111,-74.000254
37,2017,737652.03,3865.0,4,6,0.03,40.700111,-74.000254
37,2018,765504.78,3865.0,4,7,0.03,40.700111,-74.000254
37,2019,731327.73,3865.0,4,8,0.03,40.700111,-74.000254
38,2015,533069.25,2888.0,2,19,6.14,40.691931,-74.060822
38,2016,525617.02,2888.0,2,20,6.14,40.691931,-74.060822
38,2017,510563.59,2888.0,2,21,6.14,40.691931,-74.060822
38,2018,501493.58,2888.0,2,22,6.14,40.691931,-74.060822
38,2019,557955.74,2888.0,2,23,6.14,40.691931,-74.060822
39,2015,287070.93,1486.0,2,48,7.38,40.765921,-73.966908
39,2016,290033.05,1486.0,2,49,7.38,40.765921,-73.966908
39,2017,304127.89,1486.0,2,50,7.38,40.765921,-73.966908
39,2018,290480.7,1486.0,2,51,7.38,40.765921,-73.966908
39,2019,282802.26,1486.0,2,52,7.38,40.765921,-73.966908
40,2015,442776.32,2452.0,1,36,2.22,40.716568,-73.985232
40,2016,426695.54,2452.0,1,37,2.22,40.716568,-73.985232
40,2017,445684.75,2452.0,1,38,2.22,40.716568,-73.985232
40,2018,460635.14,2452.0,1,39,2.22,40.716568,-73.985232
40,2019,442170.25,2452.0,1,40,2.22,40.716568,-73.985232
41,2015,469887.75,2642.0,4,23,9.94,40.628947,-74.069549
41,2016,512845.62,2642.0,4,24,9.94,40.628947,-74.069549
41,2017,462435.92,2642.0,4,25,9.94,40.628947,-74.069549
41,2018,512909.61,2642.0,4,26,9.94,40.628947,-74.069549
41,2019,488016.65,2642.0,4,27,9.94,40.628947,-74.069549
42,2015,486364.49,2723.0,1,49,2.01,40.71851,-73.992188
42,2016,455040.71,2723.0,1,50,2.01,40.71851,-73.992188
42,2017,465723.64,2723.0,1,51,2.01,40.71851,-73.992188
42,2018,518662.34,2723.0,1,52,2.01,40.71851,-73.992188
42,2019,478846.25,2723.0,1,53,2.01,40.71851,-73.992188
43,2015,556483.65,2849.0,3,25,1.86,40.691526,-73.983415
43,2016,560004.64,2849.0,3,26,1.86,40.691526,-73.983415
43,2017,575999.89,2849.0,3,27,1.86,40.691526,-73.983415
43,2018,554475.29,2849.0,3,28,1.86,40.691526,-73.983415
43,2019,574559.34,2849.0,3,29,1.86,40.691526,-73.983415
44,2015,575398.21,3163.0,3,3,6.54,40.657548,-74.049741
44,2016,612299.58,3163.0,3,4,6.54,40.657548,-74.049741
44,2017,579229.55,3163.0,3,5,6.54,40.657548,-74.049741
44,2018,635826.63,3163.0,3,6,6.54,40.657548,-74.049741
44,2019,590049.73,3163.0,3,7,6.54,40.657548,-74.049741
45,2015,576700.0,2932.0,4,5,10.91,40.592546,-73.981048
45,2016,554684.17,2932.0,4,6,10.91,40.592546,-73.981048
45,2017,559501.25,2932.0,4,7,10.91,40.592546,-73.981048
45,2018,556769.69,2932.0,4,8,10.91,40.592546,-73.981048
45,2019,575249.44,2932.0,4,9,10.91,40.592546,-73.981048
46,2015,474715.88,1980.0,4,18,0.64,40.698542,-74.0062
46,2016,478791.33,1980.0,4,19,0.64,40.698542,-74.0062
46,2017,460906.61,1980.0,4,20,0.64,40.698542,-74.0062
46,2018,496554.71,1980.0,4,21,0.64,40.698542,-74.0062
46,2019,468317.64,1980.0,4,22,0.64,40.698542,-74.0062
47,2015,509551.68,2756.0,1,14,7.15,40.633716,-74.026861
47,2016,516516.85,2756.0,1,15,7.15,40.633716,-74.026861
47,2017,446488.26,2756.0,1,16,7.15,40.633716,-74.026861
47,2018,510490.09,2756.0,1,17,7.15,40.633716,-74.026861
47,2019,535584.08,2756.0,1,18,7.15,40.633716,-74.026861
48,2015,657479.64,3917.0,2,37,7.37,40.626361,-73.997128
48,2016,642083.44,3917.0,2,38,7.37,40.626361,-73.997128
48,2017,679969.06,3917.0,2,39,7.37,40.626361,-73.997128
48,2018,691038.02,3917.0,2,40,7.37,40.626361,-73.997128
48,2019,617654.73,3917.0,2,41,7.37,40.626361,-73.997128
49,2015,394959.71,2054.0,2,5,3.7,40.666783,-73.983738
49,2016,432992.6,2054.0,2,6,3.7,40.666783,-73.983738
49,2017,383334.14,2054.0,2,7,3.7,40.666783,-73.983738
49,2018,423183.8,2054.0,2,8,3.7,40.666783,-73.983738
49,2019,468611.7,2054.0,2,9,3.7,40.666783,-73.983738
50,2015,587780.62,2963.0,2,20,0.13,40.701003,-73.999193
50,2016,580225.88,2963.0,2,21,0.13,40.701003,-73.999193
50,2017,578776.07,2963.0,2,22,0.13,40.701003,-73.999193
50,2018,577622.89,2963.0,2,23,0.13,40.701003,-73.999193
50,2019,566073.64,2963.0,2,24,0.13,40.701003,-73.999193
51,2015,478908.48,2378.0,2,45,0.16,40.698955,-74.001207
51,2016,449141.53,2378.0,2,46,0.16,40.698955,-74.001207
51,2017,425338.4,2378.0,2,47,0.16,40.698955,-74.001207
51,2018,473699.94,2378.0,2,48,0.16,40.698955,-74.001207
51,2019,498331.7,2378.0,2,49,0.16,40.698955,-74.001207
52,2015,611539.45,3478.0,2,24,1.89,40.681158,-74.001016
52,2016,635975.54,3478.0,2,25,1.89,40.681158,-74.001016
52,2017,643388.55,3478.0,2,26,1.89,40.681158,-74.001016
52,2018,646881.45,3478.0,2,27,1.89,40.681158,-74.001016
52,2019,629638.41,3478.0,2,28,1.89,40.681158,-74.001016
53,2015,298843.57,1903.0,1,35,11.91,40.700529,-73.880938
53,2016,314289.16,1903.0,1,36,11.91,40.700529,-73.880938
53,2017,310153.41,1903.0,1,37,11.91,40.700529,-73.880938
53,2018,344615.35,1903.0,1,38,11.91,40.700529,-73.880938
53,2019,303811.52,1903.0,1,39,11.91,40.700529,-73.880938
54,2015,528207.64,2700.0,3,20,2.64,40.700921,-74.026398
54,2016,543910.32,2700.0,3,21,2.64,40.700921,-74.026398
54,2017,547969.22,2700.0,3,22,2.64,40.700921,-74.026398
54,2018,514231.66,2700.0,3,23,2.64,40.700921,-74.026398
54,2019,565425.75,2700.0,3,24,2.64,40.700921,-74.026398
55,2015,451401.26,2360.0,2,25,1.3,40.7115,-73.993959
55,2016,449380.75,2360.0,2,26,1.3,40.7115,-73.993959
55,2017,486490.73,2360.0,2,27,1.3,40.7115,-73.993959
55,2018,483970.3,2360.0,2,28,1.3,40.7115,-73.993959
55,2019,497674.39,2360.0,2,29,1.3,40.7115,-73.993959
56,2015,544325.5,3235.0,1,49,1.71,40.709055,-73.985486
56,2016,543547.29,3235.0,1,50,1.71,40.709055,-73.985486
56,2017,555753.25,3235.0,1,51,1.71,40.709055,-73.985486
56,2018,581406.55,3235.0,1,52,1.71,40.709055,-73.985486
56,2019,535582.51,3235.0,1,53,1.71,40.709055,-73.985486
57,2015,449292.94,2775.0,2,6,13.27,40.747407,-74.123994
57,2016,487386.93,2775.0,2,7,13.27,40.747407,-74.123994
57,2017,513311.78,2775.0,2,8,13.27,40.747407,-74.123994
57,2018,452598.39,2775.0,2,9,13.27,40.747407,-74.123994
57,2019,494870.45,2775.0,2,10,13.27,40.747407,-74.123994
58,2015,489969.1,2631.0,3,2,5.02,40.734681,-74.036259
58,2016,489850.36,2631.0,3,3,5.02,40.734681,-74.036259
58,2017,552275.29,2631.0,3,4,5.02,40.734681,-74.036259
58,2018,523208.74,2631.0,3,5,5.02,40.734681,-74.036259
58,2019,502902.34,2631.0,3,6,5.02,40.734681,-74.036259
59,2015,649997.86,3828.0,3,35,8.14,40.731589,-73.924981
59,2016,643336.35,3828.0,3,36,8.14,40.731589,-73.924981
59,2017,652735.93,3828.0,3,37,8.14,40.731589,-73.924981
59,2018,643425.38,3828.0,3,38,8.14,40.731589,-73.924981
59,2019,670864.03,3828.0,3,39,8.14,40.731589,-73.924981
60,2015,348884.86,1991.0,3,26,11.15,40.59185,-74.027292
60,2016,394272.52,1991.0,3,27,11.15,40.59185,-74.027292
60,2017,413674.97,1991.0,3,28,11.15,40.59185,-74.027292
60,2018,399476.45,1991.0,3,29,11.15,40.59185,-74.027292
60,2019,379412.93,1991.0,3,30,11.15,40.59185,-74.027292
61,2015,276252.66,1520.0,1,43,8.24,40.765428,-74.050036
61,2016,303283.56,1520.0,1,44,8.24,40.765428,-74.050036
61,2017,261232.73,1520.0,1,45,8.24,40.765428,-74.050036
61,2018,303162.08,1520.0,1,46,8.24,40.765428,-74.050036
61,2019,272832.26,1520.0,1,47,8.24,40.765428,-74.050036
62,2015,380386.8,2056.0,1,30,1.91,40.714741,-73.987797
62,2016,406362.08,2056.0,1,31,1.91,40.714741,-73.987797
62,2017,366876.39,2056.0,1,32,1.91,40.714741,-73.987797
62,2018,363741.13,2056.0,1,33,1.91,40.714741,-73.987797
62,2019,355745.95,2056.0,1,34,1.91,40.714741,-73.987797
63,2015,522195.22,2196.0,4,4,1.29,40.688399,-73.994281
63,2016,522170.8,2196.0,4,5,1.29,40.688399,-73.994281
63,2017,524441.02,2196.0,4,6,1.29,40.688399,-73.994281
63,2018,488057.98,2196.0,4,7,1.29,40.688399,-73.994281
63,2019,508708.15,2196.0,4,8,1.29,40.688399,-73.994281
64,2015,437391.72,2279.0,4,15,8.52,40.754604,-74.065391
64,2016,464652.02,2279.0,4,16,8.52,40.754604,-74.065391
64,2017,452604.28,2279.0,4,17,8.52,40.754604,-74.065391
64,2018,444937.87,2279.0,4,18,8.52,40.754604,-74.065391
64,2019,439976.82,2279.0,4,19,8.52,40.754604,-74.065391
65,2015,381878.49,1713.0,2,2,0.03,40.699652,-74.000024
65,2016,362888.01,1713.0,2,3,0.03,40.699652,-74.000024
65,2017,415807.39,1713.0,2,4,0.03,40.699652,-74.000024
65,2018,460078.51,1713.0,2,5,0.03,40.699652,-74.000024
65,2019,412375.29,1713.0,2,6,0.03,40.699652,-74.000024
66,2015,613649.09,3559.0,4,41,2.7,40.70471,-73.9734
66,2016,666513.91,3559.0,4,42,2.7,40.70471,-73.9734
66,2017,711878.01,3559.0,4,43,2.7,40.70471,-73.9734
66,2018,683835.72,3559.0,4,44,2.7,40.70471,-73.9734
66,2019,679961.92,3559.0,4,45,2.7,40.70471,-73.9734
67,2015,902592.57,5296.0,1,6,0.64,40.69666,-73.994559
67,2016,910007.94,5296.0,1,7,0.64,40.69666,-73.994559
67,2017,893066.78,5296.0,1,8,0.64,40.69666,-73.994559
67,2018,911947.41,5296.0,1,9,0.64,40.69666,-73.994559
67,2019,900554.4,5296.0,1,10,0.64,40.69666,-73.994559
68,2015,684050.1,4200.0,3,24,14.32,40.636453,-73.871721
68,2016,753077.97,4200.0,3,25,14.32,40.636453,-73.871721
68,2017,720831.21,4200.0,3,26,14.32,40.636453,-73.871721
68,2018,672812.18,4200.0,3,27,14.32,40.636453,-73.871721
68,2019,696719.48,4200.0,3,28,14.32,40.636453,-73.871721
69,2015,669758.94,3678.0,3,12,3.66,40.68936,-74.034991
69,2016,680209.76,3678.0,3,13,3.66,40.68936,-74.034991
69,2017,687172.18,3678.0,3,14,3.66,40.68936,-74.034991
69,2018,698815.74,3678.0,3,15,3.66,40.68936,-74.034991
69,2019,689090.09,3678.0,3,16,3.66,40.68936,-74.034991
70,2015,600980.22,3140.0,2,17,2.26,40.722244,-74.003986
70,2016,579285.75,3140.0,2,18,2.26,40.722244,-74.003986
70,2017,557426.23,3140.0,2,19,2.26,40.722244,-74.003986
70,2018,617866.31,3140.0,2,20,2.26,40.722244,-74.003986
70,2019,617895.52,3140.0,2,21,2.26,40.722244,-74.003986
71,2015,261058.44,1301.0,2,10,16.41,40.698162,-73.83591
71,2016,277626.27,1301.0,2,11,16.41,40.698162,-73.83591
71,2017,240260.21,1301.0,2,12,16.41,40.698162,-73.83591
71,2018,219593.14,1301.0,2,13,16.41,40.698162,-73.83591
71,2019,242508.43,1301.0,2,14,16.41,40.698162,-73.83591
72,2015,654920.74,3579.0,3,32,3.44,40.689195,-73.967359
72,2016,653770.18,3579.0,3,33,3.44,40.689195,-73.967359
72,2017,664538.02,3579.0,3,34,3.44,40.689195,-73.967359
72,2018,681794.89,3579.0,3,35,3.44,40.689195,-73.967359
72,2019,679251.22,3579.0,3,36,3.44,40.689195,-73.967359
73,2015,330339.06,1547.0,2,36,1.68,40.716314,-73.99615
73,2016,354696.6,1547.0,2,37,1.68,40.716314,-73.99615
73,2017,326857.05,1547.0,2,38,1.68,40.716314,-73.99615
73,2018,315761.07,1547.0,2,39,1.68,40.716314,-73.99615
73,2019,365616.27,1547.0,2,40,1.68,40.716314,-73.99615
74,2015,484132.3,2347.0,3,1,4.7,40.652982,-74.000792
74,2016,469856.18,2347.0,3,2,4.7,40.652982,-74.000792
74,2017,500615.05,2347.0,3,3,4.7,40.652982,-74.000792
74,2018,522411.59,2347.0,3,4,4.7,40.652982,-74.000792
74,2019,477467.5,2347.0,3,5,4.7,40.652982,-74.000792
75,2015,589203.29,3246.0,2,25,0.26,40.699527,-73.9974
75,2016,610466.64,3246.0,2,26,0.26,40.699527,-73.9974
75,2017,573972.26,3246.0,2,27,0.26,40.699527,-73.9974
75,2018,656569.29,3246.0,2,28,0.26,40.699527,-73.9974
75,2019,593775.1,3246.0,2,29,0.26,40.699527,-73.9974
76,2015,463782.78,2595.0,3,39,11.94,40.707828,-73.880814
76,2016,481045.19,2595.0,3,40,11.94,40.707828,-73.880814
76,2017,452874.76,2595.0,3,41,11.94,40.707828,-73.880814
76,2018,481722.44,2595.0,3,42,11.94,40.707828,-73.880814
76,2019,469306.54,2595.0,3,43,11.94,40.707828,-73.880814
77,2015,432451.02,2019.0,3,47,0.78,40.692191,-73.999482
77,2016,411134.28,2019.0,3,48,0.78,40.692191,-73.999482
77,2017,466128.67,2019.0,3,49,0.78,40.692191,-73.999482
77,2018,413050.91,2019.0,3,50,0.78,40.692191,-73.999482
77,2019,442285.29,2019.0,3,51,0.78,40.692191,-73.999482
78,2015,452793.4,2935.0,3,22,21.22,40.710588,-73.788062
78,2016,479872.91,2935.0,3,23,21.22,40.710588,-73.788062
78,2017,482482.14,2935.0,3,24,21.22,40.710588,-73.788062
78,2018,517334.48,2935.0,3,25,21.22,40.710588,-73.788062
78,2019,480590.43,2935.0,3,26,21.22,40.710588,-73.788062
79,2015,492159.84,2721.0,3,44,5.58,40.704067,-74.055609
79,2016,498503.7,2721.0,3,45,5.58,40.704067,-74.055609
79,2017,498910.58,2721.0,3,46,5.58,40.704067,-74.055609
79,2018,490040.83,2721.0,3,47,5.58,40.704067,-74.055609
79,2019,487788.69,2721.0,3,48,5.58,40.704067,-74.055609
80,2015,447324.48,2108.0,2,31,1.36,40.698149,-74.01344
80,2016,422915.07,2108.0,2,32,1.36,40.698149,-74.01344
80,2017,413174.14,2108.0,2,33,1.36,40.698149,-74.01344
80,2018,430302.13,2108.0,2,34,1.36,40.698149,-74.01344
80,2019,415025.13,2108.0,2,35,1.36,40.698149,-74.01344
81,2015,583271.66,2805.0,4,14,2.29,40.68455,-74.016938
81,2016,573903.38,2805.0,4,15,2.29,40.68455,-74.016938
81,2017,577430.32,2805.0,4,16,2.29,40.68455,-74.016938
81,2018,611193.56,2805.0,4,17,2.29,40.68455,-74.016938
81,2019,598032.46,2805.0,4,18,2.29,40.68455,-74.016938
82,2015,644636.99,3105.0,4,20,5.02,40.651071,-74.011187
82,2016,601875.57,3105.0,4,21,5.02,40.651071,-74.011187
82,2017,584086.61,3105.0,4,22,5.02,40.651071,-74.011187
82,2018,606874.12,3105.0,4,23,5.02,40.651071,-74.011187
