firm_id,month,date,returns,market_ret,size,book_to_market
2,41,2018-05-01,-1.07,7.01,14.46,0.411
2,42,2018-06-01,-10.52,-3.11,14.46,0.575
2,43,2018-07-01,0.44,5.29,14.46,0.335
2,44,2018-08-01,-4.04,4.56,14.46,0.349
2,45,2018-09-01,-6.02,-1.36,14.46,0.283
2,46,2018-10-01,-6.22,1.31,14.46,0.217
2,47,2018-11-01,-7.05,0.41,14.46,0.095
2,48,2018-12-01,-2.89,3.73,14.46,0.276
2,49,2019-01-01,-2.55,3.11,14.46,0.239
2,50,2019-02-01,-1.23,6.94,14.46,0.105
2,51,2019-03-01,3.13,10.81,14.46,0.261
2,52,2019-04-01,-7.91,0.85,14.46,0.359
2,53,2019-05-01,-4.17,4.59,14.46,0.194
2,54,2019-06-01,-7.63,0.33,14.46,0.208
2,55,2019-07-01,-1.79,5.28,14.46,0.133
2,56,2019-08-01,-2.14,3.48,14.46,0.215
2,57,2019-09-01,-6.14,-0.59,14.46,0.263
2,58,2019-10-01,-1.77,4.61,14.46,0.012
2,59,2019-11-01,-3.53,4.87,14.46,0.161
2,60,2019-12-01,-7.11,-1.52,14.46,0.103
2,61,2020-01-01,1.22,9.78,14.46,0.157
2,62,2020-02-01,-6.73,1.84,14.46,0.06
2,63,2020-03-01,-3.89,0.76,14.46,0.141
2,64,2020-04-01,-7.92,-4.3,14.46,0.332
2,65,2020-05-01,-4.65,1.9,14.46,0.242
2,66,2020-06-01,-9.74,-0.77,14.46,0.068
2,67,2020-07-01,-7.15,0.68,14.46,0.194
2,68,2020-08-01,-2.13,2.78,14.46,0.321
2,69,2020-09-01,-6.14,2.26,14.46,0.362
2,70,2020-10-01,-12.33,-4.3,14.46,0.306
2,71,2020-11-01,-5.49,-0.3,14.46,0.263
2,72,2020-12-01,-8.88,-2.15,14.46,0.356
2,73,2021-01-01,1.76,5.08,14.46,0.592
2,74,2021-02-01,-11.48,-3.82,14.46,0.403
2,75,2021-03-01,-6.1,1.9,14.46,0.496
2,76,2021-04-01,-13.65,-1.66,14.46,0.39
2,77,2021-05-01,-7.96,-4.56,14.46,0.602
2,78,2021-06-01,-3.27,5.74,14.46,0.631
2,79,2021-07-01,-11.1,-3.35,14.46,0.383
2,80,2021-08-01,-5.1,0.81,14.46,0.488
2,81,2021-09-01,-6.08,3.49,14.46,0.565
2,82,2021-10-01,3.52,6.67,14.46,0.639
2,83,2021-11-01,-6.78,1.84,14.46,0.673
2,84,2021-12-01,-10.04,-0.71,14.46,0.522
2,85,2022-01-01,-3.97,3.69,14.46,0.669
2,86,2022-02-01,-5.98,-1.79,14.46,0.677
2,87,2022-03-01,-3.44,1.2,14.46,0.614
2,88,2022-04-01,2.62,7.82,14.46,0.796
2,89,2022-05-01,3.14,6.47,14.46,0.595
2,90,2022-06-01,-1.25,5.84,14.46,0.821
2,91,2022-07-01,-9.32,-3.96,14.46,0.748
2,92,2022-08-01,-12.6,-4.01,14.46,0.782
2,93,2022-09-01,-10.56,-1.14,14.46,0.659
2,94,2022-10-01,-5.58,2.05,14.46,0.74
2,95,2022-11-01,-6.47,-1.53,14.46,1.072
2,96,2022-12-01,-2.25,3.51,14.46,0.722
2,97,2023-01-01,-2.45,0.24,14.46,0.718
2,98,2023-02-01,-5.47,3.12,14.46,0.844
2,99,2023-03-01,-11.34,-3.97,14.46,0.78
2,100,2023-04-01,-3.64,2.85,14.46,0.845
2,101,2023-05-01,-4.12,4.4,14.46,0.786
2,102,2023-06-01,-4.22,0.45,14.46,0.767
2,103,2023-07-01,-3.0,1.74,14.46,0.682
2,104,2023-08-01,-3.9,2.5,14.46,0.878
2,105,2023-09-01,-10.5,-3.1,14.46,0.824
2,106,2023-10-01,-4.89,1.67,14.46,0.706
2,107,2023-11-01,-8.44,0.29,14.46,0.502
2,108,2023-12-01,2.23,5.32,14.46,0.689
2,109,2024-01-01,-6.92,-2.82,14.46,0.621
2,110,2024-02-01,-8.88,-1.75,14.46,0.552
2,111,2024-03-01,-11.25,-1.16,14.46,0.63
2,112,2024-04-01,-4.2,7.26,14.46,0.456
2,113,2024-05-01,-5.69,1.48,14.46,0.49
2,114,2024-06-01,-1.23,2.2,14.46,0.567
2,115,2024-07-01,-6.87,-1.74,14.46,0.555
2,116,2024-08-01,-18.67,-9.94,14.46,0.369
2,117,2024-09-01,-4.53,1.6,14.46,0.462
2,118,2024-10-01,-7.1,-0.26,14.46,0.384
2,119,2024-11-01,-9.66,-0.83,14.46,0.459
2,120,2024-12-01,-9.8,-2.41,14.46,0.37
3,1,2015-01-01,-9.78,-2.58,13.86,0.483
3,2,2015-02-01,-7.03,0.41,13.86,0.489
3,3,2015-03-01,-6.19,-1.18,13.86,0.649
3,4,2015-04-01,-9.21,-6.16,13.86,0.663
3,5,2015-05-01,-4.74,2.01,13.86,0.687
3,6,2015-06-01,-2.18,3.48,13.86,0.575
3,7,2015-07-01,-2.84,2.02,13.86,0.506
3,8,2015-08-01,-6.71,0.49,13.86,0.638
3,9,2015-09-01,-8.49,-0.63,13.86,0.708
3,10,2015-10-01,-9.12,-5.54,13.86,0.598
3,11,2015-11-01,-6.39,-0.4,13.86,0.833
3,12,2015-12-01,-4.24,4.13,13.86,0.669
3,13,2016-01-01,-5.72,1.25,13.86,0.738
3,14,2016-02-01,-6.63,-2.56,13.86,0.607
3,15,2016-03-01,-3.58,2.62,13.86,0.714
3,16,2016-04-01,-8.31,0.4,13.86,0.895
3,17,2016-05-01,-5.5,0.33,13.86,0.771
3,18,2016-06-01,0.11,6.98,13.86,0.784
3,19,2016-07-01,-3.83,0.91,13.86,0.906
3,20,2016-08-01,-5.38,-0.44,13.86,0.759
3,21,2016-09-01,-7.96,-1.87,13.86,0.818
3,22,2016-10-01,-6.03,2.09,13.86,0.779
3,23,2016-11-01,-2.49,5.43,13.86,0.814
3,24,2016-12-01,0.03,3.02,13.86,0.615
3,25,2017-01-01,-3.0,1.2,13.86,0.576
3,26,2017-02-01,-7.12,-2.09,13.86,0.866
3,27,2017-03-01,-9.46,-5.69,13.86,0.774
3,28,2017-04-01,-5.28,4.84,13.86,0.786
3,29,2017-05-01,0.85,5.29,13.86,0.676
3,30,2017-06-01,-7.82,-0.09,13.86,0.678
3,31,2017-07-01,-4.63,-1.2,13.86,0.603
3,32,2017-08-01,-7.51,-4.65,13.86,0.739
3,33,2017-09-01,-4.3,5.85,13.86,0.642
3,34,2017-10-01,-5.49,0.7,13.86,0.674
3,35,2017-11-01,-3.36,2.34,13.86,0.728
3,36,2017-12-01,-6.7,1.83,13.86,0.382
3,37,2018-01-01,-9.03,-0.64,13.86,0.345
3,38,2018-02-01,-5.47,-0.34,13.86,0.507
3,39,2018-03-01,-7.12,-0.05,13.86,0.517
3,40,2018-04-01,-2.66,0.96,13.86,0.513
3,41,2018-05-01,-5.33,-1.16,13.86,0.457
3,42,2018-06-01,-7.2,-5.07,13.86,0.618
3,43,2018-07-01,-11.82,-6.55,13.86,0.432
3,44,2018-08-01,-5.2,-1.44,13.86,0.407
3,45,2018-09-01,-6.48,-1.21,13.86,0.304
3,46,2018-10-01,-1.05,2.97,13.86,0.228
3,47,2018-11-01,-6.42,-1.48,13.86,0.405
3,48,2018-12-01,-7.87,3.08,13.86,0.228
3,49,2019-01-01,-7.68,1.02,13.86,0.271
3,50,2019-02-01,-5.03,4.57,13.86,0.252
3,51,2019-03-01,-5.45,3.6,13.86,0.305
3,52,2019-04-01,-4.41,6.09,13.86,0.456
3,53,2019-05-01,-1.45,0.67,13.86,0.255
3,54,2019-06-01,-9.84,-2.07,13.86,0.119
3,55,2019-07-01,-4.6,5.48,13.86,0.136
3,56,2019-08-01,-2.82,2.27,13.86,0.233
3,57,2019-09-01,-5.76,1.39,13.86,0.225
3,58,2019-10-01,-9.25,-4.28,13.86,0.18
3,59,2019-11-01,-9.83,-1.4,13.86,0.046
3,60,2019-12-01,-2.72,0.5,13.86,0.3
3,61,2020-01-01,-7.22,0.11,13.86,0.141
3,62,2020-02-01,-4.4,-3.37,13.86,0.299
3,63,2020-03-01,-6.1,-2.31,13.86,0.111
3,64,2020-04-01,-2.04,1.84,13.86,0.276
3,65,2020-05-01,-9.88,-4.48,13.86,0.117
3,66,2020-06-01,-1.15,0.61,13.86,0.236
3,67,2020-07-01,-6.48,-0.38,13.86,0.233
3,68,2020-08-01,-3.67,4.65,13.86,0.234
3,69,2020-09-01,-2.37,5.26,13.86,0.432
3,70,2020-10-01,-1.7,11.0,13.86,0.546
3,71,2020-11-01,-6.82,-4.87,13.86,0.449
3,72,2020-12-01,-8.42,-0.59,13.86,0.342
3,73,2021-01-01,-9.62,-3.93,13.86,0.53
3,74,2021-02-01,-3.37,1.61,13.86,0.258
3,75,2021-03-01,-3.67,3.31,13.86,0.331
3,76,2021-04-01,-11.34,1.15,13.86,0.445
3,77,2021-05-01,-8.47,-1.73,13.86,0.545
3,78,2021-06-01,-6.44,-0.26,13.86,0.69
3,79,2021-07-01,-11.11,-7.61,13.86,0.546
3,80,2021-08-01,-11.23,-3.26,13.86,0.662
3,81,2021-09-01,-6.93,-0.08,13.86,0.465
3,82,2021-10-01,-4.19,3.62,13.86,0.619
3,83,2021-11-01,-3.89,1.27,13.86,0.665
3,84,2021-12-01,-3.18,3.73,13.86,0.82
3,85,2022-01-01,-6.99,-5.47,13.86,0.783
3,86,2022-02-01,-0.21,10.1,13.86,0.86
3,87,2022-03-01,-5.2,2.56,13.86,0.705
3,88,2022-04-01,-8.74,0.6,13.86,0.875
3,89,2022-05-01,-5.15,-3.15,13.86,0.882
3,90,2022-06-01,-5.4,-2.15,13.86,0.937
3,91,2022-07-01,-9.89,-0.49,13.86,0.538
3,92,2022-08-01,-5.7,-1.88,13.86,0.865
3,93,2022-09-01,-6.95,-1.25,13.86,0.772
3,94,2022-10-01,-6.2,-0.2,13.86,0.815
3,95,2022-11-01,-10.03,-5.92,13.86,0.779
3,96,2022-12-01,-2.9,4.17,13.86,0.716
3,97,2023-01-01,-7.23,3.47,13.86,0.782
3,98,2023-02-01,-2.05,5.19,13.86,0.867
3,99,2023-03-01,-3.64,1.48,13.86,0.607
3,100,2023-04-01,1.16,6.89,13.86,0.665
3,101,2023-05-01,-2.91,6.02,13.86,0.652
3,102,2023-06-01,-7.96,-4.18,13.86,0.747
3,103,2023-07-01,-8.03,-4.9,13.86,0.778
3,104,2023-08-01,-6.55,2.92,13.86,0.769
3,105,2023-09-01,-2.74,0.61,13.86,0.742
3,106,2023-10-01,-7.36,0.87,13.86,0.73
3,107,2023-11-01,-9.56,-3.73,13.86,0.539
3,108,2023-12-01,0.34,8.67,13.86,0.606
3,109,2024-01-01,-4.52,3.9,13.86,0.514
3,110,2024-02-01,-7.67,3.69,13.86,0.643
3,111,2024-03-01,-4.93,3.55,13.86,0.521
3,112,2024-04-01,-4.65,2.77,13.86,0.704
3,113,2024-05-01,-2.23,5.79,13.86,0.383
3,114,2024-06-01,-7.35,-0.78,13.86,0.531
3,115,2024-07-01,-12.74,-4.64,13.86,0.389
3,116,2024-08-01,-10.03,-4.89,13.86,0.501
3,117,2024-09-01,-5.94,1.23,13.86,0.61
3,118,2024-10-01,1.5,3.46,13.86,0.407
3,119,2024-11-01,-12.4,-10.92,13.86,0.309
3,120,2024-12-01,-8.65,-3.3,13.86,0.415
4,1,2015-01-01,-4.17,2.66,15.35,0.513
4,2,2015-02-01,-0.3,5.88,15.35,0.357
4,3,2015-03-01,-13.76,-3.45,15.35,0.626
4,4,2015-04-01,-20.14,-9.43,15.35,0.652
4,5,2015-05-01,-5.29,1.28,15.35,0.741
4,6,2015-06-01,-8.02,1.61,15.35,0.617
4,7,2015-07-01,-8.19,0.1,15.35,0.841
4,8,2015-08-01,-10.45,0.19,15.35,0.791
4,9,2015-09-01,-2.86,3.3,15.35,0.527
4,10,2015-10-01,-8.34,1.04,15.35,0.766
4,11,2015-11-01,-10.18,-1.24,15.35,0.788
4,12,2015-12-01,-3.87,3.7,15.35,0.759
4,13,2016-01-01,-8.19,-0.09,15.35,0.753
4,14,2016-02-01,-4.13,3.71,15.35,0.728
4,15,2016-03-01,-2.67,4.81,15.35,0.734
4,16,2016-04-01,-20.28,-8.66,15.35,0.681
4,17,2016-05-01,-8.5,-2.23,15.35,0.719
4,18,2016-06-01,-10.52,-2.52,15.35,0.726
4,19,2016-07-01,-10.73,-3.86,15.35,0.956
4,20,2016-08-01,-10.44,-4.26,15.35,0.901
4,21,2016-09-01,-14.2,-4.19,15.35,0.682
4,22,2016-10-01,-15.12,-5.28,15.35,0.717
4,23,2016-11-01,-5.01,2.29,15.35,0.798
4,24,2016-12-01,-7.67,-0.9,15.35,0.651
4,25,2017-01-01,-6.11,2.99,15.35,0.711
4,26,2017-02-01,2.41,7.32,15.35,0.786
4,27,2017-03-01,-0.59,3.29,15.35,0.628
4,28,2017-04-01,-5.28,-0.48,15.35,0.816
4,29,2017-05-01,-11.39,1.08,15.35,0.599
4,30,2017-06-01,-7.87,0.75,15.35,0.724
4,31,2017-07-01,-3.89,1.42,15.35,0.723
4,32,2017-08-01,-8.04,0.03,15.35,0.654
4,33,2017-09-01,-7.63,0.94,15.35,0.586
4,34,2017-10-01,-10.6,-0.93,15.35,0.63
4,35,2017-11-01,-7.21,-1.1,15.35,0.772
4,36,2017-12-01,-10.41,-3.14,15.35,0.653
4,37,2018-01-01,-9.42,0.07,15.35,0.472
4,38,2018-02-01,-3.55,1.7,15.35,0.433
4,39,2018-03-01,2.61,6.49,15.35,0.488
4,40,2018-04-01,-5.97,-0.2,15.35,0.396
4,41,2018-05-01,1.88,7.1,15.35,0.639
4,42,2018-06-01,1.17,4.96,15.35,0.45
4,43,2018-07-01,-6.31,3.03,15.35,0.475
4,44,2018-08-01,-6.2,0.18,15.35,0.453
4,45,2018-09-01,-3.69,4.41,15.35,0.362
4,46,2018-10-01,-6.22,1.01,15.35,0.333
4,47,2018-11-01,-11.93,-2.97,15.35,0.282
4,48,2018-12-01,-18.27,-8.47,15.35,0.373
4,49,2019-01-01,-5.61,1.01,15.35,0.221
4,50,2019-02-01,-9.89,-2.43,15.35,0.19
4,51,2019-03-01,-2.49,1.99,15.35,0.116
4,52,2019-04-01,-7.13,-2.04,15.35,0.218
4,53,2019-05-01,-16.94,-7.64,15.35,0.051
4,54,2019-06-01,-18.32,-9.88,15.35,0.009
4,55,2019-07-01,-12.26,-1.82,15.35,0.426
4,56,2019-08-01,-7.92,-0.66,15.35,0.257
4,57,2019-09-01,-8.03,-0.29,15.35,0.135
4,58,2019-10-01,-1.37,6.28,15.35,0.276
4,59,2019-11-01,-13.88,-2.54,15.35,0.133
4,60,2019-12-01,-6.72,1.14,15.35,0.288
4,61,2020-01-01,2.5,7.79,15.35,0.39
4,62,2020-02-01,-3.33,4.39,15.35,0.13
4,63,2020-03-01,2.84,6.33,15.35,0.172
4,64,2020-04-01,-2.92,5.88,15.35,0.317
4,65,2020-05-01,-9.78,0.14,15.35,0.32
4,66,2020-06-01,-9.03,0.05,15.35,0.347
4,67,2020-07-01,-12.18,-2.58,15.35,0.108
4,68,2020-08-01,-3.45,3.63,15.35,0.219
4,69,2020-09-01,-6.02,0.27,15.35,0.26
4,70,2020-10-01,0.04,7.4,15.35,0.448
4,71,2020-11-01,3.2,9.51,15.35,0.47
4,72,2020-12-01,-9.19,-1.35,15.35,0.505
4,73,2021-01-01,-12.18,-2.74,15.35,0.401
4,74,2021-02-01,-9.73,-2.77,15.35,0.542
4,75,2021-03-01,-4.75,3.88,15.35,0.548
4,76,2021-04-01,-9.06,-1.23,15.35,0.636
4,77,2021-05-01,-13.06,-5.2,15.35,0.537
4,78,2021-06-01,-1.12,2.38,15.35,0.446
4,79,2021-07-01,-10.56,-4.96,15.35,0.576
4,80,2021-08-01,-6.44,2.67,15.35,0.672
4,81,2021-09-01,-6.92,2.46,15.35,0.609
4,82,2021-10-01,-3.52,4.51,15.35,0.553
4,83,2021-11-01,-3.63,2.98,15.35,0.643
4,84,2021-12-01,-9.08,0.28,15.35,0.819
4,85,2022-01-01,-10.92,-1.03,15.35,0.745
4,86,2022-02-01,-10.24,-3.43,15.35,0.729
4,87,2022-03-01,-3.39,4.45,15.35,0.741
4,88,2022-04-01,-4.12,2.35,15.35,0.804
4,89,2022-05-01,-1.58,5.97,15.35,0.659
4,90,2022-06-01,-1.54,5.78,15.35,0.624
4,91,2022-07-01,-10.06,-1.55,15.35,0.625
4,92,2022-08-01,-1.42,3.63,15.35,0.805
4,93,2022-09-01,5.13,5.93,15.35,0.756
4,94,2022-10-01,-9.02,0.01,15.35,0.777
4,95,2022-11-01,-4.02,2.98,15.35,0.771
4,96,2022-12-01,-6.95,0.28,15.35,0.777
4,97,2023-01-01,-6.71,-0.97,15.35,0.756
4,98,2023-02-01,-9.95,-0.47,15.35,0.83
4,99,2023-03-01,-5.29,-1.03,15.35,0.662
4,100,2023-04-01,4.54,6.2,15.35,0.836
4,101,2023-05-01,-1.23,4.5,15.35,0.749
4,102,2023-06-01,-1.62,6.69,15.35,0.666
4,103,2023-07-01,-8.32,3.09,15.35,0.681
4,104,2023-08-01,-12.45,-3.86,15.35,0.693
4,105,2023-09-01,-7.01,0.73,15.35,0.907
4,106,2023-10-01,-5.38,1.99,15.35,0.525
4,107,2023-11-01,-6.74,2.34,15.35,0.53
4,108,2023-12-01,-4.2,2.99,15.35,0.591
4,109,2024-01-01,-3.91,3.26,15.35,0.827
4,110,2024-02-01,2.71,8.2,15.35,0.405
4,111,2024-03-01,-6.15,0.28,15.35,0.523
4,112,2024-04-01,-11.17,-0.03,15.35,0.35
4,113,2024-05-01,-1.81,3.69,15.35,0.364
4,114,2024-06-01,-5.91,1.67,15.35,0.485
4,115,2024-07-01,-4.06,3.03,15.35,0.36
4,116,2024-08-01,-10.92,-3.46,15.35,0.469
4,117,2024-09-01,-7.84,1.12,15.35,0.489
4,118,2024-10-01,-7.71,0.66,15.35,0.38
4,119,2024-11-01,-13.14,-2.34,15.35,0.338
4,120,2024-12-01,-14.58,-6.21,15.35,0.288
5,1,2015-01-01,-6.37,3.57,14.19,0.455
5,2,2015-02-01,1.26,10.19,14.19,0.508
5,3,2015-03-01,-7.69,2.5,14.19,0.541
5,4,2015-04-01,-6.13,1.42,14.19,0.673
5,5,2015-05-01,-13.82,-7.3,14.19,0.632
5,6,2015-06-01,-5.19,-2.28,14.19,0.564
5,7,2015-07-01,-9.45,-2.06,14.19,0.532
5,8,2015-08-01,-8.99,2.89,14.19,0.718
5,9,2015-09-01,-8.09,-1.55,14.19,0.801
5,10,2015-10-01,-9.73,-4.3,14.19,0.829
5,11,2015-11-01,-3.95,-0.82,14.19,0.81
5,12,2015-12-01,-6.86,-3.5,14.19,0.794
