country,quarter,gdp_growth,inflation,interest_rate,unemployment
USA,2012-Q1,-0.11696254777562665,4.498729263291343,3.871566106874482,13.920488923725552
USA,2012-Q2,-0.4183869790697594,2.176762440135294,3.7005909464730244,13.090246113256802
USA,2012-Q3,0.891344202738069,2.8624700326968338,2.4468618011027803,12.326454241908648
USA,2012-Q4,2.148595283975029,3.139983923511316,3.710585182822798,10.31710739025049
USA,2013-Q1,0.46130537114279035,4.0413152505892915,4.006340054605958,10.691621590003404
USA,2013-Q2,3.6257574014166094,3.2793271149727508,4.955471887758112,11.104552455889724
USA,2013-Q3,5.2815100908202055,5.193273651655403,4.050145470348868,11.695618715505926
USA,2013-Q4,4.199980077648016,5.397046781706259,3.0829433123316683,11.610642405428436
USA,2014-Q1,4.404699823329547,1.6640350708369391,2.136537487029201,7.818848233024928
USA,2014-Q2,2.925809599514158,3.0360521098634687,4.258246797666743,10.270573707967918
USA,2014-Q3,4.563054452038638,1.18717301807429,1.9498887710120965,10.267741213239855
USA,2014-Q4,3.796502444514648,2.0190155681336837,0.49944291067303315,10.382828619758584
USA,2015-Q1,1.5762203912111852,2.962531369987321,2.422233109916512,10.013564417872384
USA,2015-Q2,1.6135849156596405,1.218921708603832,2.780976918591991,12.619875249323515
USA,2015-Q3,1.0200559462619176,2.3705530524956133,2.4599531919213247,11.095279762247303
USA,2015-Q4,1.9141807405153926,1.0333606998389293,2.2526780529430606,9.913171205369256
USA,2016-Q1,4.781078344293416,2.1014518153472914,1.9879383221088243,10.677514259013256
USA,2016-Q2,3.261811451076694,2.105399923933891,3.257101700619919,11.759751635656704
USA,2016-Q3,2.1163796111388713,1.5473796887712323,2.908240404874179,8.284723310017682
USA,2016-Q4,0.5373934480175875,3.5136768920462953,4.80099647259415,10.865404302114797
USA,2017-Q1,2.395185471681251,3.191042606707518,7.169924937013225,12.917580475335164
USA,2017-Q2,1.9930968051155147,1.5248800171485621,3.414758271312073,12.025929372846148
USA,2017-Q3,1.3831088229402755,0.19260404159033473,2.4664238504907128,10.326613621896179
USA,2017-Q4,4.23813454397115,2.7359975787337394,2.773362572383924,12.745724698396097
USA,2018-Q1,3.2412768217138237,1.5750129409447362,4.513998182555325,11.993084643201868
USA,2018-Q2,1.388007424228404,1.7418824448668264,2.862021583813307,9.800308710786528
USA,2018-Q3,3.276214372227262,4.515210014723709,1.8260509558054023,11.668529632917142
USA,2018-Q4,2.0887621032890724,2.6053912384874027,2.1984271256212917,10.274101723283042
USA,2019-Q1,2.4996614801934376,1.4487340911353854,2.9989406959908815,11.014376563351332
USA,2019-Q2,2.227358166574728,0.8780467919965294,2.392867770903007,12.321998104463283
USA,2019-Q3,3.086683992278741,0.6414791758585932,2.728712110408977,12.431387449337088
USA,2019-Q4,0.7024891712523749,2.177405602678647,2.2509450201945445,12.863502275216673
GBR,2000-Q1,0.9343423750999604,-0.4718967811113448,0.22627821627048128,6.574799738157724
GBR,2000-Q2,1.7388875536477153,-1.7629187189677133,1.101776938095619,7.820566906956275
GBR,2000-Q3,1.742946452024934,0.9256724756912542,2.271848953223977,8.881713077556295
GBR,2000-Q4,-0.9991131686184682,-0.7432560318507362,1.005547390085245,8.515447940935662
GBR,2001-Q1,0.9826097217444983,-0.8881618258517103,0.7751190998594589,7.204269072921642
GBR,2001-Q2,0.42690959799536043,-1.7305075106262104,0.0,5.878255980646746
GBR,2001-Q3,-0.040605027821001505,0.7462646667594113,0.0,11.2892652330897
GBR,2001-Q4,1.6844630705940133,1.0591061280121825,0.0,9.834111921155573
GBR,2002-Q1,1.0581135885044262,1.1805533618957798,2.217762566999115,8.239625903487434
GBR,2002-Q2,2.3972345298029576,0.3843229339627301,1.668845756251282,9.843446803277523
GBR,2002-Q3,0.8397791271819693,2.9681307802335177,2.1720590986911077,7.510660402006991
GBR,2002-Q4,1.6837277883612418,3.235030646632131,2.8208293182260067,5.345936294650246
GBR,2003-Q1,0.25889605797644444,1.7995777896891387,2.448131378757012,7.924337748029997
GBR,2003-Q2,0.8530639731667011,-0.27544291305215274,2.2804207796509988,8.680064836315992
GBR,2003-Q3,1.5838498197320927,1.7375636824042018,2.459046937782797,8.50012640620746
GBR,2003-Q4,1.0778346592244183,-0.6011101728344845,2.2910117333206905,8.04594623311462
GBR,2004-Q1,1.3191837589807092,-1.310990235757273,0.25804491018566966,9.091752881372669
GBR,2004-Q2,1.3396086624969104,0.7064325119617826,0.19685805310704907,8.119894487966617
GBR,2004-Q3,2.554559903567111,0.37761094696473396,0.5107317398921809,6.761203591539725
GBR,2004-Q4,1.3121540415118162,0.4186609059035385,0.7794580681487084,6.519558765576557
GBR,2005-Q1,2.8450106481526825,-0.19145659210198374,0.4831309185970634,6.1941467157014864
GBR,2005-Q2,3.7368002316063205,1.0098865013898495,1.5055224735608854,4.248526529744265
GBR,2005-Q3,2.495047032391051,2.399812406035461,1.4841301682635253,7.3790643011378165
GBR,2005-Q4,1.0409397786818777,3.507868253447681,4.006904153636373,6.961339613450848
GBR,2006-Q1,0.16880022740519884,3.9789411834736037,5.030921805445899,6.95927173890121
GBR,2006-Q2,-0.30265296186379165,2.015877177306603,2.6559385441849015,6.57479877612328
GBR,2006-Q3,-0.8501813533525441,0.3234222065480974,2.0926235025799547,8.339898740310005
GBR,2006-Q4,2.1440883271916817,-0.545637189264159,2.406819407957773,7.477739398000743
GBR,2007-Q1,1.3351188622217076,1.1622441915876145,0.4933095670829768,7.919588228314036
GBR,2007-Q2,1.5629994654225023,1.7394971534205554,1.0731930482071466,11.003955852082573
GBR,2007-Q3,0.5822389212002977,0.705238772864729,0.5260234593291694,8.002254835779484
GBR,2007-Q4,0.2724423015765889,2.1860950867845874,2.1970350289682434,7.379691364516892
GBR,2008-Q1,-0.34091468579269113,1.997192239698932,1.4609528864796126,8.968528766207495
GBR,2008-Q2,-2.7742645818350793,-0.46859090627018185,2.7146922481619216,10.599934388185869
GBR,2008-Q3,-1.051040315202171,-0.30183637705200295,1.390417468943578,9.827013031167807
GBR,2008-Q4,1.1750886869146875,2.9288346860979835,0.8166986537482099,7.375961199560097
GBR,2009-Q1,-0.4957315281917336,0.7424608859022876,0.7491899485139082,10.489753032710674
GBR,2009-Q2,-0.019745540406528095,1.0533324361139802,0.6127459182371366,10.501827063308696
GBR,2009-Q3,3.8865543905511495,0.6547302549736072,0.03596589449384646,9.110690758205076
GBR,2009-Q4,3.040197344109371,3.3619618669620124,1.0434428745993518,6.793494542237732
GBR,2010-Q1,2.551632589333985,3.4920268811656787,1.9287147561014564,7.57484187371386
GBR,2010-Q2,2.8928160555068896,3.6517627094656997,2.905016188671099,7.893333308911262
GBR,2010-Q3,1.4230447867594287,2.3354838783517984,3.082791416282557,6.298990614563626
GBR,2010-Q4,1.550610580534829,1.1429934720057466,1.8050843247451422,8.858217346965315
GBR,2011-Q1,1.479992034903248,1.186540072775598,0.0,8.827409239888937
GBR,2011-Q2,2.174308434692564,3.8356451920768055,0.12313526064401648,8.023102739021697
GBR,2011-Q3,1.9042259931349461,4.167629840784469,0.6979149450826501,7.883581394589186
GBR,2011-Q4,2.202801508813378,2.6359375512165633,0.5006190142991773,7.611545281461541
GBR,2012-Q1,2.893493460555262,0.616909686071569,0.7132126068694038,6.049940628672388
GBR,2012-Q2,3.266930406704878,-0.7465435168357962,0.0,6.938006152808687
GBR,2012-Q3,3.9189369374586107,0.5481617687828185,0.0,9.064787186874764
GBR,2012-Q4,0.48562070200136587,-1.8697912613182162,0.24293563612483748,7.189924324860427
GBR,2013-Q1,-0.25257978625655386,0.586316361857891,0.4313132426419486,7.276086245498177
GBR,2013-Q2,-0.8433167564828395,1.700094006532355,1.1825294140786553,8.17761255375063
GBR,2013-Q3,2.719533446546643,0.13184577264265762,0.0,6.543029274894199
GBR,2013-Q4,1.801882005782692,1.051486261667772,0.0,7.56189545981945
GBR,2014-Q1,-0.027739861192579873,2.688606368964016,0.21308971514179698,9.516087587140458
GBR,2014-Q2,1.2406324558538329,2.2444523191383006,1.172751357583215,8.8529321266876
GBR,2014-Q3,1.9752101290271868,3.2300621704058496,1.2765068767901204,8.717414258099963
GBR,2014-Q4,1.3269371378678416,3.7065497258092885,0.5644165877362004,10.297345852956294
GBR,2015-Q1,1.217728901348173,0.37231719061494517,0.8035124686305442,7.302103123889774
GBR,2015-Q2,2.239135467484361,0.08929891760493469,0.08450944908661073,4.639206624176688
GBR,2015-Q3,1.0706142871048645,-2.2896534052160016,0.0,7.79483935804082
GBR,2015-Q4,2.310942816640508,0.3241944089242038,0.0,7.372551736107625
GBR,2016-Q1,1.7850846186283975,-0.5949866484538147,0.8587079848353771,8.499142570989784
GBR,2016-Q2,1.133095713284529,0.4287798854719987,0.7321623142121148,5.013796659730852
GBR,2016-Q3,0.8829187571570982,-0.06135656710906079,0.0,6.671308364786037
GBR,2016-Q4,3.3981685445809644,1.5925283983757557,0.0,7.626768715297773
GBR,2017-Q1,3.7939450584767718,2.6768886080392695,0.26431252569587116,5.841907139411185
GBR,2017-Q2,3.009518665056066,2.397290345315523,1.5120493926315381,7.297553593409535
GBR,2017-Q3,3.0654393609121526,1.1575143392866907,2.372294330572407,7.060654105551849
GBR,2017-Q4,4.272422814631469,0.6024155189981467,3.036404516380718,6.621055561189697
GBR,2018-Q1,1.3022522389621938,0.3569587470356028,1.254478501087232,7.558169095120961
GBR,2018-Q2,1.8434075603133662,0.14463553881528468,0.7135334623084042,10.318877453097898
GBR,2018-Q3,3.5515470810239997,1.46513064421131,0.6124294039995954,7.742437974692785
GBR,2018-Q4,2.793087590857155,0.16420854835749865,0.25845097804386197,4.651451078270311
GBR,2019-Q1,2.293488524718827,1.6147286960096179,0.0,8.60487440120152
GBR,2019-Q2,0.15612888373308853,-0.602235231622372,0.3933344891916808,9.468872628833552
GBR,2019-Q3,2.93319762828913,-0.014228924787957231,1.3390890755541194,7.630251942554637
GBR,2019-Q4,1.55570511780275,1.7684785112979513,1.5342108724113777,5.215692368857756
DEU,2000-Q1,0.9632684745627702,2.547481804771887,3.1280064716513185,7.820114591642499
DEU,2000-Q2,4.387903795451899,3.539916680464018,1.90588637299071,8.266745692060047
DEU,2000-Q3,4.576409508466854,3.8241326365497503,2.5740973722277727,6.737952208295406
DEU,2000-Q4,4.075195921769238,2.122071525966236,2.2354536965223537,6.3420560968439705
DEU,2001-Q1,2.817246712851398,4.339164473419956,3.1546183123707126,8.829476680845994
DEU,2001-Q2,1.7392244053604657,3.3863318095018937,4.114674316693396,9.32090393576065
DEU,2001-Q3,5.342398497363592,4.084828932759591,3.5555928783809607,7.943404968119477
DEU,2001-Q4,4.190496929005208,3.86159155568224,3.818436298329723,9.11361275661095
DEU,2002-Q1,2.5641196896914944,2.085716175322484,1.2815933598539668,9.430786849356412
DEU,2002-Q2,1.90538920328613,-0.005006574619655257,1.5352519970689067,12.724720865414591
DEU,2002-Q3,2.947755487544782,2.6634642959645736,1.2647516935554528,10.049143204751616
DEU,2002-Q4,4.538346573504306,2.8397233925872243,1.7073238928042134,9.193731519880194
DEU,2003-Q1,3.1643226123199084,4.455163346656933,1.6968844295567196,7.672913792356955
DEU,2003-Q2,4.091606983422233,2.9692269507723217,2.025817650975156,8.088390605194732
DEU,2003-Q3,5.086038094405535,4.059621184106119,2.011059995687053,8.967833829283022
DEU,2003-Q4,5.858728727801804,4.8428127174585285,2.263837767186026,5.963208421554274
DEU,2004-Q1,3.1227462533059684,3.9592639055326218,1.8686782088157705,7.248054366724321
DEU,2004-Q2,3.4615013985462944,4.398713897139266,2.0750692979403835,8.87051029138545
DEU,2004-Q3,3.5756277971659514,1.600471128178143,1.1705785499257488,8.32071749184065
DEU,2004-Q4,2.196419827697327,3.1951007136477028,2.7846518936291487,10.525904937981963
DEU,2005-Q1,2.6227800090915117,5.0620409981138295,2.7864648852383453,9.086941311945639
DEU,2005-Q2,2.3032034281449687,3.803963527635323,2.4465917164223088,9.322967429340355
DEU,2005-Q3,3.174277697128215,3.6100627270016696,2.842694968903784,10.604453966309224
DEU,2005-Q4,4.429591314569977,1.883632577251151,0.0,10.099178492525576
DEU,2006-Q1,2.533634201675137,2.3978497456476546,0.0,6.747001007042757
DEU,2006-Q2,4.202132210820274,3.898097021226024,0.0,4.493367988946492
DEU,2006-Q3,3.4723080869467795,4.2341978477761675,0.0,7.572616272717335
DEU,2006-Q4,3.8868075513029723,4.622765131879272,0.8297025279192618,6.909090745069313
DEU,2007-Q1,5.31908537481404,4.1078102578167695,1.5581907203777166,6.206734560023607
DEU,2007-Q2,3.77432080170706,2.9076797223115074,1.6743953736937964,9.813000920369518
DEU,2007-Q3,2.001663049331139,1.151336344438398,3.0666407490257406,8.948004849991298
DEU,2007-Q4,1.944548625680759,3.4155064859475397,1.7511322461875118,11.770971278220747
DEU,2008-Q1,3.768758771014443,2.8450475829635264,4.0100440534631225,8.76305468688994
DEU,2008-Q2,0.6726021403319877,3.7706812169525383,4.290976079051175,10.380503546581878
DEU,2008-Q3,2.371026788200569,2.616319761030537,3.0666504759996753,8.555623117463782
DEU,2008-Q4,5.450110251300602,3.5666673878759476,1.8935965060077367,8.2742609874714
DEU,2009-Q1,2.5058620612332323,2.3387862342964674,2.9071914138949486,7.5792468315008765
DEU,2009-Q2,1.7619747594537187,3.575172679323198,3.3774722500961225,9.825163507737496
DEU,2009-Q3,3.9660948886301637,2.7065402170949344,0.9884287417727711,10.84747792088224
DEU,2009-Q4,3.313555641932283,2.924351057176904,2.613427662501077,9.842884537774536
DEU,2010-Q1,3.908713680440217,6.0181539879660635,1.6475298959004094,10.048574104096714
DEU,2010-Q2,3.7057711367786728,4.925604863245958,3.492648996382521,9.4718871792757
DEU,2010-Q3,4.07658054824509,5.517038490486226,2.41066003073501,7.3896164819892665
DEU,2010-Q4,2.354022895443858,1.8750853185202794,4.086391786191612,6.876555145967684
DEU,2011-Q1,2.6257146377234593,2.491927898726698,2.9061355590932565,9.494673513183185
DEU,2011-Q2,4.1400669782896955,2.511518247493414,1.9337980901813356,8.973429840934013
DEU,2011-Q3,3.389433621809906,5.1284897406471615,2.373115569154196,9.626992096106102
DEU,2011-Q4,4.2080101642200125,5.720672456025102,2.480515837015155,6.822828714883048
DEU,2012-Q1,4.163575267558766,3.742490636988748,1.6986167255915094,8.566625132971474
DEU,2012-Q2,5.237640054644535,3.871371600734495,2.0497550638829765,10.263289932341984
DEU,2012-Q3,4.363752043841709,6.998959628159652,2.735373526055014,6.1758285078655195
DEU,2012-Q4,4.630831828090716,5.563135218201293,3.8540655356832936,8.397692277632125
DEU,2013-Q1,3.5425898486564016,2.936518302008343,2.5613528142078987,7.077667812156671
DEU,2013-Q2,2.7237023119991397,3.9864993682014087,3.7685854979765763,8.883747344943158
DEU,2013-Q3,1.5868545303268289,4.114731903397443,3.9314915231246363,8.338252059595975
DEU,2013-Q4,2.476440134180249,3.715337755334907,2.0029177846597475,9.767745834955372
DEU,2014-Q1,2.9580872074555367,4.095005531820009,1.033734166739853,8.471132107622875
DEU,2014-Q2,4.237061860435622,3.4086600650068584,3.157150769505025,7.766719831361948
DEU,2014-Q3,3.9052782631136314,4.727912658175728,1.0458499785301723,5.705231990565504
DEU,2014-Q4,1.8143368550083585,5.426784096051656,1.1229756322392512,11.795704779850363
DEU,2015-Q1,2.2538177040000464,4.405836659630248,3.202588607378991,12.59503395482654
DEU,2015-Q2,5.45714224862746,5.588646024471251,3.623792589379372,9.881919620199636
DEU,2015-Q3,4.9730873239721065,3.9205836392059794,1.9218402498796823,8.145031187165193
DEU,2015-Q4,3.7780978077496603,3.2323550682038134,2.5059180645952197,9.453305512967935
DEU,2016-Q1,3.6298338761033206,5.281818006606328,1.0652089324107268,8.430400781861609
DEU,2016-Q2,2.7069978891629187,1.9204710087523251,1.3393910937762272,8.464827434366692
DEU,2016-Q3,5.093584992826558,3.8462248642904475,0.4408923265397744,10.666209956620767
DEU,2016-Q4,5.642635325734025,4.640679118235503,1.0179110259096256,6.986752124634073
DEU,2017-Q1,3.837328349820836,5.408189751997042,3.508316571042611,9.956572394926017
DEU,2017-Q2,2.8633809825153183,2.919515314591812,2.7489298491748055,6.4959503826622225
DEU,2017-Q3,3.5777641644704485,3.1593024455645913,1.6521798459582664,5.813027778704916
DEU,2017-Q4,4.148769374332347,2.8449766166613055,0.44360086700190005,3.67216034338482
DEU,2018-Q1,3.782579680785494,5.4903520791042215,2.9168050692080625,6.591773256402361
DEU,2018-Q2,2.7526995582969427,4.871382043862342,1.5171020925850511,8.600126976554323
DEU,2018-Q3,4.180026777999934,5.663777811780843,1.795219919428102,8.156241025485983
DEU,2018-Q4,2.643784316421427,3.347957666247874,1.6675112951756046,9.050204137973205
DEU,2019-Q1,4.310528900671742,2.5931214272124903,3.0913052399309997,8.068210332546379
DEU,2019-Q2,3.6349084198487853,2.3282184433377733,0.0,9.417208783971727
DEU,2019-Q3,4.593156325877314,2.849066827483428,0.7671961394841884,9.12524808146437
DEU,2019-Q4,2.0322062063392736,2.521822737012606,1.9689375199546468,7.23899157605746
FRA,2000-Q1,1.0536432733236447,1.3969457687677764,3.4527378589635447,6.656833538149282
FRA,2000-Q2,0.09125868544243265,1.0083377569809604,1.9865174373857635,9.03470792034058
FRA,2000-Q3,1.7495856793124431,-0.7747776553289429,2.080384605260608,7.339203585289757
FRA,2000-Q4,2.6887760817887107,1.9381525951227434,0.5032571866841518,7.6243502930539595
FRA,2001-Q1,2.713992190739033,2.5144520932112573,2.110113672418805,6.426507103564541
FRA,2001-Q2,2.2884123101658123,0.9975190887097891,3.9004534597807448,7.120298032809726
FRA,2001-Q3,4.568862603150679,1.3645379973338287,2.969798858582561,4.581184427013371
FRA,2001-Q4,1.0837812977137409,-0.5341090490448783,3.302288844516466,7.269777510745423
FRA,2002-Q1,-0.0882938544598828,1.2163784154585655,2.6248305551594244,8.464514092012184
FRA,2002-Q2,3.4556089770877016,2.3677207585498783,2.782078248841666,6.5653701091364995
FRA,2002-Q3,0.239599132687343,0.8675258965697075,3.001391735150852,6.25141976258622
FRA,2002-Q4,1.3949667516596067,1.0133108640533346,2.8992861423748435,6.736737396490618
FRA,2003-Q1,2.239744879973109,1.6833709080300974,2.0427120110550376,9.324627041746092
FRA,2003-Q2,2.3788379970737754,1.5545671551143394,3.4097638313343177,8.350688363284098
FRA,2003-Q3,3.5175119843880642,1.9598049443603902,2.9172318685188627,7.841770707852079
FRA,2003-Q4,1.4787393629232748,1.8018793577224312,3.261088514796965,7.357636365082188
FRA,2004-Q1,1.8549989661715092,-0.7821495533066603,2.7228889794718616,7.7062587081346265
FRA,2004-Q2,2.439441691943816,-0.9603159123322296,3.774256871876293,6.325911718672824
FRA,2004-Q3,3.5070680365128624,0.8811129817135468,2.6134098179746212,9.153791937353704
FRA,2004-Q4,1.45900731004911,2.2431712915706115,3.9731024835928856,7.163498875268464
FRA,2005-Q1,3.60314444246326,1.6113312120765568,4.235536488495364,7.399421729672375
FRA,2005-Q2,2.551525517549899,2.6155977734806632,4.875487943693961,4.760043768279554
FRA,2005-Q3,3.7968631946185543,0.17478901200055352,5.449583158367118,7.5694940965219875
FRA,2005-Q4,1.2752444199639126,0.31085609849202844,3.3042526604221645,7.163542764642869
FRA,2006-Q1,1.5472886152909868,1.6733364512097086,4.567695356884493,9.633644575055461
FRA,2006-Q2,1.1553408913096268,1.1455983507181515,2.5202819954223425,7.358545075669258
FRA,2006-Q3,3.1758833026384217,3.25327299400941,1.8165015668246136,6.589467345275532
FRA,2006-Q4,2.8756299267590304,2.7604082827221266,2.104148039849722,7.546555172126544
FRA,2007-Q1,2.1643896106755225,2.0701337674046756,3.497575686925341,7.479920147043715
FRA,2007-Q2,1.7167502659993537,1.5425000530741484,3.554579897215014,7.108117491873347
FRA,2007-Q3,1.7466461274676317,3.3373612743186376,4.300936846434487,7.206089428056409
FRA,2007-Q4,2.817201412678194,1.9999215148428164,5.522608449801535,7.729680222636714
FRA,2008-Q1,2.0771637031805588,2.2921410335205894,3.3365637995953197,5.8927400854778
FRA,2008-Q2,-2.9008160162206824,1.7828433616290371,5.285147182785678,10.549907009049306
FRA,2008-Q3,1.1189423680971564,1.990736324810322,2.131369268991251,8.290366209731584
FRA,2008-Q4,0.9918761116213927,0.7333526147671873,2.469870152920029,7.476536449953695
FRA,2009-Q1,-0.5389803306482781,1.746091706077964,1.7340035914669087,8.745348028491554
FRA,2009-Q2,3.948448643796132,0.5393053547312536,0.0,7.162637097380481
FRA,2009-Q3,4.475029335453672,3.668600367068483,0.5176798410791463,7.3825076032870225
FRA,2009-Q4,2.6905492187981332,2.2392565163266696,4.761492268460831,5.06143380668624
FRA,2010-Q1,2.6071291284085243,2.3654031329026775,5.035261074907893,6.80126662167681
FRA,2010-Q2,2.6225475615593408,1.3711436781643445,4.272180232151959,6.602204180488893
FRA,2010-Q3,3.0729741464979154,1.0394651002310438,3.9390095811476993,6.8686232610008995
FRA,2010-Q4,3.8751343885668073,1.378881323917474,1.6486508598120668,8.453233210882326
FRA,2011-Q1,1.8507039111001484,0.5718595607080567,1.7628000947028304,9.535684076515766
FRA,2011-Q2,-0.37334374500291734,4.61755469168889,3.757881576197134,9.199021791667507
FRA,2011-Q3,1.2370579516501723,2.9037722526369323,4.2413555924376976,9.302189425243695
FRA,2011-Q4,2.509725490164458,2.1347355420603784,3.5530215398424474,7.695406164926654
FRA,2012-Q1,2.091039215838392,3.071290808175818,4.058203114504472,3.5209337378026175
FRA,2012-Q2,2.946108522801592,2.3848688811545387,3.675648511133322,5.72218043947063
FRA,2012-Q3,3.849427324980738,3.127752149795462,2.7601647054095206,7.054406101080292
FRA,2012-Q4,1.6720447191498853,0.3775212599296034,2.334018870136782,8.487838522544779
FRA,2013-Q1,3.301419087432682,1.710755926873071,3.40242236748077,8.189648702808562
FRA,2013-Q2,1.8332415315834987,2.0313143340230337,4.08330263262553,8.67578942044648
FRA,2013-Q3,3.5066758139085614,2.647105351306994,4.002843877485073,8.887610543926854
FRA,2013-Q4,2.6102171826429847,0.8904330605685082,3.356487572369934,6.496424269692181
FRA,2014-Q1,1.5537258128074836,0.9620435229150264,2.337900731036955,6.9338168536226386
FRA,2014-Q2,-0.2268329415219501,1.2246679923292052,2.71226620985108,6.998197416225373
FRA,2014-Q3,2.2466248593008666,2.435957532935687,1.379166002268519,6.573757904995409
FRA,2014-Q4,1.4695722065236803,0.5813054449778177,3.13640191348878,7.181238779369469
FRA,2015-Q1,1.6750648581239826,-1.4341509149472307,3.4416866961174777,5.841967088183181
FRA,2015-Q2,2.119929880423617,0.5896090667344114,4.328360826665378,5.334578953623994
FRA,2015-Q3,-1.566835500709153,0.9302298695308461,5.357965796548962,9.690091371541293
FRA,2015-Q4,1.0153395388463644,0.45448025133144754,4.7991025060712005,7.325651790105955
FRA,2016-Q1,2.2904473072990257,1.6410324359640573,4.852057869660964,11.268501107191831
FRA,2016-Q2,2.629691305458074,0.9329331149768725,3.812302027505461,5.797603329278401
FRA,2016-Q3,1.5001513845421002,0.6549820771610304,2.787630355166472,7.381852045924519
FRA,2016-Q4,1.0303778960830274,2.3365322069502223,2.974176038071146,7.8801885874288
FRA,2017-Q1,1.4567007423997003,1.8692521388729246,3.949920546279376,6.7123734859470385
FRA,2017-Q2,1.1234167555863133,1.1039739620238946,2.1361778346846165,6.508921418004182
FRA,2017-Q3,1.3746424993789241,2.239134045215219,2.9621590697824085,7.882921662023106
FRA,2017-Q4,3.021874998664736,1.6353598190512124,3.4729367345009385,7.264270904084741
FRA,2018-Q1,2.8404124214821276,0.861747575114329,0.7826897587767951,6.938996524688443
