id,t,y,x1,x2
26,4,2.549,1.0186,0.8912
26,5,1.6877,-0.3377,0.1225
26,6,2.1252,-0.1335,-1.1394
26,7,2.4224,0.8008,1.9435
26,8,2.8112,0.0375,-0.632
27,1,0.8597,-1.4391,-1.3357
27,2,1.1675,-1.085,-1.0246
27,3,-1.5568,-2.6282,-1.0582
27,4,1.4767,-0.2118,0.6572
27,5,0.1894,-1.1893,0.0348
27,6,1.74,0.5562,1.1699
27,7,3.181,-0.1602,-1.7332
27,8,4.28,1.9703,0.1464
28,1,0.4287,-0.0799,0.5619
28,2,1.1607,-1.3769,-1.3106
28,3,2.4384,-0.8395,-2.0739
28,4,3.5076,1.5484,1.4987
28,5,1.7699,-0.3289,-0.3581
28,6,2.6019,1.889,1.8093
28,7,1.9866,0.8673,1.4662
28,8,1.8932,0.0924,-0.7482
29,1,5.1873,0.9333,-0.0141
29,2,0.577,-0.3711,0.4832
29,3,1.3796,0.6562,1.1071
29,4,2.8179,0.8289,0.1197
29,5,3.9918,0.5587,-0.3672
29,6,3.5905,1.0309,-0.0405
29,7,0.7731,-1.7731,-1.7415
29,8,3.0447,0.5302,0.7215
30,1,2.7068,0.1993,0.0016
30,2,0.9621,-0.8881,-0.2106
30,3,3.4395,0.732,0.217
30,4,6.6533,1.2755,-0.7834
30,5,3.1229,0.7439,1.9665
30,6,1.1631,-1.3599,-1.5827
30,7,1.8118,-0.6549,-0.3765
30,8,-1.2618,-3.2545,-2.2531
31,1,3.3936,0.5417,-0.3129
31,2,1.2671,1.3459,1.5278
31,3,3.7842,1.3126,0.0404
31,4,2.8519,1.062,0.0946
31,5,-0.022,-1.9033,-1.1147
31,6,0.8079,-0.6547,0.669
31,7,1.6036,0.316,-0.4544
31,8,0.4916,-1.6033,-1.1213
32,1,3.747,1.0129,0.8426
32,2,3.7987,1.4016,0.1648
32,3,-0.5473,-1.6823,0.0255
32,4,2.5774,0.9991,1.5027
32,5,3.1612,0.7998,0.3641
32,6,3.0494,0.9162,0.1435
32,7,2.0962,0.3282,-0.415
32,8,1.3954,-0.2194,-0.2644
33,1,3.5696,0.6196,-0.1922
33,2,1.5949,0.1781,0.8537
33,3,2.6231,-0.0109,-0.8852
33,4,1.007,-0.4249,0.2472
33,5,2.2193,1.2502,1.7362
33,6,2.4574,0.3375,0.8478
33,7,4.0169,1.4898,-0.1245
33,8,1.722,1.4342,1.4772
34,1,3.1778,0.1721,-0.6367
34,2,3.1962,0.1719,-1.3142
34,3,3.3084,0.6007,-0.4825
34,4,3.4341,0.5618,0.6042
34,5,2.9182,0.9416,0.5976
34,6,2.0522,-0.6421,-1.158
34,7,2.135,-0.2422,-1.2527
34,8,0.1494,-1.1186,0.1708
35,1,5.1413,2.5671,1.8543
35,2,1.2683,-0.4253,-0.607
35,3,2.4856,-0.0619,-0.6021
35,4,2.1561,-0.0078,-0.1471
35,5,1.0135,-1.1583,-0.9307
35,6,2.6942,-0.1178,-0.4862
35,7,2.9806,0.6296,0.2427
35,8,2.8521,-0.1645,-0.5411
36,1,-0.459,-1.1873,0.669
36,2,1.8321,-0.6334,-0.925
36,3,1.6873,-0.8919,-1.2569
36,4,3.049,2.2738,1.3721
36,5,4.5362,1.8305,1.5161
36,6,0.8921,-0.7662,0.7333
36,7,2.0132,-0.1944,-0.3904
36,8,4.045,0.247,-1.7307
37,1,1.0878,-0.5555,0.134
37,2,1.2189,0.811,1.834
37,3,1.3688,-0.117,-0.4885
37,4,-0.7498,-1.5815,0.4495
37,5,1.0491,-0.2737,-0.0517
37,6,4.4181,0.7909,0.0308
37,7,2.3156,-0.3598,-1.1255
37,8,2.258,0.1496,-0.2776
38,1,1.6474,-0.5776,-0.2792
38,2,1.5497,-0.6999,-1.1561
38,3,2.6361,0.6791,-0.1963
38,4,1.9288,0.2287,0.5661
38,5,2.9073,-0.2647,-1.0895
38,6,0.1037,-1.3841,-0.1715
38,7,-0.1552,-1.2091,0.4695
38,8,3.833,1.2487,0.1355
39,1,1.8856,0.9219,2.26
39,2,1.7144,-0.5604,-0.6101
39,3,2.3892,0.2529,-0.7537
39,4,0.3278,-2.2453,-2.1298
39,5,0.7842,-0.4224,0.2267
39,6,1.4962,-0.5304,-0.3301
39,7,1.6981,0.4962,0.9179
39,8,-1.0333,-2.285,-1.0816
40,1,1.5227,-1.1964,-1.6536
40,2,1.6503,0.9414,0.8289
40,3,0.7942,-0.5392,0.4395
40,4,1.8753,0.8298,2.1978
40,5,3.5415,0.3322,-0.0496
40,6,3.7502,1.6453,0.1652
40,7,0.9831,-0.7691,-0.7035
40,8,4.9728,1.733,0.5746
41,1,-0.0121,-0.4461,1.0467
41,2,3.3722,0.9044,-0.44
41,3,2.2792,0.3418,0.0978
41,4,3.6587,2.4365,2.3879
41,5,1.7514,-0.1048,0.5179
41,6,-0.2157,-2.1576,-1.1499
41,7,3.1093,0.7354,-0.2544
41,8,0.3307,-2.3282,-2.2752
42,1,2.0908,-0.0017,-0.0232
42,2,2.0701,-0.1126,-0.2417
42,3,3.2388,0.7577,0.2685
42,4,3.0703,0.2723,-0.2137
42,5,2.6027,0.59,0.6852
42,6,0.7789,-0.4445,0.9007
42,7,0.8522,1.883,2.8592
42,8,3.3748,-0.1873,-2.0418
43,1,2.9044,0.4726,0.1404
43,2,4.3971,1.6068,0.9111
43,3,0.5032,0.2097,1.777
43,4,0.0546,-1.4056,-0.2682
43,5,2.4467,-0.1406,-1.1504
43,6,2.1335,0.2503,0.688
43,7,2.7889,0.7742,1.412
43,8,2.2855,0.3826,0.0473
44,1,1.3246,-0.8346,-0.4372
44,2,1.088,-0.1956,0.8413
44,3,1.9554,0.6915,1.2424
44,4,1.8662,-0.3921,-0.6689
44,5,3.516,0.2678,-0.8512
44,6,1.7018,-0.7438,-0.9092
44,7,2.3851,-0.0016,0.9367
44,8,3.1415,1.2599,0.0001
45,1,2.7846,1.1213,1.6633
45,2,0.6749,0.3605,1.93
45,3,0.8361,1.1035,2.6208
45,4,1.9624,-0.1455,-0.232
45,5,2.012,0.3089,0.6659
45,6,1.9453,-0.4598,0.5271
45,7,1.6912,-0.1694,-0.035
45,8,1.6022,0.3507,0.2998
46,1,3.7429,0.4895,-1.0401
46,2,0.4986,0.8735,1.5383
46,3,2.0382,-0.0705,-0.2351
46,4,1.6381,-0.1719,0.139
46,5,3.7339,0.8308,0.1347
46,6,3.4472,0.2624,-0.6127
46,7,3.184,0.3963,-1.1266
46,8,0.8454,-1.1319,-0.7092
47,1,0.5995,-0.6685,0.2105
47,2,0.0075,-1.9433,-1.036
47,3,4.83,2.2188,1.0743
47,4,1.5185,0.5472,0.5705
47,5,2.2323,-0.1384,-0.7876
47,6,2.1115,0.1708,-0.5049
47,7,4.2985,1.176,-0.0821
47,8,5.642,1.4303,0.2213
48,1,0.7196,0.4016,1.3441
48,2,-0.8574,-0.3281,2.0264
48,3,1.4582,-0.5239,-0.3586
48,4,1.8271,0.4546,1.0809
48,5,2.3744,0.4603,0.5694
48,6,0.5736,-2.2468,-2.3328
48,7,1.9463,-0.7135,-1.3424
48,8,0.3004,-0.7606,0.8232
49,1,0.9705,-0.2498,1.3713
49,2,1.3817,-0.3815,-0.8846
49,3,0.53,-1.0006,-0.1307
49,4,3.3421,0.1461,-1.2584
49,5,2.0413,0.7611,0.5397
49,6,2.1642,-0.211,0.3441
49,7,2.861,0.4382,-0.7561
49,8,1.1209,-0.6131,-0.067
50,1,0.6517,-0.984,-0.0174
50,2,0.8787,-0.9512,-0.5405
50,3,2.3828,0.8056,-0.68
50,4,1.3644,-0.4771,-0.2914
50,5,3.7593,0.3281,-0.8139
50,6,1.375,0.4959,1.4379
50,7,0.969,-0.2694,0.3402
50,8,2.4038,-0.0386,-0.012
51,1,1.8383,-0.6084,-1.07
51,2,2.1417,0.1208,-0.2927
51,3,2.6884,0.5269,0.2504
51,4,2.7423,0.0154,-0.4128
51,5,2.8081,-0.7231,-1.5233
51,6,3.0732,0.3638,-0.0295
51,7,0.9909,-1.3821,-1.2063
51,8,2.6683,-0.2585,-1.5873
52,1,0.6008,-0.6367,0.159
52,2,0.8734,-0.5501,0.4029
52,3,0.9224,-0.1676,1.093
52,4,1.0074,-1.8939,-2.2185
52,5,0.7096,-0.2515,1.0484
52,6,1.6073,-1.179,-1.6466
52,7,2.7874,0.5018,0.2498
52,8,4.2829,1.6133,0.7917
53,1,3.6723,1.2415,0.5548
53,2,1.5385,-0.0737,0.1358
53,3,1.9442,-0.9403,-1.8333
53,4,1.2866,-0.7847,-0.9761
53,5,2.0913,-0.2575,0.346
53,6,2.3197,0.8332,1.1752
53,7,1.3017,-0.3691,0.0714
53,8,-0.7929,-1.3567,0.8394
54,1,5.1248,0.8079,0.3329
54,2,2.1654,0.8058,0.3089
54,3,0.9567,0.0384,1.1018
54,4,1.7789,-1.0153,-1.5258
54,5,2.4324,0.5337,0.9553
54,6,2.2343,0.2109,0.777
54,7,4.605,0.4964,-0.8594
54,8,-0.8952,-2.1873,-0.581
55,1,2.0259,0.7215,0.3747
55,2,1.3798,-0.4053,-0.1061
55,3,-0.4635,-1.488,0.31
55,4,4.2857,0.5153,-0.1987
55,5,2.2621,1.5606,0.9068
55,6,0.4973,-0.7729,0.8322
55,7,2.2034,0.3629,0.563
55,8,1.0769,-0.5168,0.5462
56,1,0.9748,-2.0227,-2.4976
56,2,0.8186,-0.0292,0.9047
56,3,-0.2744,-1.4358,0.216
56,4,2.2602,-0.3616,-0.683
56,5,0.6772,-1.0241,-0.0325
56,6,0.9617,-0.9607,-0.507
56,7,0.0953,-1.477,-0.4311
56,8,0.4018,-1.5264,-0.9461
57,1,2.384,0.0839,0.2151
57,2,2.2061,-0.7138,-1.4445
57,3,1.7354,-0.1538,-0.5057
57,4,0.4942,-0.5975,0.546
57,5,1.6261,-0.1917,-0.1502
57,6,0.9497,0.8826,1.55
57,7,-0.6591,-1.5448,0.3901
57,8,1.3401,0.1773,0.3733
58,1,0.13,-0.9285,0.4824
58,2,1.4121,-0.0395,0.21
58,3,0.9201,-0.6272,-0.4603
58,4,3.2808,0.3125,0.4861
58,5,2.8216,-0.5012,-1.4194
58,6,2.202,0.1942,-0.432
58,7,2.923,-0.3877,-1.7501
58,8,2.2122,0.3312,0.6686
59,1,1.1932,-1.3708,-1.4297
59,2,0.088,-0.3447,1.3379
59,3,6.4608,2.2785,0.3118
59,4,1.9947,-0.169,-0.6181
59,5,1.0037,0.5966,1.2302
59,6,2.7971,0.0342,-0.4703
59,7,2.8419,0.755,1.5353
59,8,2.5718,-0.5372,-0.6259
60,1,1.7669,-1.1731,-2.1302
60,2,4.3673,1.6739,1.055
60,3,1.5817,-0.0681,0.1496
60,4,2.1943,0.0583,0.3732
60,5,0.3543,0.4737,1.7651
60,6,0.4323,-0.4262,0.5731
60,7,1.0466,-0.5108,-0.1023
60,8,1.2054,-0.7098,-0.3094
61,1,0.1348,-1.1693,0.0195
61,2,1.3798,-0.4928,0.1413
61,3,0.9147,-0.5638,0.7243
61,4,0.8348,-0.2004,1.4104
61,5,4.6344,0.6758,-0.6039
61,6,2.8519,0.19,-0.4192
61,7,1.7045,-0.46,-1.0438
61,8,5.4135,1.2441,-0.4459
62,1,4.2036,1.4885,-0.6794
62,2,2.9588,1.0766,1.7568
62,3,1.4356,-0.8931,-0.5126
62,4,3.0043,0.8862,0.8436
62,5,2.2117,0.5213,-0.5148
62,6,0.1757,-1.737,-0.9523
62,7,2.8457,0.1856,0.2097
62,8,3.8482,0.7267,-1.0995
63,1,2.9086,0.5261,-0.0839
63,2,3.5282,1.0216,0.7702
63,3,0.1677,-1.8945,-1.3213
63,4,1.9294,0.2548,0.7669
63,5,0.1727,-1.6651,-0.8381
63,6,2.4496,0.236,-0.3427
63,7,1.381,-0.8005,-0.4485
63,8,0.8828,-1.0847,-0.5166
64,1,1.8187,-0.6994,-1.1781
64,2,1.1018,-1.2667,-1.0899
64,3,1.405,-1.548,-2.1644
64,4,0.703,-1.6412,-1.4642
64,5,2.3442,0.799,0.3662
64,6,1.2465,0.0968,0.4762
64,7,2.1438,-0.2111,-0.7242
64,8,0.0821,-0.9363,0.9798
65,1,0.4874,-1.7403,-1.35
65,2,1.942,-0.0877,0.0197
65,3,2.3576,-0.0913,-1.0062
65,4,3.671,0.9764,-0.516
65,5,0.6222,-0.6465,-0.0676
65,6,0.5912,-0.2717,1.1361
65,7,4.0751,1.7512,0.4415
65,8,0.9441,-0.669,0.2675
66,1,1.4422,-1.3009,-1.7114
66,2,1.1057,-0.9476,-0.982
66,3,1.6629,-0.2408,0.5496
66,4,3.3259,0.1215,-1.2884
66,5,-0.3602,-1.9379,-0.7035
66,6,1.9789,0.3825,0.7365
66,7,1.2504,-0.5585,-0.3253
66,8,3.1961,0.7926,0.1918
67,1,0.976,-0.5016,0.5473
67,2,1.3354,-0.3205,-0.652
67,3,4.0831,0.5837,-1.9641
67,4,2.9618,-0.2495,-1.8055
67,5,3.5701,0.8249,-0.1766
67,6,2.4419,0.6389,1.6771
67,7,1.4896,0.2634,0.5733
67,8,1.3153,-0.1714,0.2553
68,1,2.9377,0.5051,-0.6425
68,2,1.6445,-0.6703,-1.1119
68,3,3.0764,1.5837,1.2008
68,4,0.1729,-1.7226,-0.9621
68,5,1.9026,0.468,0.1557
68,6,0.1969,-0.6411,1.2164
68,7,0.7402,-0.5339,-0.1493
68,8,1.0018,-1.0283,-0.8147
69,1,2.1678,0.3195,0.1439
69,2,2.9611,0.0807,0.0474
69,3,1.4092,-0.674,-0.6276
69,4,0.9326,-0.6192,-0.6914
69,5,2.513,0.8233,-0.964
69,6,1.077,-0.9745,-0.6646
69,7,4.7352,0.4026,-2.1879
69,8,0.8204,-1.8055,-1.9303
70,1,2.4331,-0.5261,-1.4562
70,2,3.2542,-0.077,-1.0192
70,3,0.2002,-0.2981,1.4139
70,4,2.3629,0.0733,0.2678
70,5,0.6189,-0.9999,-0.5565
70,6,1.1588,-0.2978,0.0287
70,7,0.8024,-2.1239,-2.1754
70,8,0.7095,-0.6497,0.29
71,1,0.0848,-1.5197,-0.458
71,2,2.8308,-0.0601,-1.0825
71,3,2.1698,-0.9483,-1.9736
71,4,2.104,0.0666,-0.608
71,5,1.612,-0.0897,0.2044
71,6,0.83,-0.4761,-0.0987
71,7,0.5315,-1.6462,-1.2405
71,8,1.0288,-0.2128,0.6495
72,1,2.3491,-0.5149,-1.6129
72,2,1.295,-0.8479,-0.2208
72,3,0.2802,-0.3491,0.8814
72,4,1.3756,0.0781,0.1904
72,5,1.4956,0.1478,0.1618
72,6,4.1006,1.6245,0.3365
72,7,1.953,-1.0474,-1.8049
72,8,5.616,1.8498,-0.0763
73,1,5.9445,1.1632,-0.0202
73,2,0.1044,-1.9203,-1.0171
73,3,0.3468,-0.3918,1.6228
73,4,1.5634,-0.7328,-1.0234
73,5,0.7022,1.211,3.2601
73,6,3.8847,1.9787,0.507
73,7,-1.0573,-2.0057,0.1765
73,8,0.6424,-1.4903,-0.9859
74,1,0.9401,-0.9136,-0.1503
74,2,1.2416,-0.8046,-0.5531
74,3,2.6482,-0.0652,-0.1212
74,4,1.6415,0.7999,0.5488
74,5,1.8737,1.5582,1.4702
74,6,1.7649,1.3778,0.3907
74,7,0.2702,-0.7834,0.4616
74,8,3.1155,-0.119,-1.5237
75,1,1.7177,0.4644,1.3059
75,2,2.9647,0.9792,0.7783
75,3,1.9711,-0.0589,-0.925
75,4,3.8288,0.5023,-0.6908
75,5,2.1958,0.3949,0.6809
75,6,3.1809,1.2278,1.6218
75,7,0.628,-0.2295,0.2646
75,8,0.5367,-0.8103,0.4098
76,1,1.7409,0.08,-0.304
76,2,1.2079,-0.3524,0.1336
76,3,2.1849,-0.0619,-0.0255
76,4,3.1922,0.9243,0.3314
76,5,0.5322,0.4721,2.037
76,6,3.4973,1.4224,0.8027
76,7,0.6522,0.2423,1.0428
76,8,1.3749,-0.2942,0.8218
77,1,2.0026,0.4776,0.7272
77,2,0.8046,-0.2122,1.7065
77,3,2.0157,0.9237,1.2008
77,4,1.0339,-0.7519,-0.3818
77,5,1.8161,0.2238,0.1077
77,6,2.5688,0.0266,-0.1049
77,7,-0.838,-1.8507,0.1265
77,8,4.2952,1.1112,-0.114
78,1,-0.6661,-1.0747,1.2326
78,2,-0.1624,-0.0142,1.4519
78,3,1.4482,-1.253,-1.7482
78,4,-0.1831,-1.2372,0.2193
78,5,2.4681,0.4301,0.2481
78,6,2.4649,0.9741,0.0665
78,7,4.4418,1.1281,0.0334
78,8,2.7165,0.3139,-0.3748
79,1,3.3393,0.4867,-0.9049
79,2,1.1318,-0.6687,0.0768
79,3,3.8128,1.616,1.9505
79,4,2.4689,-0.5571,-1.639
79,5,0.5257,-1.6834,-1.3086
79,6,1.2629,0.6555,0.6056
79,7,1.339,-0.5334,-0.4654
79,8,2.3141,-0.0701,-0.8936
80,1,3.4171,0.4808,-0.7837
80,2,2.7747,0.5037,-0.3048
80,3,1.5547,0.1051,1.2107
80,4,0.6133,-1.2485,-0.7037
80,5,2.9617,1.1185,0.8355
80,6,1.2788,-1.1484,-1.0216
80,7,0.0834,-2.2504,-1.8986
80,8,2.1683,-0.0335,-0.31
81,1,1.7815,-0.0513,-0.1876
81,2,0.4576,-1.0612,-0.2055
81,3,3.1048,1.2984,0.1077
81,4,2.1269,1.4152,1.8695
81,5,5.7251,1.9497,0.0241
81,6,-0.8212,-1.4625,0.7673
81,7,0.6161,-0.3696,0.3804
81,8,2.9192,-0.029,-0.1174
82,1,1.8167,-0.6922,-0.9519
82,2,0.9599,-0.383,-0.0953
82,3,1.1566,0.1539,1.0412
82,4,2.9588,0.4945,-0.1815
82,5,3.4006,-0.0781,-0.8817
82,6,1.4447,-0.0211,-0.0293
82,7,0.9733,-1.1835,-0.759
82,8,1.7301,-0.3433,0.3881
83,1,0.5231,-1.4929,-0.994
83,2,3.156,0.5774,-0.5959
83,3,2.124,1.0892,0.8162
83,4,2.4338,0.6288,0.4615
83,5,1.4046,-0.2876,0.1862
83,6,1.843,-0.1545,0.2806
83,7,4.8068,0.8258,-0.9411
83,8,2.1593,0.9046,0.7757
84,1,0.6764,0.8137,1.3503
84,2,-0.2104,-1.9142,-0.8241
84,3,0.7052,-0.4758,0.8576
84,4,2.3797,0.0178,-0.2837
84,5,2.4648,0.6839,0.4134
84,6,2.1403,0.271,0.4234
84,7,2.5881,-0.145,-0.1423
84,8,0.5869,-0.9233,0.1417
85,1,2.7669,-0.1852,-1.5134
85,2,2.1078,1.8665,2.7021
85,3,2.9346,1.3231,1.1221
85,4,6.3141,1.8525,0.2407
85,5,0.8338,-0.8238,-0.1448
85,6,5.0062,1.6744,-0.6431
85,7,1.6525,0.3134,0.6638
85,8,3.6959,1.2408,1.4048
86,1,2.2494,-0.2454,0.2728
86,2,3.1957,0.3282,-0.5421
86,3,1.4305,-0.9993,-1.1411
86,4,3.0003,0.4418,-0.3929
86,5,1.4288,0.7922,0.0008
86,6,0.5837,-0.6108,0.9202
86,7,4.6642,1.9487,0.5055
86,8,1.3513,-1.2222,-1.4095
87,1,0.9651,0.1334,1.0635
87,2,0.3404,-0.2749,1.3583
87,3,1.9198,-0.3882,-0.8246
87,4,1.2748,-1.6587,-2.2004
87,5,1.1288,-0.7976,-0.5299
87,6,-0.5436,-1.8626,-0.466
87,7,3.0102,0.3083,-0.3656
87,8,1.8127,-0.1083,-0.7145
88,1,0.6065,-1.8619,-1.7398
88,2,1.6652,0.2442,0.4093
88,3,1.6664,1.6394,0.7704
88,4,2.3496,-0.7799,-1.3675
88,5,2.6019,0.6964,1.1764
88,6,0.5637,-1.3821,-0.739
88,7,2.2101,-0.5524,-1.2293
88,8,0.406,0.6003,1.9431
89,1,2.1601,0.4008,0.1764
