id,t,y,x1,x2,x3
20,1,1.8392,-0.68,0.0861,-0.5044
20,2,-0.8173,0.2323,-0.7469,-1.5199
20,3,2.2097,0.2931,0.9902,0.9263
20,4,-0.4005,-0.7144,-0.2171,-0.386
20,5,2.2949,1.8658,0.5265,0.1821
20,6,2.1901,0.4738,-0.4774,-1.036
20,7,-0.4323,-1.1913,-0.6498,0.4359
20,8,1.6029,0.6566,0.0842,-0.7619
21,1,0.139,-0.9747,0.0128,-0.1417
21,2,2.5283,0.7871,0.4798,0.8778
21,3,1.928,1.1586,-0.2686,0.7908
21,4,0.1167,-0.8207,-1.8364,-0.022
21,5,4.1228,0.9634,-0.4328,-1.7681
21,6,2.2257,0.4128,0.7938,2.9928
21,7,0.1767,0.8221,-0.2974,1.7459
21,8,1.6799,1.8968,-0.2464,0.7227
22,1,1.1025,-0.2454,0.9864,-0.7532
22,2,0.4998,-0.7537,-0.712,-0.1136
22,3,3.3072,-0.8895,-1.5428,-0.5434
22,4,0.9101,-0.8158,-0.1606,1.2639
22,5,-1.8607,-0.0771,-0.4842,0.2625
22,6,-0.0103,0.3412,-0.9662,-0.7842
22,7,-1.5703,0.2767,-0.1754,-0.4708
22,8,1.0931,0.8272,0.4915,1.1212
23,1,-1.4376,0.013,-0.0093,1.6001
23,2,0.2705,1.4535,0.307,1.5283
23,3,0.2179,-0.2647,1.8134,0.757
23,4,3.3937,2.7202,-0.3429,-0.2526
23,5,1.3971,0.6257,0.2783,-3.2415
23,6,0.7355,-0.8572,-0.5092,0.2972
23,7,0.101,-1.0709,-0.8464,-0.0018
23,8,-1.1467,0.4825,-0.5849,0.14
24,1,1.3901,-0.2235,-0.4788,0.0539
24,2,4.1717,0.714,0.3595,-1.3263
24,3,2.3014,0.4732,2.3491,0.5574
24,4,0.1614,-0.0728,-0.716,0.6322
24,5,-1.0189,-0.8468,-0.4166,0.6823
24,6,-0.4894,-1.5148,-0.0631,0.9466
24,7,1.3426,-0.4465,0.3958,0.6041
24,8,3.1149,0.8564,0.2636,-0.41
25,1,1.7551,0.2141,1.2841,-0.0708
25,2,0.7415,-1.2457,-2.4264,0.0911
25,3,1.838,0.1732,-2.3869,0.1077
25,4,1.8108,0.3853,-0.4959,0.9982
25,5,0.3919,-0.8839,1.0973,0.6437
25,6,0.9114,0.1537,-1.5656,2.0773
25,7,-1.7975,0.0582,-3.0076,2.2065
25,8,0.6133,-1.143,0.5712,0.0796
26,1,1.6805,0.3578,0.2437,-3.8367
26,2,3.9706,0.5608,-1.0902,1.2368
26,3,-1.4503,1.0831,-0.9855,-0.5404
26,4,2.2154,1.0538,-0.9697,-0.8015
26,5,1.5149,-1.3777,0.1105,-0.3984
26,6,1.1361,-0.9378,-0.6263,-0.4466
26,7,2.4814,0.515,0.4941,0.6123
26,8,1.8827,0.5138,-2.8546,-1.5594
27,1,3.1972,0.515,-0.8569,-1.0777
27,2,-2.6966,3.8527,-1.1261,0.3432
27,3,-0.9061,0.5709,-0.2563,0.6229
27,4,1.3943,1.1356,-0.538,0.6415
27,5,-1.2796,0.954,0.7978,-0.787
27,6,3.4186,0.6514,-1.8593,-0.9783
27,7,2.2002,-0.3153,0.0455,-0.5066
27,8,0.9526,0.759,0.5583,0.2399
28,1,0.9228,-0.7728,1.8566,1.4855
28,2,0.6464,-0.2368,-0.4818,-2.0474
28,3,0.9061,-0.4854,0.3245,-0.2207
28,4,0.7281,0.0819,-1.8039,-1.3327
28,5,3.6427,2.3147,-2.392,-1.6522
28,6,0.2181,-1.8673,0.8448,0.967
28,7,2.7584,0.6863,-0.0056,0.5446
28,8,0.8124,-1.6127,1.1785,0.4494
29,1,-0.4949,-0.4719,-1.3734,0.921
29,2,3.7379,1.089,0.5199,-0.4797
29,3,0.4289,0.0643,1.8688,-0.4326
29,4,0.5121,-1.0777,0.4197,2.1857
29,5,1.627,-0.7153,0.2766,-0.2466
29,6,0.2613,0.6796,0.0086,0.7351
29,7,0.5794,-0.7304,-1.5709,0.0064
29,8,2.0549,0.2165,1.3556,-1.8483
30,1,-0.3644,0.0456,-0.6109,-2.0446
30,2,0.7597,-0.6516,0.5045,-0.579
30,3,1.1059,2.1439,-1.563,1.0561
30,4,-0.0688,0.6339,-1.1795,0.7883
30,5,1.5672,-2.0251,1.4351,0.9141
30,6,-0.0675,0.1865,-0.3473,-0.987
30,7,1.8577,-0.6618,1.4533,1.6159
30,8,0.7734,0.8524,-0.0782,-0.9649
31,1,-1.4612,-0.7925,-1.8419,0.2128
31,2,1.3118,-0.1147,0.8921,-0.0104
31,3,2.1135,0.505,-0.5899,-0.1739
31,4,2.9101,0.8658,0.6987,1.3386
31,5,1.7319,-1.2003,0.0252,-0.7051
31,6,4.8001,-0.3345,-1.5431,-1.3496
31,7,1.0686,-0.4749,0.1643,0.02
31,8,0.9031,-0.6533,2.1962,-0.3998
32,1,2.8818,1.7655,0.493,3.3774
32,2,0.8138,0.405,-0.0575,0.6765
32,3,1.317,-1.2609,1.0753,-0.4093
32,4,-0.4784,0.9179,0.2107,-1.0561
32,5,7.3671,2.1222,0.2095,-1.8803
32,6,2.9617,1.0325,-1.0916,-1.0252
32,7,-0.9339,-1.5194,0.2338,0.1149
32,8,0.4597,-0.4842,1.0354,1.4273
33,1,3.1056,1.2669,-0.8361,1.1217
33,2,1.9474,-0.7077,1.4245,0.2291
33,3,-0.6137,0.4438,-0.0917,-0.3232
33,4,2.4332,0.7746,-0.8878,0.2688
33,5,-0.6395,-0.9269,0.9976,-0.5186
33,6,0.7707,-0.0595,-0.2868,1.7184
33,7,0.0485,-3.2413,0.7595,-0.1892
33,8,-0.1249,-1.0244,-0.2918,-0.0863
34,1,-0.871,-0.2526,-0.0598,-2.2158
34,2,0.6355,-1.2478,0.4936,-0.1954
34,3,0.7663,1.6324,0.2909,0.8365
34,4,0.4325,-1.4301,-1.9955,-1.0677
34,5,-0.7422,-0.44,-1.1212,-0.7507
34,6,0.5292,0.1307,0.9294,0.7927
34,7,-2.2246,1.4413,-0.1321,-1.4767
34,8,0.2748,-1.4359,-0.5237,1.0578
35,1,0.8084,1.1632,-1.3586,-0.5321
35,2,-1.1257,0.0102,-1.0797,-0.3886
35,3,0.1669,-0.9815,-2.0218,-1.1239
35,4,2.6712,0.4621,-0.1013,0.378
35,5,0.605,0.1991,-0.5984,2.4599
35,6,0.7418,-0.6002,-0.9666,0.7815
35,7,1.36,0.0698,-0.0681,-0.8643
35,8,-0.3019,-0.3853,0.364,1.1356
36,1,3.3947,0.1135,2.0932,-0.3167
36,2,-0.0716,0.6621,-1.5119,1.3745
36,3,3.1636,1.586,1.1594,0.8067
36,4,1.2065,-1.2378,0.9731,-2.9431
36,5,1.4549,2.133,-0.7791,-1.0041
36,6,0.4811,-1.9521,0.2032,0.9444
36,7,1.1012,-0.1518,-0.4576,0.1517
36,8,-0.6406,0.5883,0.1857,-1.0238
37,1,1.2667,0.281,1.5091,-0.6336
37,2,0.3205,-0.6227,0.6056,-1.9062
37,3,0.5699,-0.2081,0.5086,-0.0884
37,4,-0.8728,-0.493,-0.4303,2.2107
37,5,1.8113,-0.5894,-1.4841,0.8049
37,6,3.9945,0.8496,-0.2085,2.1904
37,7,2.585,0.357,1.2066,0.8824
37,8,1.9063,-0.6929,-1.5272,1.0275
38,1,0.4524,0.8996,-1.0551,1.9741
38,2,0.3606,0.3073,0.1263,0.3773
38,3,-0.3667,0.8129,-0.9847,-0.1872
38,4,2.1905,0.6296,-0.7925,1.0327
38,5,0.6938,-0.829,-0.4236,1.4538
38,6,0.2055,-0.5602,-1.3656,-0.48
38,7,3.4866,0.7473,-0.9741,-0.7216
38,8,2.0322,0.6104,0.7034,0.1389
39,1,-0.7248,-0.0209,-1.3074,0.8315
39,2,-0.6065,0.1173,-1.5979,0.7981
39,3,2.836,1.2777,-0.63,-1.4242
39,4,1.8442,-0.5916,0.732,1.9116
39,5,2.0404,0.5471,-0.1969,-0.6412
39,6,3.1524,-0.2022,-0.4646,-0.2651
39,7,2.7587,-0.2177,0.0444,-0.9027
39,8,2.0877,1.0988,-1.7457,2.6983
40,1,0.3727,0.8254,0.4947,0.2421
40,2,-0.3697,0.8135,0.3834,-0.851
40,3,0.7703,1.3055,-0.4093,0.8639
40,4,2.0694,0.021,1.0059,0.7691
40,5,4.4328,0.682,-1.1275,-0.1877
40,6,1.554,-0.3103,1.1279,0.8406
40,7,2.7338,0.3242,0.1545,-0.8253
40,8,0.5258,-0.1301,-0.3366,-0.4929
41,1,1.8288,0.097,-0.0199,-2.0102
41,2,2.4937,0.5952,-0.1073,-1.324
41,3,-0.525,-0.8182,1.2203,1.8076
41,4,0.5499,2.0924,-1.0767,1.6414
41,5,1.2673,-1.006,-0.7625,0.0658
41,6,0.8931,-1.2142,1.0363,1.6629
41,7,-0.9298,1.1581,-0.5955,-0.1601
41,8,-1.4775,0.7917,0.9005,-0.2434
42,1,1.4384,0.6241,1.6994,0.0565
42,2,1.0792,0.6283,-0.4018,-0.1249
42,3,0.2597,-0.0122,0.6814,-0.2152
42,4,0.3734,-0.8973,-1.1537,1.1434
42,5,1.8084,0.0758,0.7547,0.1501
42,6,1.3637,-0.6772,0.1994,0.7125
42,7,-1.8779,0.9751,0.473,1.0314
42,8,-1.0149,-0.1471,-0.6456,0.3882
43,1,-0.316,-0.8255,-1.6611,-0.9703
43,2,1.5641,-0.3214,0.5033,-1.3529
43,3,1.6093,0.4129,-2.0634,0.1488
43,4,1.1415,-0.5637,-0.3174,-0.1713
43,5,0.5681,-0.8222,0.9412,0.0874
43,6,0.7651,0.2437,0.1919,-0.0161
43,7,1.0585,0.245,1.9483,2.5836
43,8,1.7106,-0.5069,1.0251,-1.3302
44,1,-0.5442,-0.471,-0.6539,-1.9899
44,2,2.2312,0.232,0.0273,0.3324
44,3,0.4277,-1.4481,-0.0474,-0.3764
44,4,-0.2279,-1.4075,-1.5822,0.3161
44,5,-0.4217,-0.7184,-0.9404,0.5839
44,6,-1.0122,-0.2134,-0.5608,1.2841
44,7,-0.7603,0.3109,-2.0362,-1.5072
44,8,1.1304,1.4754,0.0475,-0.5567
45,1,-2.5796,0.8577,-0.2491,0.4288
45,2,0.0971,-0.1599,-1.6729,0.7705
45,3,2.1472,-0.019,0.4042,2.1934
45,4,1.1579,-1.0025,0.7159,0.9557
45,5,0.4829,-0.0185,0.227,-0.0568
45,6,0.8145,-0.2887,-0.3241,-0.8904
45,7,0.6739,0.3227,0.5914,-0.5643
45,8,0.9142,-0.8272,0.6802,-0.5927
46,1,3.4191,0.5193,0.3074,0.6552
46,2,3.7284,1.5327,-0.8246,0.257
46,3,1.6111,-0.1088,0.2766,-1.3236
46,4,1.0248,0.4017,1.1955,-0.4359
46,5,2.4356,0.6901,-0.5966,0.8775
46,6,0.228,-0.4012,2.0979,0.3517
46,7,0.5882,0.2241,-0.5256,0.5686
46,8,1.727,0.0126,0.0324,0.3829
47,1,1.9124,0.0977,-0.6725,1.6264
47,2,1.301,-0.773,0.2233,0.236
47,3,1.0036,0.0245,-1.7422,-0.386
47,4,0.7756,0.498,-0.546,-0.9158
47,5,2.6614,1.4511,-1.0921,0.2496
47,6,0.0098,0.9593,0.1353,-2.4407
47,7,0.7617,2.1532,0.9944,-0.1843
47,8,0.8628,-0.7673,0.646,-0.2058
48,1,1.1663,0.8723,-2.3717,-1.3645
48,2,0.1383,0.1833,2.0421,-0.9283
48,3,3.1943,2.1898,0.2953,0.8097
48,4,1.2279,-0.8083,-0.7765,0.2307
48,5,0.5562,-0.8397,0.1571,0.1018
48,6,3.0921,-0.5994,0.1762,0.3063
48,7,-0.766,-2.1239,-0.6668,0.0926
48,8,0.4344,-0.5258,0.1979,1.2429
49,1,0.0043,-0.7591,-0.6075,0.1234
49,2,0.8483,0.1504,-0.4044,-1.4582
49,3,0.4547,0.3418,-0.6863,1.6301
49,4,-2.5094,1.8762,-1.4327,0.3703
49,5,0.6567,0.9504,0.1458,-0.5893
49,6,0.7979,-0.5769,0.5853,-1.2534
49,7,1.7392,-0.8984,0.5149,0.3959
49,8,4.138,0.4919,0.8199,-0.1172
50,1,1.4659,-1.3202,0.3243,1.5741
50,2,-0.0691,1.8315,-0.5327,-0.3459
50,3,0.8181,1.1794,0.8397,-0.8374
50,4,0.1364,-0.4692,-1.3575,0.8958
50,5,1.4343,-1.7131,-0.9007,0.9253
50,6,1.0199,1.3539,-0.9642,0.1687
50,7,0.0045,-0.1145,1.0801,0.6764
50,8,1.1668,1.2378,0.9428,-0.0377
51,1,0.8689,-1.5944,0.4873,0.2339
51,2,1.5901,-0.5994,1.0719,1.165
51,3,0.4468,0.0052,-0.8793,0.6253
51,4,1.9176,0.047,0.3486,-0.1693
51,5,-1.7499,-0.4501,-0.1252,1.3524
51,6,1.6945,0.6228,0.8469,-2.3649
51,7,1.2126,-1.0676,-0.1152,2.0521
51,8,-0.2394,-0.1424,-0.3849,-1.706
52,1,0.272,0.1203,0.5409,-0.6271
52,2,-0.7125,0.5144,0.8762,-0.0409
52,3,3.9032,0.7116,-0.6683,-0.1465
52,4,-0.2161,-1.1246,-0.0611,1.0064
52,5,0.145,-1.5341,-1.0584,-1.0578
52,6,2.673,1.2777,-2.4981,0.2608
52,7,3.1866,0.3323,0.2005,-0.5782
52,8,0.6755,-0.7485,0.6089,0.2951
53,1,0.8585,1.5512,0.2621,-0.0648
53,2,0.7962,0.1157,-1.9496,0.0929
53,3,3.8809,1.1793,-0.3508,-0.5499
53,4,0.0377,0.0675,-2.2183,-0.5101
53,5,0.7957,2.0607,1.3697,0.2873
53,6,-2.4075,1.7553,-1.0861,0.9437
53,7,0.1752,-0.249,1.2554,-0.5983
53,8,2.939,0.9716,0.9459,-0.8688
54,1,0.4834,0.6454,-0.9006,0.6135
54,2,-0.0588,1.3686,-1.1328,-0.0325
54,3,0.0123,-0.9649,0.3504,0.8305
54,4,1.2408,0.6861,-0.8443,-0.9058
54,5,1.1663,1.0584,0.1025,-1.7794
54,6,-0.241,-1.7587,-0.4828,-0.533
54,7,1.5242,-1.1833,-1.7812,-0.7664
54,8,0.903,-2.0392,-2.2305,-0.0788
55,1,-0.8001,-0.2694,0.2267,-0.6368
55,2,1.7455,0.7175,-0.5616,0.741
55,3,-0.0781,1.5024,-0.5531,-0.2882
55,4,0.9761,0.0741,0.6959,0.1505
55,5,2.6533,1.6286,1.1734,0.1576
55,6,0.0468,-1.3801,-0.2725,0.195
55,7,0.2269,-1.7034,-0.3406,-0.0241
55,8,1.8537,-0.0555,0.5001,0.5106
56,1,1.3146,0.3841,-1.3569,-0.7957
56,2,0.3024,-0.0327,0.2232,1.3994
56,3,-0.2383,-2.0674,0.5519,-0.2365
56,4,-0.3348,-0.0891,0.6802,-1.3115
56,5,-1.2721,-1.3045,-1.9368,0.1881
56,6,4.518,0.6697,-0.7614,-0.8512
56,7,-0.3673,0.3666,-0.8783,0.6653
56,8,-0.5177,-0.9399,0.0999,2.2096
57,1,1.1915,-0.5139,0.4807,-0.7866
57,2,0.8467,-1.0592,1.4967,0.3324
57,3,0.5613,-0.0627,-0.495,-1.7555
57,4,3.8602,0.9551,-0.4976,0.4539
57,5,1.2485,-0.9857,1.1497,-0.8857
57,6,0.6314,0.504,0.2966,-0.6248
57,7,0.772,-0.5303,1.2677,-1.1013
57,8,0.2334,-0.7929,0.2887,0.7322
58,1,1.9034,-0.107,-1.1571,1.0073
58,2,-0.2777,-1.0352,-1.3331,0.0234
58,3,-2.2722,-0.5536,-1.5515,-0.8644
58,4,0.5636,-1.1979,0.6621,1.5895
58,5,-0.3296,1.9647,1.1886,-0.7504
58,6,3.435,0.0353,1.8494,-2.162
58,7,0.0953,-0.6997,0.8431,0.4584
58,8,1.2888,0.214,1.1628,-1.1048
59,1,1.1123,-0.1123,-0.58,0.9886
59,2,0.1268,-0.221,-1.1564,-0.3811
59,3,1.2028,0.6142,0.8501,0.6037
59,4,2.0989,0.7575,0.4177,1.4015
59,5,2.323,-0.5305,0.1074,-1.2089
59,6,1.5582,-0.5758,0.3874,-0.5659
59,7,2.5182,-0.2751,0.3232,-0.0757
59,8,-0.2615,-2.3019,1.2838,1.5376
60,1,0.8208,-1.5152,1.295,-0.6584
60,2,2.103,1.3669,0.5442,-0.5945
60,3,2.6693,1.645,0.8458,0.4781
60,4,2.4372,-0.249,0.5141,-0.5772
60,5,0.7984,0.5766,-0.4612,0.1525
60,6,0.9152,0.3113,0.7566,-1.5515
60,7,4.292,3.0789,-1.3945,2.2143
60,8,-0.5854,1.1196,1.0539,-1.3477
61,1,0.2242,-0.1279,-1.1945,-0.3218
61,2,0.4918,-0.9555,0.2858,-0.0325
61,3,-0.8789,-1.6064,-0.8452,1.9127
61,4,2.4963,0.2035,0.5534,-1.3248
61,5,-0.4294,-0.7564,-0.0339,1.9837
61,6,-0.3386,-1.4223,-1.5948,0.7572
61,7,1.0741,-0.6466,0.4207,0.4171
61,8,1.6273,-1.0815,-0.5779,-0.9846
62,1,2.09,1.6871,0.8811,0.5711
62,2,2.9304,0.8816,0.0013,-0.7235
62,3,1.9034,-0.008,0.3954,1.2667
62,4,1.7374,1.4799,-0.9576,-0.9711
62,5,-0.6705,0.0774,-0.5893,-0.1132
62,6,-1.0515,-0.8613,-0.4586,-0.5553
62,7,2.1917,1.5231,0.8567,-0.9875
62,8,1.2156,0.5389,1.6774,0.7413
63,1,1.2061,-1.0372,-0.8052,0.5355
63,2,1.9216,-0.1903,1.0768,1.209
63,3,-0.3563,-0.8756,-2.1697,-1.7799
63,4,-1.2355,-1.3828,-1.1942,1.0642
63,5,2.1732,0.9262,-0.9588,2.5054
63,6,-1.3406,1.9094,-1.3525,-0.4516
63,7,-1.0102,-1.3986,-1.5836,1.8951
63,8,0.1013,0.563,0.413,-0.2632
64,1,0.4652,-0.6506,-0.2141,-1.3724
64,2,2.015,-0.4871,0.3794,-0.3056
64,3,0.9065,-0.5924,0.6905,1.0482
64,4,0.2516,-0.864,0.2656,-0.8382
64,5,-0.4361,0.0485,0.6578,-0.6003
64,6,1.0966,-0.831,-0.0695,0.5935
64,7,-0.5316,0.2705,-1.187,0.0031
64,8,1.4067,-0.0502,1.0578,0.5846
65,1,0.2507,-0.2389,-0.5891,0.2378
65,2,1.2057,-0.9076,-0.9356,0.4796
65,3,0.4909,-0.5768,-0.1779,-0.4323
65,4,0.9955,0.7554,-0.9128,0.2317
65,5,1.8748,0.5009,-0.4174,-0.9274
65,6,2.4061,-0.9776,0.3441,1.2884
65,7,2.1969,0.0993,0.3483,-0.6343
65,8,0.9441,0.7514,-0.8978,1.1288
66,1,0.0216,-1.6694,-0.4877,-0.2336
66,2,0.9853,0.5434,1.0743,0.202
66,3,-0.0436,-0.6626,0.4964,-0.495
66,4,1.3788,0.5706,2.0751,-1.016
66,5,0.38,-0.7633,1.1801,-1.7448
66,6,0.8102,-1.8049,1.1443,-1.0553
66,7,-1.2899,-1.6275,-1.3879,-0.3239
66,8,2.6712,0.0481,0.7639,0.2119
67,1,2.1175,0.2597,-0.0531,1.0104
67,2,0.4039,-0.9043,-0.551,-0.4458
67,3,1.3702,0.6386,0.168,-0.882
67,4,0.1105,-1.6615,0.9452,-1.4427
67,5,1.4098,-0.0661,0.5008,0.4801
67,6,1.2326,-1.211,-0.8785,1.3832
67,7,0.288,-0.6518,0.7425,1.2663
67,8,-1.3257,0.0474,-0.6376,0.7099
68,1,1.2702,-0.8604,0.2167,0.6385
68,2,1.0918,-0.3846,-0.3034,1.6976
68,3,-0.4957,1.0063,-0.2189,0.3321
68,4,0.2951,-0.5769,0.7662,0.6461
68,5,-0.5543,0.8357,-1.0402,-0.3208
68,6,0.5914,-1.1297,1.9452,-1.362
68,7,0.0515,0.5298,-1.8211,-0.6838
68,8,0.9761,1.4416,-0.5977,-0.0092
69,1,-0.4764,-2.4716,0.3702,0.0608
69,2,0.1281,-0.7969,0.5843,1.9263
69,3,0.9194,0.5771,-0.1005,0.0813
69,4,1.0762,-0.203,-0.0574,1.1788
69,5,0.911,0.3711,0.4106,-0.4351
69,6,1.8652,-0.604,-0.2311,-0.3117
69,7,1.9433,0.0866,1.3932,-1.329
