id,t,y,x1,x2,group
20,3,11.7218,0.2141,1.2841,shift
20,4,9.2551,-1.2457,-2.4264,shift
20,5,11.2855,0.1732,-2.3869,shift
20,6,10.4936,0.3853,-0.4959,shift
20,7,9.9079,-0.8839,1.0973,shift
20,8,12.257,0.1537,-1.5656,shift
20,9,10.6993,0.0582,-3.0076,shift
20,10,10.8364,-1.143,0.5712,shift
21,1,7.6381,0.3578,0.2437,shift
21,2,6.2587,0.5608,-1.0902,shift
21,3,7.714,1.0831,-0.9855,shift
21,4,6.6642,1.0538,-0.9697,shift
21,5,4.4067,-1.3777,0.1105,shift
21,6,5.7812,-0.9378,-0.6263,shift
21,7,6.9817,0.515,0.4941,shift
21,8,7.5919,0.5138,-2.8546,shift
21,9,6.1222,0.515,-0.8569,shift
21,10,11.1288,3.8527,-1.1261,shift
22,1,11.0931,0.5709,-0.2563,shift
22,2,9.3183,1.1356,-0.538,shift
22,3,11.3403,0.954,0.7978,shift
22,4,8.7053,0.6514,-1.8593,shift
22,5,10.2482,-0.3153,0.0455,shift
22,6,10.0649,0.759,0.5583,shift
22,7,9.9643,-0.7728,1.8566,shift
22,8,8.5915,-0.2368,-0.4818,shift
22,9,8.0829,-0.4854,0.3245,shift
22,10,7.4881,0.0819,-1.8039,shift
23,1,8.2127,2.3147,-2.392,shift
23,2,6.529,-1.8673,0.8448,shift
23,3,8.232,0.6863,-0.0056,shift
23,4,6.7505,-1.6127,1.1785,shift
23,5,5.5474,-0.4719,-1.3734,shift
23,6,8.5844,1.089,0.5199,shift
23,7,6.5789,0.0643,1.8688,shift
23,8,7.3201,-1.0777,0.4197,shift
23,9,9.0273,-0.7153,0.2766,shift
23,10,7.7303,0.6796,0.0086,shift
24,1,4.7665,-0.7304,-1.5709,shift
24,2,8.5132,0.2165,1.3556,shift
24,3,8.7063,0.0456,-0.6109,shift
24,4,8.4593,-0.6516,0.5045,shift
24,5,10.7354,2.1439,-1.563,shift
24,6,7.9558,0.6339,-1.1795,shift
24,7,7.9844,-2.0251,1.4351,shift
24,8,9.0769,0.1865,-0.3473,shift
24,9,8.179,-0.6618,1.4533,shift
24,10,9.5016,0.8524,-0.0782,shift
25,1,2.5306,-0.7925,-1.8419,shift
25,2,5.5043,-0.1147,0.8921,shift
25,3,6.6833,0.505,-0.5899,shift
25,4,6.3085,0.8658,0.6987,shift
25,5,5.0972,-1.2003,0.0252,shift
25,6,4.4144,-0.3345,-1.5431,shift
25,7,4.0284,-0.4749,0.1643,shift
25,8,5.9417,-0.6533,2.1962,shift
25,9,7.3192,1.7655,0.493,shift
25,10,5.4116,0.405,-0.0575,shift
26,1,7.8945,-1.2609,1.0753,shift
26,2,10.6074,0.9179,0.2107,shift
26,3,10.5659,2.1222,0.2095,shift
26,4,8.9926,1.0325,-1.0916,shift
26,5,8.1797,-1.5194,0.2338,shift
26,6,9.319,-0.4842,1.0354,shift
26,7,12.0868,1.2669,-0.8361,shift
26,8,9.4823,-0.7077,1.4245,shift
26,9,10.8919,0.4438,-0.0917,shift
26,10,10.2012,0.7746,-0.8878,shift
27,1,8.3952,-0.9269,0.9976,shift
27,2,7.4412,-0.0595,-0.2868,shift
27,3,6.9965,-3.2413,0.7595,shift
27,4,7.1923,-1.0244,-0.2918,shift
27,5,8.964,-0.2526,-0.0598,shift
27,6,6.9411,-1.2478,0.4936,shift
27,7,8.7846,1.6324,0.2909,shift
27,8,6.3094,-1.4301,-1.9955,shift
27,9,4.8664,-0.44,-1.1212,shift
27,10,8.8206,0.1307,0.9294,shift
28,1,10.5974,1.4413,-0.1321,shift
28,2,8.717,-1.4359,-0.5237,shift
28,3,12.6156,1.1632,-1.3586,shift
28,4,9.4709,0.0102,-1.0797,shift
28,5,9.0033,-0.9815,-2.0218,shift
28,6,10.5208,0.4621,-0.1013,shift
28,7,9.9793,0.1991,-0.5984,shift
28,8,10.4853,-0.6002,-0.9666,shift
28,9,11.3519,0.0698,-0.0681,shift
28,10,10.6785,-0.3853,0.364,shift
29,1,8.1872,0.1135,2.0932,shift
29,2,7.5816,0.6621,-1.5119,shift
29,3,8.9689,1.586,1.1594,shift
29,4,6.67,-1.2378,0.9731,shift
29,5,9.2662,2.133,-0.7791,shift
29,6,6.6725,-1.9521,0.2032,shift
29,7,8.441,-0.1518,-0.4576,shift
29,8,8.0278,0.5883,0.1857,shift
29,9,6.4942,0.281,1.5091,shift
29,10,8.3307,-0.6227,0.6056,shift
30,1,9.2332,-0.2081,0.5086,shift
30,2,9.7266,-0.493,-0.4303,shift
30,3,6.8325,-0.5894,-1.4841,shift
30,4,10.6151,0.8496,-0.2085,shift
30,5,13.2809,0.357,1.2066,shift
30,6,7.3903,-0.6929,-1.5272,shift
30,7,10.304,0.8996,-1.0551,shift
30,8,9.9909,0.3073,0.1263,shift
30,9,11.756,0.8129,-0.9847,shift
30,10,11.481,0.6296,-0.7925,shift
31,1,7.6231,-0.829,-0.4236,shift
31,2,6.7375,-0.5602,-1.3656,shift
31,3,9.9621,0.7473,-0.9741,shift
31,4,9.9173,0.6104,0.7034,shift
31,5,9.1487,-0.0209,-1.3074,shift
31,6,6.8455,0.1173,-1.5979,shift
31,7,9.2298,1.2777,-0.63,shift
31,8,9.6376,-0.5916,0.732,shift
31,9,9.028,0.5471,-0.1969,shift
31,10,10.0127,-0.2022,-0.4646,shift
32,1,10.4907,-0.2177,0.0444,shift
32,2,11.6913,1.0988,-1.7457,shift
32,3,16.306,0.8254,0.4947,shift
32,4,13.0896,0.8135,0.3834,shift
32,5,13.8867,1.3055,-0.4093,shift
32,6,11.8716,0.021,1.0059,shift
32,7,12.6501,0.682,-1.1275,shift
32,8,13.1077,-0.3103,1.1279,shift
32,9,12.1711,0.3242,0.1545,shift
32,10,12.9043,-0.1301,-0.3366,shift
33,1,12.4663,0.097,-0.0199,shift
33,2,12.377,0.5952,-0.1073,shift
33,3,12.054,-0.8182,1.2203,shift
33,4,13.8647,2.0924,-1.0767,shift
33,5,9.7578,-1.006,-0.7625,shift
33,6,11.1747,-1.2142,1.0363,shift
33,7,12.5743,1.1581,-0.5955,shift
33,8,13.108,0.7917,0.9005,shift
33,9,14.3008,0.6241,1.6994,shift
33,10,12.5007,0.6283,-0.4018,shift
34,1,13.0639,-0.0122,0.6814,shift
34,2,9.1612,-0.8973,-1.1537,shift
34,3,11.4183,0.0758,0.7547,shift
34,4,11.3965,-0.6772,0.1994,shift
34,5,12.5053,0.9751,0.473,shift
34,6,10.8263,-0.1471,-0.6456,shift
34,7,7.9087,-0.8255,-1.6611,shift
34,8,10.8513,-0.3214,0.5033,shift
34,9,9.9487,0.4129,-2.0634,shift
34,10,13.6651,-0.5637,-0.3174,shift
35,1,8.6579,-0.8222,0.9412,shift
35,2,11.0475,0.2437,0.1919,shift
35,3,11.1864,0.245,1.9483,shift
35,4,9.1057,-0.5069,1.0251,shift
35,5,8.8214,-0.471,-0.6539,shift
35,6,10.7524,0.232,0.0273,shift
35,7,9.2303,-1.4481,-0.0474,shift
35,8,6.3187,-1.4075,-1.5822,shift
35,9,7.9078,-0.7184,-0.9404,shift
35,10,8.5907,-0.2134,-0.5608,shift
36,1,10.5434,0.3109,-2.0362,shift
36,2,14.726,1.4754,0.0475,shift
36,3,14.7685,0.8577,-0.2491,shift
36,4,11.6803,-0.1599,-1.6729,shift
36,5,13.8046,-0.019,0.4042,shift
36,6,12.6592,-1.0025,0.7159,shift
36,7,12.7561,-0.0185,0.227,shift
36,8,11.4518,-0.2887,-0.3241,shift
36,9,14.1479,0.3227,0.5914,shift
36,10,13.5472,-0.8272,0.6802,shift
37,1,8.8276,0.5193,0.3074,shift
37,2,6.6912,1.5327,-0.8246,shift
37,3,6.915,-0.1088,0.2766,shift
37,4,7.1902,0.4017,1.1955,shift
37,5,8.2396,0.6901,-0.5966,shift
37,6,9.0132,-0.4012,2.0979,shift
37,7,6.4083,0.2241,-0.5256,shift
37,8,8.6869,0.0126,0.0324,shift
37,9,7.5715,0.0977,-0.6725,shift
37,10,7.5048,-0.773,0.2233,shift
38,1,8.9499,0.0245,-1.7422,shift
38,2,6.7389,0.498,-0.546,shift
38,3,10.0883,1.4511,-1.0921,shift
38,4,7.7766,0.9593,0.1353,shift
38,5,10.2735,2.1532,0.9944,shift
38,6,8.4929,-0.7673,0.646,shift
38,7,8.8992,0.8723,-2.3717,shift
38,8,9.115,0.1833,2.0421,shift
38,9,10.4702,2.1898,0.2953,shift
38,10,7.2461,-0.8083,-0.7765,shift
39,1,10.0783,-0.8397,0.1571,shift
39,2,8.1956,-0.5994,0.1762,shift
39,3,8.2952,-2.1239,-0.6668,shift
39,4,9.4006,-0.5258,0.1979,shift
39,5,8.6874,-0.7591,-0.6075,shift
39,6,9.6306,0.1504,-0.4044,shift
39,7,9.896,0.3418,-0.6863,shift
39,8,12.6328,1.8762,-1.4327,shift
39,9,11.0188,0.9504,0.1458,shift
39,10,11.2665,-0.5769,0.5853,shift
40,1,11.8258,-0.8984,0.5149,shift
40,2,14.8781,0.4919,0.8199,shift
40,3,13.1092,-1.3202,0.3243,shift
40,4,15.4114,1.8315,-0.5327,shift
40,5,15.2516,1.1794,0.8397,shift
40,6,12.3963,-0.4692,-1.3575,shift
40,7,12.3021,-1.7131,-0.9007,shift
40,8,15.1745,1.3539,-0.9642,shift
40,9,12.6429,-0.1145,1.0801,shift
40,10,16.1207,1.2378,0.9428,shift
41,1,8.1286,-1.5944,0.4873,shift
41,2,8.9702,-0.5994,1.0719,shift
41,3,10.3874,0.0052,-0.8793,shift
41,4,9.7465,0.047,0.3486,shift
41,5,10.0557,-0.4501,-0.1252,shift
41,6,10.1099,0.6228,0.8469,shift
41,7,5.9132,-1.0676,-0.1152,shift
41,8,9.3503,-0.1424,-0.3849,shift
41,9,8.807,0.1203,0.5409,shift
41,10,11.3373,0.5144,0.8762,shift
42,1,9.508,0.7116,-0.6683,shift
42,2,8.4282,-1.1246,-0.0611,shift
42,3,6.3025,-1.5341,-1.0584,shift
42,4,9.1906,1.2777,-2.4981,shift
42,5,10.9349,0.3323,0.2005,shift
42,6,8.2515,-0.7485,0.6089,shift
42,7,11.785,1.5512,0.2621,shift
42,8,10.254,0.1157,-1.9496,shift
42,9,11.1962,1.1793,-0.3508,shift
42,10,9.5651,0.0675,-2.2183,shift
43,1,9.3507,2.0607,1.3697,shift
43,2,8.3773,1.7553,-1.0861,shift
43,3,9.4669,-0.249,1.2554,shift
43,4,9.85,0.9716,0.9459,shift
43,5,8.3895,0.6454,-0.9006,shift
43,6,9.0621,1.3686,-1.1328,shift
43,7,6.8306,-0.9649,0.3504,shift
43,8,6.4009,0.6861,-0.8443,shift
43,9,9.7341,1.0584,0.1025,shift
43,10,6.3011,-1.7587,-0.4828,shift
44,1,9.2768,-1.1833,-1.7812,shift
44,2,9.5446,-2.0392,-2.2305,shift
44,3,10.8399,-0.2694,0.2267,shift
44,4,11.3149,0.7175,-0.5616,shift
44,5,13.7844,1.5024,-0.5531,shift
44,6,12.6718,0.0741,0.6959,shift
44,7,13.6718,1.6286,1.1734,shift
44,8,8.7796,-1.3801,-0.2725,shift
44,9,8.7563,-1.7034,-0.3406,shift
44,10,12.0156,-0.0555,0.5001,shift
45,1,10.8431,0.3841,-1.3569,shift
45,2,12.4887,-0.0327,0.2232,shift
45,3,11.2827,-2.0674,0.5519,shift
45,4,12.5427,-0.0891,0.6802,shift
45,5,8.845,-1.3045,-1.9368,shift
45,6,12.5206,0.6697,-0.7614,shift
45,7,10.9758,0.3666,-0.8783,shift
45,8,9.5741,-0.9399,0.0999,shift
45,9,9.3232,-0.5139,0.4807,shift
45,10,10.8284,-1.0592,1.4967,shift
46,1,12.1756,-0.0627,-0.495,shift
46,2,11.1804,0.9551,-0.4976,shift
46,3,9.9541,-0.9857,1.1497,shift
46,4,13.7141,0.504,0.2966,shift
46,5,9.3273,-0.5303,1.2677,shift
46,6,11.327,-0.7929,0.2887,shift
46,7,10.0342,-0.107,-1.1571,shift
46,8,7.7012,-1.0352,-1.3331,shift
46,9,11.2446,-0.5536,-1.5515,shift
46,10,9.2348,-1.1979,0.6621,shift
47,1,11.7454,1.9647,1.1886,shift
47,2,9.4155,0.0353,1.8494,shift
47,3,7.2654,-0.6997,0.8431,shift
47,4,8.206,0.214,1.1628,shift
47,5,7.4563,-0.1123,-0.58,shift
47,6,6.7913,-0.221,-1.1564,shift
47,7,10.8035,0.6142,0.8501,shift
47,8,9.9863,0.7575,0.4177,shift
47,9,8.1748,-0.5305,0.1074,shift
47,10,8.468,-0.5758,0.3874,shift
48,1,10.2945,-0.2751,0.3232,shift
48,2,8.6253,-2.3019,1.2838,shift
48,3,8.6423,-1.5152,1.295,shift
48,4,11.7776,1.3669,0.5442,shift
48,5,10.5391,1.645,0.8458,shift
48,6,8.6454,-0.249,0.5141,shift
48,7,9.5749,0.5766,-0.4612,shift
48,8,9.9445,0.3113,0.7566,shift
48,9,11.2757,3.0789,-1.3945,shift
48,10,10.3348,1.1196,1.0539,shift
49,1,9.5375,-0.1279,-1.1945,shift
49,2,8.1673,-0.9555,0.2858,shift
49,3,5.8676,-1.6064,-0.8452,shift
49,4,9.1451,0.2035,0.5534,shift
49,5,6.6729,-0.7564,-0.0339,shift
49,6,4.5601,-1.4223,-1.5948,shift
49,7,7.2453,-0.6466,0.4207,shift
49,8,6.4441,-1.0815,-0.5779,shift
49,9,8.0569,1.6871,0.8811,shift
49,10,9.8383,0.8816,0.0013,shift
50,1,9.9549,-0.008,0.3954,shift
50,2,11.3299,1.4799,-0.9576,shift
50,3,8.4616,0.0774,-0.5893,shift
50,4,8.1006,-0.8613,-0.4586,shift
50,5,13.3022,1.5231,0.8567,shift
50,6,11.7793,0.5389,1.6774,shift
50,7,10.3336,-1.0372,-0.8052,shift
50,8,13.4972,-0.1903,1.0768,shift
50,9,7.8384,-0.8756,-2.1697,shift
50,10,7.6181,-1.3828,-1.1942,shift
51,1,9.8991,0.9262,-0.9588,shift
51,2,12.6039,1.9094,-1.3525,shift
51,3,6.5199,-1.3986,-1.5836,shift
51,4,9.9732,0.563,0.413,shift
51,5,8.3998,-0.6506,-0.2141,shift
51,6,7.711,-0.4871,0.3794,shift
51,7,8.3195,-0.5924,0.6905,shift
51,8,8.6145,-0.864,0.2656,shift
51,9,9.2473,0.0485,0.6578,shift
51,10,5.4834,-0.831,-0.0695,shift
52,1,7.4894,0.2705,-1.187,shift
52,2,7.6521,-0.0502,1.0578,shift
52,3,6.9713,-0.2389,-0.5891,shift
52,4,8.172,-0.9076,-0.9356,shift
52,5,5.7802,-0.5768,-0.1779,shift
52,6,7.76,0.7554,-0.9128,shift
52,7,8.029,0.5009,-0.4174,shift
52,8,7.7257,-0.9776,0.3441,shift
52,9,8.593,0.0993,0.3483,shift
52,10,7.7583,0.7514,-0.8978,shift
53,1,6.474,-1.6694,-0.4877,shift
53,2,9.7284,0.5434,1.0743,shift
53,3,8.9564,-0.6626,0.4964,shift
53,4,10.3633,0.5706,2.0751,shift
53,5,10.8133,-0.7633,1.1801,shift
53,6,8.041,-1.8049,1.1443,shift
53,7,5.478,-1.6275,-1.3879,shift
53,8,10.4051,0.0481,0.7639,shift
53,9,9.1545,0.2597,-0.0531,shift
53,10,8.5794,-0.9043,-0.551,shift
54,1,9.4048,0.6386,0.168,shift
54,2,8.2556,-1.6615,0.9452,shift
54,3,10.1966,-0.0661,0.5008,shift
54,4,9.0771,-1.211,-0.8785,shift
54,5,8.3458,-0.6518,0.7425,shift
54,6,8.5683,0.0474,-0.6376,shift
54,7,8.4245,-0.8604,0.2167,shift
54,8,10.1851,-0.3846,-0.3034,shift
54,9,11.4526,1.0063,-0.2189,shift
54,10,7.731,-0.5769,0.7662,shift
55,1,8.3913,0.8357,-1.0402,shift
55,2,9.0247,-1.1297,1.9452,shift
55,3,7.5676,0.5298,-1.8211,shift
55,4,9.9385,1.4416,-0.5977,shift
55,5,5.8631,-2.4716,0.3702,shift
55,6,9.0362,-0.7969,0.5843,shift
55,7,11.3598,0.5771,-0.1005,shift
55,8,11.6811,-0.203,-0.0574,shift
55,9,9.4514,0.3711,0.4106,shift
55,10,8.7243,-0.604,-0.2311,shift
56,1,12.5465,0.0866,1.3932,shift
56,2,9.7759,-0.1557,0.8393,shift
56,3,12.7985,1.1678,0.8728,shift
56,4,10.2405,0.2544,-0.9662,shift
56,5,10.1777,0.3376,-0.0794,shift
56,6,9.8913,-0.4119,-0.3005,shift
56,7,8.2765,-0.4876,-1.0056,shift
56,8,10.9584,-0.4326,0.3602,shift
56,9,10.1594,0.3945,-0.5376,shift
56,10,10.1145,-0.421,0.6554,shift
57,1,8.7037,0.2898,-1.0702,shift
57,2,14.155,2.0754,1.719,shift
57,3,10.5251,0.8711,-0.8963,shift
57,4,10.084,-0.326,0.2193,shift
57,5,11.8906,1.2012,0.7919,shift
57,6,9.1989,-0.4081,-0.5706,shift
57,7,7.6381,-2.0381,0.8525,shift
57,8,9.1551,-1.0081,-1.2292,shift
57,9,7.8334,-1.8708,1.4521,shift
57,10,8.5143,-0.3515,0.0141,shift
58,1,9.8418,0.0184,-0.5964,shift
58,2,10.2841,1.6764,-0.2992,shift
58,3,9.7941,0.3269,0.8089,shift
58,4,8.9943,-0.2191,-0.5845,shift
58,5,9.8952,0.8294,-0.7494,shift
58,6,7.7951,-2.2111,-0.2215,shift
58,7,9.5294,0.2356,-1.177,shift
58,8,11.6191,0.7709,1.8205,shift
58,9,8.3713,-1.4786,-0.5664,shift
58,10,10.5816,1.1438,0.8316,shift
59,1,10.2566,0.3385,0.2095,shift
59,2,9.2109,-0.4153,-0.9845,shift
59,3,10.4013,0.6328,-0.006,shift
59,4,15.1057,2.2707,0.784,shift
59,5,11.2552,0.1819,-0.1883,shift
59,6,10.1438,0.2482,1.1931,shift
59,7,7.7892,-0.4594,1.0215,shift
59,8,8.1649,-0.8498,0.9189,shift
59,9,10.1817,0.8303,-0.4597,shift
59,10,7.6745,-0.8561,-1.0798,shift
60,1,8.3611,0.0716,-0.6136,shift
60,2,9.2045,-0.4777,0.1962,shift
60,3,9.8979,0.479,0.5458,shift
60,4,6.9735,0.3337,-2.1716,shift
60,5,9.291,1.0375,-0.0081,shift
60,6,8.1015,-0.51,0.1581,shift
60,7,8.9827,-0.2699,-0.2775,shift
60,8,9.1704,-0.9788,1.2913,shift
60,9,9.6183,-0.4443,0.4218,shift
60,10,9.5683,0.3773,1.3102,shift
61,1,11.3149,0.757,-0.216,shift
61,2,8.4875,-0.9222,0.9375,shift
61,3,12.0094,0.8696,1.6351,shift
61,4,11.4908,1.3556,1.3117,shift
61,5,9.8533,0.4134,-1.0921,shift
61,6,12.2505,1.8768,-0.2537,shift
61,7,8.5589,-0.7738,-0.3452,shift
61,8,7.5339,-1.2447,0.4893,shift
61,9,6.4047,-1.7787,0.6864,shift
61,10,9.2235,1.496,-0.8389,shift
62,1,8.5209,0.6544,0.0678,shift
62,2,7.9357,-0.0556,-2.0199,shift
62,3,10.5189,0.28,1.4419,shift
62,4,8.0762,-1.1255,-0.5124,shift
