country,quarter,gdp_growth,inflation,interest_rate
Country_08,11,2.6475,2.3617,5.2651
Country_08,12,2.7821,1.957,5.9954
Country_08,13,2.0528,2.6013,5.4049
Country_08,14,1.5508,2.0875,4.8582
Country_08,15,2.5119,1.4921,4.6738
Country_08,16,1.3848,1.421,3.2577
Country_08,17,1.2632,1.6941,4.5211
Country_08,18,2.1955,1.1634,4.6997
Country_08,19,2.1987,0.9767,5.5935
Country_08,20,2.5767,1.322,5.1263
Country_08,21,2.4136,0.7463,4.7612
Country_08,22,1.8801,0.8974,4.48
Country_08,23,2.9891,1.5475,4.2148
Country_08,24,2.7875,2.2085,5.0217
Country_08,25,2.4963,1.6746,5.3985
Country_08,26,2.5036,2.0677,5.4836
Country_08,27,2.8689,1.6577,5.9941
Country_08,28,2.486,2.5999,4.9656
Country_08,29,3.286,2.1362,4.6345
Country_08,30,2.3862,1.8068,5.0047
Country_08,31,2.5682,1.5023,4.9163
Country_08,32,3.4065,2.3147,5.0937
Country_08,33,2.6782,2.0894,5.3687
Country_08,34,1.893,1.7892,4.1396
Country_08,35,2.3999,1.891,4.2305
Country_08,36,3.145,1.2378,3.6771
Country_08,37,2.6561,1.9325,5.1542
Country_08,38,2.1634,2.2479,4.9879
Country_08,39,2.1986,2.2385,5.3912
Country_08,40,1.4861,2.4956,6.0264
Country_09,1,0.9548,2.0931,5.1817
Country_09,2,1.2853,1.8076,4.394
Country_09,3,1.2522,2.3763,4.6699
Country_09,4,1.1128,2.4538,2.8595
Country_09,5,1.9289,1.3758,3.4646
Country_09,6,0.9015,1.2345,4.4786
Country_09,7,0.8544,1.7824,4.2911
Country_09,8,1.3769,1.8796,3.5402
Country_09,9,1.8405,1.7049,2.9891
Country_09,10,1.2774,2.4517,4.1083
Country_09,11,1.167,2.01,4.1049
Country_09,12,2.3025,2.1146,4.4935
Country_09,13,2.111,2.2322,4.2332
Country_09,14,1.465,2.1229,4.2634
Country_09,15,1.7208,2.0655,4.7563
Country_09,16,1.3629,2.1035,3.3429
Country_09,17,1.8286,2.1193,4.4575
Country_09,18,0.0078,2.9247,4.3113
Country_09,19,1.5517,1.8062,4.9015
Country_09,20,0.7926,1.7091,5.7324
Country_09,21,0.9451,1.9724,5.5448
Country_09,22,1.3697,2.0568,5.1799
Country_09,23,2.4776,2.0315,4.8905
Country_09,24,2.1456,2.583,5.2782
Country_09,25,1.8757,1.8904,5.8392
Country_09,26,0.8049,2.1926,4.5967
Country_09,27,1.1172,2.1548,4.7196
Country_09,28,1.4439,2.691,4.8392
Country_09,29,1.2566,2.6843,5.4046
Country_09,30,0.6797,2.5445,5.4027
Country_09,31,0.9578,2.7421,4.8988
Country_09,32,1.2977,2.2042,4.7621
Country_09,33,0.7418,1.5094,5.5433
Country_09,34,0.5912,1.3945,3.6088
Country_09,35,0.7352,1.104,4.9091
Country_09,36,1.5087,1.3212,5.8747
Country_09,37,1.7002,1.6791,3.5003
Country_09,38,2.5667,1.2967,2.8696
Country_09,39,2.1858,2.7307,4.2714
Country_09,40,1.9155,2.5982,4.8879
Country_10,1,2.7858,3.4455,3.8424
Country_10,2,2.4824,3.1458,3.5416
Country_10,3,1.5613,3.2427,2.9367
Country_10,4,1.6196,3.2704,4.1232
Country_10,5,2.5914,2.6465,3.2887
Country_10,6,2.8736,2.6876,3.1883
Country_10,7,2.772,2.7329,3.3282
Country_10,8,1.797,2.8947,3.5386
Country_10,9,1.3807,3.2891,3.5132
Country_10,10,2.3692,3.3174,4.4107
Country_10,11,2.4101,3.2111,4.0692
Country_10,12,2.6379,3.3469,3.8314
Country_10,13,2.109,3.1274,2.8556
Country_10,14,3.203,2.7055,2.787
Country_10,15,2.2584,3.4983,2.8735
Country_10,16,3.0331,3.0979,3.4273
Country_10,17,2.1562,4.1703,2.7254
Country_10,18,2.6081,3.872,3.54
Country_10,19,2.4255,3.5331,3.658
Country_10,20,2.3501,3.8227,4.9753
Country_10,21,2.0853,3.0634,4.3019
Country_10,22,3.5322,2.9259,4.901
Country_10,23,3.4716,3.1456,4.4655
Country_10,24,3.4725,3.2755,3.8202
Country_10,25,2.413,3.041,3.2495
Country_10,26,1.7791,3.2322,2.9096
Country_10,27,2.3539,2.5924,3.4605
Country_10,28,2.7347,2.2463,3.6372
Country_10,29,3.0025,2.4684,4.4336
Country_10,30,2.661,2.8257,3.8148
Country_10,31,2.6948,3.216,3.9328
Country_10,32,1.9986,3.4187,2.8771
Country_10,33,2.2675,2.9481,2.8214
Country_10,34,2.9776,3.582,3.5163
Country_10,35,2.055,3.3782,4.2858
Country_10,36,2.3364,4.2973,4.1942
Country_10,37,2.5425,3.637,4.1163
Country_10,38,2.3699,3.7966,4.4619
Country_10,39,2.0001,3.0446,2.9915
Country_10,40,2.5344,2.7245,1.972
Country_11,1,1.674,4.7926,5.1911
Country_11,2,2.0631,4.2459,5.1111
Country_11,3,2.1695,3.9134,5.1895
Country_11,4,1.8655,3.6438,5.6082
Country_11,5,1.4781,3.4914,5.519
Country_11,6,0.9893,3.7008,5.1436
Country_11,7,1.8746,3.8956,5.0022
Country_11,8,2.0327,4.4211,5.2661
Country_11,9,1.7157,3.5795,4.4953
Country_11,10,1.4172,3.4536,4.5263
Country_11,11,1.4945,3.8306,4.6078
Country_11,12,1.7662,3.8071,3.5582
Country_11,13,1.1849,3.689,3.4758
Country_11,14,1.7725,4.2494,4.903
Country_11,15,1.5268,4.5877,5.0292
Country_11,16,1.4187,3.8631,4.8847
Country_11,17,1.2956,3.8687,4.9869
Country_11,18,1.4497,3.9704,5.6631
Country_11,19,1.9455,3.2916,3.762
Country_11,20,2.1138,3.0218,4.0823
Country_11,21,1.0691,2.7726,4.6534
Country_11,22,1.6669,3.0873,3.0742
Country_11,23,1.3039,3.5813,2.9692
Country_11,24,1.6145,3.5745,4.2439
Country_11,25,1.6113,3.2834,5.2351
Country_11,26,1.3927,3.5946,4.4093
Country_11,27,1.2571,3.3129,4.5101
Country_11,28,2.2607,2.9968,3.6607
Country_11,29,2.4524,3.3933,3.7052
Country_11,30,2.3317,3.4148,5.2743
Country_11,31,2.0382,3.5369,6.2669
Country_11,32,1.2709,4.098,5.6814
Country_11,33,2.0798,4.5442,5.3508
Country_11,34,1.3561,4.3464,4.7861
Country_11,35,2.5308,4.0373,4.6978
Country_11,36,1.9424,3.4333,4.1847
Country_11,37,2.239,3.3833,3.8218
Country_11,38,2.0092,4.1118,4.6776
Country_11,39,2.2,3.646,3.9417
Country_11,40,2.5001,3.6157,4.197
Country_12,1,1.9967,3.5955,6.8835
Country_12,2,2.6175,3.3103,6.9954
Country_12,3,1.7156,3.6288,7.3379
Country_12,4,1.6851,3.791,7.3285
Country_12,5,1.2563,3.3013,6.0792
Country_12,6,0.3404,4.1583,5.3675
Country_12,7,1.0595,3.4407,6.0324
Country_12,8,1.6887,3.7137,5.687
Country_12,9,1.4306,3.6374,5.7244
Country_12,10,2.231,3.6663,6.3347
Country_12,11,1.9712,4.0614,6.2718
Country_12,12,0.9561,3.8808,5.8132
Country_12,13,1.0405,3.7588,6.7414
Country_12,14,1.2822,3.6539,7.4613
Country_12,15,1.4179,4.5892,7.1114
Country_12,16,0.5689,4.2201,6.9593
Country_12,17,1.8101,3.9478,6.5586
Country_12,18,0.9183,3.5902,5.8281
Country_12,19,0.9734,3.6404,6.9661
Country_12,20,1.4257,3.0091,6.8047
Country_12,21,1.9073,3.0282,6.2595
Country_12,22,1.4899,2.9867,6.435
Country_12,23,1.284,3.4189,5.616
Country_12,24,1.1481,3.6514,5.5904
Country_12,25,2.2141,3.2807,5.9778
Country_12,26,2.0803,2.8509,4.8713
Country_12,27,0.8233,3.6827,4.9856
Country_12,28,2.5657,3.1647,5.6722
Country_12,29,2.4942,4.1942,6.9769
Country_12,30,2.3436,4.2712,6.9059
Country_12,31,2.0946,3.6534,6.043
Country_12,32,1.6105,3.4906,5.7503
Country_12,33,1.8134,3.8126,5.9287
Country_12,34,2.2882,3.1318,5.8869
Country_12,35,1.2674,2.615,5.8067
Country_12,36,1.2111,3.6541,6.1682
Country_12,37,0.8288,4.2185,6.8617
Country_12,38,1.539,3.6085,6.004
Country_12,39,1.2568,3.9187,7.1545
Country_12,40,2.1034,3.441,5.9879
Country_13,1,2.1293,2.3601,4.7188
Country_13,2,1.9102,2.6487,3.3813
Country_13,3,2.2709,2.6486,3.0217
Country_13,4,0.7041,2.8688,4.5891
Country_13,5,2.4445,2.7067,4.0595
Country_13,6,2.3806,2.5729,4.2258
Country_13,7,2.4884,3.4115,4.0509
Country_13,8,2.1285,2.907,3.6478
Country_13,9,1.9788,3.1471,4.4329
Country_13,10,1.6303,3.7176,4.1581
Country_13,11,1.9874,3.0013,2.8318
Country_13,12,2.542,3.2778,3.3291
Country_13,13,2.3026,3.3803,2.8228
Country_13,14,1.9683,3.4834,2.7819
Country_13,15,2.2917,2.6288,3.8261
Country_13,16,2.0864,2.2681,4.6228
Country_13,17,1.5995,2.4651,4.3988
Country_13,18,2.4259,2.4018,4.2574
Country_13,19,2.3147,3.1356,4.2047
Country_13,20,1.9594,2.8071,4.2399
Country_13,21,1.4656,1.8044,4.4361
Country_13,22,2.1955,1.5871,3.5408
Country_13,23,2.2951,3.2966,3.6424
Country_13,24,1.8172,3.0993,4.757
Country_13,25,1.6394,2.7818,4.1941
Country_13,26,1.4288,2.9776,5.1383
Country_13,27,1.9762,2.9321,4.5005
Country_13,28,1.2246,3.3909,4.2757
Country_13,29,1.7476,4.412,4.4957
Country_13,30,1.71,3.436,5.2425
Country_13,31,1.9963,2.6744,5.3339
Country_13,32,1.6107,3.7276,5.3475
Country_13,33,1.7101,3.8741,4.9243
Country_13,34,2.4258,3.6029,4.1811
Country_13,35,1.9024,3.747,4.04
Country_13,36,1.8868,2.9512,4.4723
Country_13,37,3.014,2.6079,4.3302
Country_13,38,2.9998,2.9714,4.4082
Country_13,39,1.7906,3.3224,4.1187
Country_13,40,2.5015,3.6311,5.7531
Country_14,1,0.2704,2.9353,6.762
Country_14,2,-0.088,3.0241,6.202
Country_14,3,0.1022,3.3874,5.5265
Country_14,4,0.715,3.5178,5.7669
Country_14,5,-0.7309,2.8733,6.725
Country_14,6,-0.2276,2.3622,6.0986
Country_14,7,0.3353,2.7952,5.8431
Country_14,8,-0.0434,2.6365,5.342
Country_14,9,0.8432,2.5379,6.3704
Country_14,10,1.0009,3.1668,5.8362
Country_14,11,0.579,2.9984,5.3723
Country_14,12,0.4191,2.4037,6.391
Country_14,13,-0.1337,2.7529,6.2765
Country_14,14,-0.1561,2.9857,5.8444
Country_14,15,0.4472,2.282,6.0251
Country_14,16,1.0826,2.2081,5.4973
Country_14,17,0.5797,2.6876,5.8075
Country_14,18,0.4489,3.0267,6.5152
Country_14,19,0.3685,2.8343,6.6641
Country_14,20,1.0628,2.8002,5.7255
Country_14,21,0.9181,2.8139,4.4975
Country_14,22,0.8077,2.5776,5.142
Country_14,23,0.461,2.7945,5.9144
Country_14,24,-0.0437,3.0143,5.769
Country_14,25,0.4213,3.0854,5.349
Country_14,26,0.7625,2.6788,6.1725
Country_14,27,0.4237,3.5411,5.8873
Country_14,28,0.0642,3.0949,5.8432
Country_14,29,0.4886,2.2395,5.3218
Country_14,30,-0.3774,2.9403,6.5702
Country_14,31,-0.1479,2.7488,6.3585
Country_14,32,0.5456,2.3812,6.3134
Country_14,33,0.6257,2.8726,6.1718
Country_14,34,0.7189,1.7884,6.4637
Country_14,35,-0.2037,1.7276,6.3423
Country_14,36,0.5334,2.2823,6.5836
Country_14,37,0.9172,3.1708,7.1629
Country_14,38,0.6572,3.0978,5.6215
Country_14,39,0.1549,2.5981,7.1166
Country_14,40,-0.0855,2.8093,6.8426
Country_15,1,0.368,2.1284,0.7507
Country_15,2,0.5481,1.3894,0.2588
Country_15,3,0.1496,1.3694,0.4275
Country_15,4,-0.0207,0.7823,0.7364
Country_15,5,-0.5521,1.4124,0.9107
Country_15,6,-0.6337,1.1924,0.6182
Country_15,7,0.2229,1.7414,-0.2309
Country_15,8,0.4751,1.404,0.9121
Country_15,9,0.509,1.1147,0.8261
Country_15,10,-0.0101,1.7292,0.9422
Country_15,11,1.2384,1.4743,0.6806
Country_15,12,-0.1069,0.7871,-0.0763
Country_15,13,0.3491,1.2645,-0.4888
Country_15,14,0.8682,1.0838,0.3905
Country_15,15,1.3205,1.6593,0.5279
Country_15,16,0.2551,0.7222,0.39
Country_15,17,0.1887,0.6998,0.5864
Country_15,18,0.3008,0.9989,0.3734
Country_15,19,0.4208,1.3858,0.0419
Country_15,20,1.1332,1.3198,0.5937
Country_15,21,0.9614,1.525,1.3847
Country_15,22,0.6803,1.2911,1.4645
Country_15,23,-0.1468,1.4619,1.2466
Country_15,24,0.1008,1.3417,0.0955
Country_15,25,0.0503,1.3494,0.7145
Country_15,26,-0.2345,1.8475,0.4121
Country_15,27,0.7436,1.6678,0.4818
Country_15,28,1.4185,1.0488,1.38
Country_15,29,1.1268,1.1229,1.9865
Country_15,30,0.391,1.5374,1.6362
Country_15,31,0.2871,1.8209,1.8799
Country_15,32,-0.535,2.1336,0.5759
Country_15,33,0.7054,2.0401,0.3548
Country_15,34,0.3575,1.2228,0.6938
Country_15,35,0.2059,1.6322,1.6733
Country_15,36,1.0042,1.293,1.3203
Country_15,37,-0.3121,1.122,1.7574
Country_15,38,0.9035,0.7725,1.0818
Country_15,39,0.4461,1.3262,0.5005
Country_15,40,0.6185,1.1713,0.7928
Country_16,1,1.4835,2.5101,5.3062
Country_16,2,1.2386,2.5224,4.915
Country_16,3,1.1113,3.1581,5.292
Country_16,4,1.0995,3.0578,5.0453
Country_16,5,1.8326,2.8733,5.0435
Country_16,6,1.6714,2.0965,4.3665
Country_16,7,0.7584,2.4213,5.6352
Country_16,8,2.1662,2.7214,5.6249
Country_16,9,0.6028,2.5094,4.8212
Country_16,10,0.7429,2.3779,4.6551
Country_16,11,0.1009,2.6975,4.1849
Country_16,12,1.073,3.268,4.1219
Country_16,13,0.0401,2.6463,5.3396
Country_16,14,1.8515,1.9778,5.5443
Country_16,15,1.106,2.3512,6.7443
Country_16,16,0.3408,2.6299,6.1317
Country_16,17,1.4642,2.5719,5.8096
Country_16,18,1.0728,2.7134,5.193
Country_16,19,1.5069,2.4445,5.3576
Country_16,20,1.2766,2.9869,5.1208
Country_16,21,0.4018,3.2233,4.5827
Country_16,22,0.7495,2.4604,5.7609
Country_16,23,-0.0224,3.7423,6.0272
Country_16,24,1.0404,2.9142,5.9289
Country_16,25,1.4303,2.9643,5.8644
Country_16,26,1.3397,2.6831,5.3961
Country_16,27,1.1656,3.0706,5.5712
Country_16,28,-0.2294,3.0258,5.4862
Country_16,29,0.8127,2.4464,6.0644
Country_16,30,1.5216,2.194,5.7843
Country_16,31,0.7635,1.9072,4.9506
Country_16,32,1.4661,2.6081,5.2126
Country_16,33,1.6652,2.797,4.7208
Country_16,34,1.6218,2.9816,5.3308
Country_16,35,1.9752,3.0448,5.4239
Country_16,36,2.0236,2.8161,4.7223
Country_16,37,1.4337,2.407,4.4588
Country_16,38,1.2382,2.1522,4.5155
Country_16,39,0.2767,2.4359,4.7009
Country_16,40,0.5456,2.6408,5.446
Country_17,1,0.0821,2.3356,4.231
