county_id,state,year,unemployment,log_income,log_population,manufacturing_share,education_pct
163,NE,2010,0.01,10.5209,13.9708,0.1318,0.111
164,NE,2010,0.01,10.3454,9.807,0.1625,0.0855
165,NE,2010,0.0672,10.4466,11.9041,0.1146,0.3523
166,NE,2010,0.01,10.5439,8.884,0.2064,0.494
167,NE,2010,0.01,10.8136,9.6418,0.0794,0.3884
168,NE,2010,0.01,10.5543,12.505,0.2281,0.3064
169,NV,2010,0.01,10.5852,8.7789,0.1176,0.3095
170,NV,2010,0.01,10.6358,12.6659,0.0342,0.3353
171,NV,2010,0.01,10.5821,11.0644,0.1277,0.3259
172,NV,2010,0.2,10.3529,9.4078,0.0791,0.2781
173,NV,2010,0.01,10.4959,10.9977,0.1704,0.2604
174,NV,2010,0.01,10.5726,11.426,0.0808,0.2437
175,NV,2010,0.01,10.4581,11.0571,0.0932,0.1746
176,NH,2010,0.01,10.4146,7.313,0.01,0.2219
177,NH,2010,0.01,10.443,8.9446,0.0929,0.0807
178,NH,2010,0.0131,10.5421,9.7444,0.01,0.2402
179,NH,2010,0.01,10.4824,9.6666,0.025,0.1511
180,NH,2010,0.1222,10.2283,11.1026,0.1656,0.1396
181,NH,2010,0.01,10.4198,10.3173,0.1671,0.268
182,NH,2010,0.01,10.5884,7.9347,0.1455,0.3892
183,NJ,2010,0.01,10.4321,10.6652,0.062,0.3418
184,NJ,2010,0.2,10.2039,11.2565,0.1171,0.0929
185,NJ,2010,0.01,10.5336,10.867,0.1198,0.151
186,NJ,2010,0.01,10.4375,11.6584,0.0505,0.3441
187,NJ,2010,0.01,10.4946,11.182,0.2102,0.1518
188,NJ,2010,0.01,10.473,10.5613,0.1726,0.2275
189,NJ,2010,0.01,10.6034,10.0193,0.1067,0.305
190,NY,2010,0.01,10.66,7.3801,0.1216,0.1532
191,NY,2010,0.01,10.3706,10.6552,0.1325,0.2605
192,NY,2010,0.01,10.5265,10.2399,0.01,0.1166
193,NY,2010,0.01,10.5209,10.4792,0.1052,0.1899
194,NY,2010,0.01,10.6317,8.1349,0.0791,0.282
195,NY,2010,0.0851,10.3783,8.534,0.0599,0.0907
196,NY,2010,0.01,10.493,11.5032,0.1031,0.294
197,NC,2010,0.01,10.5225,9.9002,0.2279,0.248
198,NC,2010,0.01,10.492,10.8754,0.1585,0.3052
199,NC,2010,0.01,10.6693,9.9758,0.0857,0.2724
200,NC,2010,0.01,10.5981,10.1012,0.1544,0.3864
1,AL,2011,0.01,10.6275,12.6126,0.0795,0.4304
2,AL,2011,0.01,10.8186,9.8191,0.1113,0.2309
3,AL,2011,0.01,10.6116,8.9382,0.0725,0.322
4,AL,2011,0.01,10.4158,7.7365,0.1015,0.1207
5,AL,2011,0.01,10.5168,7.2278,0.01,0.1544
6,AL,2011,0.0722,10.2671,7.7172,0.1328,0.2972
7,AL,2011,0.01,10.5915,10.2405,0.1201,0.3984
8,AZ,2011,0.01,10.4824,10.7417,0.071,0.2856
9,AZ,2011,0.01,10.6371,7.6463,0.1596,0.2187
10,AZ,2011,0.01,10.5,11.4197,0.1763,0.2499
11,AZ,2011,0.01,10.5058,9.3822,0.0235,0.125
12,AZ,2011,0.01,10.5096,10.0515,0.0742,0.3105
13,AZ,2011,0.01,10.7554,12.1882,0.0739,0.3382
14,AZ,2011,0.0435,10.4424,11.5369,0.0636,0.2048
15,AR,2011,0.01,10.7242,9.6471,0.1698,0.203
16,AR,2011,0.01,10.6444,8.5509,0.1084,0.2766
17,AR,2011,0.1774,10.2552,7.0049,0.1041,0.2063
18,AR,2011,0.01,10.5899,8.9386,0.01,0.2434
19,AR,2011,0.1396,10.3981,9.8602,0.1581,0.46
20,AR,2011,0.01,10.3548,8.5294,0.0456,0.2253
21,AR,2011,0.2,10.1364,10.1122,0.1236,0.2142
22,CA,2011,0.2,10.2401,10.3786,0.1366,0.1852
23,CA,2011,0.01,10.5724,9.6254,0.2016,0.3244
24,CA,2011,0.0351,10.3588,9.1707,0.0415,0.2319
25,CA,2011,0.01,10.5303,10.3498,0.01,0.1851
26,CA,2011,0.1264,10.5322,10.8682,0.131,0.3821
27,CA,2011,0.01,10.7223,8.2197,0.228,0.392
28,CA,2011,0.01,10.5308,12.2193,0.1943,0.19
29,CO,2011,0.01,10.5941,10.0109,0.1326,0.0633
30,CO,2011,0.01,10.5486,9.7645,0.0905,0.3508
31,CO,2011,0.01,10.3641,10.8848,0.1684,0.1815
32,CO,2011,0.01,10.4863,10.0439,0.0616,0.3291
33,CO,2011,0.01,10.6522,11.3893,0.1486,0.053
34,CO,2011,0.01,10.5544,10.5383,0.1503,0.3393
35,CO,2011,0.2,10.1143,9.3067,0.1836,0.1289
36,CT,2011,0.01,10.5469,10.5534,0.2856,0.3231
37,CT,2011,0.2,10.3658,8.5287,0.1435,0.2514
38,CT,2011,0.01,10.689,9.9558,0.0895,0.1546
39,CT,2011,0.01,10.7647,9.6946,0.1185,0.2093
40,CT,2011,0.01,10.5597,9.6795,0.0139,0.3186
41,CT,2011,0.01,10.5877,9.8648,0.0783,0.2606
42,CT,2011,0.01,10.4209,7.1723,0.0954,0.3084
43,FL,2011,0.01,10.762,8.8668,0.0886,0.4476
44,FL,2011,0.01,10.3913,10.1259,0.1291,0.0936
45,FL,2011,0.01,10.6252,10.0441,0.0707,0.4117
46,FL,2011,0.01,10.4484,8.5589,0.1873,0.2604
47,FL,2011,0.01,10.4691,11.9536,0.12,0.1601
48,FL,2011,0.01,10.4314,8.5598,0.1194,0.117
49,FL,2011,0.01,10.4885,11.3771,0.1003,0.2311
50,GA,2011,0.01,10.5287,10.4819,0.1293,0.3422
51,GA,2011,0.01,10.4963,9.0213,0.1695,0.2372
52,GA,2011,0.01,10.6837,12.8062,0.068,0.4011
53,GA,2011,0.01,10.401,8.0617,0.0805,0.1049
54,GA,2011,0.01,10.5767,11.4543,0.1018,0.2488
55,GA,2011,0.01,10.6392,11.4213,0.0392,0.1248
56,GA,2011,0.01,10.5146,8.8751,0.0708,0.2864
57,ID,2011,0.01,10.5098,12.0726,0.0914,0.3387
58,ID,2011,0.01,10.5193,9.4696,0.1725,0.2079
59,ID,2011,0.01,10.613,10.35,0.1358,0.05
60,ID,2011,0.01,10.5804,10.2108,0.1316,0.2699
61,ID,2011,0.2,10.135,10.0932,0.1711,0.2937
62,ID,2011,0.01,10.6155,11.2215,0.1118,0.2904
63,ID,2011,0.01,10.4818,11.0853,0.1434,0.3736
64,IL,2011,0.01,10.591,7.4093,0.1138,0.1429
65,IL,2011,0.01,10.6163,11.9397,0.1359,0.318
66,IL,2011,0.01,10.56,7.4731,0.085,0.3693
67,IL,2011,0.01,10.4178,11.6409,0.01,0.0721
68,IL,2011,0.01,10.4759,11.8037,0.1119,0.282
69,IL,2011,0.01,10.5934,8.284,0.2054,0.1996
70,IL,2011,0.01,10.6755,9.2974,0.1756,0.2418
71,IN,2011,0.01,10.5017,8.3002,0.1779,0.2848
72,IN,2011,0.01,10.5862,9.3323,0.1942,0.2013
73,IN,2011,0.01,10.326,9.3107,0.1253,0.1824
74,IN,2011,0.087,10.3435,11.3745,0.1318,0.2534
75,IN,2011,0.2,10.1393,12.2122,0.0829,0.1413
76,IN,2011,0.01,10.4315,12.0562,0.101,0.1414
77,IN,2011,0.01,10.4817,9.2432,0.1569,0.3179
78,IA,2011,0.01,10.4538,9.7329,0.1922,0.1351
79,IA,2011,0.2,10.2242,7.9367,0.1116,0.3166
80,IA,2011,0.1624,10.2453,8.9591,0.093,0.2963
81,IA,2011,0.01,10.2794,11.4281,0.12,0.0774
82,IA,2011,0.01,10.3226,12.28,0.1561,0.1822
83,IA,2011,0.01,10.5301,7.9075,0.0334,0.3694
84,IA,2011,0.01,10.5713,9.1418,0.01,0.1519
85,KS,2011,0.01,10.2663,9.8469,0.087,0.2036
86,KS,2011,0.01,10.5189,10.2069,0.0468,0.2962
87,KS,2011,0.01,10.5259,8.6886,0.0895,0.3283
88,KS,2011,0.01,10.6863,10.4739,0.1111,0.2248
89,KS,2011,0.2,10.1186,9.5423,0.0928,0.1902
90,KS,2011,0.0855,10.4849,10.1106,0.2071,0.3922
91,KS,2011,0.01,10.6213,10.8182,0.1396,0.4239
92,KY,2011,0.1631,10.0652,10.2316,0.138,0.3479
93,KY,2011,0.01,10.6344,9.357,0.1573,0.2585
94,KY,2011,0.01,10.5523,9.7064,0.0517,0.1692
95,KY,2011,0.2,10.2009,10.0959,0.1823,0.167
96,KY,2011,0.01,10.9633,9.5258,0.1155,0.3023
97,KY,2011,0.01,10.3591,9.4562,0.1602,0.2918
98,KY,2011,0.01,10.7695,12.3694,0.0557,0.3902
99,LA,2011,0.01,10.5458,10.71,0.0268,0.315
100,LA,2011,0.01,10.5386,9.3494,0.1691,0.0997
101,LA,2011,0.01,10.582,11.1844,0.1426,0.3552
102,LA,2011,0.2,10.1026,9.7857,0.0659,0.1502
103,LA,2011,0.01,10.4865,11.5499,0.0678,0.2116
104,LA,2011,0.01,10.5955,10.6389,0.1875,0.275
105,LA,2011,0.01,10.4632,9.7415,0.0486,0.4496
106,ME,2011,0.01,10.7234,10.5985,0.2186,0.561
107,ME,2011,0.01,10.5316,7.5548,0.066,0.3107
108,ME,2011,0.01,10.4365,8.1803,0.1583,0.2317
109,ME,2011,0.01,10.526,8.2164,0.1003,0.3035
110,ME,2011,0.01,10.7073,10.0898,0.1562,0.3388
111,ME,2011,0.01,10.4918,12.6393,0.0874,0.2179
112,ME,2011,0.01,10.6447,13.3394,0.1102,0.4295
113,MD,2011,0.01,10.4888,10.9212,0.1225,0.273
114,MD,2011,0.01,10.6457,10.6151,0.0599,0.2998
115,MD,2011,0.01,10.6435,7.2119,0.1644,0.3166
116,MD,2011,0.01,10.7525,9.2993,0.0892,0.2922
117,MD,2011,0.01,10.5626,8.8935,0.1063,0.3339
118,MD,2011,0.01,10.6033,8.9221,0.0603,0.1883
119,MD,2011,0.01,10.5481,9.7627,0.01,0.1942
120,MA,2011,0.01,10.6516,9.4046,0.1085,0.14
121,MA,2011,0.01,10.4963,6.7806,0.2648,0.294
122,MA,2011,0.01,10.6529,11.2034,0.1671,0.3279
123,MA,2011,0.01,10.5493,8.2915,0.1188,0.2958
124,MA,2011,0.01,10.5988,10.4445,0.1042,0.4174
125,MA,2011,0.01,10.564,12.9966,0.1213,0.2494
126,MA,2011,0.01,10.6003,8.3502,0.1528,0.3169
127,MI,2011,0.01,10.5106,5.9604,0.0492,0.1408
128,MI,2011,0.01,10.5649,9.5782,0.1869,0.2113
129,MI,2011,0.01,10.7337,11.6904,0.1629,0.3196
130,MI,2011,0.01,10.679,12.8019,0.1631,0.3349
131,MI,2011,0.01,10.6331,8.2515,0.1463,0.2206
132,MI,2011,0.01,10.5073,10.4958,0.1212,0.2428
133,MI,2011,0.01,10.4205,9.2921,0.1604,0.0982
134,MN,2011,0.01,10.6398,9.6594,0.1555,0.2143
135,MN,2011,0.01,10.6693,13.8687,0.0988,0.339
136,MN,2011,0.01,10.7195,7.7527,0.0856,0.3075
137,MN,2011,0.01,10.5096,10.2515,0.1261,0.3001
138,MN,2011,0.01,10.5335,10.6439,0.2129,0.255
139,MN,2011,0.01,10.3913,11.7796,0.0457,0.2507
140,MN,2011,0.01,10.4959,10.0604,0.0319,0.184
141,MS,2011,0.01,10.6756,10.5874,0.1299,0.3199
142,MS,2011,0.01,10.521,9.2431,0.1231,0.2921
143,MS,2011,0.01,10.6338,10.4832,0.1304,0.2992
144,MS,2011,0.1344,10.2715,9.7014,0.1346,0.1974
145,MS,2011,0.01,10.5274,10.5616,0.1066,0.05
146,MS,2011,0.01,10.4731,9.3261,0.2094,0.3597
147,MS,2011,0.01,10.5492,10.6522,0.0239,0.2021
148,MO,2011,0.01,10.23,9.9256,0.0703,0.1637
149,MO,2011,0.01,10.5571,11.7447,0.1138,0.3193
150,MO,2011,0.01,10.3802,9.8323,0.0214,0.2108
151,MO,2011,0.01,10.7074,7.3534,0.1094,0.356
152,MO,2011,0.01,10.6513,11.8695,0.2197,0.3117
153,MO,2011,0.0538,10.5345,8.8166,0.1213,0.3184
154,MO,2011,0.01,10.6661,9.0575,0.1338,0.1134
155,MT,2011,0.01,10.4965,9.1571,0.0444,0.3712
156,MT,2011,0.01,10.7376,11.9999,0.083,0.2761
157,MT,2011,0.01,10.6371,6.7233,0.0975,0.2131
158,MT,2011,0.01,10.5356,14.6417,0.1009,0.2643
159,MT,2011,0.01,10.6153,11.6433,0.1969,0.0724
160,MT,2011,0.01,10.4566,10.2717,0.1535,0.2909
161,MT,2011,0.01,10.4417,9.9611,0.0533,0.1471
162,NE,2011,0.2,10.0736,10.7396,0.1348,0.1147
163,NE,2011,0.0329,10.4106,10.9124,0.1499,0.0978
164,NE,2011,0.01,10.4827,10.9189,0.1884,0.3613
165,NE,2011,0.0845,10.5095,11.0136,0.2148,0.1871
166,NE,2011,0.01,10.5751,10.0732,0.0591,0.4034
167,NE,2011,0.01,10.5742,9.3983,0.0713,0.1964
168,NE,2011,0.01,10.4467,9.6219,0.0445,0.0793
169,NV,2011,0.01,10.3394,9.427,0.106,0.1383
170,NV,2011,0.01,10.6191,11.6479,0.148,0.3736
171,NV,2011,0.01,10.3591,10.8931,0.1792,0.2344
172,NV,2011,0.2,10.1517,5.8409,0.1154,0.1952
173,NV,2011,0.01,10.423,11.0329,0.1008,0.266
174,NV,2011,0.01,10.7688,10.2592,0.1291,0.3002
175,NV,2011,0.01,10.6797,10.0963,0.0699,0.3617
176,NH,2011,0.01,10.609,9.0856,0.2454,0.3948
177,NH,2011,0.01,10.6706,11.7215,0.0235,0.214
178,NH,2011,0.01,10.4306,11.5369,0.1311,0.1174
179,NH,2011,0.01,10.5969,8.6189,0.2414,0.2087
180,NH,2011,0.1159,10.3711,10.7821,0.1204,0.276
181,NH,2011,0.01,10.5525,8.5933,0.1086,0.1536
182,NH,2011,0.01,10.6535,7.8683,0.0986,0.1543
183,NJ,2011,0.01,10.6386,9.1548,0.1092,0.2844
184,NJ,2011,0.2,10.2024,11.6342,0.2024,0.2451
185,NJ,2011,0.01,10.3905,11.457,0.01,0.2533
186,NJ,2011,0.01,10.4362,10.8069,0.212,0.1742
187,NJ,2011,0.01,10.5358,11.0187,0.0346,0.227
188,NJ,2011,0.01,10.5366,10.6468,0.104,0.1576
189,NJ,2011,0.01,10.4687,9.1623,0.0942,0.339
190,NY,2011,0.01,10.8272,10.5195,0.1553,0.3535
191,NY,2011,0.01,10.6513,11.2113,0.0241,0.0654
192,NY,2011,0.01,10.5873,11.0598,0.1477,0.157
193,NY,2011,0.01,10.5173,11.8552,0.2415,0.1003
194,NY,2011,0.01,10.5143,11.1125,0.0382,0.185
195,NY,2011,0.0705,10.3364,10.6828,0.1314,0.2417
196,NY,2011,0.01,10.5193,11.5287,0.0803,0.105
197,NC,2011,0.01,10.5531,9.9197,0.1456,0.1578
198,NC,2011,0.01,10.4007,8.5304,0.1211,0.1496
199,NC,2011,0.01,10.5946,9.6888,0.0815,0.2707
200,NC,2011,0.01,10.5416,8.9392,0.1493,0.2569
1,AL,2012,0.01,10.4834,6.8991,0.1311,0.2991
2,AL,2012,0.01,10.569,8.6195,0.1455,0.307
3,AL,2012,0.01,10.5627,9.3804,0.1333,0.2695
4,AL,2012,0.01,10.5993,12.8386,0.1967,0.2401
5,AL,2012,0.01,10.4314,10.7673,0.0629,0.2936
6,AL,2012,0.0495,10.4753,8.0902,0.0794,0.05
7,AL,2012,0.01,10.305,10.5689,0.0736,0.3182
8,AZ,2012,0.01,10.4958,7.6577,0.1698,0.2626
9,AZ,2012,0.01,10.4995,11.6421,0.174,0.2278
10,AZ,2012,0.01,10.6797,9.3705,0.1471,0.4547
11,AZ,2012,0.01,10.537,9.9663,0.191,0.1825
12,AZ,2012,0.01,10.4024,11.82,0.0493,0.2097
13,AZ,2012,0.01,10.5162,7.8391,0.22,0.4492
14,AZ,2012,0.1618,10.2463,8.096,0.2114,0.1668
15,AR,2012,0.01,10.5306,9.1744,0.1641,0.195
16,AR,2012,0.01,10.4927,11.4453,0.2269,0.2353
17,AR,2012,0.1315,10.2891,7.9537,0.0206,0.3341
18,AR,2012,0.01,10.6309,5.7691,0.0885,0.2708
19,AR,2012,0.1581,10.1682,9.5002,0.0759,0.1207
20,AR,2012,0.01,10.5302,10.8377,0.1633,0.1968
21,AR,2012,0.2,10.3738,12.1095,0.057,0.1893
22,CA,2012,0.2,10.0303,9.5686,0.1654,0.2423
23,CA,2012,0.01,10.3826,9.3455,0.2022,0.2926
24,CA,2012,0.01,10.6459,11.8766,0.1617,0.2918
25,CA,2012,0.056,10.3418,7.2922,0.137,0.0724
26,CA,2012,0.1463,10.2824,9.6225,0.0607,0.3564
27,CA,2012,0.01,10.4845,10.1409,0.0692,0.2753
28,CA,2012,0.01,10.5706,10.7767,0.195,0.3885
29,CO,2012,0.01,10.7282,9.3941,0.1668,0.2944
30,CO,2012,0.01,10.6683,9.7879,0.1177,0.3601
31,CO,2012,0.01,10.6552,6.09,0.0949,0.2967
32,CO,2012,0.01,10.4538,8.7067,0.01,0.3846
33,CO,2012,0.01,10.4556,10.6399,0.0557,0.3022
34,CO,2012,0.01,10.2682,8.6342,0.2347,0.2402
35,CO,2012,0.1951,10.1721,10.3138,0.0432,0.4772
36,CT,2012,0.01,10.6773,10.6814,0.1314,0.3389
37,CT,2012,0.2,10.2439,9.7305,0.1804,0.3074
38,CT,2012,0.01,10.4946,10.0487,0.0447,0.1224
39,CT,2012,0.01,10.5141,8.3004,0.1311,0.1212
