region_id,country,year,gdp_per_capita,log_gdp_pc,fdi,rd_expenditure,infrastructure
EU_017,IT,2007,2353962.86,14.6716,0.0781,0.0083,0.387
EU_018,IT,2007,506695.42,13.1357,0.0288,0.0178,0.539
EU_019,ES,2007,286848.12,12.5667,0.034,0.0066,0.4781
EU_020,ES,2007,7371833.07,15.8132,0.051,0.0365,0.5626
EU_021,ES,2007,796100.35,13.5875,0.0521,0.0031,0.6113
EU_022,ES,2007,1639935.6,14.3102,0.0537,0.0181,0.7059
EU_023,ES,2007,1496615.63,14.2187,0.0428,0.0213,0.5859
EU_024,ES,2007,143974.88,11.8774,0.0071,0.0191,0.6973
EU_025,NL,2007,1603950.05,14.288,0.0627,0.0131,0.6129
EU_026,NL,2007,107136.56,11.5819,0.0071,0.0137,0.2049
EU_027,NL,2007,713980.27,13.4786,0.0361,0.0154,0.4121
EU_028,NL,2007,141589.12,11.8607,0.0149,0.0135,0.5712
EU_029,NL,2007,738686.09,13.5126,0.0287,0.0246,0.3581
EU_030,NL,2007,4073202.84,15.2199,0.0366,0.0371,0.72
EU_031,BE,2007,407989.75,12.919,0.0364,0.0094,0.9062
EU_032,BE,2007,276553.06,12.5302,0.0384,0.0013,0.8438
EU_033,BE,2007,2221419.95,14.6137,0.0623,0.0141,0.5573
EU_034,BE,2007,4987220.39,15.4224,0.0391,0.0408,0.8981
EU_035,BE,2007,237494.41,12.3779,0.0251,0.007,0.6297
EU_036,BE,2007,4622834.32,15.3465,0.0493,0.0314,0.5326
EU_037,AT,2007,3805147.58,15.1519,0.0538,0.0318,0.4773
EU_038,AT,2007,98742.16,11.5003,0.0054,0.0095,0.5395
EU_039,AT,2007,1184582.03,13.9849,0.0419,0.0207,0.5224
EU_040,AT,2007,4070518.06,15.2193,0.044,0.0313,0.6341
EU_041,AT,2007,238977.01,12.3841,0.024,0.0112,0.6321
EU_042,AT,2007,1673802.72,14.3306,0.0575,0.013,0.6006
EU_043,PT,2007,273374.9,12.5186,0.027,0.0092,0.6874
EU_044,PT,2007,239510.51,12.3864,0.0325,0.0049,0.8381
EU_045,PT,2007,198371.25,12.1979,0.0265,0.0085,0.7899
EU_046,PT,2007,134276.77,11.8077,0.0303,0.0028,0.303
EU_047,PT,2007,114262.0,11.6462,0.0081,0.0153,0.1
EU_048,PT,2007,58316.85,10.9736,0.0012,0.0073,0.7869
EU_049,GR,2007,3642973.35,15.1083,0.0619,0.0173,0.3266
EU_050,GR,2007,61620.77,11.0288,0.0131,0.0,0.555
EU_051,GR,2007,171606.89,12.053,0.0102,0.0183,0.366
EU_052,GR,2007,233764.72,12.3621,0.0,0.0233,0.2396
EU_053,GR,2007,102075.14,11.5335,0.0172,0.0,0.7083
EU_054,GR,2007,246089.73,12.4135,0.0035,0.0187,0.7518
EU_055,SE,2007,4840403.21,15.3925,0.0628,0.0273,0.4847
EU_056,SE,2007,307321.99,12.6357,0.0502,0.0029,0.1
EU_057,SE,2007,1057406.89,13.8713,0.0162,0.0317,0.4908
EU_058,SE,2007,5676017.64,15.5518,0.075,0.0192,0.6784
EU_059,SE,2007,749525.61,13.5272,0.0496,0.0079,0.3042
EU_060,SE,2007,372910.01,12.8291,0.0235,0.0144,0.6367
EU_061,DK,2007,131832.97,11.7893,0.0,0.0206,0.5969
EU_062,DK,2007,4204217.04,15.2516,0.0758,0.0158,0.7159
EU_063,DK,2007,102073.37,11.5334,0.0022,0.0204,0.6239
EU_064,DK,2007,34769.25,10.4565,0.0,0.0058,0.4054
EU_065,DK,2007,1357012.76,14.1208,0.0505,0.0167,0.8393
EU_066,DK,2007,1405595.4,14.156,0.0788,0.0009,0.5683
EU_067,FI,2007,2410897.52,14.6955,0.0577,0.0139,0.5945
EU_068,FI,2007,297860.29,12.6044,0.0413,0.006,0.4133
EU_069,FI,2007,357712.33,12.7875,0.0419,0.0076,0.5113
EU_070,FI,2007,2761627.77,14.8313,0.0471,0.0274,0.423
EU_071,FI,2007,3055831.29,14.9326,0.0452,0.0259,0.5654
EU_072,FI,2007,796330.85,13.5878,0.0356,0.0211,0.9423
EU_073,IE,2007,216413.06,12.2849,0.0321,0.0041,0.3256
EU_074,IE,2007,287793.99,12.57,0.0287,0.0118,0.2773
EU_075,IE,2007,473239.32,13.0674,0.0149,0.0271,0.8942
EU_076,IE,2007,418074.22,12.9434,0.0244,0.0164,0.5581
EU_077,IE,2007,612095.15,13.3246,0.0,0.0382,0.4662
EU_078,IE,2007,535121.8,13.1902,0.028,0.0189,0.808
EU_079,PL,2007,165680.53,12.0178,0.0102,0.0169,0.4789
EU_080,PL,2007,111442.46,11.6213,0.0079,0.0119,0.9652
EU_081,PL,2007,675292.33,13.4229,0.0336,0.0163,0.7356
EU_082,PL,2007,1642773.89,14.3119,0.0578,0.0135,0.5024
EU_083,PL,2007,3288785.2,15.006,0.0484,0.0221,1.0
EU_084,PL,2007,163051.58,12.0018,0.0,0.0246,0.4789
EU_085,CZ,2007,130314.06,11.7777,0.0102,0.0071,0.7484
EU_086,CZ,2007,329016.35,12.7039,0.0488,0.0017,0.6599
EU_087,CZ,2007,46256.21,10.742,0.0104,0.0,0.8603
EU_088,CZ,2007,525625.3,13.1723,0.0255,0.0201,0.9123
EU_089,CZ,2007,280159.73,12.5431,0.041,0.004,0.6064
EU_090,CZ,2007,48438.68,10.7881,0.0106,0.0,0.4493
EU_091,CZ,2007,650982.8,13.3862,0.0321,0.0189,0.692
EU_092,CZ,2007,986096.25,13.8015,0.0033,0.0399,0.4645
EU_093,CZ,2007,239721.93,12.3872,0.018,0.0149,1.0
EU_094,CZ,2007,1404855.26,14.1554,0.0364,0.0234,0.6273
EU_095,CZ,2007,128872.25,11.7666,0.0,0.0158,0.5269
EU_096,CZ,2007,720057.45,13.4871,0.0388,0.014,0.6369
EU_097,CZ,2007,1168461.59,13.9712,0.0296,0.0242,0.3306
EU_098,CZ,2007,660144.32,13.4002,0.041,0.0121,0.4057
EU_099,CZ,2007,901886.44,13.7122,0.0345,0.0177,0.8401
EU_100,CZ,2007,2482399.92,14.7247,0.0573,0.0182,0.4686
EU_001,DE,2008,1065830.38,13.8793,0.0456,0.0132,0.6701
EU_002,DE,2008,855089.77,13.659,0.019,0.0287,0.6978
EU_003,DE,2008,131058.07,11.7834,0.0136,0.0085,0.7269
EU_004,DE,2008,243023.65,12.4009,0.0299,0.007,0.8219
EU_005,DE,2008,166263.91,12.0213,0.0266,0.0102,0.682
EU_006,DE,2008,88969.3,11.396,0.0209,0.0055,0.5517
EU_007,FR,2008,1050416.45,13.8647,0.0439,0.0162,0.7345
EU_008,FR,2008,5031907.24,15.4313,0.0491,0.0312,0.98
EU_009,FR,2008,552729.41,13.2226,0.0318,0.0182,0.5735
EU_010,FR,2008,2735378.14,14.8218,0.0596,0.0125,0.4051
EU_011,FR,2008,124133.74,11.7291,0.0072,0.0121,0.8214
EU_012,FR,2008,130411.41,11.7784,0.0261,0.0,0.5759
EU_013,IT,2008,507076.8,13.1364,0.0157,0.0238,0.1655
EU_014,IT,2008,113077.62,11.6358,0.0,0.0142,0.7695
EU_015,IT,2008,300104.41,12.6119,0.0283,0.0132,0.4929
EU_016,IT,2008,4819824.09,15.3882,0.0276,0.0469,0.5819
EU_017,IT,2008,1789433.97,14.3974,0.0603,0.018,0.6664
EU_018,IT,2008,395568.52,12.8881,0.0426,0.0075,0.6381
EU_019,ES,2008,103862.15,11.5508,0.0095,0.0107,0.7419
EU_020,ES,2008,6108246.44,15.6252,0.0671,0.0265,0.5129
EU_021,ES,2008,2337482.58,14.6646,0.0544,0.0161,0.7026
EU_022,ES,2008,186993.99,12.1388,0.0416,0.0006,0.5481
EU_023,ES,2008,831699.36,13.6312,0.0255,0.0242,0.7478
EU_024,ES,2008,75105.48,11.2266,0.0108,0.0083,0.7231
EU_025,NL,2008,1187236.31,13.9871,0.0226,0.0337,0.4129
EU_026,NL,2008,3874223.54,15.1699,0.0518,0.0258,0.8172
EU_027,NL,2008,1712700.17,14.3536,0.0677,0.0105,0.4928
EU_028,NL,2008,5638272.8,15.5451,0.0609,0.0278,0.7616
EU_029,NL,2008,253535.22,12.4433,0.0202,0.0157,0.6735
EU_030,NL,2008,342186.43,12.7431,0.0076,0.0235,0.9676
EU_031,BE,2008,689478.56,13.4437,0.0328,0.0198,0.5553
EU_032,BE,2008,50674.49,10.8332,0.0,0.0065,0.5301
EU_033,BE,2008,391886.43,12.8787,0.0365,0.0086,0.5961
EU_034,BE,2008,779723.38,13.5667,0.027,0.0253,0.5394
EU_035,BE,2008,282637.16,12.5519,0.0207,0.0117,0.76
EU_036,BE,2008,71592.38,11.1787,0.0,0.011,0.2767
EU_037,AT,2008,208317.85,12.2468,0.0403,0.0054,0.3893
EU_038,AT,2008,348278.59,12.7608,0.0193,0.0192,0.3864
EU_039,AT,2008,675130.78,13.4227,0.0066,0.0356,0.7901
EU_040,AT,2008,51329.94,10.846,0.0,0.0043,0.9421
EU_041,AT,2008,374549.95,12.8335,0.0294,0.0152,0.5791
EU_042,AT,2008,6392907.12,15.6707,0.0654,0.0291,0.5662
EU_043,PT,2008,2208048.91,14.6076,0.0632,0.0142,0.614
EU_044,PT,2008,487901.13,13.0979,0.0209,0.0195,0.8324
EU_045,PT,2008,81660.26,11.3103,0.018,0.0044,0.4145
EU_046,PT,2008,856801.25,13.661,0.0394,0.0193,0.6477
EU_047,PT,2008,152913.09,11.9376,0.01,0.0131,0.795
EU_048,PT,2008,1121140.74,13.9299,0.036,0.0249,0.7002
EU_049,GR,2008,3509572.93,15.071,0.0453,0.0269,0.6379
EU_050,GR,2008,13991698.43,16.454,0.0545,0.0409,0.8002
EU_051,GR,2008,417839.41,12.9429,0.028,0.0208,0.1
EU_052,GR,2008,646526.22,13.3794,0.0259,0.0183,0.7356
EU_053,GR,2008,247630.31,12.4197,0.0124,0.0169,0.4692
EU_054,GR,2008,164247.9,12.0091,0.0135,0.0115,0.2339
EU_055,SE,2008,408059.04,12.9192,0.0255,0.0184,0.7022
EU_056,SE,2008,476064.68,13.0733,0.0373,0.012,0.8747
EU_057,SE,2008,1704129.95,14.3486,0.0483,0.0167,0.5725
EU_058,SE,2008,528260.69,13.1773,0.0139,0.0282,0.7906
EU_059,SE,2008,1046008.93,13.8605,0.0599,0.0049,0.9225
EU_060,SE,2008,1026043.1,13.8412,0.0246,0.0264,0.863
EU_061,DK,2008,1161236.03,13.965,0.0296,0.0282,0.928
EU_062,DK,2008,209395.7,12.252,0.0151,0.0138,0.7484
EU_063,DK,2008,19594.64,9.883,0.0,0.0,0.6151
EU_064,DK,2008,432413.76,12.9771,0.0477,0.0089,0.2796
EU_065,DK,2008,2794113.74,14.843,0.0447,0.028,0.5508
EU_066,DK,2008,221882.04,12.3099,0.0244,0.0148,0.4314
EU_067,FI,2008,335110.41,12.7222,0.0313,0.005,1.0
EU_068,FI,2008,431178.01,12.9743,0.0403,0.01,0.5648
EU_069,FI,2008,158351.96,11.9726,0.0,0.0234,0.6246
EU_070,FI,2008,388751.33,12.8707,0.0194,0.0205,0.7103
EU_071,FI,2008,906696.76,13.7176,0.0459,0.0126,0.6087
EU_072,FI,2008,81364.5,11.3067,0.0049,0.0113,0.939
EU_073,IE,2008,474162.23,13.0693,0.0359,0.0111,0.4755
EU_074,IE,2008,58527.04,10.9772,0.0029,0.0058,0.6389
EU_075,IE,2008,2377034.14,14.6814,0.0393,0.0312,0.4515
EU_076,IE,2008,371456.18,12.8252,0.0293,0.0118,0.336
EU_077,IE,2008,242937.62,12.4006,0.0,0.0272,0.4776
EU_078,IE,2008,4145134.44,15.2374,0.0533,0.0302,0.5926
EU_079,PL,2008,379391.86,12.8463,0.0153,0.025,0.5141
EU_080,PL,2008,109980.46,11.6081,0.0138,0.0107,0.4615
EU_081,PL,2008,764002.83,13.5463,0.034,0.019,0.3187
EU_082,PL,2008,1726495.56,14.3616,0.053,0.0148,0.5834
EU_083,PL,2008,78373.62,11.2692,0.0097,0.006,0.2991
EU_084,PL,2008,489437.93,13.101,0.0312,0.0182,0.752
EU_085,CZ,2008,362295.06,12.8002,0.0386,0.0032,0.6165
EU_086,CZ,2008,1585048.17,14.2761,0.0439,0.0269,0.3085
EU_087,CZ,2008,319391.55,12.6742,0.0335,0.0104,0.5382
