country,quarter,oil_price,gas_price,electricity_price
GBR,2011-Q3,4.505924289698919,2.0374028738735714,4.336648639274701
GBR,2011-Q4,4.122057463587717,1.5372427944317288,4.522469085611007
GBR,2012-Q1,4.058651623331268,2.0763034756315553,4.529316587911602
GBR,2012-Q2,3.966763753552069,2.111435180510272,4.301543908293224
GBR,2012-Q3,3.9933852620901162,2.1211703470080177,4.313627057719713
GBR,2012-Q4,4.193648215086422,2.0997286631423373,4.473929352147753
GBR,2013-Q1,4.231637846763707,2.563027518407084,4.637166496709167
GBR,2013-Q2,4.181318332976617,2.139892556018289,4.676179115753122
GBR,2013-Q3,4.262517719374436,1.8633049497841128,4.711275609043517
GBR,2013-Q4,4.0577586371910375,1.9652130359743054,4.70135319656722
GBR,2014-Q1,4.217466757867261,1.8349879524334949,4.617032318087589
GBR,2014-Q2,3.926001710332576,1.68497768399304,4.65824293467721
GBR,2014-Q3,4.069126643543829,1.5384216028463034,4.6777006106274035
GBR,2014-Q4,4.289043945223625,1.8641575331716886,4.805595314621051
GBR,2015-Q1,4.017100644817778,1.5490805195743262,4.4432108698085635
GBR,2015-Q2,4.280707036652236,1.920494345586801,4.435981678864289
GBR,2015-Q3,4.222016373902485,1.6800279360424282,4.906046519696801
GBR,2015-Q4,4.1507834211087395,1.819660800342512,4.784844125654768
GBR,2016-Q1,4.171277964105416,1.9207106726869099,4.54971921901005
GBR,2016-Q2,4.183715969282946,2.3641346262947094,4.785042275934056
GBR,2016-Q3,4.416766226807896,2.1127872417858597,4.661048904167313
GBR,2016-Q4,4.2361066977275526,2.063185367434183,4.8666130394313685
GBR,2017-Q1,3.796309485448278,2.213443261867861,4.7412845322022665
GBR,2017-Q2,3.7415681488062655,1.6557346878092987,4.473051498090748
GBR,2017-Q3,3.9532595439387235,1.7059444235335408,4.272461062246436
GBR,2017-Q4,3.6777936493263383,1.5433042486941615,4.644409768983187
GBR,2018-Q1,3.692065007237671,1.182664432932611,4.4541940134021685
GBR,2018-Q2,3.6994285140987904,0.7267230903622429,4.316449756769781
GBR,2018-Q3,3.7129407768093725,1.296884251931592,4.417263401390428
GBR,2018-Q4,3.993899272658067,1.4602636338056005,4.183512102605704
GBR,2019-Q1,4.4799291744925736,1.8092257623384376,4.317408572224908
GBR,2019-Q2,4.300653127704756,1.971088817944526,4.4844251377942355
GBR,2019-Q3,4.065252510999237,1.7837866456755134,4.589553556590814
GBR,2019-Q4,3.9065195264546677,1.582951796008944,4.5809228384116265
DEU,2005-Q1,4.17982221734712,1.9077886826945512,4.500662107543255
DEU,2005-Q2,4.574181202082895,2.003864910709756,4.326757484970611
DEU,2005-Q3,4.681129762097628,2.5619545831926724,4.309710588040279
DEU,2005-Q4,4.38127949526523,2.3004685916374554,4.336918662888229
DEU,2006-Q1,4.071691282604882,1.8743505753466112,4.333996409947046
DEU,2006-Q2,4.031772945562122,1.9227352579706163,4.52319603894494
DEU,2006-Q3,3.8110962789617884,2.0394121465715704,4.357443752385414
DEU,2006-Q4,3.846400678558827,2.0289560660275967,4.169730114855001
DEU,2007-Q1,3.9574884494440505,1.9472670658256865,4.323981076270189
DEU,2007-Q2,4.016601668608461,2.467724025801423,4.216534808737919
DEU,2007-Q3,3.893947802241621,1.9660886177643062,4.321215589584531
DEU,2007-Q4,3.786812061323893,2.0940969730212635,4.504859628119234
DEU,2008-Q1,3.7251452093928914,1.658530708430482,4.465384348299527
DEU,2008-Q2,3.685683062934891,1.7659971677935253,4.296565406515881
DEU,2008-Q3,3.4653553462710387,1.9507928006642763,4.477236037342292
DEU,2008-Q4,3.4917170295089113,1.5912528505071566,4.360122441316312
DEU,2009-Q1,3.6996193038697047,1.733471950518006,4.469886564619535
DEU,2009-Q2,3.742870092426045,1.4889568611585455,4.090786168282871
DEU,2009-Q3,3.662349081925909,1.5177599014313485,4.331196319079001
DEU,2009-Q4,3.6486481227569634,1.5837131733962808,4.170397683274673
DEU,2010-Q1,3.980258365835553,2.276112287231739,4.0484428174128055
DEU,2010-Q2,3.876818992797304,2.2520259635371502,4.377431874954842
DEU,2010-Q3,4.271640785321381,2.273081086624937,4.3454163857101085
DEU,2010-Q4,4.29680554107949,2.4323769474258756,4.544201427634491
DEU,2011-Q1,4.297744710193164,2.5036263512843226,4.715385550589945
DEU,2011-Q2,4.473379120558781,2.506159113317878,4.612768033834787
DEU,2011-Q3,4.349234146893873,2.5996684182231697,4.498019573698208
DEU,2011-Q4,4.306724589816353,2.251659495849005,4.582680300897303
DEU,2012-Q1,4.458923610608968,2.268320477026998,4.527793393250628
DEU,2012-Q2,4.037801324446356,2.2581563911043148,4.609941906273195
DEU,2012-Q3,4.447637896989603,2.139340533143206,4.537855349616676
DEU,2012-Q4,4.351749289850934,2.502758667224911,4.47583105972651
DEU,2013-Q1,4.290554833265783,2.431326211744547,4.57215435529355
DEU,2013-Q2,4.102627685592004,2.2272491082318626,4.712150056873338
DEU,2013-Q3,3.8550623452482524,2.0119235214455724,4.447489853516431
DEU,2013-Q4,4.126078992674807,1.606253727125679,4.283006390949578
DEU,2014-Q1,4.1522236951013305,2.146353542857769,4.21264221666343
DEU,2014-Q2,3.9840427064483537,2.429481741863286,4.1266543725712035
DEU,2014-Q3,3.5375947284058924,2.0630649826081946,4.280002086155119
DEU,2014-Q4,3.4605957716740434,1.8951583255879083,4.31057200087643
DEU,2015-Q1,3.498127339240546,1.3570158665785708,4.362028877868109
DEU,2015-Q2,3.767255398276176,1.464425172264827,4.389598980503591
DEU,2015-Q3,3.6115878507441543,1.1391636105829772,4.095387667789714
DEU,2015-Q4,3.7075203174658697,1.4184418199090207,3.9445556446892587
DEU,2016-Q1,3.85420132674503,1.2667782134242176,4.201930713323606
DEU,2016-Q2,3.8700367182590685,1.7565604513172182,4.125922474990234
DEU,2016-Q3,3.9889023718281664,1.9178643702197173,4.234395146736604
DEU,2016-Q4,4.1093022374692865,2.2252847797269917,4.29447349910951
DEU,2017-Q1,4.206838342962264,2.0884390384707814,4.583270968400641
DEU,2017-Q2,3.9980344048777923,2.3892591352261525,4.464989609758942
DEU,2017-Q3,3.7009950882069065,2.030706795772522,4.381365639458727
DEU,2017-Q4,3.947351296758641,1.746803315842833,4.261789417620056
DEU,2018-Q1,3.573763786758004,1.5249391990277612,3.887930244285749
DEU,2018-Q2,3.37338011124952,1.6077627747854737,4.099479020643532
DEU,2018-Q3,3.6349836154477186,1.3330834502101594,4.066889728713811
DEU,2018-Q4,3.732294048211351,1.1979744116049191,4.230704562712212
DEU,2019-Q1,3.9766043170791416,1.4433894824361302,4.063373884950032
DEU,2019-Q2,4.013825608760971,1.1647773610155219,4.043468015958306
DEU,2019-Q3,3.8618071017491817,1.2142492633340465,3.9647773431832607
DEU,2019-Q4,4.251328301810394,1.7593859399670508,3.889443876220992
FRA,2005-Q1,3.690426560860015,1.0161096029569485,4.514305052578415
FRA,2005-Q2,4.0110282356315645,1.192760552595488,4.649256111710997
FRA,2005-Q3,4.229839087501441,1.460100610808254,4.107447567836848
FRA,2005-Q4,4.644842100930184,1.5068241241164815,4.1002150736662575
FRA,2006-Q1,4.681669782214084,2.456265516585514,4.578963517409966
FRA,2006-Q2,4.615716896721358,2.477215822713675,4.936431457513629
FRA,2006-Q3,4.608553770823331,2.408966928635757,4.972105997223429
FRA,2006-Q4,4.439235239157455,2.0704430643138982,4.9141675655232575
FRA,2007-Q1,3.9946395297321686,1.8837763424477987,4.689314928491221
FRA,2007-Q2,3.801296032530391,1.7653876511401712,4.844914368627068
FRA,2007-Q3,4.070336769132763,1.3877608993865476,4.521409217669654
FRA,2007-Q4,4.263156201151604,1.418708759491036,4.432691171524461
FRA,2008-Q1,4.31998598577206,1.4666213771015677,4.470893133016181
FRA,2008-Q2,3.9829513162178283,1.4549259199628966,4.534156698310822
FRA,2008-Q3,3.695233399807173,1.5723811780709556,4.474833594204232
FRA,2008-Q4,3.922927595909478,1.6518506978548484,4.6473921693103195
FRA,2009-Q1,3.9968604428272427,1.5758373708919604,4.583429287947173
FRA,2009-Q2,4.132228140947374,1.7024871834230402,4.5346791416317265
FRA,2009-Q3,3.977927586262838,1.5485980192033268,4.356279434224799
FRA,2009-Q4,4.360230884182402,1.4697646323100277,4.3313839517259805
FRA,2010-Q1,4.134246390974869,1.8634427463686998,4.396227151085447
FRA,2010-Q2,4.369287113378181,1.7704824021619068,4.5791534263529465
FRA,2010-Q3,4.117197793873803,2.3000607686015284,4.445180410760159
FRA,2010-Q4,4.169768822918095,2.220218501008295,4.725248672838315
FRA,2011-Q1,4.107546869428152,1.9812586699751602,4.7702483618903715
FRA,2011-Q2,4.071648633435036,2.1014865085821866,5.028705367496695
FRA,2011-Q3,3.9644219115639854,1.5753630799974663,4.83345517790361
FRA,2011-Q4,4.5168034307866805,1.6429548125198448,4.857392661399599
FRA,2012-Q1,4.723068789526992,1.834618094532673,4.787763976928055
FRA,2012-Q2,4.857593702455629,2.029471802050466,4.719197890153257
FRA,2012-Q3,4.509745634090239,1.8563241058164355,4.690906273246941
FRA,2012-Q4,4.137800115671743,1.8632783500694923,4.5844489479842965
FRA,2013-Q1,4.168983488489396,1.490767634615492,4.662094216895274
FRA,2013-Q2,4.3107604594253885,1.2556307138131844,4.609249039103365
FRA,2013-Q3,4.488832345253458,1.3927751942678828,4.7271423028139665
FRA,2013-Q4,4.451752668711657,1.5732604994967958,4.58196852304457
FRA,2014-Q1,4.453658475763531,1.845113758609039,4.64939091152106
FRA,2014-Q2,4.159192439579625,1.8947422638001021,4.468392737777513
FRA,2014-Q3,4.114955720597024,1.639911898732993,4.474863770409922
FRA,2014-Q4,4.353453864621032,2.064448449370895,4.599485701526582
FRA,2015-Q1,4.054721377461234,1.8482274026625944,4.86473120882
FRA,2015-Q2,4.092414572111871,2.3570629079326544,4.770966521644376
FRA,2015-Q3,4.128866248937343,2.012307674018268,4.827700836144692
FRA,2015-Q4,4.085478632141058,2.0632400569416585,4.884263524437769
FRA,2016-Q1,3.9284033755581778,1.552610292660789,4.520306140455248
FRA,2016-Q2,4.07724685343426,1.3985053291920209,4.186572166842352
FRA,2016-Q3,4.157554743471202,2.1976809128210326,4.333042835259927
FRA,2016-Q4,4.303752700481197,2.091013208484463,4.586329235209344
FRA,2017-Q1,4.422208412095419,2.0005123692771987,4.727396757381578
FRA,2017-Q2,4.385651674867023,1.8586175805691143,4.875525118422899
FRA,2017-Q3,4.260730446228861,1.7197244747740443,4.831225067135657
FRA,2017-Q4,4.0285839411630215,1.742812036989788,4.689126076722837
FRA,2018-Q1,4.262954097141457,1.9348682617359205,4.612593995029774
FRA,2018-Q2,4.373387353000104,2.2954278167884485,4.7358578706325885
FRA,2018-Q3,4.289207896229776,1.8181281041460795,4.656830526396274
FRA,2018-Q4,4.167166811650937,1.6951438563065084,4.621664798397473
FRA,2019-Q1,4.154112978296104,1.8898256067756023,4.581120039219644
FRA,2019-Q2,4.23094563873354,1.9061319452309933,4.342864061621267
FRA,2019-Q3,3.9995610935107537,1.7838237857713861,4.367618011089
FRA,2019-Q4,4.1454447366177956,2.1577201980985206,4.667239721651975
JPN,2005-Q1,4.372040982680701,1.6752069319183422,4.327282714469108
JPN,2005-Q2,3.945692495770613,2.040804437481255,4.371459773246164
JPN,2005-Q3,4.46401967498122,1.9689302762559995,4.54203914749291
JPN,2005-Q4,4.62363083380857,2.614426620070799,4.9095762109088525
JPN,2006-Q1,4.6686099005927675,2.73106555706363,5.026181571178867
JPN,2006-Q2,4.614094216456405,2.4031973177528387,4.906974595684878
JPN,2006-Q3,4.419586130845434,2.2544900627247686,4.82348784759073
JPN,2006-Q4,4.423382851891287,2.436194987386024,4.810064273215721
JPN,2007-Q1,4.582269083343094,2.095591317257115,4.810610541595984
JPN,2007-Q2,4.2546189650277455,1.6423315131138994,4.7572615232140585
JPN,2007-Q3,4.144278844650906,2.150924807591896,4.690745011680534
JPN,2007-Q4,3.8865528971979337,2.3854007352870963,4.86372271592151
JPN,2008-Q1,4.027401639540417,2.057197319714747,4.6573947454790305
JPN,2008-Q2,3.935134863272222,2.1725491961389523,4.9091035270594565
JPN,2008-Q3,4.253638180753134,1.9746696770575891,4.604539763956658
JPN,2008-Q4,4.196119046717575,1.5692319068362033,4.6691353430080795
JPN,2009-Q1,4.09815788625071,1.6323855945421157,4.316634331668955
JPN,2009-Q2,4.161825612497581,1.6675851489295035,4.241700077990753
JPN,2009-Q3,3.529220556900117,1.573521186585361,4.642978487726791
JPN,2009-Q4,3.9931013035477965,1.5694733754786603,4.380913484761823
JPN,2010-Q1,4.0793208345066025,1.4925031933867943,4.449309071556659
JPN,2010-Q2,4.199135710639701,2.0217136683810417,4.409202968745115
JPN,2010-Q3,4.089055318220538,1.7591531317078946,4.434670018196555
JPN,2010-Q4,4.0074380151822115,1.8841689585996735,4.614347582560693
JPN,2011-Q1,3.8349658912996194,2.1427632760770092,4.541767790478615
JPN,2011-Q2,3.8705977358481873,1.7543804945480865,4.255640562541355
JPN,2011-Q3,4.076622565174081,1.9841865969200092,4.350710781217377
JPN,2011-Q4,4.057429009874972,2.0492380776662342,4.285601247624061
JPN,2012-Q1,3.924784842251362,2.0972410027732504,4.317494991768554
JPN,2012-Q2,3.9964560468174195,1.6393178854395976,4.572335275984946
JPN,2012-Q3,3.9807860071208374,1.3472521126396089,4.665713589259504
JPN,2012-Q4,3.830026960433117,1.3332293718843065,4.492127216121198
JPN,2013-Q1,4.101141412997066,1.3713441222665257,4.384469157134464
JPN,2013-Q2,4.146957359972201,1.818158988589455,4.394275822417631
JPN,2013-Q3,4.019859654972017,1.6414932658881098,4.501713780537185
JPN,2013-Q4,3.7898690268914312,0.9739747318561347,4.537369057420357
JPN,2014-Q1,4.024090357849381,0.8469130065429658,4.1572161065803686
JPN,2014-Q2,4.131089173503747,1.8656271327571414,4.142549788047068
JPN,2014-Q3,3.936556904014936,1.7845840309353553,4.593557887266702
JPN,2014-Q4,3.816792067793689,1.5477238084117382,4.471539993073837
JPN,2015-Q1,3.67148379661198,1.5861859426697686,4.649575770811728
JPN,2015-Q2,3.825049583059733,1.5679904924984163,4.444842211891547
JPN,2015-Q3,3.555291617210622,1.7316701764488494,4.4040170078735175
JPN,2015-Q4,3.643003220137451,2.3739596478577716,4.45488893411718
JPN,2016-Q1,3.5901391148853192,1.8336877419248356,4.764745941038166
JPN,2016-Q2,3.726146533335417,1.3748095105933689,4.715918209658792
JPN,2016-Q3,3.665068827035134,1.9025546973028875,4.618011560753832
JPN,2016-Q4,3.666478870600984,2.025934746407838,4.5615317833113105
JPN,2017-Q1,3.927485015253273,1.9975201747580387,4.440636764630882
JPN,2017-Q2,3.8109246150219396,2.0790593395973134,4.483624253219469
JPN,2017-Q3,3.777312608675099,1.6386425317812625,4.616798335699977
JPN,2017-Q4,4.247018880729339,1.5633099965689348,4.50012176015639
JPN,2018-Q1,4.445752398401764,1.8496052788453667,4.542138507880451
JPN,2018-Q2,4.089943044059999,1.9892172302019469,4.559951150588303
JPN,2018-Q3,4.250501200786113,2.280157395010792,4.95908405816249
JPN,2018-Q4,4.281672546001135,2.2426284278370887,4.868798567310196
JPN,2019-Q1,4.116932594446798,2.1676335151893924,4.757153104080771
JPN,2019-Q2,4.105940082174822,2.347831692695931,4.576701648835491
JPN,2019-Q3,4.292528840556325,2.5059046134325107,4.674120563363224
JPN,2019-Q4,3.7707942793958487,1.9514370542982151,4.9713853742196985
CAN,2005-Q1,4.036333208712338,0.9452022476152551,4.356308367345056
CAN,2005-Q2,4.03977455988694,1.0877060686775588,4.2355546204508006
CAN,2005-Q3,4.060544063510753,1.3225444719259418,4.160941742242062
CAN,2005-Q4,4.323538257603331,1.4111794895447654,4.3487545977463435
CAN,2006-Q1,4.367090602170193,1.5602877611478534,4.604466049968073
CAN,2006-Q2,4.31335919175605,1.4193630774621209,4.664713376585963
CAN,2006-Q3,3.9895771299616536,1.3961085262027306,4.592384246106364
CAN,2006-Q4,3.9500515567152,1.300697937169103,4.263826536016767
CAN,2007-Q1,3.854262045348998,1.2678351306716713,4.393338999405513
CAN,2007-Q2,3.6914193407556573,1.4615300582356063,4.282246602467419
CAN,2007-Q3,3.976855915830858,1.4603509159706374,4.301054384301271
CAN,2007-Q4,4.337832256800054,1.2258763910663548,4.5582047413949
CAN,2008-Q1,4.435569980565184,1.2822127664823868,4.705480188528579
CAN,2008-Q2,4.253860620672389,1.471959635206011,4.6281389698613
CAN,2008-Q3,4.149811623373113,1.642825880561441,4.701869447108298
CAN,2008-Q4,3.7541326789100933,1.6937454595035426,4.41634517691486
CAN,2009-Q1,4.033373053301947,1.76336087885143,4.356123388637966
CAN,2009-Q2,3.9401692169169964,1.254236572138968,4.501254094186422
CAN,2009-Q3,3.8954825322012994,1.4198125784705793,4.63840497964239
CAN,2009-Q4,4.204945471895451,1.3008514886121216,4.5152965858308045
CAN,2010-Q1,3.805745129079176,1.0509965073106136,4.633298317470859
CAN,2010-Q2,4.18610909226162,0.9486153456775092,4.357877504947916
CAN,2010-Q3,4.123966150387899,1.244763078667493,4.229442157098423
CAN,2010-Q4,4.170559451360898,1.2311118712783748,4.358342025072253
CAN,2011-Q1,4.227619402749919,1.3594668093375124,4.351478075779028
CAN,2011-Q2,4.136382558336328,1.3704159652294312,4.395914048527823
CAN,2011-Q3,4.042679515498559,1.7317542160807458,4.538955492895388
CAN,2011-Q4,3.9697505344397097,1.6709213688334843,4.550601135023992
CAN,2012-Q1,4.212421238821675,1.6500643583516017,4.564792672205226
CAN,2012-Q2,4.237209189533779,1.2056967102043088,4.445347936010389
CAN,2012-Q3,3.9262323685903846,1.270775742322358,4.69332052911281
CAN,2012-Q4,4.3935936244483464,1.5774139482837022,4.603497126270896
CAN,2013-Q1,3.9142749274798456,1.2987290788239008,4.508723890683075
CAN,2013-Q2,3.814793866782219,1.1898334968852724,4.397857266237943
CAN,2013-Q3,3.4734666818689464,1.2197670292418796,4.231393531076014
CAN,2013-Q4,3.6782469873270425,1.6052468316511646,4.15984685935747
CAN,2014-Q1,3.2676863237762137,1.1044293664196891,4.5337959924080495
CAN,2014-Q2,3.878020854684019,0.8402235170696207,4.431659886013427
CAN,2014-Q3,3.820523444119353,0.9756670851819594,4.689510178908969
CAN,2014-Q4,3.572743282401067,1.0339345438819147,4.512936627200546
CAN,2015-Q1,3.9170484998651665,1.1425731437740099,4.409519177452645
CAN,2015-Q2,3.8625751736178087,1.231605718244725,4.3376427271356
CAN,2015-Q3,4.027087936700227,1.1849847425279112,4.427567724196009
CAN,2015-Q4,4.012079930149714,1.512687363861214,4.407735536163971
CAN,2016-Q1,3.6528203946599733,1.5756444458524468,4.359405795345468
CAN,2016-Q2,3.625191945728768,1.147539315257635,4.6423520055432705
CAN,2016-Q3,3.3094704564109487,1.6886732131703133,4.600715449081896
CAN,2016-Q4,3.5602480395100464,1.2918543409002392,4.578806610387428
CAN,2017-Q1,3.795369050529451,1.354160165015217,4.534107007720285
CAN,2017-Q2,3.8736454088182155,1.2272610820768475,4.455348113733648
CAN,2017-Q3,3.871541067298765,1.4774242379935836,4.50528229083876
CAN,2017-Q4,3.32097195737283,1.288461716919822,4.531184576604934
CAN,2018-Q1,3.519909556068352,0.9994627585359952,4.5706816383087805
CAN,2018-Q2,3.852412918868968,0.8958362115366564,4.432716824344532
CAN,2018-Q3,3.701328633496571,0.6609684750331055,4.238677511905614
CAN,2018-Q4,3.962379675120702,1.1780677117434502,4.2484288601214635
CAN,2019-Q1,4.117655867150641,1.402743575786006,4.244428879574351
CAN,2019-Q2,4.167714553136787,1.606535918324091,4.511917572627121
CAN,2019-Q3,4.354153798687229,1.7575549284909533,4.617896383378788
CAN,2019-Q4,4.460908643940897,1.7085649764464463,4.542268393410585
AUS,2005-Q1,4.411974102992324,1.30785151804616,4.338677291915193
AUS,2005-Q2,4.029010905682641,1.2237399496872767,4.374750865817124
AUS,2005-Q3,3.949426601249133,1.5795509280407214,4.461786290687121
AUS,2005-Q4,3.7349690161095173,1.4333759386260585,4.569184543990297
AUS,2006-Q1,4.035170105603446,1.7731292222746737,4.340139146747688
AUS,2006-Q2,3.855109558302875,1.226524049648075,4.473940009167731
AUS,2006-Q3,3.98451035232381,1.5176197734836472,4.395157315339278
AUS,2006-Q4,3.9178497285982288,1.448967592619231,4.34199230313954
AUS,2007-Q1,4.353064540980245,1.160579162658097,4.441130495690962
AUS,2007-Q2,4.64452840915463,1.5193496682384884,4.399208305172009
AUS,2007-Q3,4.3723427884686865,1.5674628587764259,4.722304113441981
AUS,2007-Q4,3.8109295562847096,1.7740559998516365,4.440824127395467
AUS,2008-Q1,3.806982210174944,1.3932597405264446,4.608351048379461
AUS,2008-Q2,3.537924663368242,1.3121288424072168,4.78281462807137
AUS,2008-Q3,3.396574450061738,1.1444451095824475,4.425512550979268
AUS,2008-Q4,3.6554415429043545,1.109813021771463,4.229434234308983
AUS,2009-Q1,3.8490455236297936,1.5918534467073653,4.231953670520991
AUS,2009-Q2,4.030945441593023,1.184184846563939,4.264569292884931
AUS,2009-Q3,4.108805051313722,1.6657265270970447,4.379440235236635
AUS,2009-Q4,4.006213916437505,1.5251819800353221,4.326434313613685
AUS,2010-Q1,4.117914793399858,1.6978971523667992,4.37273582428804
AUS,2010-Q2,3.9811939124505304,1.5947566769597632,4.447779039981457
AUS,2010-Q3,3.9662712024127376,1.9603590184572517,4.465165907053621
AUS,2010-Q4,3.8973837979072026,1.4752673217518497,4.702208315788489
AUS,2011-Q1,3.884585810513952,1.2246426676460203,4.75047958499097
AUS,2011-Q2,4.195792654885024,1.224565085385283,4.255022910767764
AUS,2011-Q3,4.331219583009433,1.2679299150127767,4.463721485852479
