country,quarter,interest_domestic,interest_foreign,forward_rate,spot_rate
USA,2019-Q2,2.8823329795900587,2.530884604549042,0.5854502370065531,0.5877244294239539
USA,2019-Q3,2.873050030756868,2.494509106357252,0.5739046197185407,0.5755812782956282
USA,2019-Q4,2.8177332820565666,2.550620878794696,0.5606511886602067,0.559163428334406
GBR,2005-Q1,3.8657551941701214,1.5397628743553788,0.1014436287532102,0.09562864795367335
GBR,2005-Q2,3.8330887325414356,1.5161000188019456,0.11010322505365017,0.10088049596930924
GBR,2005-Q3,3.9213614445554903,1.537983914048747,0.1213142514457956,0.10783401794028588
GBR,2005-Q4,3.9416105301035382,1.5298962079513911,0.09949857392794922,0.09737382226317656
GBR,2006-Q1,3.878566332386786,1.5211889598223023,0.10030322942504274,0.10286402574835542
GBR,2006-Q2,3.9244594297395246,1.5651400339017898,0.10803087333348771,0.11782399157326441
GBR,2006-Q3,4.030567239590156,1.598156687861311,0.1463814350621734,0.15184686372916525
GBR,2006-Q4,4.082190502617713,1.6306970733013364,0.17824352932303608,0.1760322802508694
GBR,2007-Q1,4.006222004320013,1.6829162255875096,0.23486961418268112,0.2240959294011005
GBR,2007-Q2,3.9820103006767003,1.68375637925282,0.2230926100665852,0.21374897814333954
GBR,2007-Q3,4.045355858136031,1.7110344981046186,0.25251297013348395,0.2361953908777531
GBR,2007-Q4,4.009972384855092,1.6986238278408803,0.2505532494001552,0.24486223099252014
GBR,2008-Q1,4.032163356262403,1.711590481940418,0.2908860302057175,0.2936582896568736
GBR,2008-Q2,4.07089505893387,1.7063847597657107,0.28255296163918314,0.28249232394977053
GBR,2008-Q3,4.024548535354966,1.7102645983654194,0.2746010094552953,0.270697887106155
GBR,2008-Q4,4.021572267551876,1.734070879382896,0.26804163205655973,0.26371003419727457
GBR,2009-Q1,3.859508900548422,1.7013420520535572,0.220388675184877,0.22623211971107843
GBR,2009-Q2,3.8082895184817076,1.7850375430809755,0.218024288947566,0.2207170192774632
GBR,2009-Q3,3.7956611109120497,1.7447968478209874,0.2041011200271333,0.21053436604638925
GBR,2009-Q4,3.733271951813807,1.6962293033094782,0.21946894680128506,0.21854224177591342
GBR,2010-Q1,3.8148925170103887,1.742553738249481,0.23468336343151516,0.2303773612914566
GBR,2010-Q2,3.743385448112357,1.7742202460079983,0.27255564302495,0.27290077807577434
GBR,2010-Q3,3.721383223777508,1.7991850386900845,0.2957211844790751,0.2969092548394954
GBR,2010-Q4,3.7279202526418125,1.8243188590606556,0.2859382998157152,0.2903711817262473
GBR,2011-Q1,3.799983917095118,1.823828988146779,0.2760551546288699,0.27740288829928017
GBR,2011-Q2,3.7281908095361462,1.7879388132873457,0.29778033467723075,0.2922412717294103
GBR,2011-Q3,3.7863489971438944,1.7909709956150948,0.2713439037833207,0.2708366075889974
GBR,2011-Q4,3.786860650194874,1.7638845271546102,0.3171307090651002,0.3124657829060845
GBR,2012-Q1,3.737785217642476,1.8028893164913202,0.3429854027849457,0.34105458532051025
GBR,2012-Q2,3.7608903913556397,1.7970070212312348,0.3357272420549279,0.33667107227841614
GBR,2012-Q3,3.770843376134313,1.7639871333595343,0.30808557038204315,0.30740838169659856
GBR,2012-Q4,3.7408325322763734,1.7511316996934145,0.33646290090029735,0.33948582917990683
GBR,2013-Q1,3.744322636525874,1.7676489578644394,0.3391703027100787,0.3421950322748545
GBR,2013-Q2,3.7250569566827862,1.7450999757522805,0.3657336925587766,0.3719513585143237
GBR,2013-Q3,3.7307328239453486,1.7122111599296232,0.35267382219793997,0.34506280533843636
GBR,2013-Q4,3.763839357671401,1.7219586483892997,0.3450233876670766,0.3380753048793609
GBR,2014-Q1,3.8431401984786686,1.7317573112336486,0.34615820621130594,0.34318017887372454
GBR,2014-Q2,3.781249423537326,1.7114795842188035,0.35386883547864156,0.3491197907490194
GBR,2014-Q3,3.8879010922701394,1.6926380519940707,0.34976850175703234,0.3451184813194345
GBR,2014-Q4,3.790296702294014,1.7019200494883762,0.3661467844447225,0.3625754799663845
GBR,2015-Q1,3.782707447542235,1.6439966758284832,0.3535684176583447,0.34622307137873265
GBR,2015-Q2,3.812123307866464,1.587698124853421,0.35902315326378886,0.3483754816783068
GBR,2015-Q3,3.8261729012532157,1.5589603560033236,0.362103215545784,0.35578139431254474
GBR,2015-Q4,3.795037925262186,1.5504224699348497,0.3742275818443891,0.37107017099371975
GBR,2016-Q1,3.7846318127443226,1.56285877255877,0.39288645960823143,0.39030246855549755
GBR,2016-Q2,3.759981766011381,1.621873021236752,0.3647145057509743,0.3728096267187402
GBR,2016-Q3,3.7305135281641704,1.6561794061648327,0.3360009679587267,0.3471273433040277
GBR,2016-Q4,3.7729936330152216,1.6497818649662956,0.3792203435766483,0.37768087974199793
GBR,2017-Q1,3.790844407313474,1.649021216650188,0.40045698889519765,0.3893271599815898
GBR,2017-Q2,3.7561989275504413,1.6089200420646756,0.38723437237540853,0.37935742925045873
GBR,2017-Q3,3.8011789213221037,1.6081795166249802,0.4253764369302338,0.41538046876090917
GBR,2017-Q4,3.8165438973659342,1.5966331710681747,0.43273374431265665,0.42269396144676635
GBR,2018-Q1,3.857187003307882,1.6095419134816984,0.47521192582747934,0.4512799051280429
GBR,2018-Q2,3.8886684454040625,1.5764526757396056,0.4809120789212452,0.45763027475624507
GBR,2018-Q3,3.847218694857959,1.5972265363092524,0.5202064477743982,0.5038452332538849
GBR,2018-Q4,3.8192096428481106,1.6585360928293555,0.5515545839554857,0.5439520501027489
GBR,2019-Q1,3.8565743231042737,1.6541856868910811,0.542877059607911,0.5439727671331674
GBR,2019-Q2,3.887092836375947,1.6702541557750388,0.5706725096078298,0.5684041861522545
GBR,2019-Q3,3.8860477566777396,1.6978599154434832,0.585872468410769,0.5863117051439575
GBR,2019-Q4,3.891914125843179,1.6818110965680497,0.6132570162012256,0.6186843362946044
DEU,2005-Q1,2.3534271157574733,1.6347615971084841,0.41134840391888516,0.4095517401222627
DEU,2005-Q2,2.3530284836916424,1.6382251886074002,0.4356564874495426,0.42763905324934387
DEU,2005-Q3,2.427025690636144,1.631998099191717,0.42719775452332237,0.43152735983113477
DEU,2005-Q4,2.4308941060185245,1.6787093816581091,0.4381875929118552,0.4421267323575312
DEU,2006-Q1,2.387829895952111,1.6888862153901576,0.4207243654662146,0.4246169514115637
DEU,2006-Q2,2.4639860998155942,1.7023903218731657,0.4697324576297771,0.4785319910039002
DEU,2006-Q3,2.490931601999827,1.6859152432282671,0.47728258227004283,0.48611641464340477
DEU,2006-Q4,2.439069294283504,1.6664109942653673,0.48263293443252975,0.4933043105355026
DEU,2007-Q1,2.429552360379324,1.6491086667525825,0.5153401402601996,0.5128196430134765
DEU,2007-Q2,2.385771447710086,1.6648867524477144,0.5342905335603306,0.5274398276482107
DEU,2007-Q3,2.3166314611618692,1.648047373214904,0.5482282650417081,0.5369175081337934
DEU,2007-Q4,2.3629403385384515,1.6596383674907604,0.5377401771199534,0.5261080190248871
DEU,2008-Q1,2.4584111705619582,1.742654399436578,0.5430995562981749,0.540537386167607
DEU,2008-Q2,2.388482791871001,1.7774993875738456,0.582585039108242,0.5831778760971077
DEU,2008-Q3,2.4166312537055297,1.764458446287132,0.6177853897701472,0.6150862770202072
DEU,2008-Q4,2.3840991252494383,1.8125070031736898,0.647962993289131,0.6519500095529952
DEU,2009-Q1,2.3597428560612035,1.7961839882528279,0.6481791875748696,0.6467256960243715
DEU,2009-Q2,2.33012315984926,1.7146590068457137,0.6322996193585531,0.6319335996191998
DEU,2009-Q3,2.2869236213652693,1.6743355544090175,0.6333130109287984,0.6344178612172069
DEU,2009-Q4,2.2893497027625105,1.5995038775679833,0.6440981655707152,0.6405323594629808
DEU,2010-Q1,2.247802196941959,1.5854433382063309,0.6724901780407554,0.6674161898323998
DEU,2010-Q2,2.2613250382309507,1.5861800733739129,0.6406716880111363,0.6385668972381034
DEU,2010-Q3,2.258813132758494,1.653237565864924,0.6817394949959497,0.6741579036273158
DEU,2010-Q4,2.2468657304151733,1.6663146608154906,0.6759877807851457,0.675997745655736
DEU,2011-Q1,2.2014875473130933,1.657550639663136,0.6759497719066506,0.6724601242567876
DEU,2011-Q2,2.1726489807846767,1.6907268629104757,0.6627727218335914,0.6572180367515842
DEU,2011-Q3,2.2104185420759643,1.6022814505501604,0.6319209357082725,0.6291209033142688
DEU,2011-Q4,2.2354644014571834,1.611706032874503,0.6546061743085474,0.6505843149935071
DEU,2012-Q1,2.1865866392172557,1.6425406406299816,0.6537558226576461,0.6570506743372752
DEU,2012-Q2,2.191553254488717,1.583397190798788,0.6393662532582501,0.6362514563424541
DEU,2012-Q3,2.2291226106573063,1.6291473525270652,0.6169616727560637,0.6153498809011817
DEU,2012-Q4,2.1456523466012376,1.6426872088268418,0.6123506895684316,0.6136341869153792
DEU,2013-Q1,2.1728203562202344,1.6260756922708097,0.6569749335858257,0.6520146174211671
DEU,2013-Q2,2.139689168272942,1.6513869669150611,0.6518575728726863,0.651822790393895
DEU,2013-Q3,2.1682191017026,1.742214681227237,0.6200117534349112,0.6267599313315328
DEU,2013-Q4,2.130056143875474,1.7494893314295767,0.6149347683972327,0.6268450700498139
DEU,2014-Q1,2.039812038842248,1.7594181548815901,0.621761515977088,0.6263905986548606
DEU,2014-Q2,1.95843491694809,1.7410437188999803,0.5681296532266797,0.5774528657960292
DEU,2014-Q3,1.9608391642811591,1.7070499441213887,0.5843620635590889,0.5813669684656729
DEU,2014-Q4,1.9738252893672332,1.7402633767831586,0.5734569399315017,0.5817482778614994
DEU,2015-Q1,1.9286094581120128,1.706020023746804,0.6039422528226834,0.6006724051577678
DEU,2015-Q2,1.9605390810508814,1.7088826732355797,0.6460994485635777,0.6426515270566747
DEU,2015-Q3,1.8774630779374333,1.689776375364975,0.6720006861614961,0.6701828276476298
DEU,2015-Q4,1.8741590880050674,1.7089355683948306,0.668370134343847,0.6698050538365332
DEU,2016-Q1,1.8136082780169445,1.7222820526063085,0.653697345907374,0.6526745356616999
DEU,2016-Q2,1.7810164726268365,1.7637836503766244,0.7095130618135943,0.709141731726697
DEU,2016-Q3,1.7833864061926572,1.7433829944224346,0.7211559795668216,0.7153261004069869
DEU,2016-Q4,1.7403657379284596,1.7325879970106997,0.7249196847506163,0.7206046862452458
DEU,2017-Q1,1.7211379607169683,1.6934374483794075,0.7287350547906984,0.7251221845030457
DEU,2017-Q2,1.7714526011776903,1.675665717976363,0.7348086382197625,0.7340838797184027
DEU,2017-Q3,1.742608007701533,1.690757737698157,0.7363570083770087,0.7361966714799238
DEU,2017-Q4,1.78439261330479,1.7210372823639712,0.7314407908084811,0.7297234313423191
DEU,2018-Q1,1.7279072705719092,1.6841506693968662,0.7163581332973923,0.7237862525175113
DEU,2018-Q2,1.7543974794676733,1.7189349062010926,0.7165795344658424,0.7281311871131914
DEU,2018-Q3,1.8264759105005683,1.7731604205532907,0.7185460999831628,0.722262691690516
DEU,2018-Q4,1.7028936854942038,1.7896978166822388,0.7111406706186986,0.7130057760369728
DEU,2019-Q1,1.66304892272068,1.8647696491845616,0.7176389002841899,0.7201343805908107
DEU,2019-Q2,1.691902529079707,1.8338180812204186,0.718477951008569,0.7200348362423936
DEU,2019-Q3,1.6817502597775573,1.784031893087962,0.7558155378278224,0.7551146960140473
DEU,2019-Q4,1.7003075534461227,1.7128830831317907,0.7049868174535093,0.7070952998461871
FRA,2005-Q1,2.2216952745976872,2.656676204078145,0.2562734185462856,0.25736087086998677
FRA,2005-Q2,2.1365660943857954,2.6056062610453328,0.2928558674743063,0.2861412014921378
FRA,2005-Q3,2.1880238762520774,2.562363999429002,0.3232656816412891,0.31955128645193487
FRA,2005-Q4,2.2116537503727294,2.6044901135623184,0.31657203687106583,0.3131363605769453
FRA,2006-Q1,2.224455237088423,2.6029079074080523,0.3064541486690057,0.30148924911486075
FRA,2006-Q2,2.2735897862856986,2.6301679353029574,0.3198013307852911,0.3159175602425888
FRA,2006-Q3,2.3568635085088276,2.631300670348176,0.3100587287245279,0.3098730993569694
FRA,2006-Q4,2.407582011759734,2.6324909159280057,0.3285065328930525,0.3275317357120796
FRA,2007-Q1,2.3155383001931518,2.6700222681670454,0.34207124009537554,0.3365901961291056
FRA,2007-Q2,2.251559451856367,2.6493804790383506,0.30928689979018376,0.31127531382916096
FRA,2007-Q3,2.2203185229715827,2.65322531011599,0.3461619893024711,0.3472254178557622
FRA,2007-Q4,2.2216230754821242,2.6347342985677886,0.38362183415473305,0.38814297131767267
FRA,2008-Q1,2.2475060265055804,2.617354449470496,0.38367037617680033,0.38088719750798494
FRA,2008-Q2,2.211218835847907,2.6049875645317506,0.37194287978568474,0.37813316630926525
FRA,2008-Q3,2.220557174071761,2.613872915397099,0.381688763477876,0.38885047412376333
FRA,2008-Q4,2.182788027454095,2.59472297053056,0.39737985810096216,0.40053960992350385
FRA,2009-Q1,2.1522121373044976,2.644953215553501,0.42392181842535687,0.4187104953769605
FRA,2009-Q2,2.0818790824620863,2.6091689234647206,0.4664556744780282,0.4639145861522875
FRA,2009-Q3,2.035717420156541,2.6016940576982663,0.463693255778447,0.4653756416024065
FRA,2009-Q4,1.9681331898757244,2.5841048153672994,0.462101714245543,0.45440969671163745
FRA,2010-Q1,1.9193395272268576,2.6419839307414485,0.4287773969289416,0.4318233121513469
FRA,2010-Q2,1.9720216170572495,2.6498461218019114,0.40871057256869425,0.42220471135250853
FRA,2010-Q3,1.9245516726156524,2.691119903380657,0.41915609817911753,0.4265421718950326
FRA,2010-Q4,2.056170775857522,2.631697488459178,0.45992896672176947,0.4674333291653883
FRA,2011-Q1,2.0808366709015664,2.6423794990939484,0.4516284773481558,0.4620811031846649
FRA,2011-Q2,2.09007847708631,2.677964730918886,0.4677472291214399,0.47155686221744286
FRA,2011-Q3,2.0471605880772494,2.681256090489903,0.47434122275888824,0.47622840429598784
FRA,2011-Q4,2.082176082047699,2.723875305492517,0.5003753657449597,0.5049962697649495
FRA,2012-Q1,2.05339419073581,2.703183767488502,0.5505480959722902,0.560534918282422
FRA,2012-Q2,2.0594946814680783,2.7595576650959255,0.5520941455669841,0.5549175428240155
FRA,2012-Q3,2.187498908381518,2.8515135900406956,0.5510221172906212,0.550128753973651
FRA,2012-Q4,2.1826959133952855,2.837000047623109,0.5755400418742928,0.5760119715150325
FRA,2013-Q1,2.2401595797095695,2.819179946767078,0.6031919253217927,0.5946498013075587
FRA,2013-Q2,2.205000758453275,2.8773153258517863,0.636046026277873,0.6365839478222795
FRA,2013-Q3,2.203251333928427,2.9404982116810148,0.644534630647952,0.6532625115287988
FRA,2013-Q4,2.2917913657102025,2.919583810594884,0.6415725518552372,0.6510766697130576
FRA,2014-Q1,2.260443012820814,2.9027763379110496,0.6608984890477551,0.6678897663269038
FRA,2014-Q2,2.3510654407206606,2.8915049535566295,0.6914288978249105,0.695063837938562
FRA,2014-Q3,2.3864530374934345,2.8377269331152584,0.7126546196686581,0.7164734815625092
FRA,2014-Q4,2.358329698698721,2.8009808552558906,0.7305236711252159,0.7316189621846552
FRA,2015-Q1,2.3899500856514972,2.7608152245858077,0.7507749649489202,0.7579524559764382
FRA,2015-Q2,2.4385778081328335,2.7301033219816424,0.7887656637039775,0.7863383677853517
FRA,2015-Q3,2.4696683062436935,2.728715926486171,0.8199746439706443,0.8189815476061023
FRA,2015-Q4,2.3911570702491707,2.738084515787632,0.842741370921836,0.8369557453578952
FRA,2016-Q1,2.354800211457927,2.800104535500195,0.8435381633889025,0.8386133837515581
FRA,2016-Q2,2.342424279680352,2.7601703738706433,0.8517117846313604,0.8465476574802246
FRA,2016-Q3,2.3387026082253497,2.799543269809707,0.8814100916088894,0.8756778368103918
FRA,2016-Q4,2.3697362131028834,2.7909837160406865,0.8699993791274873,0.8643391233906471
FRA,2017-Q1,2.378621263149546,2.7890051676545893,0.8832639370274002,0.8767125895681052
FRA,2017-Q2,2.311854045214041,2.8159979473412533,0.8841564659102646,0.873845813321558
FRA,2017-Q3,2.330863937764339,2.7710890664787615,0.8868239108305916,0.8794207097802543
FRA,2017-Q4,2.36139322502853,2.7863854563261237,0.9179997317589791,0.9099897470324003
FRA,2018-Q1,2.389382747425082,2.7930435446546458,0.923251000376423,0.9188117283927983
FRA,2018-Q2,2.443421783702813,2.812741595214972,0.9345592214892424,0.9247404593559213
FRA,2018-Q3,2.4851178914302583,2.824308340971285,0.90529573898254,0.9025433365363229
FRA,2018-Q4,2.5080768953916803,2.9225203465677208,0.9327772474640266,0.9224684078568673
FRA,2019-Q1,2.504568609818748,2.897010747197668,0.9465704127358344,0.9403780914796889
FRA,2019-Q2,2.4215205631429484,2.8757708689975954,0.9850164119603064,0.988643185945798
FRA,2019-Q3,2.4430014740995776,2.850845247940605,0.9854892875431338,0.9874876212467381
FRA,2019-Q4,2.4533858584577333,2.828626163174195,0.9918910979760003,0.9968706278000169
JPN,2005-Q1,3.840643548988724,1.9779008165580874,0.13028021442693047,0.12562335759585389
JPN,2005-Q2,3.81802823302627,1.9288701900379936,0.1334782047837578,0.1321960614021757
JPN,2005-Q3,3.696834266694822,1.870295194829601,0.11082408579609056,0.09723204771153357
JPN,2005-Q4,3.617639125520536,1.8792732675719999,0.13568004204859357,0.1205586012055832
JPN,2006-Q1,3.6556598583277506,1.921157199676486,0.14220456248141847,0.13248837072354305
JPN,2006-Q2,3.694949866260292,1.9885143073348008,0.1527145910659927,0.1574485729207361
JPN,2006-Q3,3.7162227443495404,1.9701589368200432,0.11449329174980263,0.10452346535686233
JPN,2006-Q4,3.6678739371930797,2.013306170157295,0.15212255000442415,0.1512909594524769
JPN,2007-Q1,3.6654883693859808,2.0117658313772666,0.14725834073694333,0.15349916688937343
JPN,2007-Q2,3.6653082424314523,2.004860739379634,0.1831829580184578,0.18066282322412378
JPN,2007-Q3,3.607390007971825,2.0402071368791006,0.17992128431489923,0.16486470468161316
JPN,2007-Q4,3.6825599230601824,2.0663000520156376,0.20032230114913877,0.18212018278286454
JPN,2008-Q1,3.726428037588966,2.0032443657362675,0.18238433094691586,0.16605187151939144
JPN,2008-Q2,3.7153798288974826,2.0623059797253034,0.17349887379786244,0.15857649230547533
JPN,2008-Q3,3.7167241208472093,2.1175096338912014,0.21713553635924945,0.20185711938281106
JPN,2008-Q4,3.7271432612445867,2.09248712583082,0.21825700214839383,0.20304347136754414
JPN,2009-Q1,3.625056517823372,2.1083192671683166,0.22482240786512803,0.2123921288311386
JPN,2009-Q2,3.6126976486973423,2.128080474619626,0.24464101523964604,0.2347934834449137
JPN,2009-Q3,3.5785984362974523,2.138507425252582,0.25698277585118007,0.24970712120436578
JPN,2009-Q4,3.5285174358027067,2.1164952190987654,0.25986475953214516,0.2577154993072373
JPN,2010-Q1,3.514462421158409,2.089630284381243,0.27127590735821705,0.2700147193565618
JPN,2010-Q2,3.6043467475008852,2.0886081215415855,0.3169120135340617,0.3230830310613273
JPN,2010-Q3,3.636388890564236,2.13551728231196,0.323716899347406,0.3269306551206556
JPN,2010-Q4,3.607829941075096,2.1572612884957376,0.33010824453462656,0.33595263605495496
JPN,2011-Q1,3.6364590801429038,2.1424367152122934,0.35402680475269993,0.3619657239751072
JPN,2011-Q2,3.706426851972204,2.1733046636382274,0.38622043502329223,0.3890762426342669
JPN,2011-Q3,3.7526585361178424,2.0593629588130242,0.42466250061728333,0.4178168487454745
JPN,2011-Q4,3.7556400546138513,2.1053135868279083,0.44600692078909,0.4355914531860582
JPN,2012-Q1,3.7232932157285727,2.0357250356767844,0.4181860457952806,0.41773135493144853
JPN,2012-Q2,3.7582043814092523,2.021227398020659,0.45234753812199696,0.45539998557747047
JPN,2012-Q3,3.7778786506803397,1.9764406022356134,0.4418738503340854,0.4374730777170967
JPN,2012-Q4,3.822638311681726,1.9246533432067772,0.4482914778476932,0.4485257870218774
JPN,2013-Q1,3.8543969017658246,1.971086414701918,0.4387888539521734,0.4384402700214902
JPN,2013-Q2,3.9068745375317913,1.9523783666494423,0.4469602040254242,0.44215750308963037
JPN,2013-Q3,3.8801127769537627,1.9662385219186709,0.45362141398955164,0.45373275129569995
JPN,2013-Q4,3.945982480235479,1.9643616987635035,0.46745841017568673,0.46515989560470544
JPN,2014-Q1,3.9558624604700987,1.9834433318524285,0.47513313173761024,0.47859831068941117
JPN,2014-Q2,4.059625504101362,1.9865162074948388,0.5125909236896701,0.5158725360705841
JPN,2014-Q3,4.025166113196883,1.9351965185272961,0.5312652051036706,0.5299432221008638
JPN,2014-Q4,4.111964303355146,1.9750471913051817,0.5249005018680037,0.5300600893950508
JPN,2015-Q1,4.121859842528278,1.9552969279787291,0.555134391537332,0.5543418327608179
JPN,2015-Q2,4.089288942347555,1.893033652032339,0.5855181902390566,0.5831312425393108
JPN,2015-Q3,4.0650946506448395,1.8759090455937024,0.5697971011793571,0.5635790862365709
JPN,2015-Q4,4.049077285235123,1.9359394372190748,0.5874137860285344,0.5805270876335681
JPN,2016-Q1,4.070285582555219,1.9699483069036146,0.6126645927724863,0.599550542479786
JPN,2016-Q2,4.096427356956994,1.9560022215273,0.6096875423817212,0.5985992724125861
JPN,2016-Q3,4.067742356760065,1.942031913354563,0.6380098417165706,0.6311134086788186
JPN,2016-Q4,4.0665246271470155,1.9291665113058676,0.6400955817469371,0.6331122969381681
JPN,2017-Q1,4.173638145077609,2.012236430648301,0.6498097486263122,0.6406238260075989
JPN,2017-Q2,4.2600153035826445,2.0275138487375632,0.6504465154268787,0.6421623895219215
JPN,2017-Q3,4.281831487066346,2.044715514625206,0.6550265858347721,0.6474739704735508
JPN,2017-Q4,4.283731660974756,2.08592685278648,0.6338069088466606,0.6305484687356467
JPN,2018-Q1,4.289733227310669,2.09547841914754,0.6074651367752669,0.6067474510837608
JPN,2018-Q2,4.32040912594719,2.0851167333147123,0.6391135886070569,0.6436375523482603
JPN,2018-Q3,4.26926949768727,2.0772627393513132,0.6393532994238583,0.6316983253818937
JPN,2018-Q4,4.256400670816102,2.0743986889747505,0.6175198893153957,0.6168704783927677
JPN,2019-Q1,4.172971467122223,2.072909799514357,0.5774646681799495,0.5788026761206934
JPN,2019-Q2,4.192932623252487,2.102014981259836,0.5683763935726925,0.5710234411669033
JPN,2019-Q3,4.225292420237624,2.104092816692128,0.5542209440878643,0.5495616452987533
JPN,2019-Q4,4.201133097122655,2.133398419780751,0.590678131660536,0.5874019485014806
CAN,2005-Q1,4.247742072673734,1.961207500604905,0.0860958323077083,0.08037949587753623
CAN,2005-Q2,4.354999529062404,1.948842842036805,0.09151874064775302,0.088787820325046
CAN,2005-Q3,4.295619608110928,1.9541844782280962,0.09548342645068365,0.0969992999460433
