"model_name","variable","coefficient","std_error","statistic","p_value","sigma_v","sigma_u","sigma_v_sq","sigma_u_sq","gamma","lambda_param","eta","log_likelihood","aic","bic","mean_te"
"bc92","time",0.0404011692406269,0.00461691775622467,8.75067986345583,2.12071199253479e-18,0.0772784271698464,0.163917744261424,0.00597195530584525,0.0268690268837536,0.818155398904706,2.12113199329429,0.0404011692406269,991.139400937365,-1968.27880187473,-1933.92451492185,0.858484597638157
"bc95","(Intercept)",1.5702933217571,0.0470624251277683,33.3661794413263,4.24425823657862e-244,0.0621382634041534,0.0934181151585717,0.00386116377888395,0.00872694423978016,0.693268935001266,1.50339114807524,NA,828.311418611517,-1636.62283722303,-1587.54528443321,0.810234771842953
"bc95","log_labor",0.248222888555034,0.00623726379732048,39.7967597044188,0,0.0621382634041534,0.0934181151585717,0.00386116377888395,0.00872694423978016,0.693268935001266,1.50339114807524,NA,828.311418611517,-1636.62283722303,-1587.54528443321,0.810234771842953
"bc95","log_capital",0.29487770720163,0.00551747993861239,53.4442735601119,0,0.0621382634041534,0.0934181151585717,0.00386116377888395,0.00872694423978016,0.693268935001266,1.50339114807524,NA,828.311418611517,-1636.62283722303,-1587.54528443321,0.810234771842953
"bc95","log_deposits",0.396544260058297,0.00389741093408089,101.745560518322,0,0.0621382634041534,0.0934181151585717,0.00386116377888395,0.00872694423978016,0.693268935001266,1.50339114807524,NA,828.311418611517,-1636.62283722303,-1587.54528443321,0.810234771842953
"bc95","Z_(Intercept)",0.131788820971094,0.0681849867751586,1.93281288453821,0.0532592525291098,0.0621382634041534,0.0934181151585717,0.00386116377888395,0.00872694423978016,0.693268935001266,1.50339114807524,NA,828.311418611517,-1636.62283722303,-1587.54528443321,0.810234771842953
"bc95","Z_log_assets",-0.00472240350203151,0.00646043275579642,-0.730973245994161,0.464795494670226,0.0621382634041534,0.0934181151585717,0.00386116377888395,0.00872694423978016,0.693268935001266,1.50339114807524,NA,828.311418611517,-1636.62283722303,-1587.54528443321,0.810234771842953
"bc95","Z_public_ownership",0.187634347920909,0.0113766777409076,16.4928946915869,4.12695122694412e-61,0.0621382634041534,0.0934181151585717,0.00386116377888395,0.00872694423978016,0.693268935001266,1.50339114807524,NA,828.311418611517,-1636.62283722303,-1587.54528443321,0.810234771842953
"bc95","Z_npl_ratio",0.0185811979376547,0.00357992555787674,5.19038668186028,2.09857807605731e-07,0.0621382634041534,0.0934181151585717,0.00386116377888395,0.00872694423978016,0.693268935001266,1.50339114807524,NA,828.311418611517,-1636.62283722303,-1587.54528443321,0.810234771842953
"bc95","sigmaSq",0.0125881080186641,0.000879237729483052,14.3170698851439,1.71190178829266e-46,0.0621382634041534,0.0934181151585717,0.00386116377888395,0.00872694423978016,0.693268935001266,1.50339114807524,NA,828.311418611517,-1636.62283722303,-1587.54528443321,0.810234771842953
"bc95","gamma",0.693268935001266,0.117750837245792,5.88759240458003,3.91862084976185e-09,0.0621382634041534,0.0934181151585717,0.00386116377888395,0.00872694423978016,0.693268935001266,1.50339114807524,NA,828.311418611517,-1636.62283722303,-1587.54528443321,0.810234771842953
