"hospital_id","te_half_normal","te_truncated_normal"
149,0.882799059768606,0.706659600362016
150,0.794287727174838,0.584371542202693
151,0.911601070316535,0.770613932556917
152,0.943680441746157,0.883514047506256
153,0.851542413283769,0.663061600126249
154,0.853788583710373,0.662342591955135
155,0.87264092834143,0.690091165529402
156,0.95189569119289,0.939864089774705
157,0.883921571121875,0.706811054420867
158,0.85238428143061,0.659294364042022
159,0.93748385306649,0.862888869582358
160,0.873358194955557,0.691135288473815
161,0.913758037287876,0.781702329927587
162,0.894945589527997,0.732769352808567
163,0.812046510817627,0.601920706375839
164,0.929606822995785,0.831312373871379
165,0.8756338310729,0.69127248327592
166,0.936134453826986,0.849085701738326
167,0.878950734054601,0.69861730558096
168,0.938352349353657,0.853780518886125
169,0.884969459707155,0.716385862322214
170,0.937423003586104,0.860417631959861
171,0.887883185940147,0.72349070180989
172,0.920921668664236,0.804939853365172
173,0.913209588251007,0.778950805868283
174,0.921705353966227,0.796535794390482
175,0.894058046159606,0.728566547719758
176,0.91087252897321,0.764960600108881
177,0.839062757373102,0.641036036509911
178,0.884341949146433,0.708025909221908
179,0.874291438344874,0.695586710779113
180,0.960345064999805,0.962140430732337
181,0.825297935341409,0.621430503618451
182,0.885837171611909,0.719719928651326
183,0.890093755813954,0.7291915669193
184,0.894656909537343,0.734358787266589
185,0.899361075127379,0.743383334435459
186,0.930920789697489,0.826541517161303
187,0.914959219735229,0.778280754917348
188,0.928688122638868,0.821590104374262
189,0.814436439743103,0.613727507299
190,0.950666989793588,0.932355261645115
191,0.903047362816319,0.756915533721388
192,0.901457844416734,0.743245001062737
193,0.934336742697516,0.843057588861027
194,0.901009921421653,0.753327305173068
195,0.883545360238107,0.709166428772782
196,0.870666262320439,0.690383738322128
197,0.863182106192583,0.685078956453988
198,0.87848092307172,0.702038890630789
199,0.94428904020437,0.88746410709129
200,0.955047717167436,0.953324505716439
